pathway,contrast,NES,padj,size,database
GOBP_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS,Training_CRE,-1.1535450567870307,0.6377472921223979,14,GO:BP
GOBP_INTEGRATED_STRESS_RESPONSE_SIGNALING,Training_CRE,0.7652855014724161,0.9594645623000304,11,GO:BP
GOBP_INTERFERON_BETA_PRODUCTION,Training_CRE,-0.6693321403661209,0.9948203724596401,12,GO:BP
GOBP_INTERLEUKIN_1_BETA_PRODUCTION,Training_CRE,1.0306574792509713,0.7710205902976988,11,GO:BP
GOBP_INTERLEUKIN_1_PRODUCTION,Training_CRE,1.4143578707520654,0.41103366796903845,14,GO:BP
GOBP_INTERLEUKIN_2_PRODUCTION,Training_CRE,-0.9443137698088792,0.8250835218473632,11,GO:BP
GOBP_INTERLEUKIN_6_PRODUCTION,Training_CRE,1.6216156273950952,0.21193806394566025,15,GO:BP
GOBP_INTERLEUKIN_8_PRODUCTION,Training_CRE,1.661320921830424,0.17404863247503058,16,GO:BP
GOBP_INTERMEDIATE_FILAMENT_BASED_PROCESS,Training_CRE,1.3397465432123825,0.483633791403122,13,GO:BP
GOBP_INTERMEDIATE_FILAMENT_ORGANIZATION,Training_CRE,1.3426861984075533,0.483633791403122,10,GO:BP
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,Training_CRE,-0.8887348287735215,0.892628160776391,29,GO:BP
GOBP_INTRACELLULAR_IRON_ION_HOMEOSTASIS,Training_CRE,1.1514474864341548,0.6342471523597241,21,GO:BP
GOBP_INTRACELLULAR_LIPID_TRANSPORT,Training_CRE,-0.8994525076733448,0.8630626713916808,13,GO:BP
GOBP_INTRACELLULAR_PH_REDUCTION,Training_CRE,-0.6644525640145272,0.9948706526785547,13,GO:BP
GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY,Training_CRE,0.8283185581911677,0.9598683656627401,72,GO:BP
GOBP_INTRA_GOLGI_VESICLE_MEDIATED_TRANSPORT,Training_CRE,1.3607782099630212,0.46974830229945674,12,GO:BP
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Training_CRE,-0.9169109086491314,0.8936545365708581,78,GO:BP
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR,Training_CRE,-1.1466977744751807,0.6390681875809396,17,GO:BP
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE,Training_CRE,-0.7297871952385072,0.9848026422544354,21,GO:BP
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR,Training_CRE,-0.9400638885562255,0.8245233896027548,10,GO:BP
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,Training_CRE,-1.0155432352819123,0.7794828732374655,14,GO:BP
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS,Training_CRE,0.5428398266177903,1,23,GO:BP
GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT,Training_CRE,1.3852036575881028,0.34717721303087157,56,GO:BP
GOBP_IRES_DEPENDENT_VIRAL_TRANSLATIONAL_INITIATION,Training_CRE,0.8491963107346158,0.9020887537826828,10,GO:BP
GOBP_IRON_ION_TRANSPORT,Training_CRE,1.7159061410626808,0.14461375056170594,15,GO:BP
GOBP_ISOPRENOID_METABOLIC_PROCESS,Training_CRE,-0.8287562262551105,0.9474868496967552,28,GO:BP
GOBP_JNK_CASCADE,Training_CRE,-1.2271490044232927,0.5509423703169604,19,GO:BP
GOBP_KERATINOCYTE_DIFFERENTIATION,Training_CRE,1.2295015733108015,0.5633713826523937,18,GO:BP
GOBP_KETONE_BIOSYNTHETIC_PROCESS,Training_CRE,-1.634489152936997,0.18143208341092318,16,GO:BP
GOBP_KETONE_METABOLIC_PROCESS,Training_CRE,-1.1860173194648447,0.5362044847611377,60,GO:BP
GOBP_KIDNEY_EPITHELIUM_DEVELOPMENT,Training_CRE,1.44848824640349,0.38829464361240806,13,GO:BP
GOBP_LACTATE_METABOLIC_PROCESS,Training_CRE,0.9075794179714319,0.8600431118949637,10,GO:BP
GOBP_LATE_ENDOSOME_TO_LYSOSOME_TRANSPORT,Training_CRE,-1.3558562851124754,0.46993984689639573,11,GO:BP
GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT,Training_CRE,-1.697176634135553,0.14461375056170594,18,GO:BP
GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY,Training_CRE,-1.062263281330109,0.7403365760387182,12,GO:BP
GOBP_LEARNING,Training_CRE,-0.6596662160344021,1,20,GO:BP
GOBP_LEUKOCYTE_APOPTOTIC_PROCESS,Training_CRE,1.1435987489081043,0.6667491201040326,14,GO:BP
GOBP_LEUKOCYTE_DEGRANULATION,Training_CRE,0.9880282729344843,0.7968088389141021,11,GO:BP
GOBP_LEUKOCYTE_HOMEOSTASIS,Training_CRE,0.6314296721019094,1,16,GO:BP
GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY,Training_CRE,1.4839423269496232,0.3016685241330825,26,GO:BP
GOBP_LEUKOCYTE_MEDIATED_IMMUNITY,Training_CRE,1.1769410377990894,0.5680257288100424,53,GO:BP
GOBP_LEUKOCYTE_PROLIFERATION,Training_CRE,1.2439709241167305,0.5006835386426973,46,GO:BP
GOBP_LIMBIC_SYSTEM_DEVELOPMENT,Training_CRE,0.7739627804475313,0.9598683656627401,15,GO:BP
GOBP_LIPID_CATABOLIC_PROCESS,Training_CRE,0.5279067312617488,1,76,GO:BP
GOBP_LIPID_DROPLET_ORGANIZATION,Training_CRE,0.8420218660129062,0.9071608452077162,11,GO:BP
GOBP_LIPID_HOMEOSTASIS,Training_CRE,-0.6296563566865745,1,33,GO:BP
GOBP_LIPID_IMPORT_INTO_CELL,Training_CRE,0.6883314148030447,0.9853426323570637,11,GO:BP
GOBP_LIPID_LOCALIZATION,Training_CRE,1.3304325668784491,0.360946993505133,85,GO:BP
GOBP_LIPID_MODIFICATION,Training_CRE,0.6174860305215327,1,48,GO:BP
GOBP_LIPID_OXIDATION,Training_CRE,0.6289804931126057,1,44,GO:BP
GOBP_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY,Training_CRE,1.2430986581617904,0.5701851505823873,11,GO:BP
GOBP_LIPOPROTEIN_METABOLIC_PROCESS,Training_CRE,1.1616275590399614,0.636276638816298,17,GO:BP
GOBP_LOCOMOTORY_BEHAVIOR,Training_CRE,0.9972949566363914,0.7863774243956246,29,GO:BP
GOBP_LONG_CHAIN_FATTY_ACID_IMPORT_INTO_CELL,Training_CRE,0.7411599841681132,0.966445850325527,10,GO:BP
GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS,Training_CRE,-1.4304661044288136,0.34717721303087157,26,GO:BP
GOBP_LONG_CHAIN_FATTY_ACID_TRANSPORT,Training_CRE,0.9112517316114691,0.8621846938509534,20,GO:BP
GOBP_LONG_TERM_SYNAPTIC_POTENTIATION,Training_CRE,0.4901467119462541,1,18,GO:BP
GOBP_LUNG_EPITHELIUM_DEVELOPMENT,Training_CRE,1.0631834362460333,0.743438424373967,11,GO:BP
GOBP_LUNG_MORPHOGENESIS,Training_CRE,1.032917721119909,0.7632378377592698,15,GO:BP
GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,Training_CRE,1.1441237068828345,0.6377472921223979,22,GO:BP
GOBP_LYMPHOCYTE_DIFFERENTIATION,Training_CRE,0.8333016337351861,0.9413323805502323,32,GO:BP
GOBP_LYMPHOCYTE_HOMEOSTASIS,Training_CRE,0.7025936769586728,0.9798524931293785,13,GO:BP
GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY,Training_CRE,1.055335969410983,0.7345421122994652,41,GO:BP
GOBP_LYMPHOCYTE_MIGRATION,Training_CRE,1.3306740594132584,0.4766107678729038,17,GO:BP
GOBP_LYSOSOMAL_TRANSPORT,Training_CRE,-0.926578456046192,0.8585424428815195,30,GO:BP
GOBP_LYTIC_VACUOLE_ORGANIZATION,Training_CRE,0.9344875144940247,0.8366867464218253,25,GO:BP
GOBP_L_AMINO_ACID_CATABOLIC_PROCESS,Training_CRE,-0.8301412476500822,0.947272127597344,27,GO:BP
GOBP_L_AMINO_ACID_TRANSPORT,Training_CRE,1.239003474723132,0.5751028022408134,10,GO:BP
GOBP_MACROAUTOPHAGY,Training_CRE,-0.804012278899255,0.9983513919482392,117,GO:BP
GOBP_MACROMOLECULE_DEACYLATION,Training_CRE,-0.9450888162799077,0.8266723534434547,15,GO:BP
GOBP_MACROMOLECULE_METHYLATION,Training_CRE,-1.0019302927409384,0.7794828732374655,24,GO:BP
GOBP_MACROPHAGE_ACTIVATION,Training_CRE,1.4608313710685215,0.36440492454262535,14,GO:BP
GOBP_MACROPHAGE_MIGRATION,Training_CRE,1.3508185797281234,0.47396706742212996,11,GO:BP
GOBP_MAINTENANCE_OF_CELL_NUMBER,Training_CRE,0.6871608398932626,0.9853426323570637,11,GO:BP
GOBP_MAINTENANCE_OF_LOCATION,Training_CRE,0.9291781430257444,0.8616211374832063,60,GO:BP
GOBP_MAINTENANCE_OF_PROTEIN_LOCALIZATION_IN_ORGANELLE,Training_CRE,1.4870802336737154,0.3531076378078059,13,GO:BP
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION,Training_CRE,1.371503537046051,0.4313755465837552,19,GO:BP
GOBP_MALE_SEX_DIFFERENTIATION,Training_CRE,-0.7337829344521358,0.9724249215121766,17,GO:BP
GOBP_MAMMARY_GLAND_DEVELOPMENT,Training_CRE,0.8785894003736642,0.8800168573341407,17,GO:BP
GOBP_MATERNAL_PROCESS_INVOLVED_IN_FEMALE_PREGNANCY,Training_CRE,1.1425817218094738,0.6646390982182248,11,GO:BP
GOBP_MEIOTIC_CELL_CYCLE,Training_CRE,1.2628537499043329,0.5464528466568147,16,GO:BP
GOBP_MEIOTIC_CELL_CYCLE_PROCESS,Training_CRE,1.474111455041826,0.36341803486333324,13,GO:BP
GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY,Training_CRE,1.1525062194259132,0.5482821091653803,129,GO:BP
GOBP_MEMBRANE_BIOGENESIS,Training_CRE,0.7908740523801339,0.9598683656627401,28,GO:BP
GOBP_MEMBRANE_DEPOLARIZATION,Training_CRE,-1.294368051170206,0.46993984689639573,26,GO:BP
GOBP_MEMBRANE_DOCKING,Training_CRE,1.5297571285991394,0.27077163010247857,22,GO:BP
GOBP_MEMBRANE_FISSION,Training_CRE,-1.2401583527585656,0.5337645110243178,22,GO:BP
GOBP_MEMBRANE_FUSION,Training_CRE,-0.7158787927842466,1,47,GO:BP
GOBP_MEMBRANE_INVAGINATION,Training_CRE,1.6678540657344034,0.1817099211563732,12,GO:BP
GOBP_MEMBRANE_LIPID_BIOSYNTHETIC_PROCESS,Training_CRE,-1.3627432905665455,0.4635501431056737,11,GO:BP
GOBP_MEMBRANE_LIPID_METABOLIC_PROCESS,Training_CRE,-0.7912550439012719,0.9598683656627401,20,GO:BP
GOBP_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS,Training_CRE,-1.0791803519145544,0.7309171936194779,12,GO:BP
GOBP_MEMBRANE_PROTEIN_PROTEOLYSIS,Training_CRE,0.9739395308132378,0.8082137200438644,15,GO:BP
GOBP_MEMBRANE_RAFT_ASSEMBLY,Training_CRE,1.6735791111145815,0.1763523153627057,10,GO:BP
GOBP_MEMBRANE_RAFT_ORGANIZATION,Training_CRE,1.6959813197715328,0.15713255284913724,14,GO:BP
GOBP_MEMBRANE_REPOLARIZATION,Training_CRE,-1.5018823166742348,0.3151368455214193,14,GO:BP
GOBP_MEMORY,Training_CRE,0.8934048927085848,0.8659338656878632,12,GO:BP
GOBP_MESENCHYMAL_CELL_DIFFERENTIATION,Training_CRE,1.0454000910597343,0.751511986768661,26,GO:BP
GOBP_MESENCHYME_DEVELOPMENT,Training_CRE,1.1796248911127212,0.6018815083197534,31,GO:BP
GOBP_MESODERM_DEVELOPMENT,Training_CRE,-1.6173838967568095,0.19647668920636532,10,GO:BP
GOBP_METABOLIC_COMPOUND_SALVAGE,Training_CRE,-1.4611621569969397,0.35071988244772556,16,GO:BP
GOBP_METALLO_SULFUR_CLUSTER_ASSEMBLY,Training_CRE,-0.7520014329495229,0.9689523972899022,15,GO:BP
GOBP_METANEPHROS_DEVELOPMENT,Training_CRE,1.3076234384012284,0.5123431013103571,12,GO:BP
GOBP_METAPHASE_CHROMOSOME_ALIGNMENT,Training_CRE,-0.9470747990346817,0.8299468717279247,25,GO:BP
GOBP_METENCEPHALON_DEVELOPMENT,Training_CRE,1.347175406047573,0.44302165800229765,24,GO:BP
GOBP_METHYLATION,Training_CRE,1.0917370445074797,0.6965670409124632,39,GO:BP
GOBP_MICROTUBULE_BASED_MOVEMENT,Training_CRE,1.2599113892555154,0.4762795983575321,56,GO:BP
GOBP_MICROTUBULE_BASED_TRANSPORT,Training_CRE,1.0940147053535092,0.6942319258385664,34,GO:BP
GOBP_MICROTUBULE_BUNDLE_FORMATION,Training_CRE,-1.4444449422889971,0.3823110588542687,10,GO:BP
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS,Training_CRE,0.6923837125741474,1,42,GO:BP
GOBP_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION,Training_CRE,-0.9981223928442569,0.7863774243956246,21,GO:BP
GOBP_MICROTUBULE_POLYMERIZATION,Training_CRE,-0.9677007417044016,0.8160873314771315,29,GO:BP
GOBP_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,Training_CRE,-1.0112421962762161,0.7786949623455064,33,GO:BP
GOBP_MIDBODY_ABSCISSION,Training_CRE,-1.318565802697032,0.5021472344257432,11,GO:BP
GOBP_MIDBRAIN_DEVELOPMENT,Training_CRE,1.6367172868499738,0.1519181672654487,28,GO:BP
GOBP_MIRNA_METABOLIC_PROCESS,Training_CRE,-0.9509658471994695,0.8209233681787742,11,GO:BP
GOBP_MITOCHONDRIAL_CALCIUM_ION_HOMEOSTASIS,Training_CRE,-1.169808083030077,0.6342471523597241,10,GO:BP
GOBP_MITOCHONDRIAL_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,Training_CRE,-1.3970702145634573,0.43353792241857475,10,GO:BP
GOBP_MITOCHONDRIAL_DEPOLARIZATION,Training_CRE,-0.8184265482076559,0.9323757224047385,12,GO:BP
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN,Training_CRE,0.9828811628451402,0.7993977463784114,13,GO:BP
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE,Training_CRE,0.6405030710381047,1,41,GO:BP
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_UBIQUINOL_TO_CYTOCHROME_C,Training_CRE,-0.9301254975665217,0.8343546943899328,11,GO:BP
GOBP_MITOCHONDRIAL_FISSION,Training_CRE,0.6699519243044012,0.992848640143704,12,GO:BP
GOBP_MITOCHONDRIAL_FUSION,Training_CRE,-0.744955703765525,0.9699022180270178,11,GO:BP
GOBP_MITOCHONDRIAL_GENE_EXPRESSION,Training_CRE,-1.3013601578515124,0.3994842034801852,58,GO:BP
GOBP_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,Training_CRE,-1.4277278273345357,0.24944758444066403,56,GO:BP
GOBP_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION,Training_CRE,0.7269530852332158,0.971889897946236,11,GO:BP
GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY,Training_CRE,-0.8890903058623219,0.911255134641716,50,GO:BP
GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS,Training_CRE,0.7783085930946492,0.9598683656627401,18,GO:BP
GOBP_MITOCHONDRIAL_TRANSLATION,Training_CRE,-1.3217998815572831,0.38829464361240806,50,GO:BP
GOBP_MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT,Training_CRE,0.9698205789807683,0.8174014493450642,45,GO:BP
GOBP_MITOCHONDRIAL_TRANSPORT,Training_CRE,-0.9510599614302347,0.8558296436854311,74,GO:BP
GOBP_MITOCHONDRION_LOCALIZATION,Training_CRE,-0.8954114521826534,0.8678412251658311,14,GO:BP
GOBP_MITOCHONDRION_ORGANIZATION,Training_CRE,-1.143150561290112,0.5075685956595397,166,GO:BP
GOBP_MITOPHAGY,Training_CRE,-1.0313724175734293,0.751511986768661,32,GO:BP
GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,Training_CRE,-1.230865352507251,0.4853289665526159,52,GO:BP
GOBP_MITOTIC_CYTOKINESIS,Training_CRE,1.0573327481536652,0.7403365760387182,26,GO:BP
GOBP_MITOTIC_CYTOKINETIC_PROCESS,Training_CRE,0.763520287281192,0.9598683656627401,15,GO:BP
GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT,Training_CRE,-1.1729536125439297,0.6150807783209764,18,GO:BP
GOBP_MITOTIC_NUCLEAR_DIVISION,Training_CRE,-1.2873929446746333,0.42509414944354795,47,GO:BP
GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION,Training_CRE,-0.8884624049197487,0.8949824970828472,33,GO:BP
GOBP_MITOTIC_SPINDLE_ASSEMBLY,Training_CRE,-0.6405232549942599,1,19,GO:BP
GOBP_MITOTIC_SPINDLE_ORGANIZATION,Training_CRE,0.6729772508910912,1,37,GO:BP
GOBP_MODIFICATION_OF_POSTSYNAPTIC_STRUCTURE,Training_CRE,1.0304091112062508,0.7710205902976988,11,GO:BP
GOBP_MODIFICATION_OF_SYNAPTIC_STRUCTURE,Training_CRE,1.265045290941883,0.5505498965176748,13,GO:BP
GOBP_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS,Training_CRE,-1.1271332715248927,0.6544218602290371,19,GO:BP
GOBP_MODIFIED_AMINO_ACID_METABOLIC_PROCESS,Training_CRE,-1.0336218417948675,0.7514902965724316,58,GO:BP
GOBP_MODULATION_BY_HOST_OF_VIRAL_PROCESS,Training_CRE,0.9878779718736727,0.7967671909466064,15,GO:BP
GOBP_MODULATION_OF_PROCESS_OF_ANOTHER_ORGANISM,Training_CRE,1.0342223774665682,0.7632378377592698,23,GO:BP
GOBP_MONOATOMIC_ANION_TRANSPORT,Training_CRE,-0.8101489763705427,0.9491065698876922,18,GO:BP
GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS,Training_CRE,-0.8353651592560128,0.9598683656627401,52,GO:BP
GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS,Training_CRE,0.6761907398510985,1,53,GO:BP
GOBP_MONOCARBOXYLIC_ACID_TRANSPORT,Training_CRE,0.9401741505598757,0.8361313922444946,32,GO:BP
GOBP_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS,Training_CRE,-1.350002431485106,0.39165749118355747,37,GO:BP
GOBP_MONOSACCHARIDE_CATABOLIC_PROCESS,Training_CRE,-0.869235909887463,0.9046439487994166,24,GO:BP
GOBP_MONOSACCHARIDE_METABOLIC_PROCESS,Training_CRE,-1.2792516359343824,0.37732774352044446,92,GO:BP
GOBP_MONOSACCHARIDE_TRANSMEMBRANE_TRANSPORT,Training_CRE,-1.2926126974349006,0.483633791403122,22,GO:BP
GOBP_MORPHOGENESIS_OF_AN_EPITHELIAL_SHEET,Training_CRE,1.0698203789439615,0.7342073778601849,12,GO:BP
GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE,Training_CRE,-1.057227246299073,0.7342073778601849,20,GO:BP
GOBP_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM,Training_CRE,1.0845293228042177,0.7290604757269042,10,GO:BP
GOBP_MORPHOGENESIS_OF_EMBRYONIC_EPITHELIUM,Training_CRE,-0.6013732556887588,1,13,GO:BP
GOBP_MRNA_CATABOLIC_PROCESS,Training_CRE,1.3673301720665463,0.36440492454262535,52,GO:BP
GOBP_MRNA_EXPORT_FROM_NUCLEUS,Training_CRE,0.9600918822357308,0.8178319753418922,15,GO:BP
GOBP_MRNA_TRANSPORT,Training_CRE,0.9507268876279458,0.8279504042197651,27,GO:BP
GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_CHEMICAL_HOMEOSTASIS,Training_CRE,0.7897375545325507,0.9461327603504254,12,GO:BP
GOBP_MULTICELLULAR_ORGANISMAL_MOVEMENT,Training_CRE,0.8527969227245128,0.9236808573851122,31,GO:BP
GOBP_MULTICELLULAR_ORGANISMAL_RESPONSE_TO_STRESS,Training_CRE,0.8888455268748804,0.8757380705355209,18,GO:BP
GOBP_MULTICELLULAR_ORGANISM_GROWTH,Training_CRE,0.6236613173356507,1,27,GO:BP
GOBP_MULTIVESICULAR_BODY_ORGANIZATION,Training_CRE,-1.5173994500285815,0.28422483354265954,20,GO:BP
GOBP_MULTIVESICULAR_BODY_SORTING_PATHWAY,Training_CRE,-1.6420470355197065,0.17301795882610602,20,GO:BP
GOBP_MULTI_MULTICELLULAR_ORGANISM_PROCESS,Training_CRE,1.0630715611700454,0.7309171936194779,37,GO:BP
GOBP_MUSCLE_ADAPTATION,Training_CRE,1.0529028165047383,0.7386621040391582,36,GO:BP
GOBP_MUSCLE_CELL_APOPTOTIC_PROCESS,Training_CRE,0.7032567006809315,0.9853426323570637,16,GO:BP
GOBP_MUSCLE_CELL_CELLULAR_HOMEOSTASIS,Training_CRE,-0.6118351765985222,1,14,GO:BP
GOBP_MUSCLE_CELL_DEVELOPMENT,Training_CRE,1.1317589582401095,0.608826467649997,82,GO:BP
GOBP_MUSCLE_CELL_DIFFERENTIATION,Training_CRE,1.369506790342767,0.2479282366680436,119,GO:BP
GOBP_MUSCLE_CELL_MIGRATION,Training_CRE,1.285855606237589,0.52012729107059,16,GO:BP
GOBP_MUSCLE_CELL_PROLIFERATION,Training_CRE,1.3578340289896629,0.3994842034801852,36,GO:BP
GOBP_MUSCLE_CONTRACTION,Training_CRE,-1.1161567893296636,0.5907994948795896,126,GO:BP
GOBP_MUSCLE_HYPERTROPHY,Training_CRE,1.3216393425629192,0.45999979073525166,28,GO:BP
GOBP_MUSCLE_ORGAN_DEVELOPMENT,Training_CRE,-1.0891629247780183,0.6461315399802566,101,GO:BP
GOBP_MUSCLE_ORGAN_MORPHOGENESIS,Training_CRE,-0.9134966960388348,0.8600431118949637,14,GO:BP
GOBP_MUSCLE_SYSTEM_PROCESS,Training_CRE,-0.9355137477086911,0.8864019174949751,153,GO:BP
GOBP_MUSCLE_TISSUE_DEVELOPMENT,Training_CRE,0.7730615056364493,0.9983513919482392,103,GO:BP
GOBP_MYELOID_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,Training_CRE,0.9779527425669099,0.803975355096296,12,GO:BP
GOBP_MYELOID_CELL_DEVELOPMENT,Training_CRE,1.1704068071670695,0.6342471523597241,13,GO:BP
GOBP_MYELOID_CELL_DIFFERENTIATION,Training_CRE,1.1284330099560214,0.6167285759617718,69,GO:BP
GOBP_MYELOID_CELL_HOMEOSTASIS,Training_CRE,1.495637685508338,0.24304895994727074,42,GO:BP
GOBP_MYELOID_LEUKOCYTE_ACTIVATION,Training_CRE,1.5019069220788657,0.24304895994727074,31,GO:BP
GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION,Training_CRE,-1.1962674470844932,0.5699947835159103,26,GO:BP
GOBP_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY,Training_CRE,1.1346845943942305,0.67744096084712,13,GO:BP
GOBP_MYELOID_LEUKOCYTE_MIGRATION,Training_CRE,1.5182144830596696,0.22843664487686227,40,GO:BP
GOBP_MYOBLAST_DIFFERENTIATION,Training_CRE,-1.081095025282199,0.7188792507261554,18,GO:BP
GOBP_MYOBLAST_FUSION,Training_CRE,1.1646196385786147,0.6378876691218751,12,GO:BP
GOBP_MYOFIBRIL_ASSEMBLY,Training_CRE,1.2593614218003033,0.4834313504186445,48,GO:BP
GOBP_MYOTUBE_CELL_DEVELOPMENT,Training_CRE,0.847916774339049,0.9020887537826828,15,GO:BP
GOBP_MYOTUBE_DIFFERENTIATION,Training_CRE,1.0308320624348117,0.7562291732620238,31,GO:BP
GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY,Training_CRE,0.6168337977068725,1,26,GO:BP
GOBP_NADH_METABOLIC_PROCESS,Training_CRE,-0.9618867076534291,0.8178319753418922,28,GO:BP
GOBP_NADPH_REGENERATION,Training_CRE,-1.057723344553848,0.7413768688987794,15,GO:BP
GOBP_NADP_METABOLIC_PROCESS,Training_CRE,-1.4456674650086803,0.3410582498109337,22,GO:BP
GOBP_NAD_METABOLIC_PROCESS,Training_CRE,-1.3153892030161691,0.4853289665526159,15,GO:BP
GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,Training_CRE,1.184253954306383,0.6202039314622096,15,GO:BP
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION,Training_CRE,1.9184382358489405,0.05470888675570712,23,GO:BP
GOBP_NEGATIVE_REGULATION_OF_AMYLOID_FIBRIL_FORMATION,Training_CRE,-1.2744237188456338,0.5486958911908149,10,GO:BP
GOBP_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,Training_CRE,0.6090428044048123,1,57,GO:BP
GOBP_NEGATIVE_REGULATION_OF_AUTOPHAGY,Training_CRE,-1.4149517016575184,0.36341803486333324,22,GO:BP
GOBP_NEGATIVE_REGULATION_OF_BINDING,Training_CRE,-1.2962625948938253,0.5182964666401554,12,GO:BP
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,Training_CRE,-1.3060358916436652,0.5123431013103571,13,GO:BP
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT,Training_CRE,-1.4170237052401298,0.38829464361240806,15,GO:BP
GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,Training_CRE,0.7800972746744395,0.9513102985245945,13,GO:BP
GOBP_NEGATIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY,Training_CRE,-1.3056899117382794,0.5143313005022915,11,GO:BP
GOBP_NEGATIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,Training_CRE,-1.17821045183524,0.6177777231949341,16,GO:BP
GOBP_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS,Training_CRE,0.9921064224050485,0.7957886228467113,91,GO:BP
GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY,Training_CRE,1.3296102843258206,0.3994842034801852,49,GO:BP
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS,Training_CRE,-0.6180609453220375,1,11,GO:BP
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,Training_CRE,-1.2468169279940113,0.5652694610778444,12,GO:BP
GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION,Training_CRE,1.1558976569779804,0.6244624386678729,24,GO:BP
GOBP_NEGATIVE_REGULATION_OF_CELL_ADHESION,Training_CRE,1.4136411170711565,0.34393547137246616,42,GO:BP
