gene,logFC_Training_CRE,logFC_Training_PLA,pi_score_CRE,pi_score_PLA,pi_score_Interaction,significance,quadrant,imputed
CYB5B,-0.2559,0.3751,0.799843,0.615024,0.337812,NS,Discordant (CRE Down / PLA Up),FALSE
COMP,0.3504,-0.2804,0.885784,0.9325,0.758552,NS,Discordant (CRE Up / PLA Down),TRUE
RAB1B,0.0575,-0.573,0.989085,0.180421,0.248541,NS,Discordant (CRE Up / PLA Down),FALSE
ERAP1,-0.4088,-0.221,0.289212,0.784273,0.889084,NS,Concordant Down,TRUE
PDLIM5,-0.1007,0.5281,0.97867,0.472214,0.473784,NS,Discordant (CRE Down / PLA Up),FALSE
SEPTIN7,0.4323,-0.1964,0.464151,0.89167,0.333523,NS,Discordant (CRE Up / PLA Down),FALSE
PGPEP1,-0.3709,0.2576,0.57238,0.878775,0.455687,NS,Discordant (CRE Down / PLA Up),TRUE
SRM,0.6272,4e-4,0.11376,1,0.306737,NS,Concordant Up,TRUE
USP7,-0.3012,0.3261,0.572132,0.564311,0.16094,NS,Discordant (CRE Down / PLA Up),TRUE
LACTB,-0.3133,0.3132,0.675184,0.701106,0.304728,NS,Discordant (CRE Down / PLA Up),FALSE
NDUFB11,0.0367,0.5898,0.996826,0.297343,0.503802,NS,Concordant Up,FALSE
COPZ1,-0.3891,0.237,0.542256,0.852029,0.353449,NS,Discordant (CRE Down / PLA Up),TRUE
SUCLG2,-0.2346,0.3914,0.809159,0.535437,0.288114,NS,Discordant (CRE Down / PLA Up),FALSE
SET,0.4398,0.1857,0.281208,0.859267,0.811862,NS,Concordant Up,FALSE
HLA-C,0.3885,-0.2358,0.523503,0.850556,0.342361,NS,Discordant (CRE Up / PLA Down),TRUE
COBL,-0.2855,-0.3384,0.711724,0.663189,0.994469,NS,Concordant Down,TRUE
NAA10,0.5693,-0.0534,0.16812,0.991841,0.283501,NS,Discordant (CRE Up / PLA Down),TRUE
LDHA,0.3861,-0.2365,0.410138,0.775856,0.194951,NS,Discordant (CRE Up / PLA Down),FALSE
GABARAPL2,-0.1684,0.4538,0.89146,0.431617,0.282815,NS,Discordant (CRE Down / PLA Up),TRUE
DNAAF5,-0.3166,0.3056,0.766193,0.713565,0.400284,NS,Discordant (CRE Down / PLA Up),TRUE
UFD1,0.0415,0.5801,0.99395,0.193876,0.381985,NS,Concordant Up,TRUE
ADI1,0.3405,0.2807,0.784928,0.864945,0.995884,NS,Concordant Up,TRUE
SGCA,-0.3997,-0.2211,0.495934,0.856977,0.933664,NS,Concordant Down,TRUE
ARHGAP1,0.534,-0.0867,0.290568,0.980764,0.354789,NS,Discordant (CRE Up / PLA Down),FALSE
CARNS1,0.0381,0.5826,0.996367,0.429567,0.571363,NS,Concordant Up,TRUE
PCYOX1,-0.2202,-0.3995,0.7217,0.295796,0.88322,NS,Concordant Down,FALSE
LYPLA2,-0.3865,0.2331,0.463307,0.807297,0.249168,NS,Discordant (CRE Down / PLA Up),FALSE
AGK,0.0614,0.558,0.991833,0.433863,0.640209,NS,Concordant Up,TRUE
CUTC,-0.3352,-0.2841,0.55555,0.709284,0.993945,NS,Concordant Down,TRUE
LMAN1,-0.1771,0.442,0.854544,0.323309,0.183261,NS,Discordant (CRE Down / PLA Up),TRUE
PDHB,-0.0451,0.5724,0.99371,0.201353,0.288155,NS,Discordant (CRE Down / PLA Up),FALSE
LACTB2,-0.3492,-0.2682,0.513873,0.747677,0.984495,NS,Concordant Down,TRUE
PTGES2,-0.216,0.4009,0.869547,0.611395,0.403066,NS,Discordant (CRE Down / PLA Up),TRUE
LARS2,0.4951,-0.1212,0.601401,0.985772,0.689201,NS,Discordant (CRE Up / PLA Down),TRUE
RANGAP1,0.5201,-0.0958,0.37374,0.984106,0.491755,NS,Discordant (CRE Up / PLA Down),TRUE
DDT,-0.1951,-0.4206,0.872773,0.487509,0.889143,NS,Concordant Down,FALSE
CP,0.5148,0.0999,0.591899,0.986034,0.817408,NS,Concordant Up,FALSE
RBBP7,-0.4693,-0.145,0.399635,0.927147,0.762012,NS,Concordant Down,TRUE
CLIC6,-0.5749,-0.0388,0.395367,0.997372,0.619954,NS,Concordant Down,TRUE
PPP1R14B,0.3296,0.284,0.715811,0.849204,0.997178,NS,Concordant Up,TRUE
MYOM1,0.2372,0.3763,0.882352,0.74208,0.97506,NS,Concordant Up,TRUE
DMD,-0.289,0.3245,0.7248,0.695468,0.337683,NS,Discordant (CRE Down / PLA Up),TRUE
STX12,0.5305,-0.0829,0.535644,0.991006,0.61917,NS,Discordant (CRE Up / PLA Down),TRUE
THNSL1,0.2652,0.3482,0.858436,0.835757,0.992838,NS,Concordant Up,TRUE
PLPBP,-0.3338,0.279,0.61492,0.748204,0.299207,NS,Discordant (CRE Down / PLA Up),FALSE
NAPRT,-0.2603,-0.3524,0.676632,0.486678,0.975877,NS,Concordant Down,TRUE
AZGP1,0.3306,-0.2814,0.775298,0.850379,0.532695,NS,Discordant (CRE Up / PLA Down),FALSE
GYPC,0.5914,0.0204,0.304502,0.99923,0.533499,NS,Concordant Up,TRUE
NEK7,-0.3946,-0.2167,0.457295,0.844806,0.926043,NS,Concordant Down,TRUE
SUCLA2,-0.1249,0.4862,0.945584,0.323325,0.281685,NS,Discordant (CRE Down / PLA Up),FALSE
HNRNPA2B1,0.2501,-0.3609,0.753412,0.548064,0.253134,NS,Discordant (CRE Up / PLA Down),FALSE
QKI,-0.2695,0.3407,0.777947,0.724669,0.410265,NS,Discordant (CRE Down / PLA Up),TRUE
TTC38,0.408,-0.202,0.661664,0.935689,0.571456,NS,Discordant (CRE Up / PLA Down),TRUE
PGRMC1,0.4281,-0.1811,0.425227,0.897951,0.312946,NS,Discordant (CRE Up / PLA Down),FALSE
ISYNA1,-0.2595,0.3489,0.742373,0.644005,0.31243,NS,Discordant (CRE Down / PLA Up),TRUE
BCAT2,-0.2907,-0.3175,0.677942,0.664682,0.998472,NS,Concordant Down,TRUE
FXR1,-0.2034,0.4048,0.872019,0.665818,0.448377,NS,Discordant (CRE Down / PLA Up),TRUE
CST3,0.525,-0.0825,0.444045,0.987744,0.517322,NS,Discordant (CRE Up / PLA Down),TRUE
CSDE1,-0.0911,0.5159,0.976569,0.35527,0.369665,NS,Discordant (CRE Down / PLA Up),FALSE
NDRG2,-0.1375,0.4691,0.938282,0.389754,0.32206,NS,Discordant (CRE Down / PLA Up),FALSE
UBE2K,-0.21560000000000001,0.3901,0.697202,0.259862,0.080119,NS,Discordant (CRE Down / PLA Up),FALSE
PFAS,-0.5788,0.0268,0.371879,0.998693,0.512701,NS,Discordant (CRE Down / PLA Up),TRUE
HNRNPD,0.3951,-0.2102,0.182424,0.716257,0.063177,NS,Discordant (CRE Up / PLA Down),FALSE
SUCLG1,-0.145,0.4597,0.933536,0.424368,0.34162,NS,Discordant (CRE Down / PLA Up),FALSE
DNAJA2,-0.1044,0.4999,0.960753,0.276961,0.269482,NS,Discordant (CRE Down / PLA Up),FALSE
DSTN,0.2843,-0.3194,0.690474,0.6448,0.273667,NS,Discordant (CRE Up / PLA Down),FALSE
YBX3,-0.113,0.4903,0.967722,0.457312,0.432165,NS,Discordant (CRE Down / PLA Up),FALSE
ECHDC2,0.1924,0.4104,0.913016,0.729066,0.938641,NS,Concordant Up,TRUE
FNTA,0.016,0.5859,0.999171,0.187583,0.342377,NS,Concordant Up,TRUE
CAVIN2,-0.0183,-0.5832,0.999366,0.404632,0.571676,NS,Concordant Down,FALSE
CHORDC1,0.30620000000000003,-0.2953,0.540525,0.809683,0.39027,NS,Discordant (CRE Up / PLA Down),TRUE
PLS3,0.5842,0.0162,0.297997,0.999473,0.510642,NS,Concordant Up,FALSE
PPP1CC,0.1309,0.4695,0.918462,0.363126,0.696795,NS,Concordant Up,TRUE
SUPV3L1,-0.3689,0.2314,0.542929,0.874703,0.406423,NS,Discordant (CRE Down / PLA Up),TRUE
IDH2,-0.116,0.4839,0.945127,0.254671,0.227068,NS,Discordant (CRE Down / PLA Up),FALSE
DPYSL3,0.3408,0.2575,0.560583,0.761843,0.983818,NS,Concordant Up,FALSE
STOML2,0.0323,0.5655,0.9961,0.146901,0.331213,NS,Concordant Up,TRUE
JUP,0.4868,0.1095,0.315245,0.971644,0.722133,NS,Concordant Up,TRUE
LRRC20,-0.5121,-0.0841,0.26761,0.980209,0.608778,NS,Concordant Down,TRUE
YWHAB,0.2824,-0.3133,0.725457,0.691459,0.333903,NS,Discordant (CRE Up / PLA Down),FALSE
GALM,-0.1031,0.4924,0.962787,0.302246,0.293965,NS,Discordant (CRE Down / PLA Up),FALSE
ACAD8,-0.4826,-0.1129,0.47879,0.973042,0.782449,NS,Concordant Down,TRUE
ERI3,-0.5384,0.0569,0.175879,0.990103,0.286836,NS,Discordant (CRE Down / PLA Up),TRUE
MACROD1,-0.298,0.2968,0.650521,0.692751,0.281478,NS,Discordant (CRE Down / PLA Up),TRUE
TPPP3,0.1792,0.4155,0.888856,0.479956,0.872792,NS,Concordant Up,FALSE
RPRD1B,-0.3916,0.2029,0.593456,0.909329,0.467552,NS,Discordant (CRE Down / PLA Up),TRUE
AMPD1,-0.2935,0.3005,0.820704,0.825499,0.549044,NS,Discordant (CRE Down / PLA Up),TRUE
DYSF,-0.0356,0.5584,0.995817,0.187958,0.28563499999999997,NS,Discordant (CRE Down / PLA Up),FALSE
LAP3,0.1698,-0.4235,0.877487,0.372226,0.237059,NS,Discordant (CRE Up / PLA Down),FALSE
PPM1B,-0.5293,0.063,0.240136,0.990531,0.384622,NS,Discordant (CRE Down / PLA Up),TRUE
PUDP,-0.3482,0.2437,0.688345,0.859686,0.465775,NS,Discordant (CRE Down / PLA Up),TRUE
STAC3,0.084,-0.5068,0.976325,0.348066,0.345448,NS,Discordant (CRE Up / PLA Down),TRUE
LPIN1,0.5625,-0.0283,0.186106,0.998084,0.372965,NS,Discordant (CRE Up / PLA Down),TRUE
PSMA3,0.061,-0.5279,0.978793,0.058154,0.092606,NS,Discordant (CRE Up / PLA Down),FALSE
PRDX1,0.0577,-0.5308,0.987237,0.176957,0.238969,NS,Discordant (CRE Up / PLA Down),FALSE
SYNJ2BP,0.001,0.5868,0.999997,0.117059,0.253024,NS,Concordant Up,FALSE
ATL2,-0.1535,-0.4343,0.93298,0.570493,0.859133,NS,Concordant Down,TRUE
ADSS1,-0.4629,0.1248,0.343605,0.953719,0.341003,NS,Discordant (CRE Down / PLA Up),TRUE
GLUD1,0.4806,-0.107,0.291967,0.963752,0.313253,NS,Discordant (CRE Up / PLA Down),FALSE
PSMB3,-0.3233,-0.264,0.477214,0.662964,0.989331,NS,Concordant Down,FALSE
MRPL21,0.2962,-0.2906,0.834249,0.873168,0.626874,NS,Discordant (CRE Up / PLA Down),TRUE
GLO1,-0.295,-0.2916,0.504236,0.549891,0.999963,NS,Concordant Down,FALSE
HINT2,-0.3389,-0.2476,0.64238,0.831954,0.984515,NS,Concordant Down,TRUE
ARPC1A,-0.3024,0.2838,0.776126,0.82458,0.507173,NS,Discordant (CRE Down / PLA Up),TRUE
BCL2L13,-0.252,0.3339,0.770188,0.64962,0.336949,NS,Discordant (CRE Down / PLA Up),TRUE
HSPBP1,-0.3136,0.2715,0.63254,0.793618,0.367735,NS,Discordant (CRE Down / PLA Up),TRUE
SSBP1,-0.207,0.3772,0.849516,0.556543,0.339372,NS,Discordant (CRE Down / PLA Up),FALSE
HSDL2,-0.2351,0.3489,0.791002,0.58941,0.309738,NS,Discordant (CRE Down / PLA Up),FALSE
UBA5,-0.19,-0.3936,0.924588,0.590892,0.933642,NS,Concordant Down,TRUE
YBX1,0.1506,0.4328,0.892705,0.29984,0.749652,NS,Concordant Up,FALSE
HSP90AA1,0.2696,-0.3137,0.602857,0.520408,0.151885,NS,Discordant (CRE Up / PLA Down),FALSE
CAPZA1,0.5516,0.0312,0.332191,0.997957,0.564303,NS,Concordant Up,FALSE
APOBEC2,-0.5357,-0.0466,0.350885,0.995465,0.610806,NS,Concordant Down,TRUE
NDUFB3,0.0579,0.5241,0.990832,0.339852,0.582824,NS,Concordant Up,FALSE
NDUFB9,0.304,0.2776,0.757423,0.814355,0.998931,NS,Concordant Up,TRUE
RPS24,0.1499,0.4316,0.890692,0.273018,0.738414,NS,Concordant Up,TRUE
HPRT1,0.0283,-0.553,0.998197,0.373559,0.481974,NS,Discordant (CRE Up / PLA Down),TRUE
CALR,0.3454,-0.2348,0.470395,0.760246,0.21731,NS,Discordant (CRE Up / PLA Down),FALSE
NME1,0.067,-0.512,0.981111,0.172191,0.217813,NS,Discordant (CRE Up / PLA Down),FALSE
VCL,0.26,-0.3188,0.719278,0.619832,0.27577,NS,Discordant (CRE Up / PLA Down),FALSE
IDI1,-0.5388,-0.04,0.325982,0.99681,0.598793,NS,Concordant Down,TRUE
TIMM21,-0.1845,-0.3939,0.905153,0.666814,0.927433,NS,Concordant Down,TRUE
PPIB,0.5415,-0.0358,0.375822,0.997436,0.5081,NS,Discordant (CRE Up / PLA Down),FALSE
HIBCH,0.148,0.4286,0.913079,0.385491,0.790233,NS,Concordant Up,FALSE
INPP1,0.1768,0.3995,0.870395,0.442295,0.866453,NS,Concordant Up,TRUE
PRDX6,0.0522,-0.5236,0.989902,0.197872,0.268688,NS,Discordant (CRE Up / PLA Down),FALSE
ANXA3,-0.5273,-0.047,0.214027,0.993429,0.486456,NS,Concordant Down,FALSE
CACYBP,0.3783,-0.1958,0.437234,0.864156,0.292467,NS,Discordant (CRE Up / PLA Down),TRUE
LRRC47,-0.2594,0.3147,0.743009,0.657024,0.320316,NS,Discordant (CRE Down / PLA Up),FALSE
CCDC124,-0.2347,0.3393,0.695019,0.498302,0.188564,NS,Discordant (CRE Down / PLA Up),TRUE
DHODH,-0.1652,0.4086,0.95362,0.820233,0.712235,NS,Discordant (CRE Down / PLA Up),TRUE
RAB5C,0.216,-0.3578,0.805392,0.53129,0.280634,NS,Discordant (CRE Up / PLA Down),FALSE
SLC9A3R2,-0.2323,-0.3414,0.884448,0.857953,0.98818,NS,Concordant Down,TRUE
NT5C3A,-0.5378,0.0357,0.249504,0.99678,0.397597,NS,Discordant (CRE Down / PLA Up),TRUE
VPS25,0.0301,0.5432,0.996664,0.195014,0.378476,NS,Concordant Up,TRUE
EIF4EBP1,-0.3052,-0.2679,0.622051,0.792653,0.997185,NS,Concordant Down,TRUE
FARSA,-0.0841,0.4886,0.969372,0.22307,0.234053,NS,Discordant (CRE Down / PLA Up),TRUE
PFDN5,-0.3345,0.2365,0.466179,0.738758,0.200576,NS,Discordant (CRE Down / PLA Up),FALSE
RAN,0.0537,-0.5165,0.986714,0.124795,0.183093,NS,Discordant (CRE Up / PLA Down),FALSE
CAPZA2,0.325,0.2451,0.639105,0.808895,0.986804,NS,Concordant Up,FALSE
ATP6V0D1,-0.4131,0.1567,0.614422,0.940498,0.509337,NS,Discordant (CRE Down / PLA Up),TRUE
ERO1A,-0.5598,-0.01,0.271492,0.999776,0.481078,NS,Concordant Down,TRUE
NDUFA6,-0.0485,0.5212,0.993992,0.373458,0.450293,NS,Discordant (CRE Down / PLA Up),FALSE
NONO,0.1608,-0.4086,0.908852,0.506144,0.364682,NS,Discordant (CRE Up / PLA Down),TRUE
SCP2,0.0572,-0.5111,0.986074,0.163279,0.221645,NS,Discordant (CRE Up / PLA Down),FALSE
ABCF1,-0.2553,0.3125,0.759743,0.690478,0.360819,NS,Discordant (CRE Down / PLA Up),TRUE
IDH1,0.0353,-0.5321,0.996352,0.283141,0.383774,NS,Discordant (CRE Up / PLA Down),FALSE
LMNB2,0.3045,0.2627,0.783856,0.864554,0.997665,NS,Concordant Up,TRUE
CAMK2A,-0.2203,0.3468,0.827307,0.619785,0.365292,NS,Discordant (CRE Down / PLA Up),TRUE
CSE1L,-0.2139,0.3531,0.767614,0.459607,0.207377,NS,Discordant (CRE Down / PLA Up),FALSE
SYNE2,0.2507,0.3156,0.87277,0.782484,0.994361,NS,Concordant Up,TRUE
SIRT5,-0.2244,0.3414,0.866736,0.726946,0.499214,NS,Discordant (CRE Down / PLA Up),TRUE
PFN1,0.2606,-0.305,0.713833,0.644762,0.288952,NS,Discordant (CRE Up / PLA Down),FALSE
HLA-DRA,-0.1902,-0.3745,0.84962,0.542457,0.915417,NS,Concordant Down,TRUE
DUSP23,-0.2618,0.3029,0.807371,0.832483,0.558679,NS,Discordant (CRE Down / PLA Up),TRUE
SLC25A3,0.1977,0.3669,0.802565,0.427346,0.908642,NS,Concordant Up,FALSE
PPP3CB,-0.4538,-0.1106,0.420532,0.968419,0.765855,NS,Concordant Down,TRUE
CUL2,-0.2954,-0.2685,0.696347,0.789377,0.998623,NS,Concordant Down,TRUE
CAMK2G,-0.1967,0.3671,0.874205,0.604566,0.403257,NS,Discordant (CRE Down / PLA Up),TRUE
PRKAG1,0.1194,0.4433,0.965068,0.553383,0.821681,NS,Concordant Up,FALSE
DDAH2,0.3003,-0.2621,0.796588,0.865666,0.572654,NS,Discordant (CRE Up / PLA Down),TRUE
CFL1,0.1848,-0.3775,0.886116,0.571952,0.39126,NS,Discordant (CRE Up / PLA Down),FALSE
CTSD,0.0982,-0.4637,0.971621,0.431897,0.42025,NS,Discordant (CRE Up / PLA Down),FALSE
COX7A1,0.146,0.4154,0.931113,0.500456,0.841465,NS,Concordant Up,FALSE
SCRN2,-0.228,-0.3329,0.684992,0.431511,0.95997,NS,Concordant Down,FALSE
TKFC,0.0847,-0.4761,0.967891,0.287237,0.270476,NS,Discordant (CRE Up / PLA Down),TRUE
FN3K,-0.3299,0.2304,0.588739,0.821939,0.348663,NS,Discordant (CRE Down / PLA Up),TRUE
METTL26,-0.4267,0.1334,0.403934,0.948193,0.384977,NS,Discordant (CRE Down / PLA Up),TRUE
MT-ND3,0.0308,0.5293,0.998667,0.629955,0.754406,NS,Concordant Up,TRUE
UBAC1,-0.1961,0.3635,0.833592,0.500991,0.283569,NS,Discordant (CRE Down / PLA Up),FALSE
RPL6,0.2212,0.3381,0.762583,0.515564,0.959719,NS,Concordant Up,FALSE
OPA3,0.1452,0.4138,0.9601,0.762663,0.920386,NS,Concordant Up,TRUE
PICALM,0.3106,0.2483,0.761204,0.866467,0.99434,NS,Concordant Up,TRUE
ALAD,0.0836,-0.4746,0.987894,0.626073,0.633162,NS,Discordant (CRE Up / PLA Down),FALSE
GAMT,-0.2447,0.3131,0.801422,0.714253,0.417898,NS,Discordant (CRE Down / PLA Up),TRUE
EPB41,-0.1898,-0.3673,0.934454,0.769824,0.96247,NS,Concordant Down,TRUE
RPS7,-0.4102,0.1466,0.454593,0.933352,0.3838,NS,Discordant (CRE Down / PLA Up),FALSE
APEX1,0.3447,0.2121,0.364886,0.752015,0.935066,NS,Concordant Up,FALSE
NUDT2,0.0397,0.5162,0.997039,0.514415,0.690657,NS,Concordant Up,TRUE
SAR1B,-0.3141,-0.2412,0.667023,0.82538,0.989456,NS,Concordant Down,TRUE
GLRX5,0.2018,0.3528,0.882335,0.657057,0.957241,NS,Concordant Up,TRUE
IPO7,-0.3668,0.1877,0.393512,0.839777,0.231204,NS,Discordant (CRE Down / PLA Up),FALSE
SHOC2,0.2218,-0.3327,0.806982,0.702388,0.417098,NS,Discordant (CRE Up / PLA Down),TRUE
BCKDK,0.1851,-0.3693,0.926152,0.803254,0.652022,NS,Discordant (CRE Up / PLA Down),TRUE
TAGLN2,0.4918,-0.0625,0.431304,0.991527,0.515201,NS,Discordant (CRE Up / PLA Down),FALSE
DYNLL2,-0.1067,0.4473,0.961268,0.401047,0.370982,NS,Discordant (CRE Down / PLA Up),FALSE
HLA-A,0.4289,-0.1249,0.352472,0.945254,0.325903,NS,Discordant (CRE Up / PLA Down),FALSE
GLS,0.1544,-0.3991,0.9332,0.681623,0.539788,NS,Discordant (CRE Up / PLA Down),TRUE
SCCPDH,0.1154,0.4374,0.947272,0.355302,0.71761,NS,Concordant Up,FALSE
NOL3,-0.2494,0.3033,0.794244,0.732156,0.427081,NS,Discordant (CRE Down / PLA Up),TRUE
CBR4,-0.3658,-0.1869,0.616278,0.915025,0.942919,NS,Concordant Down,TRUE
SLIRP,-0.1896,0.3631,0.860568,0.542411,0.339926,NS,Discordant (CRE Down / PLA Up),TRUE
HSCB,0.3021,-0.2506,0.8027,0.934721,0.724171,NS,Discordant (CRE Up / PLA Down),TRUE
PREB,-0.0043,0.5483,0.999946,0.238637,0.387333,NS,Discordant (CRE Down / PLA Up),TRUE
NEK9,-0.0605,-0.492,0.984705,0.375277,0.567694,NS,Concordant Down,TRUE
AP1M1,0.1236,0.4288,0.951345,0.501812,0.802615,NS,Concordant Up,TRUE
P4HB,0.2376,-0.3147,0.715539,0.557071,0.231696,NS,Discordant (CRE Up / PLA Down),FALSE
NDUFAB1,-0.0687,0.483,0.982146,0.265154,0.306617,NS,Discordant (CRE Down / PLA Up),FALSE
ACO1,-0.148,-0.4033,0.892129,0.34298,0.786167,NS,Concordant Down,FALSE
PEX19,0.4375,-0.1138,0.482296,0.977022,0.563975,NS,Discordant (CRE Up / PLA Down),TRUE
NNT,-0.0501,0.5011,0.991232,0.259091,0.333019,NS,Discordant (CRE Down / PLA Up),FALSE
SNRPE,-0.328,0.2231,0.658985,0.892279,0.511347,NS,Discordant (CRE Down / PLA Up),TRUE
SERPINF1,0.3725,0.1782,0.732645,0.94494,0.952955,NS,Concordant Up,FALSE
NLRX1,-0.1583,0.3922,0.928418,0.668995,0.522564,NS,Discordant (CRE Down / PLA Up),TRUE
ARPC4,0.1969,0.3534,0.870817,0.621692,0.948198,NS,Concordant Up,FALSE
TMOD1,0.5217,-0.0282,0.494829,0.998643,0.611889,NS,Discordant (CRE Up / PLA Down),TRUE
FITM1,-0.1284,-0.4213,0.962052,0.689194,0.880333,NS,Concordant Down,TRUE
ACADM,-0.2279,0.3213,0.808456,0.654456,0.37393,NS,Discordant (CRE Down / PLA Up),FALSE
FKBP4,-0.3593,0.1891,0.515966,0.872506,0.345829,NS,Discordant (CRE Down / PLA Up),FALSE
NDUFV1,-0.0338,0.5145,0.996746,0.322947,0.423806,NS,Discordant (CRE Down / PLA Up),FALSE
ECPAS,-0.1446,0.4037,0.918196,0.442797,0.332484,NS,Discordant (CRE Down / PLA Up),FALSE
GOT1,-0.1719,0.3762,0.903193,0.578798,0.418278,NS,Discordant (CRE Down / PLA Up),FALSE
NUP93,0.0444,-0.5035,0.994561,0.622469,0.612088,NS,Discordant (CRE Up / PLA Down),TRUE
ILVBL,-0.0691,-0.4787,0.988663,0.705363,0.80821,NS,Concordant Down,TRUE
HGS,0.132,-0.4157,0.912859,0.400502,0.278094,NS,Discordant (CRE Up / PLA Down),TRUE
CISD1,0.1233,0.4232,0.934339,0.367666,0.740536,NS,Concordant Up,TRUE
PPP5C,-0.1972,0.3492,0.822473,0.512406,0.281303,NS,Discordant (CRE Down / PLA Up),FALSE
LYZ,0.1302,-0.4162,0.959179,0.609156,0.538089,NS,Discordant (CRE Up / PLA Down),TRUE
ANP32B,0.2536,-0.2921,0.938353,0.891515,0.778756,NS,Discordant (CRE Up / PLA Down),TRUE
MTHFD1,-0.0525,-0.4927,0.982167,0.055986,0.245501,NS,Concordant Down,FALSE
PHKB,0.2846,0.2602,0.759919,0.825861,0.999011,NS,Concordant Up,TRUE
MT-CO1,-0.0502,-0.4941,0.99342,0.668006,0.758689,NS,Concordant Down,TRUE
DDX6,-0.1463,0.3977,0.878329,0.597104,0.397225,NS,Discordant (CRE Down / PLA Up),TRUE
BCHE,-0.3365,-0.2074,0.798913,0.913562,0.979228,NS,Concordant Down,TRUE
CDC37,-0.1952,0.3482,0.818128,0.49579,0.266324,NS,Discordant (CRE Down / PLA Up),FALSE
RPA2,-0.3682,0.1752,0.422274,0.864114,0.268405,NS,Discordant (CRE Down / PLA Up),TRUE
HSPB7,-0.1989,0.3443,0.832826,0.570207,0.330384,NS,Discordant (CRE Down / PLA Up),TRUE
XRCC5,0.1648,0.3782,0.849797,0.353824,0.835766,NS,Concordant Up,FALSE
TPP2,-0.2822,0.2608,0.555163,0.663564,0.204221,NS,Discordant (CRE Down / PLA Up),TRUE
SERPINB1,0.3361,0.205,0.412995,0.781275,0.940073,NS,Concordant Up,FALSE
HRC,-0.2046,0.3362,0.855966,0.658532,0.424706,NS,Discordant (CRE Down / PLA Up),TRUE
HMGCL,-0.4406,0.1,0.327455,0.967147,0.35725,NS,Discordant (CRE Down / PLA Up),TRUE
RAB7A,0.1215,-0.4189,0.910381,0.210351,0.155919,NS,Discordant (CRE Up / PLA Down),FALSE
KLC1,-0.2753,0.2648,0.630536,0.707348,0.2811,NS,Discordant (CRE Down / PLA Up),TRUE
HINT3,-0.0267,0.5125,0.998181,0.380754,0.487572,NS,Discordant (CRE Down / PLA Up),TRUE
CSNK2B,-0.4645,0.0741,0.221527,0.979193,0.289623,NS,Discordant (CRE Down / PLA Up),TRUE
ASS1,0.0122,-0.5259,0.999603,0.321579,0.456718,NS,Discordant (CRE Up / PLA Down),FALSE
H3-3A,-0.3664,-0.1716,0.825924,0.96581,0.9681,NS,Concordant Down,FALSE
AHSA1,0.3709,0.1666,0.45042,0.89268,0.884802,NS,Concordant Up,FALSE
TALDO1,-0.001,-0.5363,0.999997,0.287855,0.445112,NS,Concordant Down,FALSE
PPP2R3A,0.0079,-0.5294,0.999861,0.585614,0.639566,NS,Discordant (CRE Up / PLA Down),TRUE
DYNLL1,-0.3449,0.1922,0.565528,0.873785,0.383398,NS,Discordant (CRE Down / PLA Up),FALSE
TACO1,-0.3598,0.177,0.702997,0.938966,0.597932,NS,Discordant (CRE Down / PLA Up),TRUE
ATP1B1,-0.1533,0.3822,0.927714,0.601065,0.469631,NS,Discordant (CRE Down / PLA Up),TRUE
RPL23,-0.2397,-0.2957,0.753749,0.659742,0.992238,NS,Concordant Down,FALSE
TBC1D17,-0.3017,-0.2333,0.716614,0.846776,0.991339,NS,Concordant Down,TRUE
GNPDA2,0.3198,-0.2147,0.610599,0.856774,0.409657,NS,Discordant (CRE Up / PLA Down),TRUE
HECTD1,0.035,0.4985,0.997785,0.546895,0.713062,NS,Concordant Up,TRUE
OSBPL1A,0.231,0.3024,0.84058600000000006,0.739214,0.990699,NS,Concordant Up,TRUE
CANX,0.3046,-0.2283,0.582471,0.779753,0.300745,NS,Discordant (CRE Up / PLA Down),FALSE
ATP2A1,-0.2582,0.2745,0.815445,0.81571,0.531352,NS,Discordant (CRE Down / PLA Up),TRUE
MYH1,-0.2754,0.2562,0.894925,0.923884,0.756898,NS,Discordant (CRE Down / PLA Up),TRUE
CLIC2,-0.2857,0.2454,0.820257,0.894373,0.638262,NS,Discordant (CRE Down / PLA Up),TRUE
FKBP5,0.4493,-0.0816,0.498882,0.990603,0.651407,NS,Discordant (CRE Up / PLA Down),TRUE
ACACB,0.5095,-0.0212,0.326557,0.999117,0.53817,NS,Discordant (CRE Up / PLA Down),TRUE
UNC45B,0.1395,0.3904,0.936637,0.561011,0.864284,NS,Concordant Up,TRUE
UBE2D3,-0.1335,0.3961,0.924612,0.421191,0.324443,NS,Discordant (CRE Down / PLA Up),FALSE
NUBP1,-0.2336,0.2959,0.826509,0.77919,0.506197,NS,Discordant (CRE Down / PLA Up),TRUE
MTX2,-0.3156,0.2136,0.834975,0.920596,0.680567,NS,Discordant (CRE Down / PLA Up),TRUE
SERPINA5,-0.1881,-0.3411,0.916488,0.764426,0.966034,NS,Concordant Down,TRUE
IGF2,0.1578,0.3712,0.948167,0.72449,0.936008,NS,Concordant Up,TRUE
NDUFV2,0.2683,0.2601,0.714454,0.76296,0.999855,NS,Concordant Up,TRUE
RPL13,0.195,0.3333,0.882698,0.683716,0.962735,NS,Concordant Up,FALSE
RABGGTA,-0.1417,0.3863,0.89714,0.403235,0.270942,NS,Discordant (CRE Down / PLA Up),TRUE
