pathway,pval,padj,foldEnrichment,overlap,size,overlapGenes,database,odds_ratio,quadrant,pathway_label
GOBP_MODULATION_BY_HOST_OF_VIRAL_PROCESS,0.0037147300148737887,0.04056759615142168,2.430845771144279,9,15,,GO:BP,4.6313131313131315,Discordant (CRE Up / PLA Down),Modulation By Host Of Viral Process
GOBP_RECEPTOR_METABOLIC_PROCESS,0.0037147300148737887,0.04056759615142168,2.430845771144279,9,15,,GO:BP,4.6313131313131315,Discordant (CRE Up / PLA Down),Receptor Metabolic Process
GOBP_TISSUE_HOMEOSTASIS,0.0035716649927945926,0.04056759615142168,1.9065457028582578,16,34,,GO:BP,2.759038425137233,Discordant (CRE Up / PLA Down),Tissue Homeostasis
REACTOME_CILIUM_ASSEMBLY,0.0036821450630004793,0.04056759615142168,1.861458473398772,17,37,,Reactome,2.6399317406143346,Discordant (CRE Up / PLA Down),Cilium Assembly
GOBP_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION,0.003741496184292045,0.04056759615142168,1.823134328358209,18,40,,GO:BP,2.5426573426573427,Discordant (CRE Up / PLA Down),Regulation Of Actin Filament Polymerization
GOBP_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION,0.003741496184292045,0.04056759615142168,1.823134328358209,18,40,,GO:BP,2.5426573426573427,Discordant (CRE Up / PLA Down),Regulation Of Epithelial Cell Proliferation
WP_MRNA_PROCESSING,0.003741496184292045,0.04056759615142168,1.823134328358209,18,40,,WikiPathways,2.5426573426573427,Discordant (CRE Up / PLA Down),Mrna Processing
GOBP_LEUKOCYTE_MEDIATED_IMMUNITY,0.003760930338515068,0.04056759615142168,1.5977390045079765,28,71,,GO:BP,2.035025278058645,Discordant (CRE Up / PLA Down),Leukocyte Mediated Immunity
GOBP_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION,0.004427917122261497,0.04718665897156981,2.025704809286899,13,26,,GO:BP,3.0966101694915253,Discordant (CRE Up / PLA Down),Positive Regulation Of Phosphatidylinosito...
GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME,0.004762032163366608,0.04759341749714988,2.2507831214298877,10,18,,GO:BP,3.861720067453626,Discordant (CRE Up / PLA Down),Alternative Mrna Splicing Via Spliceosome
PID_LYSOPHOSPHOLIPID_PATHWAY,0.004762032163366608,0.04759341749714988,2.2507831214298877,10,18,,PID,3.861720067453626,Discordant (CRE Up / PLA Down),Pid Lysophospholipid Pathway
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,0.004762032163366608,0.04759341749714988,2.2507831214298877,10,18,,Reactome,3.861720067453626,Discordant (CRE Up / PLA Down),Assembly Of Collagen Fibrils And Other Mul...
GOBP_ICOSANOID_METABOLIC_PROCESS,0.004752835502781634,0.04759341749714988,1.9558529193114884,14,29,,GO:BP,2.8919071873231466,Discordant (CRE Up / PLA Down),Icosanoid Metabolic Process
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION,0.004752835502781634,0.04759341749714988,1.9558529193114884,14,29,,GO:BP,2.8919071873231466,Discordant (CRE Up / PLA Down),Negative Regulation Of Protein Polymerization
GOBP_STEROL_TRANSPORT,0.004752835502781634,0.04759341749714988,1.9558529193114884,14,29,,GO:BP,2.8919071873231466,Discordant (CRE Up / PLA Down),Sterol Transport
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION,0.004752835502781634,0.04759341749714988,1.9558529193114884,14,29,,Reactome,2.8919071873231466,Discordant (CRE Up / PLA Down),Factors Involved In Megakaryocyte Developm...
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING,0.004752835502781634,0.04759341749714988,1.9558529193114884,14,29,,Reactome,2.8919071873231466,Discordant (CRE Up / PLA Down),Trans Golgi Network Vesicle Budding
REACTOME_SARS_COV_1_HOST_INTERACTIONS,0.004791317545664517,0.04761708279932882,1.6817172001627085,22,53,,Reactome,2.209649658542002,Discordant (CRE Up / PLA Down),Sars Cov 1 Host Interactions
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION,0.004974202410895695,0.04861527107665461,1.8990982587064678,15,32,,GO:BP,2.735594237695078,Discordant (CRE Up / PLA Down),Positive Regulation Of Cell Substrate Adhe...
WP_RAS_SIGNALING,0.004974202410895695,0.04861527107665461,1.8990982587064678,15,32,,WikiPathways,2.735594237695078,Discordant (CRE Up / PLA Down),Ras Signaling
GOBP_REGULATION_OF_CELL_MORPHOGENESIS,0.005124661848448815,0.04981058686761512,1.749472335293231,19,44,,GO:BP,2.361986301369863,Discordant (CRE Up / PLA Down),Regulation Of Cell Morphogenesis
HALLMARK_IL2_STAT5_SIGNALING,0.005168970959069751,0.04996671927100759,1.8124727240988041,17,38,,Hallmark,2.512839265398992,Discordant (CRE Up / PLA Down),IL2 Stat5 Signaling
REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,3.227852258927566e-6,0.005710070646042864,1.5234520539294623,79,162,,Reactome,2.136489057224631,Discordant (CRE Down / PLA Up),Aerobic Respiration And Respiratory Electr...
HALLMARK_OXIDATIVE_PHOSPHORYLATION,4.828910861689339e-5,0.0427117165716422,1.4618909436684373,73,156,,Hallmark,1.957516950736656,Discordant (CRE Down / PLA Up),OXPHOS
