gene,pathway_label,pathway_padj,pathway_db,primary_contrast,display_logFC
CD36,Scavenger Receptor Uptake,0.007505287567780532,Reactome,Cancer_vs_Healthy,1.26444135011575
COL1A2,Scavenger Receptor Uptake,0.007505287567780532,Reactome,Cancer_vs_Healthy,2.77812073856066
FTL,Scavenger Receptor Uptake,0.007505287567780532,Reactome,Training_CR,1.88281235051924
HPR,Scavenger Receptor Uptake,0.007505287567780532,Reactome,Cancer_vs_Healthy,2.17321358965007
HSP90B1,Scavenger Receptor Uptake,0.007505287567780532,Reactome,Cancer_vs_Healthy,0.73052466142353
JCHAIN,Scavenger Receptor Uptake,0.007505287567780532,Reactome,Cancer_vs_Healthy,2.74228803344776
SPARC,Scavenger Receptor Uptake,0.007505287567780532,Reactome,Cancer_vs_Healthy,2.29538766331821
CALM1,Extra Nuclear Estrogen Sig..,0.007505287567780532,Reactome,Cancer_vs_Healthy,0.771012708629357
CAV1,Extra Nuclear Estrogen Sig..,0.007505287567780532,Reactome,Cancer_vs_Healthy,1.87414064595121
CAV2,Extra Nuclear Estrogen Sig..,0.007505287567780532,Reactome,Cancer_vs_Healthy,1.51262703351915
GNAI1,Extra Nuclear Estrogen Sig..,0.007505287567780532,Reactome,Cancer_vs_Healthy,1.30883966364327
GNAI2,Extra Nuclear Estrogen Sig..,0.007505287567780532,Reactome,Cancer_vs_Healthy,1.20518431523039
GNAI3,Extra Nuclear Estrogen Sig..,0.007505287567780532,Reactome,Cancer_vs_Healthy,1.71270874909773
GNB1,Extra Nuclear Estrogen Sig..,0.007505287567780532,Reactome,Cancer_vs_Healthy,1.08426086186027
GNB2,Extra Nuclear Estrogen Sig..,0.007505287567780532,Reactome,Cancer_vs_Healthy,0.640536835590961
GNG12,Extra Nuclear Estrogen Sig..,0.007505287567780532,Reactome,Cancer_vs_Healthy,0.957827973571813
GNG2,Extra Nuclear Estrogen Sig..,0.007505287567780532,Reactome,Cancer_vs_Healthy,2.18674069509387
ITGA1,Neutrophil Chemotaxis,0.007853155304197855,GO:BP,Cancer_vs_Healthy,1.16193987091138
LGALS3,Neutrophil Chemotaxis,0.007853155304197855,GO:BP,Cancer_vs_Healthy,1.21998048955439
MPP1,Neutrophil Chemotaxis,0.007853155304197855,GO:BP,Cancer_vs_Healthy,1.29641153889937
PPBP,Neutrophil Chemotaxis,0.007853155304197855,GO:BP,Cancer_vs_Healthy,2.81638722626497
PPIA,Neutrophil Chemotaxis,0.007853155304197855,GO:BP,Cancer_vs_Healthy,1.11062725085068
PPIB,Neutrophil Chemotaxis,0.007853155304197855,GO:BP,Cancer_vs_Healthy,1.05601920311384
S100A8,Neutrophil Chemotaxis,0.007853155304197855,GO:BP,Cancer_vs_Healthy,2.31044262426685
S100A9,Neutrophil Chemotaxis,0.007853155304197855,GO:BP,Cancer_vs_Healthy,2.67094942867346
THBS4,Neutrophil Chemotaxis,0.007853155304197855,GO:BP,Cancer_vs_Healthy,2.61766833535654
ANXA1,Developmental Cell Lineage..,0.008187223592453174,Reactome,Cancer_vs_Healthy,2.43402555578179
ANXA2,Developmental Cell Lineage..,0.008187223592453174,Reactome,Cancer_vs_Healthy,1.89882617030562
AQP1,Developmental Cell Lineage..,0.008187223592453174,Reactome,Cancer_vs_Healthy,1.03758262322209
CA2,Developmental Cell Lineage..,0.008187223592453174,Reactome,Cancer_vs_Healthy,1.86177563255215
COL1A2,Developmental Cell Lineage..,0.008187223592453174,Reactome,Cancer_vs_Healthy,2.77812073856066
FN1,Developmental Cell Lineage..,0.008187223592453174,Reactome,Cancer_vs_Healthy,2.5661810586055
LAMB2,Developmental Cell Lineage..,0.008187223592453174,Reactome,Cancer_vs_Healthy,1.22924299104842
LAMC1,Developmental Cell Lineage..,0.008187223592453174,Reactome,Cancer_vs_Healthy,1.12997708058068
YAP1,Developmental Cell Lineage..,0.008187223592453174,Reactome,Cancer_vs_Healthy,1.70733189053975
AKR1C1,Visual Phototransduction,0.008187223592453174,Reactome,Cancer_vs_Healthy,2.05009907258878
AKR1C3,Visual Phototransduction,0.008187223592453174,Reactome,Cancer_vs_Healthy,1.55939031121029
APOE,Visual Phototransduction,0.008187223592453174,Reactome,Cancer_vs_Healthy,2.66632549570232
APOM,Visual Phototransduction,0.008187223592453174,Reactome,Cancer_vs_Healthy,2.77406109891799
CALM1,Visual Phototransduction,0.008187223592453174,Reactome,Cancer_vs_Healthy,0.771012708629357
GNB1,Visual Phototransduction,0.008187223592453174,Reactome,Cancer_vs_Healthy,1.08426086186027
RBP4,Visual Phototransduction,0.008187223592453174,Reactome,Cancer_vs_Healthy,2.2264450610274
RETSAT,Visual Phototransduction,0.008187223592453174,Reactome,Cancer_vs_Healthy,3.0310061320009
TTR,Visual Phototransduction,0.008187223592453174,Reactome,Cancer_vs_Healthy,2.35076553386145
CAT,Reactive Oxygen Species Pa..,0.00894205902053756,Hallmark,Cancer_vs_Healthy,2.79859057459828
FTL,Reactive Oxygen Species Pa..,0.00894205902053756,Hallmark,Training_CR,1.88281235051924
G6PD,Reactive Oxygen Species Pa..,0.00894205902053756,Hallmark,Cancer_vs_Healthy,1.30564529065711
GCLC,Reactive Oxygen Species Pa..,0.00894205902053756,Hallmark,Cancer_vs_Healthy,1.22103538649375
GCLM,Reactive Oxygen Species Pa..,0.00894205902053756,Hallmark,Cancer_vs_Healthy,0.933646088582929
GPX3,Reactive Oxygen Species Pa..,0.00894205902053756,Hallmark,Cancer_vs_Healthy,1.64836399948248
MGST1,Reactive Oxygen Species Pa..,0.00894205902053756,Hallmark,Cancer_vs_Healthy,3.17852453030096
PRDX2,Reactive Oxygen Species Pa..,0.00894205902053756,Hallmark,Cancer_vs_Healthy,1.99706666866736
PTPA,Reactive Oxygen Species Pa..,0.00894205902053756,Hallmark,Cancer_vs_Healthy,0.834464559893583
SOD1,Reactive Oxygen Species Pa..,0.00894205902053756,Hallmark,Cancer_vs_Healthy,1.0552290078898
TXN,Reactive Oxygen Species Pa..,0.00894205902053756,Hallmark,Cancer_vs_Healthy,0.671990765545598
APOE,Regulation Of Insulin Like..,0.011390624121971978,Reactome,Cancer_vs_Healthy,2.66632549570232
APOL1,Regulation Of Insulin Like..,0.011390624121971978,Reactome,Cancer_vs_Healthy,2.96381933416137
CP,Regulation Of Insulin Like..,0.011390624121971978,Reactome,Cancer_vs_Healthy,2.7178060679856
CST3,Regulation Of Insulin Like..,0.011390624121971978,Reactome,Cancer_vs_Healthy,1.08589928581121
CTSG,Regulation Of Insulin Like..,0.011390624121971978,Reactome,Cancer_vs_Healthy,0.998721111466935
FBN1,Regulation Of Insulin Like..,0.011390624121971978,Reactome,Cancer_vs_Healthy,1.98934251200624
FN1,Regulation Of Insulin Like..,0.011390624121971978,Reactome,Cancer_vs_Healthy,2.5661810586055
HSP90B1,Regulation Of Insulin Like..,0.011390624121971978,Reactome,Cancer_vs_Healthy,0.73052466142353
LAMB2,Regulation Of Insulin Like..,0.011390624121971978,Reactome,Cancer_vs_Healthy,1.22924299104842
LAMC1,Regulation Of Insulin Like..,0.011390624121971978,Reactome,Cancer_vs_Healthy,1.12997708058068
LGALS1,Regulation Of Insulin Like..,0.011390624121971978,Reactome,Cancer_vs_Healthy,1.18288364491768
DARS1,Cytosolic Trna Aminoacylat..,0.011751553008103387,Reactome,Cancer_vs_Healthy,-0.50049210392131
EPRS1,Cytosolic Trna Aminoacylat..,0.011751553008103387,Reactome,Cancer_vs_Healthy,-0.600021554243604
FARSB,Cytosolic Trna Aminoacylat..,0.011751553008103387,Reactome,Cancer_vs_Healthy,-0.792992612892839
GARS1,Cytosolic Trna Aminoacylat..,0.011751553008103387,Reactome,Cancer_vs_Healthy,-0.587734543263661
KARS1,Cytosolic Trna Aminoacylat..,0.011751553008103387,Reactome,Cancer_vs_Healthy,-0.514302809872333
LARS1,Cytosolic Trna Aminoacylat..,0.011751553008103387,Reactome,Cancer_vs_Healthy,-0.521645586917341
RARS1,Cytosolic Trna Aminoacylat..,0.011751553008103387,Reactome,Cancer_vs_Healthy,-0.658764486517363
VARS1,Cytosolic Trna Aminoacylat..,0.011751553008103387,Reactome,Cancer_vs_Healthy,-0.536460989710442
AQP1,Defense Response To Bacter..,0.013022332064381473,GO:BP,Cancer_vs_Healthy,1.03758262322209
B2M,Defense Response To Bacter..,0.013022332064381473,GO:BP,Cancer_vs_Healthy,1.50523332697839
CD36,Defense Response To Bacter..,0.013022332064381473,GO:BP,Cancer_vs_Healthy,1.26444135011575
CTSG,Defense Response To Bacter..,0.013022332064381473,GO:BP,Cancer_vs_Healthy,0.998721111466935
DEFA3,Defense Response To Bacter..,0.013022332064381473,GO:BP,Cancer_vs_Healthy,2.31089836987518
IL18,Defense Response To Bacter..,0.013022332064381473,GO:BP,Training_CR,0.894026216462475
JCHAIN,Defense Response To Bacter..,0.013022332064381473,GO:BP,Cancer_vs_Healthy,2.74228803344776
LTF,Defense Response To Bacter..,0.013022332064381473,GO:BP,Cancer_vs_Healthy,1.70665183730155
LYZ,Defense Response To Bacter..,0.013022332064381473,GO:BP,Cancer_vs_Healthy,1.19074708018535
PPBP,Defense Response To Bacter..,0.013022332064381473,GO:BP,Cancer_vs_Healthy,2.81638722626497
RAB1A,Defense Response To Bacter..,0.013022332064381473,GO:BP,Cancer_vs_Healthy,1.04621246673758
S100A8,Defense Response To Bacter..,0.013022332064381473,GO:BP,Cancer_vs_Healthy,2.31044262426685
S100A9,Defense Response To Bacter..,0.013022332064381473,GO:BP,Cancer_vs_Healthy,2.67094942867346
ANXA2,Cellular Responses To Mech..,0.013753805103821895,Reactome,Cancer_vs_Healthy,1.89882617030562
CALM1,Cellular Responses To Mech..,0.013753805103821895,Reactome,Cancer_vs_Healthy,0.771012708629357
FN1,Cellular Responses To Mech..,0.013753805103821895,Reactome,Cancer_vs_Healthy,2.5661810586055
GNAQ,Cellular Responses To Mech..,0.013753805103821895,Reactome,Cancer_vs_Healthy,0.939392868202848
GNAS,Cellular Responses To Mech..,0.013753805103821895,Reactome,Cancer_vs_Healthy,0.64074935765256
GNB1,Cellular Responses To Mech..,0.013753805103821895,Reactome,Cancer_vs_Healthy,1.08426086186027
GNB2,Cellular Responses To Mech..,0.013753805103821895,Reactome,Cancer_vs_Healthy,0.640536835590961
GNG12,Cellular Responses To Mech..,0.013753805103821895,Reactome,Cancer_vs_Healthy,0.957827973571813
GNG2,Cellular Responses To Mech..,0.013753805103821895,Reactome,Cancer_vs_Healthy,2.18674069509387
ITGB1,Cellular Responses To Mech..,0.013753805103821895,Reactome,Cancer_vs_Healthy,0.684037906369099
TLN1,Cellular Responses To Mech..,0.013753805103821895,Reactome,Cancer_vs_Healthy,1.12972715784282
YAP1,Cellular Responses To Mech..,0.013753805103821895,Reactome,Cancer_vs_Healthy,1.70733189053975
ACTB,Clathrin Mediated Endocyto..,0.013753805103821895,Reactome,Cancer_vs_Healthy,1.45934123081213
ACTR2,Clathrin Mediated Endocyto..,0.013753805103821895,Reactome,Cancer_vs_Healthy,0.596223791403077
ACTR3,Clathrin Mediated Endocyto..,0.013753805103821895,Reactome,Cancer_vs_Healthy,0.603600831903403
AGFG1,Clathrin Mediated Endocyto..,0.013753805103821895,Reactome,Cancer_vs_Healthy,0.964243800844791
AP2A1,Clathrin Mediated Endocyto..,0.013753805103821895,Reactome,Cancer_vs_Healthy,0.632159077404328
AP2A2,Clathrin Mediated Endocyto..,0.013753805103821895,Reactome,Cancer_vs_Healthy,1.13628136273223
AP2B1,Clathrin Mediated Endocyto..,0.013753805103821895,Reactome,Cancer_vs_Healthy,0.495521028489943
ARPC3,Clathrin Mediated Endocyto..,0.013753805103821895,Reactome,Cancer_vs_Healthy,0.792512818254224
ARPC5,Clathrin Mediated Endocyto..,0.013753805103821895,Reactome,Cancer_vs_Healthy,2.18344505849887
ARRB1,Clathrin Mediated Endocyto..,0.013753805103821895,Reactome,Cancer_vs_Healthy,1.6447420272077
CLTC,Clathrin Mediated Endocyto..,0.013753805103821895,Reactome,Cancer_vs_Healthy,0.68253784752125
CTTN,Clathrin Mediated Endocyto..,0.013753805103821895,Reactome,Cancer_vs_Healthy,1.11011956106942
EPS15,Clathrin Mediated Endocyto..,0.013753805103821895,Reactome,Cancer_vs_Healthy,1.17439417528768
GAPVD1,Clathrin Mediated Endocyto..,0.013753805103821895,Reactome,Cancer_vs_Healthy,0.767462793001533
PACSIN2,Clathrin Mediated Endocyto..,0.013753805103821895,Reactome,Cancer_vs_Healthy,0.611472607608652
PICALM,Clathrin Mediated Endocyto..,0.013753805103821895,Reactome,Cancer_vs_Healthy,1.00894840975391
STAM,Clathrin Mediated Endocyto..,0.013753805103821895,Reactome,Cancer_vs_Healthy,0.777332929702027
ANXA1,G Alpha I Signalling Events,0.013753805103821895,Reactome,Cancer_vs_Healthy,2.43402555578179
CALM1,G Alpha I Signalling Events,0.013753805103821895,Reactome,Cancer_vs_Healthy,0.771012708629357
GNAI1,G Alpha I Signalling Events,0.013753805103821895,Reactome,Cancer_vs_Healthy,1.30883966364327
GNAI2,G Alpha I Signalling Events,0.013753805103821895,Reactome,Cancer_vs_Healthy,1.20518431523039
GNAI3,G Alpha I Signalling Events,0.013753805103821895,Reactome,Cancer_vs_Healthy,1.71270874909773
GNAQ,G Alpha I Signalling Events,0.013753805103821895,Reactome,Cancer_vs_Healthy,0.939392868202848
GNAS,G Alpha I Signalling Events,0.013753805103821895,Reactome,Cancer_vs_Healthy,0.64074935765256
GNB1,G Alpha I Signalling Events,0.013753805103821895,Reactome,Cancer_vs_Healthy,1.08426086186027
GNB2,G Alpha I Signalling Events,0.013753805103821895,Reactome,Cancer_vs_Healthy,0.640536835590961
GNG12,G Alpha I Signalling Events,0.013753805103821895,Reactome,Cancer_vs_Healthy,0.957827973571813
GNG2,G Alpha I Signalling Events,0.013753805103821895,Reactome,Cancer_vs_Healthy,2.18674069509387
HEBP1,G Alpha I Signalling Events,0.013753805103821895,Reactome,Cancer_vs_Healthy,1.4583621403395
PPBP,G Alpha I Signalling Events,0.013753805103821895,Reactome,Cancer_vs_Healthy,2.81638722626497
ACTB,Rho Gtpases Activate Iqgaps,0.013753805103821895,Reactome,Cancer_vs_Healthy,1.45934123081213
CALM1,Rho Gtpases Activate Iqgaps,0.013753805103821895,Reactome,Cancer_vs_Healthy,0.771012708629357
CTNNA1,Rho Gtpases Activate Iqgaps,0.013753805103821895,Reactome,Cancer_vs_Healthy,0.686887586314258
IQGAP1,Rho Gtpases Activate Iqgaps,0.013753805103821895,Reactome,Cancer_vs_Healthy,0.83567835897345
TUBA1C,Rho Gtpases Activate Iqgaps,0.013753805103821895,Reactome,Cancer_vs_Healthy,2.25704978303759
TUBB2B,Rho Gtpases Activate Iqgaps,0.013753805103821895,Reactome,Cancer_vs_Healthy,2.66155648284639
TUBB4A,Rho Gtpases Activate Iqgaps,0.013753805103821895,Reactome,Cancer_vs_Healthy,1.68027627924798
TUBB6,Rho Gtpases Activate Iqgaps,0.013753805103821895,Reactome,Cancer_vs_Healthy,1.63380301913851
CFL1,Semaphorin Interactions,0.013753805103821895,Reactome,Cancer_vs_Healthy,0.645837953271297
DPYSL2,Semaphorin Interactions,0.013753805103821895,Reactome,Cancer_vs_Healthy,0.939202089093307
ITGA1,Semaphorin Interactions,0.013753805103821895,Reactome,Cancer_vs_Healthy,1.16193987091138
ITGB1,Semaphorin Interactions,0.013753805103821895,Reactome,Cancer_vs_Healthy,0.684037906369099
MYH10,Semaphorin Interactions,0.013753805103821895,Reactome,Cancer_vs_Healthy,1.65460910848538
MYH9,Semaphorin Interactions,0.013753805103821895,Reactome,Cancer_vs_Healthy,0.861656391892517
MYL12B,Semaphorin Interactions,0.013753805103821895,Reactome,Cancer_vs_Healthy,0.744627290914682
MYL9,Semaphorin Interactions,0.013753805103821895,Reactome,Cancer_vs_Healthy,0.809224526439793
RRAS,Semaphorin Interactions,0.013753805103821895,Reactome,Cancer_vs_Healthy,0.852486550764688
TLN1,Semaphorin Interactions,0.013753805103821895,Reactome,Cancer_vs_Healthy,1.12972715784282
AKAP12,Hypoxia,0.018414529629343274,Hallmark,Cancer_vs_Healthy,1.4438677805447
ANXA2,Hypoxia,0.018414529629343274,Hallmark,Cancer_vs_Healthy,1.89882617030562
BGN,Hypoxia,0.018414529629343274,Hallmark,Cancer_vs_Healthy,1.48441807120801
CAV1,Hypoxia,0.018414529629343274,Hallmark,Cancer_vs_Healthy,1.87414064595121
CAVIN1,Hypoxia,0.018414529629343274,Hallmark,Cancer_vs_Healthy,1.40091936187795
CAVIN3,Hypoxia,0.018414529629343274,Hallmark,Cancer_vs_Healthy,2.81098009174441
CP,Hypoxia,0.018414529629343274,Hallmark,Cancer_vs_Healthy,2.7178060679856
DCN,Hypoxia,0.018414529629343274,Hallmark,Cancer_vs_Healthy,1.86292667444177
HDLBP,Hypoxia,0.018414529629343274,Hallmark,Cancer_vs_Healthy,1.07679467693541
LXN,Hypoxia,0.018414529629343274,Hallmark,Cancer_vs_Healthy,2.42948431225836
MYH9,Hypoxia,0.018414529629343274,Hallmark,Cancer_vs_Healthy,0.861656391892517
NDRG1,Hypoxia,0.018414529629343274,Hallmark,Cancer_vs_Healthy,1.8911985429095
PGM2,Hypoxia,0.018414529629343274,Hallmark,Cancer_vs_Healthy,1.38293732759783
S100A4,Hypoxia,0.018414529629343274,Hallmark,Cancer_vs_Healthy,2.20607943058965
SELENBP1,Hypoxia,0.018414529629343274,Hallmark,Cancer_vs_Healthy,1.1024312291512
SLC2A1,Hypoxia,0.018414529629343274,Hallmark,Cancer_vs_Healthy,2.84936394137929
TGFBI,Hypoxia,0.018414529629343274,Hallmark,Cancer_vs_Healthy,1.19410532132821
AKAP12,Adenylate Cyclase Modulati..,0.01929264079581853,GO:BP,Cancer_vs_Healthy,1.4438677805447
ATP2B4,Adenylate Cyclase Modulati..,0.01929264079581853,GO:BP,Cancer_vs_Healthy,0.832535099643071
FLNA,Adenylate Cyclase Modulati..,0.01929264079581853,GO:BP,Cancer_vs_Healthy,1.26299775496226
GNAI1,Adenylate Cyclase Modulati..,0.01929264079581853,GO:BP,Cancer_vs_Healthy,1.30883966364327
GNAI2,Adenylate Cyclase Modulati..,0.01929264079581853,GO:BP,Cancer_vs_Healthy,1.20518431523039
GNAI3,Adenylate Cyclase Modulati..,0.01929264079581853,GO:BP,Cancer_vs_Healthy,1.71270874909773
GNAQ,Adenylate Cyclase Modulati..,0.01929264079581853,GO:BP,Cancer_vs_Healthy,0.939392868202848
GNAS,Adenylate Cyclase Modulati..,0.01929264079581853,GO:BP,Cancer_vs_Healthy,0.64074935765256
GNB1,Adenylate Cyclase Modulati..,0.01929264079581853,GO:BP,Cancer_vs_Healthy,1.08426086186027
GNG2,Adenylate Cyclase Modulati..,0.01929264079581853,GO:BP,Cancer_vs_Healthy,2.18674069509387
APOE,Modulation Of Process Of A..,0.01929264079581853,GO:BP,Cancer_vs_Healthy,2.66632549570232
CAV2,Modulation Of Process Of A..,0.01929264079581853,GO:BP,Cancer_vs_Healthy,1.51262703351915
CFL1,Modulation Of Process Of A..,0.01929264079581853,GO:BP,Cancer_vs_Healthy,0.645837953271297
FASN,Modulation Of Process Of A..,0.01929264079581853,GO:BP,Cancer_vs_Healthy,2.67145472467098
FBLN1,Modulation Of Process Of A..,0.01929264079581853,GO:BP,Cancer_vs_Healthy,1.9353613362502
GSN,Modulation Of Process Of A..,0.01929264079581853,GO:BP,Cancer_vs_Healthy,1.40701361783093
IFITM1,Modulation Of Process Of A..,0.01929264079581853,GO:BP,Cancer_vs_Healthy,0.947424265448948
LTF,Modulation Of Process Of A..,0.01929264079581853,GO:BP,Cancer_vs_Healthy,1.70665183730155
PPIB,Modulation Of Process Of A..,0.01929264079581853,GO:BP,Cancer_vs_Healthy,1.05601920311384
STOM,Modulation Of Process Of A..,0.01929264079581853,GO:BP,Cancer_vs_Healthy,2.37394543422005
ADD1,Negative Regulation Of Cyt..,0.01929264079581853,GO:BP,Cancer_vs_Healthy,1.73709048461522
CAPG,Negative Regulation Of Cyt..,0.01929264079581853,GO:BP,Cancer_vs_Healthy,1.48027448958949
CFL1,Negative Regulation Of Cyt..,0.01929264079581853,GO:BP,Cancer_vs_Healthy,0.645837953271297
CORO1B,Negative Regulation Of Cyt..,0.01929264079581853,GO:BP,Cancer_vs_Healthy,1.18987039079704
DMTN,Negative Regulation Of Cyt..,0.01929264079581853,GO:BP,Cancer_vs_Healthy,1.86527639842077
GSN,Negative Regulation Of Cyt..,0.01929264079581853,GO:BP,Cancer_vs_Healthy,1.40701361783093
MTPN,Negative Regulation Of Cyt..,0.01929264079581853,GO:BP,Cancer_vs_Healthy,0.496540461800759
SNCA,Negative Regulation Of Cyt..,0.01929264079581853,GO:BP,Cancer_vs_Healthy,3.69965895111177
SPTAN1,Negative Regulation Of Cyt..,0.01929264079581853,GO:BP,Cancer_vs_Healthy,1.47411170317937
SPTB,Negative Regulation Of Cyt..,0.01929264079581853,GO:BP,Cancer_vs_Healthy,2.12699336971905
SPTBN1,Negative Regulation Of Cyt..,0.01929264079581853,GO:BP,Cancer_vs_Healthy,1.58113021030879
TMOD1,Negative Regulation Of Cyt..,0.01929264079581853,GO:BP,Cancer_vs_Healthy,1.22198664354272
TMOD3,Negative Regulation Of Cyt..,0.01929264079581853,GO:BP,Cancer_vs_Healthy,1.76297198931464
TMOD4,Negative Regulation Of Cyt..,0.01929264079581853,GO:BP,Training_CR,0.976508714791544
TUBB4A,Negative Regulation Of Cyt..,0.01929264079581853,GO:BP,Cancer_vs_Healthy,1.68027627924798
AKR1C1,Sterol Homeostasis,0.01929264079581853,GO:BP,Cancer_vs_Healthy,2.05009907258878
APOE,Sterol Homeostasis,0.01929264079581853,GO:BP,Cancer_vs_Healthy,2.66632549570232
APOM,Sterol Homeostasis,0.01929264079581853,GO:BP,Cancer_vs_Healthy,2.77406109891799
CAV1,Sterol Homeostasis,0.01929264079581853,GO:BP,Cancer_vs_Healthy,1.87414064595121
EHD1,Sterol Homeostasis,0.01929264079581853,GO:BP,Cancer_vs_Healthy,1.25534414292826
FABP4,Sterol Homeostasis,0.01929264079581853,GO:BP,Cancer_vs_Healthy,2.4376162108068
IL18,Sterol Homeostasis,0.01929264079581853,GO:BP,Training_CR,0.894026216462475
NPC2,Sterol Homeostasis,0.01929264079581853,GO:BP,Cancer_vs_Healthy,0.865131521934067
AP2A1,Neurotransmitter Receptors..,0.019626705534375673,Reactome,Cancer_vs_Healthy,0.632159077404328
AP2A2,Neurotransmitter Receptors..,0.019626705534375673,Reactome,Cancer_vs_Healthy,1.13628136273223
AP2B1,Neurotransmitter Receptors..,0.019626705534375673,Reactome,Cancer_vs_Healthy,0.495521028489943
CALM1,Neurotransmitter Receptors..,0.019626705534375673,Reactome,Cancer_vs_Healthy,0.771012708629357
GNAI1,Neurotransmitter Receptors..,0.019626705534375673,Reactome,Cancer_vs_Healthy,1.30883966364327
GNAI2,Neurotransmitter Receptors..,0.019626705534375673,Reactome,Cancer_vs_Healthy,1.20518431523039
GNAI3,Neurotransmitter Receptors..,0.019626705534375673,Reactome,Cancer_vs_Healthy,1.71270874909773
GNB1,Neurotransmitter Receptors..,0.019626705534375673,Reactome,Cancer_vs_Healthy,1.08426086186027
GNB2,Neurotransmitter Receptors..,0.019626705534375673,Reactome,Cancer_vs_Healthy,0.640536835590961
GNG12,Neurotransmitter Receptors..,0.019626705534375673,Reactome,Cancer_vs_Healthy,0.957827973571813
GNG2,Neurotransmitter Receptors..,0.019626705534375673,Reactome,Cancer_vs_Healthy,2.18674069509387
TUBA1C,Neurotransmitter Receptors..,0.019626705534375673,Reactome,Cancer_vs_Healthy,2.25704978303759
TUBB2B,Neurotransmitter Receptors..,0.019626705534375673,Reactome,Cancer_vs_Healthy,2.66155648284639
TUBB4A,Neurotransmitter Receptors..,0.019626705534375673,Reactome,Cancer_vs_Healthy,1.68027627924798
TUBB6,Neurotransmitter Receptors..,0.019626705534375673,Reactome,Cancer_vs_Healthy,1.63380301913851
CALM1,Rho Gtpases Activate Paks,0.019626705534375673,Reactome,Cancer_vs_Healthy,0.771012708629357
CTTN,Rho Gtpases Activate Paks,0.019626705534375673,Reactome,Cancer_vs_Healthy,1.11011956106942
FLNA,Rho Gtpases Activate Paks,0.019626705534375673,Reactome,Cancer_vs_Healthy,1.26299775496226
MYH10,Rho Gtpases Activate Paks,0.019626705534375673,Reactome,Cancer_vs_Healthy,1.65460910848538
MYH9,Rho Gtpases Activate Paks,0.019626705534375673,Reactome,Cancer_vs_Healthy,0.861656391892517
MYL12B,Rho Gtpases Activate Paks,0.019626705534375673,Reactome,Cancer_vs_Healthy,0.744627290914682
MYL9,Rho Gtpases Activate Paks,0.019626705534375673,Reactome,Cancer_vs_Healthy,0.809224526439793
PPP1R12B,Rho Gtpases Activate Paks,0.019626705534375673,Reactome,Cancer_vs_Healthy,1.00289117643017
ADH1C,Signaling By Nuclear Recep..,0.019626705534375673,Reactome,Cancer_vs_Healthy,1.26282349695436
AKR1C3,Signaling By Nuclear Recep..,0.019626705534375673,Reactome,Cancer_vs_Healthy,1.55939031121029
APOD,Signaling By Nuclear Recep..,0.019626705534375673,Reactome,Cancer_vs_Healthy,1.76901995648944
APOE,Signaling By Nuclear Recep..,0.019626705534375673,Reactome,Cancer_vs_Healthy,2.66632549570232
CALM1,Signaling By Nuclear Recep..,0.019626705534375673,Reactome,Cancer_vs_Healthy,0.771012708629357
CAV1,Signaling By Nuclear Recep..,0.019626705534375673,Reactome,Cancer_vs_Healthy,1.87414064595121
CAV2,Signaling By Nuclear Recep..,0.019626705534375673,Reactome,Cancer_vs_Healthy,1.51262703351915
CTSD,Signaling By Nuclear Recep..,0.019626705534375673,Reactome,Cancer_vs_Healthy,0.788008737874737
FASN,Signaling By Nuclear Recep..,0.019626705534375673,Reactome,Cancer_vs_Healthy,2.67145472467098
GNAI1,Signaling By Nuclear Recep..,0.019626705534375673,Reactome,Cancer_vs_Healthy,1.30883966364327
GNAI2,Signaling By Nuclear Recep..,0.019626705534375673,Reactome,Cancer_vs_Healthy,1.20518431523039
GNAI3,Signaling By Nuclear Recep..,0.019626705534375673,Reactome,Cancer_vs_Healthy,1.71270874909773
GNB1,Signaling By Nuclear Recep..,0.019626705534375673,Reactome,Cancer_vs_Healthy,1.08426086186027
GNB2,Signaling By Nuclear Recep..,0.019626705534375673,Reactome,Cancer_vs_Healthy,0.640536835590961
GNG12,Signaling By Nuclear Recep..,0.019626705534375673,Reactome,Cancer_vs_Healthy,0.957827973571813
GNG2,Signaling By Nuclear Recep..,0.019626705534375673,Reactome,Cancer_vs_Healthy,2.18674069509387
PLIN1,Signaling By Nuclear Recep..,0.019626705534375673,Reactome,Cancer_vs_Healthy,3.90758028080713
COL1A2,Collagen Metabolic Process,0.021508029949417095,GO:BP,Cancer_vs_Healthy,2.77812073856066
COL6A1,Collagen Metabolic Process,0.021508029949417095,GO:BP,Cancer_vs_Healthy,1.89166370022154
CST3,Collagen Metabolic Process,0.021508029949417095,GO:BP,Cancer_vs_Healthy,1.08589928581121
ITGB1,Collagen Metabolic Process,0.021508029949417095,GO:BP,Cancer_vs_Healthy,0.684037906369099
MFAP4,Collagen Metabolic Process,0.021508029949417095,GO:BP,Cancer_vs_Healthy,1.98838502510846
RCN3,Collagen Metabolic Process,0.021508029949417095,GO:BP,Cancer_vs_Healthy,2.12102130055464
SERPINF2,Collagen Metabolic Process,0.021508029949417095,GO:BP,Cancer_vs_Healthy,2.18487070711746
TNXB,Collagen Metabolic Process,0.021508029949417095,GO:BP,Cancer_vs_Healthy,0.990714943785164
VIM,Collagen Metabolic Process,0.021508029949417095,GO:BP,Cancer_vs_Healthy,2.73008494764978
