replicate,r_boot
302,-0.403471750208421
303,-0.39697790510874814
304,-0.3063147170218264
305,-0.3774123801593704
306,-0.24945725941777325
307,-0.3561728712039017
308,-0.3863239323756958
309,-0.3522144969148752
310,-0.3318252041597847
311,-0.38519427659590894
312,-0.36911830220705455
313,-0.38016488373465507
314,-0.30883878444599044
315,-0.24435323350130386
316,-0.32747012199080683
317,-0.3095504929076625
318,-0.3715712192951264
319,-0.3740049815190403
320,-0.28164207947259823
321,-0.34215708009005835
322,-0.30875410123016256
323,-0.335121742842349
324,-0.3286127986988777
325,-0.35092480948157745
326,-0.4044607722479482
327,-0.33065160652287695
328,-0.30174892242245127
329,-0.3478874248989418
330,-0.292349215693905
331,-0.29028266030871563
332,-0.35084189820468276
333,-0.3039445147700997
334,-0.3215597110064182
335,-0.3144082230231829
336,-0.3426523318899931
337,-0.3291235726348107
338,-0.349667346509223
339,-0.30544810507768533
340,-0.3609422898722333
341,-0.29486890738347893
342,-0.3348514120616642
343,-0.38448287871009473
344,-0.340320833761476
345,-0.36213848741001425
346,-0.33273566571798885
347,-0.2914989672612226
348,-0.34247253896676355
349,-0.38007217156890377
350,-0.24317803262347099
351,-0.3536353571499401
352,-0.3463843244780391
353,-0.29422850617337126
354,-0.34039853541527104
355,-0.3746717852305424
356,-0.28757698117746383
357,-0.30460498318426926
358,-0.3370936098012336
359,-0.3363676194591258
360,-0.329236125406908
361,-0.3620052625783147
362,-0.34081726806111184
363,-0.31690580810542684
364,-0.28227443284144915
365,-0.29706178019277646
366,-0.38319465805589714
367,-0.373497656567722
368,-0.37363833456577533
369,-0.32226743953936016
370,-0.3605427920377664
371,-0.2963201346888836
372,-0.3160216876269202
373,-0.28535976432180044
374,-0.2772303729181191
375,-0.3134301826001836
376,-0.362528896483754
377,-0.3397097437017176
378,-0.27880042186591814
379,-0.3605470211503256
380,-0.375958322805737
381,-0.39178451447194423
382,-0.3036787303366212
383,-0.30323301522065543
384,-0.3885644139753035
385,-0.3607560019639561
386,-0.3934021820193826
387,-0.28709213948837914
388,-0.3296308341180821
389,-0.3441366820094637
390,-0.3707810892578016
391,-0.3458563210629661
392,-0.34240160883926024
393,-0.293972914986056
394,-0.3500565032237397
395,-0.31907312840810215
396,-0.3271626276953471
397,-0.32659432181869064
398,-0.3561495162287512
399,-0.35294950108242734
400,-0.3286369346811911
401,-0.35676952123201355
402,-0.2930682555220328
403,-0.38099734730082513
404,-0.29071448806276284
405,-0.35588177071817517
406,-0.3058866033093575
407,-0.354533961638328
408,-0.3275198460421408
409,-0.28271585514576414
410,-0.3400293977665828
411,-0.31364768624348016
412,-0.3656617069703458
413,-0.3047970479514291
414,-0.3082005896861422
415,-0.3302889479963896
416,-0.3258717383909452
417,-0.35087564190259274
418,-0.32198354048804895
419,-0.33796685898869405
420,-0.3096338153439715
421,-0.3636881388539009
422,-0.34086219182810795
423,-0.34714058906956147
424,-0.34592027758141736
425,-0.36532235471877395
426,-0.2805131734774719
427,-0.33303753614047343
428,-0.33082699385718234
429,-0.4081136692505238
430,-0.3273040699590481
431,-0.31765767963370994
432,-0.3406545249124044
433,-0.33838179731881396
434,-0.28207507735556764
435,-0.3578597313560957
436,-0.31651120231002455
437,-0.27690232638939727
438,-0.3246461595094058
439,-0.3509113197337527
440,-0.32968761507428174
441,-0.32300270800061387
442,-0.3075483483799837
443,-0.35428735829845437
444,-0.34830080647523304
445,-0.28707160706464896
446,-0.3533147768337454
447,-0.3700097090833694
448,-0.36364539367558985
449,-0.4233410379592975
450,-0.37593734843206394
451,-0.30081259579685016
452,-0.33617621886035176
453,-0.3587513947707983
454,-0.32050210008095403
455,-0.27396273741760985
456,-0.29899901896451875
457,-0.3144626946933354
458,-0.36214019869386993
459,-0.3483817021427495
460,-0.3399156808433116
461,-0.3472164020185354
462,-0.3085898574298775
463,-0.31768120643956793
464,-0.33497227790872575
465,-0.36958054951282165
466,-0.3782649567620869
467,-0.38568215890832325
468,-0.3392319708462316
469,-0.3503463893790545
470,-0.3453036018101612
471,-0.3677926252322454
472,-0.34899665574940814
473,-0.28680963401847775
474,-0.30373644838311176
475,-0.3446250438434556
476,-0.32141314908289265
