pathway,pathway_label,database,NES_Training_CRE,NES_Training_PLA,padj_Training_CRE,padj_Training_PLA,significance,set_size
GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION,External Encapsulating Structure Organization,GO:BP,2.404,-1.699,1.642e-5,0.08596,Sig CRE only,54
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION,Collagen Chain Trimerization,Reactome,2.382,-1.717,1.099e-5,0.09607,Sig CRE only,12
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,Assembly Of Collagen Fibrils And Other Multimeric Structures,Reactome,2.289,-1.77,2.108e-4,0.07364,Sig CRE only,19
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,Degradation Of The Extracellular Matrix,Reactome,2.333,-1.655,2.641e-5,0.07865,Sig CRE only,36
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,Hallmark,2.346,-1.501,5.848e-7,0.09063,Sig CRE only,61
REACTOME_SEMAPHORIN_INTERACTIONS,Semaphorin Interactions,Reactome,2.062,-1.745,0.004486,0.07364,Sig CRE only,23
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,Negative Regulation Of Protein Containing Complex Disassembly,GO:BP,2.045,-1.613,0.02233,0.2018,Sig CRE only,25
GOBP_ACTIN_FILAMENT_ORGANIZATION,Actin Filament Organization,GO:BP,2.386,-1.268,5.945e-8,0.3104,Sig CRE only,128
GOBP_LEUKOCYTE_CELL_CELL_ADHESION,Leukocyte Cell Cell Adhesion,GO:BP,1.936,-1.69,0.02233,0.05893,Sig CRE only,58
REACTOME_REGULATION_OF_TP53_ACTIVITY,Regulation Of Tp53 Activity,Reactome,-1.905,1.718,0.01169,0.06363,Sig CRE only,25
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,Antigen Presentation Folding Assembly And Peptide Loading Of Class I Mhc,Reactome,1.938,-1.592,0.01288,0.1457,Sig CRE only,17
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,Copi Dependent Golgi To Er Retrograde Traffic,Reactome,1.829,-1.657,0.02492,0.09116,Sig CRE only,31
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION,Negative Regulation Of Actin Filament Depolymerization,GO:BP,2.038,-1.427,0.029,0.3185,Sig CRE only,20
REACTOME_RHO_GTPASE_EFFECTORS,Rho Gtpase Effectors,Reactome,1.945,-1.519,9.331e-4,0.07851,Sig CRE only,89
REACTOME_RHOF_GTPASE_CYCLE,Rhof Gtpase Cycle,Reactome,1.867,-1.582,0.03024,0.1601,Sig CRE only,14
GOBP_PROTEIN_POLYUBIQUITINATION,Protein Polyubiquitination,GO:BP,-2.153,1.292,0.01708,0.3801,Sig CRE only,42
GOBP_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION,Regulation Of Actin Filament Polymerization,GO:BP,1.97,-1.457,0.02233,0.2417,Sig CRE only,41
GOBP_MONONUCLEAR_CELL_MIGRATION,Mononuclear Cell Migration,GO:BP,1.891,-1.524,0.04838,0.2155,Sig CRE only,38
GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE,Regulation Of Cellular Component Size,GO:BP,1.74,-1.667,0.042659999999999997,0.05229,Sig CRE only,80
GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION,Regulation Of Extracellular Matrix Organization,GO:BP,2.063,-1.334,0.02233,0.3999,Sig CRE only,16
GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION,Regulation Of Actin Filament Organization,GO:BP,1.987,-1.404,0.01766,0.2346,Sig CRE only,73
GOBP_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION,Regulation Of Lamellipodium Organization,GO:BP,2.039,-1.328,0.0312,0.406,Sig CRE only,14
GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME,Alternative Mrna Splicing Via Spliceosome,GO:BP,2.106,-1.21,0.02233,0.5101,Sig CRE only,19
REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS,Scavenging By Class A Receptors,Reactome,2.125,-1.189,0.0013,0.4988,Sig CRE only,11
GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY,Extracellular Matrix Disassembly,GO:BP,2.1,-1.2,0.02233,0.5422,Sig CRE only,15
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING,Trans Golgi Network Vesicle Budding,Reactome,1.854,-1.439,0.02128,0.2069,Sig CRE only,30
GOBP_LAMELLIPODIUM_ORGANIZATION,Lamellipodium Organization,GO:BP,2.11,-1.176,0.02233,0.5496,Sig CRE only,25
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,Antigen Processing Ubiquitination Proteasome Degradation,Reactome,-1.864,1.412,0.004777,0.1709,Sig CRE only,78
GOBP_COLLAGEN_FIBRIL_ORGANIZATION,Collagen Fibril Organization,GO:BP,2.094,-1.178,0.02233,0.5627,Sig CRE only,15
GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION,Actin Filament Bundle Organization,GO:BP,1.916,-1.338,0.0312,0.3185,Sig CRE only,47
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,Mhc Class Ii Antigen Presentation,Reactome,1.802,-1.422,0.01383,0.1709,Sig CRE only,56
REACTOME_RHO_GTPASE_CYCLE,Rho Gtpase Cycle,Reactome,1.826,-1.372,0.002686,0.1552,Sig CRE only,103
REACTOME_RHO_GTPASES_ACTIVATE_PKNS,Rho Gtpases Activate Pkns,Reactome,1.917,-1.28,0.01169,0.388,Sig CRE only,21
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,Interferon Alpha Beta Signaling,Reactome,1.872,-1.316,0.02691,0.3796,Sig CRE only,12
GOBP_ACTIN_FILAMENT_POLYMERIZATION,Actin Filament Polymerization,GO:BP,1.982,-1.201,0.02495,0.4668,Sig CRE only,47
GOBP_PROTEIN_K63_LINKED_UBIQUITINATION,Protein K63 Linked Ubiquitination,GO:BP,-2.062,1.111,0.02495,0.6564,Sig CRE only,12
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,Processing Of Capped Intron Containing Pre Mrna,Reactome,1.936,-1.219,0.004777,0.3922,Sig CRE only,56
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,Srp Dependent Cotranslational Protein Targeting To Membrane,Reactome,2.057,-1.095,2.997e-4,0.5185,Sig CRE only,79
KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION,Reference Translation Initiation,KEGG,2.009,-1.137,0.003909,0.3833,Sig CRE only,69
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT,Golgi To Er Retrograde Transport,Reactome,1.754,-1.39,0.02795,0.1998,Sig CRE only,50
REACTOME_EPH_EPHRIN_SIGNALING,Eph Ephrin Signaling,Reactome,1.976,-1.159,0.003229,0.4873,Sig CRE only,33
GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS,Regulation Of Actin Filament Based Process,GO:BP,1.8,-1.333,0.0312,0.2788,Sig CRE only,97
REACTOME_MRNA_SPLICING,Mrna Splicing,Reactome,1.904,-1.224,0.007668,0.3922,Sig CRE only,51
REACTOME_RECYCLING_PATHWAY_OF_L1,Recycling Pathway Of L1,Reactome,1.781,-1.338,0.04007,0.3213,Sig CRE only,24
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING,Sema4d In Semaphorin Signaling,Reactome,1.807,-1.302,0.04474,0.3922,Sig CRE only,11
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,Eukaryotic Translation Elongation,Reactome,1.919,-1.187,0.002686,0.4027,Sig CRE only,76
GOBP_LAMELLIPODIUM_ASSEMBLY,Lamellipodium Assembly,GO:BP,2.037,-1.049,0.02805,0.7025,Sig CRE only,18
REACTOME_SARS_COV_1_HOST_INTERACTIONS,Sars Cov 1 Host Interactions,Reactome,1.642,-1.442,0.04168,0.157,Sig CRE only,53
GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION,Actin Polymerization Or Depolymerization,GO:BP,1.885,-1.185,0.02495,0.4803,Sig CRE only,52
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION,Asparagine N Linked Glycosylation,Reactome,1.83,-1.207,0.005667,0.3479,Sig CRE only,100
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,Fcgamma Receptor Fcgr Dependent Phagocytosis,Reactome,1.924,-1.107,0.004848,0.527,Sig CRE only,36
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT,Er To Golgi Anterograde Transport,Reactome,1.813,-1.197,0.008423,0.3922,Sig CRE only,68
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION,Transport To The Golgi And Subsequent Modification,Reactome,1.813,-1.197,0.008423,0.3922,Sig CRE only,68
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS,Golgi Associated Vesicle Biogenesis,Reactome,1.885,-1.116,0.018,0.5271,Sig CRE only,24
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT,Copi Mediated Anterograde Transport,Reactome,1.682,-1.285,0.03814,0.3155,Sig CRE only,51
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,Response Of Eif2ak4 Gcn2 To Amino Acid Deficiency,Reactome,1.951,-1.009,0.002142,0.6546,Sig CRE only,74
REACTOME_RRNA_PROCESSING,Rrna Processing,Reactome,1.831,-1.118,0.005333,0.4981,Sig CRE only,76
HALLMARK_MYC_TARGETS_V1,MYC Targets V1,Hallmark,1.66,1.268,0.01307,0.1924,Sig CRE only,135
GOBP_OSTEOBLAST_DIFFERENTIATION,Osteoblast Differentiation,GO:BP,1.941,-0.951,0.02233,0.8072,Sig CRE only,45
REACTOME_SELENOAMINO_ACID_METABOLISM,Selenoamino Acid Metabolism,Reactome,1.927,-0.964,0.001651,0.7008,Sig CRE only,86
GOBP_OSSIFICATION,Ossification,GO:BP,1.816,-1.031,0.042659999999999997,0.7104,Sig CRE only,65
REACTOME_CELLULAR_RESPONSE_TO_STARVATION,Cellular Response To Starvation,Reactome,1.719,-1.019,0.01383,0.6328,Sig CRE only,89
REACTOME_NONSENSE_MEDIATED_DECAY_NMD,Nonsense Mediated Decay Nmd,Reactome,1.863,-0.873,0.006406,0.8309,Sig CRE only,78
REACTOME_SARS_COV_2_HOST_INTERACTIONS,Sars Cov 2 Host Interactions,Reactome,1.685,-1.041,0.02801,0.6157,Sig CRE only,68
REACTOME_RHO_GTPASES_ACTIVATE_CIT,Rho Gtpases Activate Cit,Reactome,1.824,-0.847,0.04474,0.7722,Sig CRE only,12
GOSLIM_CILIUM_ORGANIZATION,Cilium Organization,GO Slim,1.803,-0.694,0.04412,0.9975,Sig CRE only,37
HALLMARK_MITOTIC_SPINDLE,Mitotic Spindle,Hallmark,1.755,-0.725,0.03871,0.9025,Sig CRE only,42
GOBP_RESPONSE_TO_ESTRADIOL,Response To Estradiol,GO:BP,1.732,-2.326,0.1665,3.37e-4,Sig PLA only,23
GOBP_CELL_SUBSTRATE_ADHESION,Cell Substrate Adhesion,GO:BP,1.709,-2.176,0.05564,1.67e-4,Sig PLA only,80
REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,Aerobic Respiration And Respiratory Electron Transport,Reactome,-1.052,2.777,0.6917,9.0919999999999994e-17,Sig PLA only,165
GOBP_DEPHOSPHORYLATION,Dephosphorylation,GO:BP,-1.809,1.986,0.1067,0.02155,Sig PLA only,29
GOBP_PROTEIN_DEPHOSPHORYLATION,Protein Dephosphorylation,GO:BP,-1.808,1.958,0.1302,0.02251,Sig PLA only,20
GOBP_CELL_MATRIX_ADHESION,Cell Matrix Adhesion,GO:BP,1.626,-2.128,0.1784,0.001434,Sig PLA only,55
HALLMARK_IL2_STAT5_SIGNALING,IL2 Stat5 Signaling,Hallmark,1.699,-1.988,0.05259,0.004759,Sig PLA only,39
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING,P75 Ntr Receptor Mediated Signalling,Reactome,1.79,-1.871,0.05346,0.04336,Sig PLA only,11
GOBP_RECEPTOR_INTERNALIZATION,Receptor Internalization,GO:BP,1.698,-1.957,0.1645,0.02945,Sig PLA only,33
REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION,Mitochondrial Protein Degradation,Reactome,-1.167,2.47,0.5461,8.785e-8,Sig PLA only,78
GOBP_MEMBRANE_INVAGINATION,Membrane Invagination,GO:BP,1.67,-1.953,0.2234,0.04058,Sig PLA only,13
GOBP_REGULATION_OF_CELL_PROJECTION_ASSEMBLY,Regulation Of Cell Projection Assembly,GO:BP,1.747,-1.835,0.1181,0.03778,Sig PLA only,40
HALLMARK_COMPLEMENT,Complement,Hallmark,1.562,-2.006,0.07193,0.001695,Sig PLA only,64
GOBP_HEMOSTASIS,Hemostasis,GO:BP,1.746,-1.817,0.07393,0.02674,Sig PLA only,55
REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_EXOCRINE_PANCREAS,Developmental Cell Lineages Of The Exocrine Pancreas,Reactome,1.496,-2.055,0.2612,0.01696,Sig PLA only,18
REACTOME_DEVELOPMENTAL_LINEAGE_OF_PANCREATIC_DUCTAL_CELLS,Developmental Lineage Of Pancreatic Ductal Cells,Reactome,1.496,-2.055,0.2612,0.01696,Sig PLA only,18
REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY,Chaperone Mediated Autophagy,Reactome,1.673,-1.866,0.1221,0.04336,Sig PLA only,11
GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY,Leukocyte Mediated Cytotoxicity,GO:BP,1.608,-1.911,0.2245,0.04632,Sig PLA only,27
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,Citric Acid Cycle Tca Cycle,Reactome,-1.421,2.093,0.3154,0.002572,Sig PLA only,25
REACTOME_STRIATED_MUSCLE_CONTRACTION,Striated Muscle Contraction,Reactome,1.693,1.819,0.07525,0.04219,Sig PLA only,31
REACTOME_LAMININ_INTERACTIONS,Laminin Interactions,Reactome,1.424,-2.072,0.3478,0.005576,Sig PLA only,16
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION,Antigen Processing And Presentation,GO:BP,1.507,-1.976,0.3044,0.02945,Sig PLA only,30
REACTOME_DEVELOPMENTAL_CELL_LINEAGES,Developmental Cell Lineages,Reactome,1.138,-2.327,0.6301,5.788e-4,Sig PLA only,25
GOBP_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING,Substrate Adhesion Dependent Cell Spreading,GO:BP,1.46,-1.985,0.3478,0.02296,Sig PLA only,30
KEGG_MEDICUS_REFERENCE_ITGA_B_TALIN_VINCULIN_SIGNALING_PATHWAY,Reference Itga B Talin Vinculin Signaling Pathway,KEGG,1.512,-1.933,0.2471,0.01537,Sig PLA only,12
GOBP_REGULATION_OF_CELL_SHAPE,Regulation Of Cell Shape,GO:BP,1.439,-1.991,0.3655,0.02945,Sig PLA only,30
REACTOME_CILIUM_ASSEMBLY,Cilium Assembly,Reactome,1.548,-1.864,0.1249,0.03158,Sig PLA only,39
GOBP_T_CELL_MEDIATED_CYTOTOXICITY,T Cell Mediated Cytotoxicity,GO:BP,1.471,-1.936,0.3882,0.04665,Sig PLA only,12
GOBP_AEROBIC_RESPIRATION,Aerobic Respiration,GO:BP,-0.756,2.646,0.9991,1.157e-12,Sig PLA only,129
REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE,Translocation Of Slc2a4 Glut4 To The Plasma Membrane,Reactome,1.578,-1.811,0.1249,0.03185,Sig PLA only,36
HALLMARK_INTERFERON_ALPHA_RESPONSE,Interferon Alpha Response,Hallmark,1.455,-1.922,0.2805,0.01699,Sig PLA only,16
GOBP_REGULATION_OF_CELL_MORPHOGENESIS,Regulation Of Cell Morphogenesis,GO:BP,1.518,-1.836,0.2586,0.03778,Sig PLA only,44
REACTOME_RAC1_GTPASE_CYCLE,Rac1 Gtpase Cycle,Reactome,1.281,-2.069,0.5131,0.009115,Sig PLA only,23
GOBP_WOUND_HEALING,Wound Healing,GO:BP,1.533,-1.813,0.1638,0.01029,Sig PLA only,103
GOBP_SYMBIONT_ENTRY_INTO_HOST,Symbiont Entry Into Host,GO:BP,1.455,-1.885,0.3545,0.04156,Sig PLA only,30
GOSLIM_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY,Establishment Or Maintenance Of Cell Polarity,GO Slim,1.646,-1.691,0.06016,0.03644,Sig PLA only,46
GOBP_REGULATION_OF_BODY_FLUID_LEVELS,Regulation Of Body Fluid Levels,GO:BP,1.623,-1.709,0.1503,0.04665,Sig PLA only,69
KEGG_MEDICUS_REFERENCE_MICROTUBULE_RHOA_SIGNALING_PATHWAY,Reference Microtubule Rhoa Signaling Pathway,KEGG,1.474,-1.851,0.3135,0.034,Sig PLA only,11
HALLMARK_COAGULATION,Coagulation,Hallmark,1.652,-1.666,0.0521,0.03373,Sig PLA only,53
GOBP_CELLULAR_RESPIRATION,Cellular Respiration,GO:BP,-0.716,2.6,1,8.346e-12,Sig PLA only,142
GOBP_PHOSPHOLIPID_TRANSPORT,Phospholipid Transport,GO:BP,1.333,-1.981,0.4744,0.04596,Sig PLA only,16
GOBP_PROTON_TRANSMEMBRANE_TRANSPORT,Proton Transmembrane Transport,GO:BP,-0.583,2.719,1,4.971e-11,Sig PLA only,87
GOBP_PURINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,Purine Nucleotide Biosynthetic Process,GO:BP,-1.099,2.195,0.632,1.008e-5,Sig PLA only,96
HALLMARK_OXIDATIVE_PHOSPHORYLATION,OXPHOS,Hallmark,-0.787,2.5,0.9735,3.174e-12,Sig PLA only,161
GOBP_POSITIVE_REGULATION_OF_CELL_KILLING,Positive Regulation Of Cell Killing,GO:BP,1.297,-1.988,0.5188,0.04239,Sig PLA only,11
GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS,Hydrogen Peroxide Metabolic Process,GO:BP,1.366,-1.905,0.4381,0.04126,Sig PLA only,23
GOBP_OXIDATIVE_PHOSPHORYLATION,OXPHOS,GO:BP,-0.683,2.583,1,2.913e-10,Sig PLA only,102
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,Negative Regulation Of Protein Containing Complex Assembly,GO:BP,1.466,-1.782,0.3006,0.04346,Sig PLA only,45
GOBP_REGULATION_OF_CELL_SUBSTRATE_ADHESION,Regulation Of Cell Substrate Adhesion,GO:BP,1.401,-1.835,0.3572,0.04491,Sig PLA only,48
GOSLIM_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,Generation Of Precursor Metabolites And Energy,GO Slim,-0.886,2.347,0.9188,3.652e-12,Sig PLA only,236
GOBP_TRANSLATIONAL_INITIATION,Translational Initiation,GO:BP,-1.485,1.746,0.2245,0.04156,Sig PLA only,58
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT,ATP Synthesis Coupled Electron Transport,GO:BP,0.636,2.576,1,1.02e-8,Sig PLA only,72
REACTOME_INTERLEUKIN_17_SIGNALING,Interleukin 17 Signaling,Reactome,-1.38,1.821,0.3643,0.0408,Sig PLA only,21
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,Respiratory Electron Transport,Reactome,-0.693,2.493,1,2.975e-9,Sig PLA only,106
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,Mitochondrial Protein Import,Reactome,-1.158,2.011,0.5922,0.002572,Sig PLA only,47
GOSLIM_MITOCHONDRION_ORGANIZATION,Mitochondrion Organization,GO Slim,-1.073,2.09,0.4398,3.11e-7,Sig PLA only,183
GOBP_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION,Positive Regulation Of Cell Projection Organization,GO:BP,1.314,-1.848,0.4329,0.03461,Sig PLA only,56
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,Generation Of Precursor Metabolites And Energy,GO:BP,-0.835,2.326,0.9922,7.711e-11,Sig PLA only,235
KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION,Reference Microtubule Depolymerization,KEGG,1.379,-1.782,0.3207,0.04599,Sig PLA only,12
GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS,Energy Derivation By Oxidation Of Organic Compounds,GO:BP,-0.606,2.551,1,1.157e-12,Sig PLA only,181
GOBP_MITOCHONDRION_ORGANIZATION,Mitochondrion Organization,GO:BP,-1.22,1.93,0.4055,1.653e-4,Sig PLA only,166
GOBP_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,Nucleotide Biosynthetic Process,GO:BP,-1.024,2.103,0.7345,7.544e-5,Sig PLA only,105
KEGG_MEDICUS_REFERENCE_KINETOCHORE_FIBER_ORGANIZATION,Reference Kinetochore Fiber Organization,KEGG,1.425,-1.702,0.3207,0.04599,Sig PLA only,13
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES,Recruitment Of Numa To Mitotic Centrosomes,Reactome,1.265,-1.859,0.5289,0.02938,Sig PLA only,26
REACTOME_NEDDYLATION,Neddylation,Reactome,-1.429,1.693,0.1528,0.03185,Sig PLA only,72
GOSLIM_WOUND_HEALING,Wound Healing,GO Slim,1.424,-1.691,0.1028,0.003996,Sig PLA only,98
KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_ESPG_TO_MICROTUBULE_RHOA_SIGNALING_PATHWAY,Pathogen Escherichia Espg To Microtubule Rhoa Signaling Pathway,KEGG,1.379,-1.736,0.3207,0.04599,Sig PLA only,10
KEGG_MEDICUS_REFERENCE_BRANCHING_MICROTUBULE_NUCLEATION,Reference Branching Microtubule Nucleation,KEGG,1.379,-1.736,0.3207,0.04599,Sig PLA only,10
KEGG_MEDICUS_REFERENCE_KINETOCHORE_MICROTUBULE_ATTACHMENT,Reference Kinetochore Microtubule Attachment,KEGG,1.379,-1.736,0.3207,0.04599,Sig PLA only,10
KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION_AT_THE_MINUS_ENDS,Reference Microtubule Depolymerization At The Minus Ends,KEGG,1.379,-1.736,0.3207,0.04599,Sig PLA only,10
KEGG_MEDICUS_REFERENCE_MICROTUBULE_NUCLEATION,Reference Microtubule Nucleation,KEGG,1.379,-1.736,0.3207,0.04599,Sig PLA only,10
REACTOME_PEPTIDE_HORMONE_METABOLISM,Peptide Hormone Metabolism,Reactome,1.08,-2.026,0.7098,0.01696,Sig PLA only,14
REACTOME_HIGH_LAMINAR_FLOW_SHEAR_STRESS_ACTIVATES_SIGNALING_BY_PIEZO1_AND_PECAM1_CDH5_KDR_IN_ENDOTHELIAL_CELLS,High Laminar Flow Shear Stress Activates Signaling By Piezo1 And Pecam1 Cdh5 Kdr In Endothelial Cells,Reactome,1.239,-1.863,0.568,0.0429,Sig PLA only,18
REACTOME_EPIGENETIC_REGULATION_BY_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES,Epigenetic Regulation By Wdr5 Containing Histone Modifying Complexes,Reactome,1.062,-2.036,0.7468,0.01811,Sig PLA only,12
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION_BY_MLL3_AND_MLL4_COMPLEXES,Epigenetic Regulation Of Gene Expression By Mll3 And Mll4 Complexes,Reactome,1.062,-2.036,0.7468,0.01811,Sig PLA only,12
GOBP_REGULATION_OF_HEMOPOIESIS,Regulation Of Hemopoiesis,GO:BP,1.312,-1.761,0.4454,0.04665,Sig PLA only,44
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES,Mapk Targets Nuclear Events Mediated By Map Kinases,Reactome,-1.063,1.999,0.747,0.01418,Sig PLA only,11
REACTOME_CRISTAE_FORMATION,Cristae Formation,Reactome,-0.829,2.233,0.9607,4.429e-4,Sig PLA only,25
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_UBIQUINOL_TO_CYTOCHROME_C,Mitochondrial Electron Transport Ubiquinol To Cytochrome C,GO:BP,-1.054,1.998,0.726,0.01571,Sig PLA only,11
GOBP_ELECTRON_TRANSPORT_CHAIN,Electron Transport Chain,GO:BP,-0.559,2.468,1,4.969e-8,Sig PLA only,80
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II,Antigen Processing And Presentation Of Peptide Or Polysaccharide Antigen Via Mhc Class Ii,GO:BP,1.056,-1.966,0.732,0.04663,Sig PLA only,12
GOBP_PROTEIN_LOCALIZATION_TO_MITOCHONDRION,Protein Localization To Mitochondrion,GO:BP,-1.274,1.744,0.4262,0.02945,Sig PLA only,67
GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS,Ribose Phosphate Biosynthetic Process,GO:BP,-0.943,2.067,0.8478,1.618e-4,Sig PLA only,96
GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY,Mitochondrial Respiratory Chain Complex Assembly,GO:BP,-0.989,2.005,0.7741,0.003299,Sig PLA only,50
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_RADICAL,Cellular Response To Oxygen Radical,GO:BP,1.019,-1.958,0.7575,0.04156,Sig PLA only,12
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS,G Alpha Z Signalling Events,Reactome,1.043,-1.923,0.7658,0.0429,Sig PLA only,10
GOBP_ATP_METABOLIC_PROCESS,ATP Metabolic Process,GO:BP,-0.745,2.214,1,2.96e-6,Sig PLA only,123
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ELECTRON_TRANSFER_IN_COMPLEX_I,Variant Mutation Caused Aberrant Abeta To Electron Transfer In Complex I,KEGG,0.626,2.332,0.9999,9.678e-6,Sig PLA only,43
REACTOME_MITOCHONDRIAL_BIOGENESIS,Mitochondrial Biogenesis,Reactome,-1.063,1.873,0.7026,0.01284,Sig PLA only,41
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_TDP43_TO_ELECTRON_TRANSFER_IN_COMPLEX_I,Variant Mutation Caused Aberrant Tdp43 To Electron Transfer In Complex I,KEGG,0.621,2.313,0.9999,9.691e-6,Sig PLA only,41
KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT,Pathogen Salmonella Sifa To Microtubule Plus End Directed Transport,KEGG,1.23,-1.7,0.4536,0.04599,Sig PLA only,12
KEGG_MEDICUS_REFERENCE_ANTEROGRADE_AXONAL_TRANSPORT,Reference Anterograde Axonal Transport,KEGG,1.23,-1.7,0.4536,0.04599,Sig PLA only,12
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_ANTEROGRADE_AXONAL_TRANSPORT,Variant Mutation Caused Aberrant Htt To Anterograde Axonal Transport,KEGG,1.23,-1.7,0.4536,0.04599,Sig PLA only,12
GOBP_MODIFICATION_OF_POSTSYNAPTIC_STRUCTURE,Modification Of Postsynaptic Structure,GO:BP,1.008,-1.915,0.7576,0.04626,Sig PLA only,11
