pathway,pathway_label,database,NES_Training_CRE,NES_Training_PLA,padj_Training_CRE,padj_Training_PLA,significance,set_size
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION,Positive Regulation Of Endothelial Cell Proliferation,GO:BP,1.568,-1.338,0.3007,0.3999,NS,15
GOSLIM_CYTOKINESIS,Cytokinesis,GO Slim,1.505,-1.401,0.1028,0.1615,NS,45
GOBP_FILOPODIUM_ASSEMBLY,Filopodium Assembly,GO:BP,1.384,-1.522,0.4569,0.2861,NS,11
GOBP_REGULATION_OF_COAGULATION,Regulation Of Coagulation,GO:BP,1.017,-1.886,0.7575,0.05229,NS,17
GOBP_CYTOKINESIS,Cytokinesis,GO:BP,1.5,-1.4,0.2716,0.2807,NS,45
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,Regulation Of Protein Containing Complex Assembly,GO:BP,1.46,-1.437,0.2063,0.1765,NS,117
GOBP_STRESS_FIBER_ASSEMBLY,Stress Fiber Assembly,GO:BP,1.601,-1.295,0.2245,0.3999,NS,30
HALLMARK_UV_RESPONSE_DN,UV Response Dn,Hallmark,1.338,-1.558,0.3355,0.09752,NS,26
GOBP_INTERMEDIATE_FILAMENT_BASED_PROCESS,Intermediate Filament Based Process,GO:BP,1.306,-1.588,0.5002,0.2211,NS,13
GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,Adenylate Cyclase Modulating G Protein Coupled Receptor Signaling Pathway,GO:BP,1.08,-1.812,0.6867,0.09693,NS,23
GOBP_PLASMINOGEN_ACTIVATION,Plasminogen Activation,GO:BP,1.315,-1.577,0.501,0.2409,NS,11
GOBP_NEPHRON_EPITHELIUM_DEVELOPMENT,Nephron Epithelium Development,GO:BP,1.414,-1.477,0.4318,0.3082,NS,13
GOBP_PALLIUM_DEVELOPMENT,Pallium Development,GO:BP,1.34,-1.549,0.4454,0.2179,NS,28
REACTOME_RHOA_GTPASE_CYCLE,Rhoa Gtpase Cycle,Reactome,1.391,-1.498,0.3352,0.157,NS,28
GOBP_MULTIVESICULAR_BODY_SORTING_PATHWAY,Multivesicular Body Sorting Pathway,GO:BP,-1.659,1.228,0.2209,0.4972,NS,20
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION,Biological Process Involved In Symbiotic Interaction,GO:BP,1.249,-1.637,0.4861,0.09015,NS,60
GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE,Negative Regulation Of Mitotic Cell Cycle,GO:BP,-1.327,1.555,0.4744,0.2397,NS,14
GOBP_NEGATIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION,Negative Regulation Of Cell Substrate Adhesion,GO:BP,1.212,-1.67,0.5851,0.1981,NS,11
GOBP_LEUKOCYTE_MEDIATED_IMMUNITY,Leukocyte Mediated Immunity,GO:BP,1.296,-1.584,0.4322,0.1091,NS,71
GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION,Regulation Of Membrane Repolarization,GO:BP,-1.557,-1.322,0.3006,0.4298,NS,11
GOBP_NEGATIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT,Negative Regulation Of Nucleocytoplasmic Transport,GO:BP,1.422,-1.457,0.4318,0.3254,NS,10
GOBP_REGULATION_OF_RNA_SPLICING,Regulation Of RNA Splicing,GO:BP,1.366,-1.512,0.3958,0.2132,NS,43
GOBP_REGULATION_OF_CELL_KILLING,Regulation Of Cell Killing,GO:BP,1.005,-1.869,0.7575,0.08324,NS,16
GOBP_SODIUM_ION_TRANSPORT,Sodium Ion Transport,GO:BP,-1.325,1.547,0.4614,0.2179,NS,23
GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS,Homeostasis Of Number Of Cells,GO:BP,1.597,-1.273,0.1665,0.377,NS,64
REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES,Detoxification Of Reactive Oxygen Species,Reactome,-1.135,-1.731,0.6301,0.07865,NS,22
GOBP_POSITIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,Positive Regulation Of Mononuclear Cell Migration,GO:BP,1.292,-1.568,0.5092,0.2369,NS,16
GOBP_MODULATION_OF_PROCESS_OF_ANOTHER_ORGANISM,Modulation Of Process Of Another Organism,GO:BP,1.053,-1.806,0.7242,0.09711,NS,23
GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION,Positive Regulation Of Cell Activation,GO:BP,1.447,-1.411,0.3091,0.2621,NS,50
GOBP_PROTEIN_TARGETING_TO_VACUOLE,Protein Targeting To Vacuole,GO:BP,1.106,-1.752,0.686,0.1477,NS,12
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_ANTEROGRADE_AXONAL_TRANSPORT,Variant Mutation Caused Aberrant Snca To Anterograde Axonal Transport,KEGG,1.174,-1.684,0.4861,0.05138,NS,13
GOBP_AUTOPHAGY_OF_MITOCHONDRION,Autophagy Of Mitochondrion,GO:BP,-1.063,1.786,0.6862,0.06217,NS,37
GOBP_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS,Cellular Response To Biotic Stimulus,GO:BP,1.644,-1.201,0.1899,0.4802,NS,38
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION,Positive Regulation Of Leukocyte Cell Cell Adhesion,GO:BP,1.547,-1.298,0.2323,0.382,NS,40
GOBP_ENDODERM_FORMATION,Endoderm Formation,GO:BP,1.418,-1.426,0.4318,0.3561,NS,10
GOBP_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY,Regulation Of Synapse Structure Or Activity,GO:BP,1.187,-1.655,0.5699,0.1156,NS,40
GOBP_REGULATION_OF_CHEMOTAXIS,Regulation Of Chemotaxis,GO:BP,1.314,-1.527,0.4614,0.2319,NS,29
GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION,Regulation Of Translational Initiation,GO:BP,-1.353,1.487,0.4318,0.2409,NS,30
GOBP_NEGATIVE_REGULATION_OF_TORC1_SIGNALING,Negative Regulation Of Torc1 Signaling,GO:BP,-1.8,-1.039,0.1436,0.7154,NS,17
GOBP_MITOCHONDRIAL_GENE_EXPRESSION,Mitochondrial Gene Expression,GO:BP,-1.346,1.492,0.3741,0.21560000000000001,NS,58
REACTOME_PROTEIN_LOCALIZATION,Protein Localization,Reactome,-1.346,1.492,0.2329,0.107,NS,80
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I,Antigen Processing And Presentation Of Peptide Antigen Via Mhc Class I,GO:BP,1.37,-1.467,0.4614,0.3173,NS,12
GOBP_ENDOCYTIC_RECYCLING,Endocytic Recycling,GO:BP,1.419,-1.418,0.3828,0.3053,NS,25
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION,Positive Regulation Of Leukocyte Migration,GO:BP,1.555,-1.281,0.2686,0.4278,NS,24
GOBP_RESPONSE_TO_AXON_INJURY,Response To Axon Injury,GO:BP,1.204,-1.631,0.5815,0.2018,NS,18
GOBP_CARTILAGE_DEVELOPMENT,Cartilage Development,GO:BP,1.839,-0.993,0.1175,0.7618,NS,20
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION,Negative Regulation Of Leukocyte Cell Cell Adhesion,GO:BP,1.492,-1.339,0.3572,0.3989,NS,17
GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS,Long Chain Fatty Acid Metabolic Process,GO:BP,-1.416,-1.414,0.3893,0.3082,NS,26
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE,N Glycan Trimming In The Er And Calnexin Calreticulin Cycle,Reactome,1.319,-1.508,0.4874,0.2048,NS,14
GOBP_ESTABLISHMENT_OF_CELL_POLARITY,Establishment Of Cell Polarity,GO:BP,1.402,-1.424,0.3958,0.3024,NS,29
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,Regulation Of Protein Containing Complex Disassembly,GO:BP,1.715,-1.108,0.1558,0.6135,NS,38
GOBP_SARCOPLASMIC_RETICULUM_CALCIUM_ION_TRANSPORT,Sarcoplasmic Reticulum Calcium Ion Transport,GO:BP,-1.865,0.958,0.1067,0.7935,NS,24
GOBP_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE,Retina Development In Camera Type Eye,GO:BP,1.202,-1.62,0.5851,0.206,NS,16
GOBP_NUCLEAR_MEMBRANE_REASSEMBLY,Nuclear Membrane Reassembly,GO:BP,-1.729,1.092,0.1813,0.6747,NS,14
GOBP_ALDEHYDE_METABOLIC_PROCESS,Aldehyde Metabolic Process,GO:BP,-1.213,-1.608,0.542,0.177,NS,31
GOBP_ERYTHROCYTE_HOMEOSTASIS,Erythrocyte Homeostasis,GO:BP,1.634,-1.187,0.1899,0.5071,NS,37
GOBP_STEROL_TRANSPORT,Sterol Transport,GO:BP,1.4,-1.419,0.3958,0.3024,NS,29
GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,Negative Regulation Of Mitotic Cell Cycle Phase Transition,GO:BP,-1.188,1.631,0.6045,0.2019,NS,12
GOBP_RENAL_SYSTEM_DEVELOPMENT,Renal System Development,GO:BP,1.401,-1.417,0.3828,0.2872,NS,38
GOBP_MITOCHONDRIAL_TRANSLATION,Mitochondrial Translation,GO:BP,-1.332,1.482,0.3958,0.2243,NS,50
GOBP_RESPONSE_TO_ORGANOPHOSPHORUS,Response To Organophosphorus,GO:BP,1.294,-1.52,0.479,0.2327,NS,26
HALLMARK_BILE_ACID_METABOLISM,Bile Acid Metabolism,Hallmark,-1.124,-1.689,0.5736,0.05488,NS,25
GOBP_NEGATIVE_REGULATION_OF_TOR_SIGNALING,Negative Regulation Of Tor Signaling,GO:BP,-1.806,-1.007,0.1426,0.7433,NS,23
GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS,Cytoskeleton Dependent Cytokinesis,GO:BP,1.551,-1.262,0.2607,0.4094,NS,35
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS,Negative Regulation Of Receptor Mediated Endocytosis,GO:BP,1.482,-1.329,0.3828,0.4226,NS,11
GOBP_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS,Unsaturated Fatty Acid Biosynthetic Process,GO:BP,1.17,-1.641,0.6307,0.2019,NS,13
HALLMARK_APOPTOSIS,Apoptosis,Hallmark,1.407,-1.403,0.2805,0.1599,NS,42
REACTOME_AGGREPHAGY,Aggrephagy,Reactome,1.211,-1.599,0.5837,0.1338,NS,22
GOBP_RESPONSE_TO_MONOAMINE,Response To Monoamine,GO:BP,1.204,-1.601,0.5861,0.2179,NS,13
GOBP_REGULATION_OF_D_GLUCOSE_IMPORT,Regulation Of D Glucose Import,GO:BP,-1.369,1.435,0.4553,0.3334,NS,15
REACTOME_ARACHIDONATE_METABOLISM,Arachidonate Metabolism,Reactome,1.134,-1.669,0.6602,0.1101,NS,15
KEGG_MEDICUS_REFERENCE_CITRATE_CYCLE_SECOND_CARBON_OXIDATION_2,Reference Citrate Cycle Second Carbon Oxidation 2,KEGG,-1.417,1.385,0.3207,0.1999,NS,10
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT,Negative Regulation Of Intracellular Protein Transport,GO:BP,1.338,-1.463,0.4886,0.3174,NS,11
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,Intra Golgi And Retrograde Golgi To Er Traffic,Reactome,1.524,-1.277,0.1084,0.3143,NS,57
GOBP_MULTIVESICULAR_BODY_ORGANIZATION,Multivesicular Body Organization,GO:BP,-1.533,1.267,0.3149,0.4553,NS,20
GOBP_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION,Arp2 3 Complex Mediated Actin Nucleation,GO:BP,1.742,-1.057,0.1697,0.701,NS,16
GOBP_RECEPTOR_RECYCLING,Receptor Recycling,GO:BP,1.69,-1.107,0.1995,0.6513,NS,11
REACTOME_AURKA_ACTIVATION_BY_TPX2,Aurka Activation By Tpx2,Reactome,1.087,-1.706,0.7013,0.09572,NS,20
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES,Recruitment Of Mitotic Centrosome Proteins And Complexes,Reactome,1.087,-1.706,0.7013,0.09572,NS,20
GOBP_PROSTANOID_BIOSYNTHETIC_PROCESS,Prostanoid Biosynthetic Process,GO:BP,1.409,-1.383,0.4355,0.3823,NS,10
GOBP_BARBED_END_ACTIN_FILAMENT_CAPPING,Barbed End Actin Filament Capping,GO:BP,1.722,-1.069,0.1893,0.6931,NS,12
REACTOME_CELL_JUNCTION_ORGANIZATION,Cell Junction Organization,Reactome,1.216,-1.575,0.5811,0.1358,NS,23
GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,Cell Activation Involved In Immune Response,GO:BP,1.362,-1.428,0.4226,0.2872,NS,33
GOBP_REGULATION_OF_MYOBLAST_DIFFERENTIATION,Regulation Of Myoblast Differentiation,GO:BP,-1.141,1.649,0.6516,0.1922,NS,10
REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY,Vegfr2 Mediated Vascular Permeability,Reactome,1.582,-1.207,0.2164,0.4908,NS,10
GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY,Positive Regulation Of T Cell Mediated Immunity,GO:BP,1.449,-1.339,0.3958,0.4041,NS,13
GOBP_KERATINOCYTE_DIFFERENTIATION,Keratinocyte Differentiation,GO:BP,1.244,-1.543,0.5489,0.2367,NS,18
GOBP_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT,Regulation Of Intracellular Protein Transport,GO:BP,1.286,-1.5,0.4744,0.2243,NS,37
GOBP_PRESYNAPTIC_ENDOCYTOSIS,Presynaptic Endocytosis,GO:BP,1.637,-1.148,0.2182,0.5775,NS,27
GOBP_HUMORAL_IMMUNE_RESPONSE,Humoral Immune Response,GO:BP,1.67,-1.112,0.1573,0.5921,NS,51
GOBP_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM,Morphogenesis Of A Polarized Epithelium,GO:BP,1.08,-1.701,0.7041,0.1804,NS,10
GOBP_DICARBOXYLIC_ACID_METABOLIC_PROCESS,Dicarboxylic Acid Metabolic Process,GO:BP,-1.339,1.44,0.4063,0.2565,NS,45
GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,Platelet Derived Growth Factor Receptor Signaling Pathway,GO:BP,1.208,-1.571,0.5905,0.2487,NS,11
GOBP_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM,Defense Response To Gram Positive Bacterium,GO:BP,1.683,-1.095,0.21,0.6568,NS,15
REACTOME_SIGNALING_BY_INTERLEUKINS,Signaling By Interleukins,Reactome,1.427,-1.349,0.1222,0.157,NS,116
GOBP_MONOSACCHARIDE_METABOLIC_PROCESS,Monosaccharide Metabolic Process,GO:BP,-1.295,1.479,0.3828,0.17,NS,92
GOBP_MITOCHONDRIAL_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,Mitochondrial Calcium Ion Transmembrane Transport,GO:BP,-1.338,1.436,0.4835,0.3352,NS,10
GOBP_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS,Modified Amino Acid Biosynthetic Process,GO:BP,-1.219,-1.554,0.5671,0.2261,NS,19
GOBP_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,Regulation Of Lymphocyte Differentiation,GO:BP,0.98,-1.791,0.7799,0.09694,NS,20
GOBP_ENDOTHELIUM_DEVELOPMENT,Endothelium Development,GO:BP,1.035,-1.735,0.7446,0.1259,NS,22
GOBP_MYELOID_CELL_DEVELOPMENT,Myeloid Cell Development,GO:BP,1.194,-1.574,0.5974,0.2369,NS,13
GOBP_REGULATION_OF_GLUCONEOGENESIS,Regulation Of Gluconeogenesis,GO:BP,-1.16,1.608,0.6364,0.2179,NS,12
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION,Positive Regulation Of Cell Cell Adhesion,GO:BP,1.54,-1.227,0.2245,0.439,NS,44
GOBP_RESPONSE_TO_IONIZING_RADIATION,Response To Ionizing Radiation,GO:BP,-1.643,1.123,0.2023,0.6178,NS,27
GOBP_BONE_DEVELOPMENT,Bone Development,GO:BP,1.634,-1.132,0.2182,0.5978,NS,28
GOBP_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT,Negative Regulation Of Vasculature Development,GO:BP,1.591,-1.174,0.2599,0.5544,NS,20
REACTOME_RHO_GTPASES_ACTIVATE_PAKS,Rho Gtpases Activate Paks,Reactome,1.741,-1.023,0.07901,0.6421,NS,17
GOBP_IMP_METABOLIC_PROCESS,Imp Metabolic Process,GO:BP,-1.563,1.2,0.3012,0.5523,NS,15
GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,Positive Regulation Of Telomere Maintenance Via Telomere Lengthening,GO:BP,1.488,-1.275,0.3784,0.4571,NS,13
GOBP_TYPE_2_MITOPHAGY,Type 2 Mitophagy,GO:BP,-1.284,1.479,0.5267,0.3026,NS,10
KEGG_MEDICUS_REFERENCE_RAB7_REGULATED_MICROTUBULE_MINUS_END_DIRECTED_TRANSPORT,Reference Rab7 Regulated Microtubule Minus End Directed Transport,KEGG,1.284,-1.479,0.3711,0.09522,NS,26
GOBP_MUSCLE_CELL_MIGRATION,Muscle Cell Migration,GO:BP,1.288,-1.473,0.5136,0.2967,NS,16
GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION,Negative Regulation Of Endothelial Cell Proliferation,GO:BP,1.594,-1.166,0.2939,0.5898,NS,10
GOBP_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,Regulation Of G Protein Coupled Receptor Signaling Pathway,GO:BP,1.51,-1.25,0.3305,0.4668,NS,20
GOBP_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION,Positive Regulation Of Phosphatidylinositol 3 Kinase Protein Kinase B Signal Transduction,GO:BP,1.342,-1.415,0.4469,0.3061,NS,27
GOBP_TELENCEPHALON_DEVELOPMENT,Telencephalon Development,GO:BP,1.261,-1.496,0.4944,0.2244,NS,35
GOBP_NADP_METABOLIC_PROCESS,Nadp Metabolic Process,GO:BP,-1.439,-1.31,0.3828,0.4089,NS,22
GOBP_MORPHOGENESIS_OF_AN_EPITHELIAL_SHEET,Morphogenesis Of An Epithelial Sheet,GO:BP,1.102,-1.647,0.6862,0.206,NS,12
GOBP_GOLGI_VESICLE_TRANSPORT,Golgi Vesicle Transport,GO:BP,1.583,-1.166,0.1309,0.4668,NS,91
REACTOME_SARS_COV_2_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES,Sars Cov 2 Activates Modulates Innate And Adaptive Immune Responses,Reactome,1.581,-1.167,0.1414,0.4873,NS,24
GOBP_ICOSANOID_METABOLIC_PROCESS,Icosanoid Metabolic Process,GO:BP,1.077,-1.67,0.6862,0.1294,NS,29
GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION,Regulation Of Alpha Beta T Cell Activation,GO:BP,1.285,-1.461,0.5176,0.3024,NS,16
REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT,Mitochondrial Calcium Ion Transport,Reactome,-1.095,1.65,0.6956,0.1101,NS,14
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION,Positive Regulation Of Cell Substrate Adhesion,GO:BP,1.156,-1.588,0.6065,0.189,NS,32
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION,Factors Involved In Megakaryocyte Development And Platelet Production,Reactome,1.102,-1.642,0.6857,0.0912,NS,29
GOBP_PROTEIN_POLYMERIZATION,Protein Polymerization,GO:BP,1.423,-1.318,0.2762,0.299,NS,84
GOBP_APOPTOTIC_CELL_CLEARANCE,Apoptotic Cell Clearance,GO:BP,1.148,-1.593,0.6459,0.2304,NS,12
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,Negative Regulation Of Protein Localization To Nucleus,GO:BP,1.259,-1.479,0.5536,0.3129,NS,10
KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT,Env Factor Iron To Anterograde Axonal Transport,KEGG,1.214,-1.523,0.4623,0.1099,NS,11
GOBP_RESPONSE_TO_ACID_CHEMICAL,Response To Acid Chemical,GO:BP,1.383,-1.353,0.3958,0.3358,NS,37
GOBP_REGULATION_OF_CYTOPLASMIC_TRANSLATION,Regulation Of Cytoplasmic Translation,GO:BP,1.357,1.377,0.4614,0.3616,NS,16
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ANTEROGRADE_AXONAL_TRANSPORT,Variant Mutation Caused Aberrant Abeta To Anterograde Axonal Transport,KEGG,1.264,-1.468,0.447,0.1294,NS,13
GOBP_REGULATION_OF_RECEPTOR_INTERNALIZATION,Regulation Of Receptor Internalization,GO:BP,1.271,-1.46,0.54,0.3173,NS,11
GOBP_ZYMOGEN_ACTIVATION,Zymogen Activation,GO:BP,1.439,-1.291,0.3958,0.4411,NS,16
GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,Natural Killer Cell Mediated Immunity,GO:BP,1.219,-1.508,0.5777,0.2808,NS,15
GOBP_ENDOTHELIAL_CELL_DIFFERENTIATION,Endothelial Cell Differentiation,GO:BP,1.067,-1.659,0.7041,0.1837,NS,18
GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION,Cytoplasmic Translational Initiation,GO:BP,-1.362,1.362,0.4318,0.3494,NS,28
GOBP_MITOPHAGY,Mitophagy,GO:BP,-1.002,1.721,0.7614,0.09015,NS,32
REACTOME_KINESINS,Kinesins,Reactome,1.115,-1.607,0.6857,0.1542,NS,11
GOBP_NEPHRON_DEVELOPMENT,Nephron Development,GO:BP,1.442,-1.278,0.3958,0.4524,NS,17
GOBP_NEURON_MIGRATION,Neuron Migration,GO:BP,1.151,-1.569,0.6323,0.2179,NS,23
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT,Endosomal Sorting Complex Required For Transport Escrt,Reactome,-1.548,1.172,0.2035,0.4988,NS,18
HALLMARK_PROTEIN_SECRETION,Protein Secretion,Hallmark,1.505,-1.21,0.1388,0.3137,NS,49
KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPE_TO_RAC_SIGNALING_PATHWAY,Pathogen Salmonella Sope To Rac Signaling Pathway,KEGG,1.73,-0.985,0.1063,0.6516,NS,12
GOBP_REPRODUCTIVE_SYSTEM_DEVELOPMENT,Reproductive System Development,GO:BP,1.114,-1.6,0.6516,0.1831,NS,33
GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT,Respiratory System Development,GO:BP,1.477,-1.236,0.3305,0.4411,NS,33
GOBP_NEGATIVE_REGULATION_OF_ENDOCYTOSIS,Negative Regulation Of Endocytosis,GO:BP,1.358,-1.354,0.4483,0.3738,NS,22
GOBP_RNA_TEMPLATED_DNA_BIOSYNTHETIC_PROCESS,RNA Templated DNA Biosynthetic Process,GO:BP,1.66,-1.05,0.2209,0.7014,NS,18
REACTOME_CELLULAR_RESPONSES_TO_MECHANICAL_STIMULI,Cellular Responses To Mechanical Stimuli,Reactome,1.022,-1.688,0.7786,0.08032,NS,31
GOBP_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,Protein Localization To Plasma Membrane,GO:BP,1.277,-1.431,0.4454,0.206,NS,78
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION,Positive Regulation Of Epithelial Cell Proliferation,GO:BP,1.141,-1.563,0.6388,0.2211,NS,24
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY,Post Chaperonin Tubulin Folding Pathway,Reactome,1.19,-1.513,0.6029,0.221,NS,13
GOBP_CELLULAR_RESPONSE_TO_ACID_CHEMICAL,Cellular Response To Acid Chemical,GO:BP,1.4,-1.302,0.3958,0.4116,NS,25
GOBP_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION,Phosphatidylinositol 3 Kinase Protein Kinase B Signal Transduction,GO:BP,1.214,-1.488,0.5275,0.2184,NS,47
REACTOME_RESPONSE_OF_MTB_TO_PHAGOCYTOSIS,Response Of Mtb To Phagocytosis,Reactome,1.392,-1.31,0.3918,0.3822,NS,14
GOBP_REGULATION_OF_LIPID_LOCALIZATION,Regulation Of Lipid Localization,GO:BP,1.373,-1.328,0.3958,0.3535,NS,39
GOBP_PEPTIDYL_TYROSINE_MODIFICATION,Peptidyl Tyrosine Modification,GO:BP,1.431,1.266,0.4151,0.4747,NS,13
REACTOME_DNA_REPAIR,DNA Repair,Reactome,-1.311,1.385,0.39,0.2361,NS,39
GOBP_LYMPHOCYTE_DIFFERENTIATION,Lymphocyte Differentiation,GO:BP,0.855,-1.84,0.9036,0.08938,NS,33
REACTOME_GPCR_LIGAND_BINDING,Gpcr Ligand Binding,Reactome,1.129,-1.566,0.6646,0.173,NS,12
GOBP_GLYCOLYTIC_PROCESS_THROUGH_FRUCTOSE_6_PHOSPHATE,Glycolytic Process Through Fructose 6 Phosphate,GO:BP,-1.299,1.396,0.4967,0.3385,NS,18
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION,Negative Regulation Of Epithelial Cell Proliferation,GO:BP,1.44,-1.254,0.3958,0.4731,NS,14
GOBP_SMOOTH_MUSCLE_CELL_PROLIFERATION,Smooth Muscle Cell Proliferation,GO:BP,1.46,1.233,0.3513,0.4718,NS,26
REACTOME_HCMV_LATE_EVENTS,Hcmv Late Events,Reactome,-1.64,1.053,0.1428,0.6175,NS,16
GOBP_REGULATION_OF_FIBROBLAST_MIGRATION,Regulation Of Fibroblast Migration,GO:BP,1.496,-1.196,0.3655,0.5523,NS,12
GOBP_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,Telomere Maintenance Via Telomere Lengthening,GO:BP,1.537,-1.154,0.3053,0.5819,NS,20
GOBP_RESPONSE_TO_ESTROGEN,Response To Estrogen,GO:BP,0.994,-1.697,0.7715,0.1831,NS,10
REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,Copi Independent Golgi To Er Retrograde Traffic,Reactome,1.267,-1.424,0.5196,0.2245,NS,28
GOBP_SPINDLE_LOCALIZATION,Spindle Localization,GO:BP,1.696,-0.993,0.2025,0.7618,NS,15
KEGG_MEDICUS_REFERENCE_ARL8_REGULATED_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT,Reference Arl8 Regulated Microtubule Plus End Directed Transport,KEGG,1.073,-1.615,0.6102,0.06968,NS,14
GOBP_REGULATION_OF_CELL_SIZE,Regulation Of Cell Size,GO:BP,1.097,-1.59,0.6724,0.1879,NS,33
REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN,Carboxyterminal Post Translational Modifications Of Tubulin,Reactome,1.073,-1.614,0.7412,0.157,NS,10
