gene,logFC_Training_CRE,logFC_Training_PLA,pi_score_CRE,pi_score_PLA,pi_score_Interaction,significance,quadrant,imputed
CCT3,0.1293,-0.067,0.888695,0.973763,0.825354,NS,Discordant (CRE Up / PLA Down),FALSE
PGM3,-0.0862,-0.1096,0.969309,0.958683,0.998696,NS,Concordant Down,TRUE
STRN3,-0.098,0.0975,0.978694,0.982981,0.945895,NS,Discordant (CRE Down / PLA Up),TRUE
PPIC,0.0608,-0.1345,0.993398,0.97422,0.956946,NS,Discordant (CRE Up / PLA Down),TRUE
UBA5,-0.1852,-0.0099,0.946513,0.999816,0.962674,NS,Concordant Down,TRUE
ENO2,-0.1561,0.0387,0.917883,0.995659,0.913627,NS,Discordant (CRE Down / PLA Up),FALSE
AHCYL2,-0.1508,0.0439,0.911148,0.994709,0.911367,NS,Discordant (CRE Down / PLA Up),TRUE
STAT3,-0.0163,-0.1775,0.998922,0.861369,0.919496,NS,Concordant Down,TRUE
JSRP1,-0.1806,-0.0123,0.909676,0.999688,0.951321,NS,Concordant Down,TRUE
COPS3,-0.0936,-0.0991,0.967443,0.964646,0.99993,NS,Concordant Down,FALSE
MT-ATP6,-0.0233,-0.1692,0.998458,0.923415,0.958138,NS,Concordant Down,TRUE
AGO2,-0.1246,0.0666,0.94765,0.98751,0.918821,NS,Discordant (CRE Down / PLA Up),TRUE
PFDN4,0.1612,0.0297,0.89326,0.996974,0.954045,NS,Concordant Up,FALSE
XRCC6,0.1753,0.0155,0.834433,0.998985,0.910764,NS,Concordant Up,FALSE
PFDN2,-0.1312,0.0591,0.940954,0.989249,0.914716,NS,Discordant (CRE Down / PLA Up),FALSE
GMPR,-0.1263,0.0626,0.949855,0.989146,0.923905,NS,Discordant (CRE Down / PLA Up),FALSE
NSFL1C,-0.1693,0.0192,0.800656,0.998025,0.837444,NS,Discordant (CRE Down / PLA Up),FALSE
TBC1D4,-0.1549,-0.0334,0.904548,0.996614,0.964088,NS,Concordant Down,TRUE
SUGT1,0.0549,-0.1331,0.988002,0.925448,0.894521,NS,Discordant (CRE Up / PLA Down),FALSE
MTX1,-0.1793,-0.0087,0.864581,0.999817,0.935806,NS,Concordant Down,TRUE
SRSF2,0.0157,-0.1722,0.999134,0.88122,0.902272,NS,Discordant (CRE Up / PLA Down),FALSE
EIF3B,0.0824,0.1051,0.961812,0.940266,0.998262,NS,Concordant Up,TRUE
MEMO1,-0.1818,-0.0056,0.908261,0.999936,0.94718,NS,Concordant Down,TRUE
PSMD14,0.0508,-0.1364,0.987124,0.902747,0.868981,NS,Discordant (CRE Up / PLA Down),FALSE
ADIPOQ,0.142,-0.0451,0.906778,0.992197,0.892423,NS,Discordant (CRE Up / PLA Down),FALSE
GAPDH,0.1352,0.0514,0.853527,0.982291,0.965772,NS,Concordant Up,FALSE
SURF4,0.0452,-0.1412,0.996204,0.939781,0.943183,NS,Discordant (CRE Up / PLA Down),TRUE
G3BP1,0.0632,-0.1225,0.984319,0.953356,0.914102,NS,Discordant (CRE Up / PLA Down),TRUE
FN1,1e-4,0.1856,1,0.944474,0.961176,NS,Concordant Up,TRUE
CCT8,0.0736,0.112,0.96762,0.923613,0.994447,NS,Concordant Up,FALSE
EIF2S2,0.0585,0.1268,0.985486,0.934726,0.987121,NS,Concordant Up,TRUE
PSMC3,-0.1083,-0.0769,0.915726,0.961203,0.995887,NS,Concordant Down,FALSE
STK38L,-0.0484,0.1362,0.99418,0.95871,0.942374,NS,Discordant (CRE Down / PLA Up),TRUE
NUDC,0.0241,-0.1591,0.998055,0.913955,0.917131,NS,Discordant (CRE Up / PLA Down),TRUE
MFN2,0.1425,0.0404,0.925117,0.995132,0.976084,NS,Concordant Up,TRUE
COPB2,-0.0074,0.1748,0.999894,0.937407,0.951814,NS,Discordant (CRE Down / PLA Up),TRUE
CLYBL,-0.1476,0.0339,0.972464,0.998781,0.972784,NS,Discordant (CRE Down / PLA Up),TRUE
SLC27A1,-0.1147,-0.0661,0.946479,0.985,0.994207,NS,Concordant Down,TRUE
GORASP2,0.059,-0.1218,0.98592,0.940523,0.904279,NS,Discordant (CRE Up / PLA Down),TRUE
USP24,-0.1702,0.0105,0.830846,0.999575,0.886405,NS,Discordant (CRE Down / PLA Up),TRUE
CFI,0.0632,0.1174,0.992968,0.975845,0.99649,NS,Concordant Up,TRUE
EIF1,0.0267,0.1534,0.997964,0.926565,0.965873,NS,Concordant Up,FALSE
PSMD12,-0.0246,0.1551,0.997474,0.885659,0.893651,NS,Discordant (CRE Down / PLA Up),FALSE
PDCD6IP,0.0951,-0.0844,0.934119,0.951162,0.834602,NS,Discordant (CRE Up / PLA Down),FALSE
UFM1,-0.0278,-0.1517,0.996811,0.893074,0.952244,NS,Concordant Down,FALSE
MTCH2,-0.0081,0.1707,0.999741,0.863848,0.897535,NS,Discordant (CRE Down / PLA Up),FALSE
DIABLO,-0.1466,-0.0321,0.919057,0.996799,0.968466,NS,Concordant Down,TRUE
LGALSL,-0.1543,-0.0242,0.932334,0.998762,0.970956,NS,Concordant Down,TRUE
HDGFL2,0.1019,0.0764,0.969843,0.982172,0.998737,NS,Concordant Up,TRUE
ARAF,0.0569,0.1212,0.991156,0.967971,0.993234,NS,Concordant Up,TRUE
DDB1,0.0166,0.1614,0.998541,0.834267,0.910627,NS,Concordant Up,FALSE
MGST2,0.0581,-0.1197,0.992474,0.962132,0.944828,NS,Discordant (CRE Up / PLA Down),TRUE
RPN2,0.0552,0.1221,0.986457,0.930317,0.986401,NS,Concordant Up,FALSE
HARS1,0.0726,-0.1041,0.974749,0.947784,0.890831,NS,Discordant (CRE Up / PLA Down),FALSE
RANBP1,-0.0172,-0.1594,0.999226,0.927283,0.960298,NS,Concordant Down,TRUE
ALDH1L1,0.0467,-0.1295,0.99300600000000006,0.943481,0.925735,NS,Discordant (CRE Up / PLA Down),FALSE
RAC1,0.0315,-0.1443,0.994839,0.876015,0.872409,NS,Discordant (CRE Up / PLA Down),FALSE
TARDBP,-0.1602,0.0154,0.891072,0.999188,0.913592,NS,Discordant (CRE Down / PLA Up),TRUE
COQ5,-0.1398,-0.0352,0.953712,0.997551,0.983493,NS,Concordant Down,TRUE
RTRAF,-0.0638,-0.1109,0.978485,0.947571,0.993257,NS,Concordant Down,TRUE
HSPE1,-0.0259,-0.1484,0.997601,0.912423,0.959731,NS,Concordant Down,FALSE
USO1,-0.0748,0.0994,0.98017,0.965301,0.92238,NS,Discordant (CRE Down / PLA Up),FALSE
GALK1,-0.088,0.0861,0.973465,0.978246,0.930845,NS,Discordant (CRE Down / PLA Up),TRUE
NDUFB7,0.0429,0.1307,0.995456,0.961281,0.987409,NS,Concordant Up,TRUE
PSMA4,0.1576,-0.0158,0.885789,0.999075,0.908277,NS,Discordant (CRE Up / PLA Down),FALSE
BANF1,-0.0533,0.12,0.992413,0.960586,0.941201,NS,Discordant (CRE Down / PLA Up),FALSE
CUL3,-0.0468,-0.124,0.989424,0.931542,0.981323,NS,Concordant Down,TRUE
PSMD5,-0.0557,-0.1129,0.990691,0.965206,0.993691,NS,Concordant Down,TRUE
STIM1,-0.112,0.0562,0.956044,0.99269,0.943642,NS,Discordant (CRE Down / PLA Up),TRUE
SRSF3,0.1301,0.038,0.926032,0.994901,0.976955,NS,Concordant Up,TRUE
UQCC2,-0.1282,-0.0381,0.949676,0.996629,0.98512,NS,Concordant Down,TRUE
TMED9,0.1607,0.0049,0.902764,0.999926,0.939312,NS,Concordant Up,TRUE
ATP6V1A,0.1082,0.0574,0.955205,0.988574,0.993739,NS,Concordant Up,FALSE
PPIL1,0.0457,0.1194,0.992243,0.946051,0.986155,NS,Concordant Up,FALSE
LNPK,-5e-4,0.1642,0.999999,0.880922,0.918027,NS,Discordant (CRE Down / PLA Up),FALSE
MAP2K2,0.0309,0.1324,0.996914,0.943975,0.976755,NS,Concordant Up,TRUE
DYNLRB1,0.0334,-0.1292,0.995604,0.937892,0.926174,NS,Discordant (CRE Up / PLA Down),TRUE
NMT1,-0.0742,-0.0878,0.9873,0.981418,0.999709,NS,Concordant Down,TRUE
UQCR10,-0.1133,0.0483,0.95836,0.993615,0.943814,NS,Discordant (CRE Down / PLA Up),TRUE
CAST,0.0348,-0.1259,0.995525,0.936718,0.927388,NS,Discordant (CRE Up / PLA Down),FALSE
PSMB2,0.0608,0.0986,0.982139,0.952142,0.995484,NS,Concordant Up,FALSE
PDLIM1,-0.0493,0.1096,0.989845,0.947613,0.921306,NS,Discordant (CRE Down / PLA Up),FALSE
YARS1,0.0657,0.0918,0.981351,0.962929,0.998084,NS,Concordant Up,TRUE
ACSF2,-0.1103,-0.0465,0.949706,0.992064,0.98928,NS,Concordant Down,FALSE
RPS3A,0.0359,-0.1208,0.992607,0.906563,0.889895,NS,Discordant (CRE Up / PLA Down),FALSE
NTMT1,0.0086,-0.1481,0.999825,0.944222,0.956061,NS,Discordant (CRE Up / PLA Down),TRUE
ARF5,0.1126,0.044,0.968974,0.994607,0.99158,NS,Concordant Up,TRUE
NIT2,-0.0849,0.0716,0.968483,0.978796,0.924246,NS,Discordant (CRE Down / PLA Up),FALSE
GSS,-0.1414,0.0146,0.913171,0.999239,0.929597,NS,Discordant (CRE Down / PLA Up),FALSE
BLMH,-0.0157,0.1397,0.998859,0.90073,0.912776,NS,Discordant (CRE Down / PLA Up),TRUE
PSMA1,0.0735,-0.0816,0.970356,0.964439,0.904939,NS,Discordant (CRE Up / PLA Down),FALSE
PPP2R5A,-0.0149,0.1396,0.999246,0.937475,0.94258,NS,Discordant (CRE Down / PLA Up),TRUE
MMUT,-0.051,0.1032,0.993151,0.96856,0.952085,NS,Discordant (CRE Down / PLA Up),TRUE
UBE2I,-0.0842,0.0688,0.977413,0.985689,0.947419,NS,Discordant (CRE Down / PLA Up),FALSE
UBXN6,-0.01,0.1421,0.999681,0.949544,0.953427,NS,Discordant (CRE Down / PLA Up),TRUE
NPM1,0.1202,-0.0318,0.934655,0.996084,0.929274,NS,Discordant (CRE Up / PLA Down),FALSE
ERGIC1,0.0674,0.0842,0.979836,0.968934,0.999203,NS,Concordant Up,FALSE
RPS19,-0.0445,0.1069,0.990111,0.939226,0.913284,NS,Discordant (CRE Down / PLA Up),FALSE
DNPH1,0.0382,0.1128,0.995062,0.9586,0.987312,NS,Concordant Up,TRUE
PRMT1,-0.1445,0.0061,0.931653,0.99991,0.953657,NS,Discordant (CRE Down / PLA Up),TRUE
MTCH1,0.1329,-0.0177,0.955725,0.99906,0.955366,NS,Discordant (CRE Up / PLA Down),TRUE
CHCHD10,0.1273,0.023,0.959947,0.998928,0.982837,NS,Concordant Up,TRUE
HSPA9,-0.0349,0.115,0.994251,0.932073,0.918658,NS,Discordant (CRE Down / PLA Up),FALSE
TRMT112,-0.0405,0.1094,0.993745,0.958698,0.940923,NS,Discordant (CRE Down / PLA Up),TRUE
MOB4,-0.0665,-0.0833,0.984659,0.979826,0.999423,NS,Concordant Down,TRUE
GPI,0.0113,0.1374,0.999307,0.876092,0.929965,NS,Concordant Up,FALSE
FBP2,-0.0691,0.0795,0.987741,0.985217,0.961058,NS,Discordant (CRE Down / PLA Up),TRUE
PARK7,-0.1107,-0.0375,0.916091,0.991913,0.977142,NS,Concordant Down,FALSE
ALDOA,0.0633,0.084,0.97071,0.948271,0.998077,NS,Concordant Up,FALSE
UROS,0.1231,-0.0231,0.940862,0.998522,0.949603,NS,Discordant (CRE Up / PLA Down),TRUE
EIF4E,-0.067,-0.0786,0.980573,0.973836,0.999634,NS,Concordant Down,FALSE
BOLA2,0.0766,0.0687,0.980133,0.985185,0.999869,NS,Concordant Up,TRUE
PTGES3,0.0126,-0.1315,0.999103,0.882625,0.903474,NS,Discordant (CRE Up / PLA Down),FALSE
HNRNPH2,-0.0217,0.1222,0.998317,0.945349,0.945146,NS,Discordant (CRE Down / PLA Up),TRUE
SNRPD3,0.0314,0.1113,0.996099,0.947244,0.981786,NS,Concordant Up,FALSE
MBNL1,0.041,0.1003,0.99403,0.962525,0.991282,NS,Concordant Up,TRUE
APEH,-0.1292,0.0118,0.926605,0.999495,0.941751,NS,Discordant (CRE Down / PLA Up),FALSE
DNAJA3,0.0558,-0.085,0.993239,0.986246,0.971152,NS,Discordant (CRE Up / PLA Down),TRUE
ATIC,-0.0898,0.0509,0.957201,0.987547,0.926934,NS,Discordant (CRE Down / PLA Up),FALSE
SRSF1,0.0734,-0.0654,0.979218,0.983553,0.946075,NS,Discordant (CRE Up / PLA Down),TRUE
MOB2,0.1328,-0.0057,0.937607,0.999928,0.962108,NS,Discordant (CRE Up / PLA Down),TRUE
UBA2,0.0934,-0.045,0.967506,0.993521,0.952139,NS,Discordant (CRE Up / PLA Down),TRUE
PITHD1,-0.1046,0.0336,0.969284,0.997022,0.962361,NS,Discordant (CRE Down / PLA Up),TRUE
ATP5F1A,0.135,-0.003,0.924564,0.999969,0.947755,NS,Discordant (CRE Up / PLA Down),FALSE
SNX3,0.0971,-0.0399,0.955864,0.993419,0.939691,NS,Discordant (CRE Up / PLA Down),FALSE
PSMD4,-0.1099,0.0258,0.921159,0.996432,0.919408,NS,Discordant (CRE Down / PLA Up),FALSE
ATRN,0.0603,0.0749,0.99452,0.99029,0.999769,NS,Concordant Up,TRUE
AHCY,-0.0639,-0.0708,0.977279,0.972821,0.999837,NS,Concordant Down,FALSE
GRHPR,-0.1118,-0.0226,0.926766,0.997519,0.970178,NS,Concordant Down,FALSE
TPPP,0.025,0.1092,0.998346,0.9717,0.98756,NS,Concordant Up,TRUE
UFL1,-0.0515,0.082,0.991023,0.975484,0.954577,NS,Discordant (CRE Down / PLA Up),TRUE
PAFAH1B3,-0.1226,0.0108,0.964382,0.999756,0.971435,NS,Discordant (CRE Down / PLA Up),FALSE
RPS18,-0.014,0.1193,0.998741,0.890574,0.906301,NS,Discordant (CRE Down / PLA Up),FALSE
ASPA,0.0834,-0.0479,0.979745,0.993752,0.964897,NS,Discordant (CRE Up / PLA Down),TRUE
RPS20,-0.007,-0.124,0.999849,0.947095,0.967558,NS,Concordant Down,FALSE
PTPN11,-0.0362,-0.0948,0.993972,0.95628,0.988947,NS,Concordant Down,FALSE
C1QBP,0.0041,0.1249,0.999935,0.928898,0.95448,NS,Concordant Up,FALSE
MCM3AP,-0.0416,-0.0872,0.996497,0.985222,0.997154,NS,Concordant Down,TRUE
CRYZ,0.0898,-0.0387,0.960024,0.993414,0.94366,NS,Discordant (CRE Up / PLA Down),FALSE
LSM6,0.095,-0.0335,0.958406,0.995619,0.949005,NS,Discordant (CRE Up / PLA Down),TRUE
CIRBP,0.1018,0.0246,0.945459,0.99729,0.979855,NS,Concordant Up,FALSE
SAA4,-0.0359,-0.0902,0.998098,0.986968,0.996837,NS,Concordant Down,TRUE
NACA,-0.118,-0.0074,0.935257,0.999795,0.962618,NS,Concordant Down,FALSE
TMCO1,0.0503,0.075,0.996583,0.989806,0.999361,NS,Concordant Up,TRUE
PM20D2,0.1152,0.0097,0.971336,0.999837,0.984833,NS,Concordant Up,TRUE
DBNL,0.104,-0.0207,0.967361,0.998875,0.968261,NS,Discordant (CRE Up / PLA Down),TRUE
DLD,-0.0501,0.0738,0.988238,0.974471,0.947498,NS,Discordant (CRE Down / PLA Up),FALSE
EEF2,0.0542,0.0697,0.980868,0.968599,0.999027,NS,Concordant Up,FALSE
FLOT1,-0.0796,-0.0425,0.977727,0.994153,0.996871,NS,Concordant Down,FALSE
PSMA5,0.0352,-0.0861,0.99421,0.963697,0.948483,NS,Discordant (CRE Up / PLA Down),FALSE
NQO2,0.0013,-0.1199,0.999996,0.959555,0.972313,NS,Discordant (CRE Up / PLA Down),TRUE
CASQ1,-0.0333,0.087,0.994569,0.963371,0.948405,NS,Discordant (CRE Down / PLA Up),TRUE
STIP1,-0.0384,-0.0807,0.991471,0.96056,0.992952,NS,Concordant Down,FALSE
PTGR1,0.0521,0.0657,0.989228,0.984107,0.999535,NS,Concordant Up,TRUE
RPL19,-0.0057,0.1116,0.99988,0.949513,0.961295,NS,Discordant (CRE Down / PLA Up),FALSE
PIP4K2A,-0.07,0.0472,0.989396,0.995938,0.980517,NS,Discordant (CRE Down / PLA Up),TRUE
DDI2,-0.0886,-0.0276,0.986922,0.998828,0.995814,NS,Concordant Down,TRUE
PSMB1,0.0689,0.0471,0.971515,0.987689,0.998247,NS,Concordant Up,FALSE
JPH2,0.1139,0.002,0.958839,0.99999,0.974626,NS,Concordant Up,TRUE
GNPDA1,-0.0357,-0.0796,0.994597,0.972343,0.994397,NS,Concordant Down,FALSE
EIF3C,0.0427,-0.0718,0.990598,0.97601,0.953281,NS,Discordant (CRE Up / PLA Down),TRUE
ATG3,0.0427,-0.0718,0.994629,0.9857,0.972962,NS,Discordant (CRE Up / PLA Down),TRUE
MAPRE3,-0.0609,-0.053,0.987926,0.991631,0.999872,NS,Concordant Down,TRUE
ADK,-0.0516,-0.0605,0.987606,0.98427,0.999769,NS,Concordant Down,TRUE
ATPAF2,-0.0688,0.0427,0.985564,0.995942,0.977141,NS,Discordant (CRE Down / PLA Up),TRUE
PHB2,0.0403,0.0704,0.992672,0.977325,0.997251,NS,Concordant Up,FALSE
UBE3C,-0.0169,-0.0937,0.999034,0.977571,0.988067,NS,Concordant Down,TRUE
BAG6,0.0838,0.0256,0.991093,0.998831,0.996538,NS,Concordant Up,TRUE
UGP2,0.106,-0.0012,0.933716,0.999993,0.955395,NS,Discordant (CRE Up / PLA Down),FALSE
VTA1,0.0057,0.1013,0.999886,0.964652,0.976997,NS,Concordant Up,TRUE
USP14,-0.0384,-0.068,0.993409,0.979085,0.997369,NS,Concordant Down,FALSE
COX17,0.0444,-0.0604,0.995911,0.993118,0.984449,NS,Discordant (CRE Up / PLA Down),TRUE
DHRS7B,-0.0218,0.0827,0.998699,0.980592,0.978034,NS,Discordant (CRE Down / PLA Up),TRUE
HSD17B12,-0.0175,-0.0866,0.998928,0.972024,0.987792,NS,Concordant Down,FALSE
TMX3,0.0961,0.0074,0.967926,0.999889,0.985736,NS,Concordant Up,TRUE
SRSF6,0.0757,0.0271,0.980072,0.997583,0.99447700000000006,NS,Concordant Up,TRUE
RPL27A,0.0496,0.0531,0.991972,0.991085,0.999974,NS,Concordant Up,FALSE
EIF3D,-0.0314,-0.0703,0.996053,0.981506,0.996002,NS,Concordant Down,TRUE
PPP2R5D,0.0817,0.02,0.974356,0.998782,0.990989,NS,Concordant Up,TRUE
ERLIN2,-0.0586,0.0429,0.983275,0.991608,0.964642,NS,Discordant (CRE Down / PLA Up),FALSE
ARL6IP5,0.0634,-0.0379,0.980654,0.99363,0.965481,NS,Discordant (CRE Up / PLA Down),FALSE
BTF3L4,0.0123,-0.089,0.999229,0.955214,0.959542,NS,Discordant (CRE Up / PLA Down),FALSE
CLUH,0.0114,0.0887,0.999535,0.97518,0.985732,NS,Concordant Up,TRUE
NOMO2,0.0073,0.0917,0.999846,0.96868,0.983317,NS,Concordant Up,TRUE
PLCD4,-0.0923,-0.005,0.970244,0.999929,0.983016,NS,Concordant Down,TRUE
TMEM43,-0.0638,0.033,0.988332,0.997088,0.981312,NS,Discordant (CRE Down / PLA Up),FALSE
D2HGDH,0.0192,-0.0775,0.999223,0.990277,0.987858,NS,Discordant (CRE Up / PLA Down),TRUE
SERPINB6,-0.0266,0.07,0.997043,0.978878,0.971193,NS,Discordant (CRE Down / PLA Up),FALSE
ABCA8,0.0126,-0.0827,0.99964,0.985603,0.98575,NS,Discordant (CRE Up / PLA Down),TRUE
S100A1,0.0193,0.075,0.9993,0.989361,0.995895,NS,Concordant Up,FALSE
HSPA1A,-0.0345,-0.0597,0.993466,0.980239,0.997691,NS,Concordant Down,FALSE
FAM114A2,0.0029,-0.0908,0.999974,0.972182,0.979327,NS,Discordant (CRE Up / PLA Down),FALSE
EIF3L,-0.0662,0.0265,0.984867,0.997844,0.979807,NS,Discordant (CRE Down / PLA Up),FALSE
EIF3J,-0.0113,0.0807,0.999443,0.970122,0.972367,NS,Discordant (CRE Down / PLA Up),TRUE
BLVRA,0.0626,0.0294,0.986709,0.997304,0.99753,NS,Concordant Up,FALSE
EIF4A1,0.0108,-0.081,0.999564,0.97369000000000006,0.976254,NS,Discordant (CRE Up / PLA Down),FALSE
FUS,-0.0259,-0.0659,0.996705,0.97787,0.994539,NS,Concordant Down,FALSE
ASPH,-0.0281,-0.0608,0.997331,0.987364,0.997498,NS,Concordant Down,FALSE
OCIAD1,-0.0735,-0.0146,0.979858,0.99934,0.991762,NS,Concordant Down,TRUE
IGLV1-40,0.0056,0.0823,0.999951,0.989846,0.993647,NS,Concordant Up,TRUE
PCCB,-0.0255,0.0616,0.997634,0.985926,0.97981,NS,Discordant (CRE Down / PLA Up),FALSE
PGLS,0.0722,-0.0143,0.978087,0.999245,0.9786,NS,Discordant (CRE Up / PLA Down),FALSE
MLEC,0.0474,0.0385,0.990302,0.993921,0.99978,NS,Concordant Up,FALSE
COPS8,0.0632,-0.0222,0.981815,0.99799,0.977167,NS,Discordant (CRE Up / PLA Down),FALSE
VPS28,0.0342,0.0502,0.996822,0.994474,0.999576,NS,Concordant Up,TRUE
SNRPD1,0.0627,0.0213,0.990932,0.998817,0.99708,NS,Concordant Up,TRUE
GART,-0.0689,-0.0144,0.981571,0.9993,0.992474,NS,Concordant Down,TRUE
RPS8,0.0296,-0.0536,0.995527,0.985117,0.974051,NS,Discordant (CRE Up / PLA Down),FALSE
PPP3CC,0.0018,-0.0794,0.999992,0.990796,0.991597,NS,Discordant (CRE Up / PLA Down),TRUE
RPS17,-0.0227,-0.0568,0.998232,0.989002,0.997238,NS,Concordant Down,TRUE
TCP1,0.0727,0.0065,0.970644,0.999804,0.983925,NS,Concordant Up,FALSE
BSG,-0.0108,0.0684,0.999479,0.977613,0.978877,NS,Discordant (CRE Down / PLA Up),FALSE
SYNGR2,-0.0418,-0.0356,0.993357,0.995395,0.999902,NS,Concordant Down,TRUE
ALDOC,0.0128,-0.0635,0.999402,0.984765,0.984386,NS,Discordant (CRE Up / PLA Down),FALSE
NT5DC1,0.0182,-0.0577,0.999189,0.991087,0.989403,NS,Discordant (CRE Up / PLA Down),TRUE
DDX39B,0.0228,0.0524,0.997804,0.988208,0.997433,NS,Concordant Up,FALSE
SMTN,0.0266,0.0484,0.997989,0.993112,0.999052,NS,Concordant Up,TRUE
TMEM143,-0.0243,0.0503,0.998735,0.994811,0.991654,NS,Discordant (CRE Down / PLA Up),TRUE
FAM136A,0.0264,0.0439,0.997978,0.995508,0.999461,NS,Concordant Up,TRUE
AARS1,-0.0291,0.0408,0.99549,0.991249,0.981219,NS,Discordant (CRE Down / PLA Up),FALSE
TIMM8B,0.0097,0.0601,0.99987,0.996216,0.997882,NS,Concordant Up,TRUE
CAPNS1,0.0566,0.0107,0.985365,0.999534,0.993603,NS,Concordant Up,FALSE
PSMC2,0.0112,-0.0542,0.999322,0.983114,0.982621,NS,Discordant (CRE Up / PLA Down),FALSE
METTL7A,0.0488,-0.0148,0.99186,0.999311,0.990465,NS,Discordant (CRE Up / PLA Down),FALSE
RPL22,0.0356,-0.0253,0.994671,0.997451,0.989057,NS,Discordant (CRE Up / PLA Down),FALSE
UBQLN1,-0.0582,0.0024,0.986781,0.99998,0.990562,NS,Discordant (CRE Down / PLA Up),TRUE
SKP1,-0.0434,-0.0156,0.993127,0.999181,0.998109,NS,Concordant Down,FALSE
ERP44,-0.01,0.0489,0.999576,0.989581,0.989252,NS,Discordant (CRE Down / PLA Up),FALSE
SUB1,0.0515,0.007,0.988504,0.999808,0.99426,NS,Concordant Up,FALSE
HSPB6,-0.0227,-0.0345,0.998298,0.996141,0.999687,NS,Concordant Down,FALSE
PABPC4,0.0272,-0.0297,0.997457,0.997377,0.99261,NS,Discordant (CRE Up / PLA Down),TRUE
CD59,0.0124,0.0439,0.999357,0.991787,0.997074,NS,Concordant Up,FALSE
TSG101,-2e-4,-0.0561,1,0.989548,0.992396,NS,Concordant Down,TRUE
PCBP1,0.0493,0.0061,0.987891,0.999839,0.993766,NS,Concordant Up,FALSE
WARS1,-0.0412,-0.0127,0.989928,0.999131,0.99683,NS,Concordant Down,FALSE
CCT4,-0.0099,0.0439,0.999476,0.989201,0.988496,NS,Discordant (CRE Down / PLA Up),FALSE
TPI1,-0.0466,-0.0058,0.988548,0.999842,0.994133,NS,Concordant Down,FALSE
MAPRE1,-7e-4,-0.0515,0.999998,0.986934,0.991118,NS,Concordant Down,FALSE
HYI,-0.0045,0.0477,0.999968,0.997382,0.997433,NS,Discordant (CRE Down / PLA Up),TRUE
ARL8B,0.0228,-0.0216,0.997736,0.998061,0.993973,NS,Discordant (CRE Up / PLA Down),FALSE
PARVA,-0.0406,0.0035,0.995897,0.999973,0.996767,NS,Discordant (CRE Down / PLA Up),TRUE
MAVS,-0.02,0.0238,0.998316,0.997772,0.994402,NS,Discordant (CRE Down / PLA Up),TRUE
PPID,-0.0221,-0.018,0.998274,0.999193,0.999968,NS,Concordant Down,TRUE
ATP6V1B2,0.0291,-0.0061,0.995371,0.999815,0.995352,NS,Discordant (CRE Up / PLA Down),FALSE
TIAL1,0.0082,-0.0247,0.999805,0.998678,0.998108,NS,Discordant (CRE Up / PLA Down),TRUE
CCT2,0.028,0.0047,0.996112,0.9999,0.998176,NS,Concordant Up,FALSE
RPL10,0.0055,-0.0236,0.999902,0.998231,0.998052,NS,Discordant (CRE Up / PLA Down),TRUE
PSME1,0.018,-0.0096,0.998693,0.999649,0.997867,NS,Discordant (CRE Up / PLA Down),FALSE
PSMB7,-0.0225,0.0032,0.998514,0.999973,0.998666,NS,Discordant (CRE Down / PLA Up),FALSE
EIF6,0.0061,0.016,0.999859,0.999041,0.999739,NS,Concordant Up,FALSE
PSMD9,-0.0171,-0.0047,0.999002,0.999929,0.99963900000000006,NS,Concordant Down,FALSE
FTL,2.5407,1.3737,0,0.011172,0.14787,Sig Both,Concordant Up,FALSE
ABLIM2,1.2816,2.5719,0.018324,1e-6,0.097917,Sig Both,Concordant Up,TRUE
RBM3,-1.8663,-1.6207,0.002617,0.02085,0.958238,Sig Both,Concordant Down,TRUE
SLC41A3,1.2025,1.8095,0.030164,0.002293,0.669233,Sig Both,Concordant Up,TRUE
SELENOO,2.0398,1.034,2.6e-4,0.065378,0.267572,Sig CRE only,Concordant Up,TRUE
PLTP,1.4487,0.6588,0.047211,0.497196,0.567271,Sig CRE only,Concordant Up,TRUE
THY1,1.5803,0.3317,3.43e-4,0.812667,0.062086,Sig CRE only,Concordant Up,TRUE
CRABP2,1.722,0.0892,0.026744,0.995003,0.171426,Sig CRE only,Concordant Up,TRUE
COL12A1,1.3435,0.3925,0.024747,0.780049,0.331025,Sig CRE only,Concordant Up,TRUE
PBDC1,0.8719,0.7937,0.023831,0.146844,0.99073,Sig CRE only,Concordant Up,TRUE
PCOLCE,1.2348,0.2958,0.041028,0.866445,0.317883,Sig CRE only,Concordant Up,TRUE
FTH1,0.8735,0.4929,0.032082,0.438684,0.744219,Sig CRE only,Concordant Up,FALSE
CTSG,1.0823,0.2604,0.026515,0.893451,0.350936,Sig CRE only,Concordant Up,TRUE
FSCN1,0.8404,0.2998,0.048661,0.776345,0.528895,Sig CRE only,Concordant Up,FALSE
ART3,-0.7733,-0.3031,0.027342,0.717692,0.53655,Sig CRE only,Concordant Down,TRUE
SORD,-0.7366,-0.309,0.037021,0.686178,0.589396,Sig CRE only,Concordant Down,TRUE
SRSF11,-0.9517,-0.082,0.018487,0.987109,0.181185,Sig CRE only,Concordant Down,TRUE
ARIH2,-0.9263,-0.0311,0.004759,0.997948,0.09583,Sig CRE only,Concordant Down,TRUE
ARCN1,0.7202,0.2181,0.001361,0.692364,0.184075,Sig CRE only,Concordant Up,TRUE
