gene,logFC_Training_CRE,logFC_Training_PLA,pi_score_CRE,pi_score_PLA,pi_score_Interaction,significance,quadrant,imputed
PABPC1,0.1114,0.2017,0.906643,0.689723,0.961159,NS,Concordant Up,FALSE
AMPD3,0.1257,0.1869,0.965103,0.925825,0.994701,NS,Concordant Up,TRUE
VCP,0.0733,-0.2392,0.97207,0.67882,0.628145,NS,Discordant (CRE Up / PLA Down),FALSE
LAMB3,-0.278,-0.034,0.745754,0.997611,0.890783,NS,Concordant Down,TRUE
MAT2A,-0.0655,0.2465,0.982215,0.725336,0.698333,NS,Discordant (CRE Down / PLA Up),FALSE
MPC2,-0.2012,-0.1106,0.889508,0.9704,0.986054,NS,Concordant Down,TRUE
LSM3,-0.1351,-0.1767,0.962688,0.937842,0.997737,NS,Concordant Down,TRUE
COPS6,-0.1942,0.1174,0.832158,0.94582,0.716867,NS,Discordant (CRE Down / PLA Up),TRUE
UFSP2,0.0207,-0.2905,0.998699,0.806251,0.818555,NS,Discordant (CRE Up / PLA Down),TRUE
RDH14,-0.0933,0.2162,0.972293,0.852048,0.784121,NS,Discordant (CRE Down / PLA Up),TRUE
PDCD5,-0.1535,0.1559,0.891775,0.895993,0.706407,NS,Discordant (CRE Down / PLA Up),TRUE
PPP1R7,0.1068,0.2025,0.937816,0.769738,0.967474,NS,Concordant Up,FALSE
MRPS23,-0.2831,-0.0257,0.72263,0.998542,0.869745,NS,Concordant Down,TRUE
MCCC2,-0.2882,0.0205,0.725404,0.998844,0.787803,NS,Discordant (CRE Down / PLA Up),TRUE
SCFD1,0.1241,0.1843,0.921412,0.839589,0.989021,NS,Concordant Up,TRUE
RAD23A,-0.0875,-0.2207,0.963554,0.754732,0.94154,NS,Concordant Down,FALSE
SNTB1,0.0858,0.221,0.981554,0.872597,0.968098,NS,Concordant Up,FALSE
RALA,0.0824,-0.2244,0.967915,0.746129,0.676078,NS,Discordant (CRE Up / PLA Down),FALSE
UBFD1,-0.013,0.2926,0.999563,0.808092,0.836602,NS,Discordant (CRE Down / PLA Up),TRUE
UBE2N,-0.2134,-0.0914,0.675545,0.947522,0.933775,NS,Concordant Down,FALSE
OXSR1,-0.2943,-0.0102,0.509417,0.999534,0.685878,NS,Concordant Down,FALSE
ESYT2,0.2836,0.0205,0.647742,0.998766,0.818468,NS,Concordant Up,TRUE
EPB41,-0.1891,-0.115,0.9371,0.978321,0.993759,NS,Concordant Down,TRUE
SGTA,-0.0777,0.2263,0.977223,0.793703,0.743078,NS,Discordant (CRE Down / PLA Up),FALSE
DDX1,0.0084,0.2954,0.999742,0.62161,0.750004,NS,Concordant Up,FALSE
OLA1,-0.0974,0.206,0.945553,0.746091,0.62746,NS,Discordant (CRE Down / PLA Up),FALSE
EIF2S1,0.002,0.3013,0.999981,0.504874,0.652059,NS,Concordant Up,FALSE
APRT,0.0054,0.2977,0.999915,0.703823,0.801526,NS,Concordant Up,FALSE
NUDCD2,-0.0371,0.266,0.995774,0.756554,0.781357,NS,Discordant (CRE Down / PLA Up),FALSE
PCBP2,0.2154,0.0875,0.811072,0.972622,0.957916,NS,Concordant Up,FALSE
UGGT1,0.1909,-0.112,0.760663,0.929847,0.620762,NS,Discordant (CRE Up / PLA Down),TRUE
ECHS1,0.0709,-0.2317,0.978232,0.747802,0.705135,NS,Discordant (CRE Up / PLA Down),FALSE
DCAF6,0.1416,-0.161,0.900236,0.8937,0.715426,NS,Discordant (CRE Up / PLA Down),TRUE
HSD17B4,-0.0103,-0.2922,0.999544,0.588255,0.722988,NS,Concordant Down,TRUE
RPS4X,0.0731,0.2291,0.969811,0.679819,0.900859,NS,Concordant Up,FALSE
ACADS,-0.1579,0.1438,0.915507,0.933247,0.787862,NS,Discordant (CRE Down / PLA Up),FALSE
EIF3M,-0.16,0.1402,0.877645,0.915684,0.71748,NS,Discordant (CRE Down / PLA Up),TRUE
SELENOW,-0.0942,-0.2058,0.970257,0.869417,0.973329,NS,Concordant Down,TRUE
MICOS13,-0.0148,0.2852,0.999556,0.816881,0.858681,NS,Discordant (CRE Down / PLA Up),TRUE
TECR,-0.0789,0.2209,0.982123,0.861317,0.816271,NS,Discordant (CRE Down / PLA Up),TRUE
UBXN1,-0.1964,0.1029,0.821949,0.956243,0.724959,NS,Discordant (CRE Down / PLA Up),FALSE
PSMB4,-0.1552,0.144,0.856357,0.886094,0.650234,NS,Discordant (CRE Down / PLA Up),FALSE
UBE2L3,-0.1861,0.1127,0.865071,0.954858,0.765662,NS,Discordant (CRE Down / PLA Up),FALSE
ACAD9,0.1494,0.1493,0.92108,0.933211,1,NS,Concordant Up,TRUE
USP5,-0.1499,-0.1482,0.864267,0.872785,0.99999,NS,Concordant Down,FALSE
MYPN,-0.1797,0.1179,0.92464,0.972009,0.863791,NS,Discordant (CRE Down / PLA Up),TRUE
CISD2,-0.1408,0.1567,0.967211,0.967071,0.907312,NS,Discordant (CRE Down / PLA Up),TRUE
DHODH,-0.1627,0.1348,0.954218,0.974153,0.902027,NS,Discordant (CRE Down / PLA Up),TRUE
RTN4,-0.0771,-0.2202,0.968356,0.722361,0.922641,NS,Concordant Down,FALSE
XPO7,0.1696,0.1267,0.853624,0.93068,0.994757,NS,Concordant Up,TRUE
PSMC5,-0.0482,0.2478,0.986111,0.588814,0.59892,NS,Discordant (CRE Down / PLA Up),FALSE
MAT2B,-0.1733,0.1218,0.855004,0.939551,0.730766,NS,Discordant (CRE Down / PLA Up),TRUE
PHKG1,-0.0574,0.2375,0.991767,0.866469,0.847833,NS,Discordant (CRE Down / PLA Up),TRUE
SPG7,-0.2477,-0.0471,0.780982,0.994532,0.916329,NS,Concordant Down,TRUE
AQP1,0.1946,-0.0988,0.909004,0.978622,0.859031,NS,Discordant (CRE Up / PLA Down),TRUE
SENP8,-0.0966,-0.1968,0.963658,0.849193,0.974235,NS,Concordant Down,TRUE
EIF3F,0.0784,-0.214,0.976145,0.816385,0.759148,NS,Discordant (CRE Up / PLA Down),FALSE
TSC22D1,0.1066,-0.1857,0.959313,0.88926,0.795427,NS,Discordant (CRE Up / PLA Down),TRUE
ALDH7A1,3e-4,0.2909,1,0.677859,0.7764,NS,Concordant Up,FALSE
STUB1,-0.0687,0.2225,0.986062,0.855917,0.821419,NS,Discordant (CRE Down / PLA Up),TRUE
VPS13C,-0.2041,0.0871,0.823396,0.978494,0.795829,NS,Discordant (CRE Down / PLA Up),TRUE
CLASP2,-0.1073,-0.1836,0.950792,0.88494,0.985855,NS,Concordant Down,TRUE
OXCT1,-0.1475,-0.1434,0.942215,0.947523,0.999973,NS,Concordant Down,FALSE
MAP2K1,-0.0717,0.2184,0.981502,0.815862,0.77486,NS,Discordant (CRE Down / PLA Up),FALSE
MMAB,0.0218,0.2679,0.998889,0.830771,0.896507,NS,Concordant Up,TRUE
HSPD1,0.2238,-0.0655,0.77202,0.983406,0.747513,NS,Discordant (CRE Up / PLA Down),FALSE
PAK2,0.1614,0.1274,0.83258,0.902636,0.995811,NS,Concordant Up,FALSE
ACADSB,-0.2232,-0.0648,0.842075,0.988792,0.949363,NS,Concordant Down,TRUE
VPS4B,-0.2248,0.063,0.709239,0.981379,0.691435,NS,Discordant (CRE Down / PLA Up),TRUE
HDGF,0.15310000000000001,-0.1341,0.871815,0.907068,0.695876,NS,Discordant (CRE Up / PLA Down),FALSE
NSF,-0.0881,0.1989,0.967922,0.828377,0.752099,NS,Discordant (CRE Down / PLA Up),FALSE
CAPN3,0.057,0.2294,0.987373,0.793916,0.918353,NS,Concordant Up,TRUE
LIMS1,0.1184,-0.1672,0.929495,0.859184,0.713229,NS,Discordant (CRE Up / PLA Down),FALSE
EDF1,-0.2799,0.0054,0.828445,0.999953,0.88794,NS,Discordant (CRE Down / PLA Up),TRUE
LRRC57,-0.063,-0.2219,0.993018,0.938265,0.974646,NS,Concordant Down,TRUE
CUTA,-0.189,0.0958,0.835068,0.963778,0.755027,NS,Discordant (CRE Down / PLA Up),TRUE
AKAP1,-0.2345,-0.0502,0.799929,0.992324,0.919677,NS,Concordant Down,TRUE
DCTN2,0.0352,-0.2494,0.993942,0.64879,0.685266,NS,Discordant (CRE Up / PLA Down),FALSE
EIF2A,-0.1424,0.1422,0.904145,0.944542,0.806618,NS,Discordant (CRE Down / PLA Up),TRUE
GDI1,-0.0786,0.2059,0.969939,0.779104,0.71033,NS,Discordant (CRE Down / PLA Up),FALSE
PDLIM7,0.0991,0.1847,0.979321,0.929635,0.989767,NS,Concordant Up,TRUE
FYCO1,-0.2212,-0.0625,0.789746,0.986878,0.933655,NS,Concordant Down,TRUE
HLA-DRB1,-0.2292,0.0541,0.899871,0.99594800000000006,0.907811,NS,Discordant (CRE Down / PLA Up),TRUE
SF1,-0.2168,-0.0661,0.852445,0.989771,0.957726,NS,Concordant Down,TRUE
FAM185A,-0.1446,0.1373,0.934475,0.974944,0.901288,NS,Discordant (CRE Down / PLA Up),TRUE
RAB14,0.1269,-0.1536,0.927828,0.898679,0.757205,NS,Discordant (CRE Up / PLA Down),TRUE
GSTO1,0.0495,-0.2309,0.992018,0.808245,0.804168,NS,Discordant (CRE Up / PLA Down),FALSE
PCBD1,-0.2262,0.054,0.75901,0.988528,0.754949,NS,Discordant (CRE Down / PLA Up),FALSE
HSPG2,0.059,-0.2211,0.993887,0.910374,0.898676,NS,Discordant (CRE Up / PLA Down),FALSE
ACP1,-0.1212,-0.1587,0.910724,0.847884,0.994952,NS,Concordant Down,FALSE
ABCF2,0.2759,0.004,0.785288,0.999967,0.870472,NS,Concordant Up,TRUE
SLC25A24,0.0215,-0.2581,0.998286,0.776549,0.798056,NS,Discordant (CRE Up / PLA Down),TRUE
PHKA1,0.0587,0.2204,0.989311,0.850867,0.943671,NS,Concordant Up,TRUE
EML1,-0.0356,0.2432,0.996171,0.806949,0.821414,NS,Discordant (CRE Down / PLA Up),TRUE
PRDX3,0.0375,0.2412,0.992346,0.634707,0.820561,NS,Concordant Up,FALSE
LETM1,-0.1683,-0.11,0.877483,0.949749,0.990914,NS,Concordant Down,TRUE
MYBPC2,-0.2489,0.0289,0.905363,0.998998,0.92527,NS,Discordant (CRE Down / PLA Up),TRUE
TMPO,0.0795,-0.1965,0.982061,0.895469,0.848677,NS,Discordant (CRE Up / PLA Down),TRUE
THAP4,-0.1258,-0.1485,0.970364,0.965714,0.999431,NS,Concordant Down,TRUE
PRPS1,-0.2267,-0.0474,0.849655,0.994372,0.93853,NS,Concordant Down,FALSE
GSTK1,0.1657,-0.108,0.870593,0.949794,0.761374,NS,Discordant (CRE Up / PLA Down),FALSE
PCTP,0.2652,0.0084,0.898149,0.999879,0.925644,NS,Concordant Up,TRUE
CALU,0.1644,0.1086,0.868918,0.94772,0.990968,NS,Concordant Up,FALSE
TXNL1,-0.226,0.046,0.675105,0.989045,0.689821,NS,Discordant (CRE Down / PLA Up),FALSE
XPO1,-0.1022,0.1696,0.945338,0.859311,0.737018,NS,Discordant (CRE Down / PLA Up),TRUE
ANXA11,0.076,-0.195,0.96649,0.762216,0.685961,NS,Discordant (CRE Up / PLA Down),FALSE
NAPA,-0.0038,-0.2671,0.999932,0.592338,0.723167,NS,Concordant Down,FALSE
HINT1,-0.1889,-0.0811,0.82103,0.971237,0.96379,NS,Concordant Down,FALSE
RAB18,-0.1221,-0.1479,0.942248,0.917862,0.998437,NS,Concordant Down,TRUE
NME2,0.2123,-0.0576,0.829908,0.989331,0.8163,NS,Discordant (CRE Up / PLA Down),FALSE
EIF4E3,-0.2273,-0.0422,0.898274,0.997879,0.964565,NS,Concordant Down,TRUE
C1S,0.2025,0.0668,0.933116,0.993096,0.979663,NS,Concordant Up,TRUE
DDX3X,0.0272,0.2403,0.99629,0.65787,0.8148,NS,Concordant Up,TRUE
RACK1,0.0594,0.2069,0.985115,0.801829,0.933161,NS,Concordant Up,FALSE
CFH,0.2253,-0.0402,0.918461,0.997696,0.923194,NS,Discordant (CRE Up / PLA Down),FALSE
TPT1,-0.1507,-0.1142,0.848105,0.919231,0.994948,NS,Concordant Down,FALSE
RPL13,0.1907,0.074,0.900711,0.986666,0.976088,NS,Concordant Up,FALSE
ALAD,0.0793,-0.1847,0.989526,0.942289,0.916099,NS,Discordant (CRE Up / PLA Down),FALSE
EIF3E,-0.229,-0.0349,0.680073,0.994245,0.851682,NS,Concordant Down,FALSE
RAB6A,0.2616,-0.002,0.690148,0.999985,0.790526,NS,Discordant (CRE Up / PLA Down),FALSE
ACSS1,-0.2186,0.0444,0.825239,0.99429,0.836688,NS,Discordant (CRE Down / PLA Up),TRUE
KPNA6,-0.1808,-0.0822,0.819594,0.971212,0.969086,NS,Concordant Down,TRUE
RAN,0.037,-0.2252,0.995106,0.795607,0.8085,NS,Discordant (CRE Up / PLA Down),FALSE
RAD23B,-0.1335,-0.1286,0.883549,0.896762,0.999914,NS,Concordant Down,FALSE
PLGRKT,-0.1118,0.1499,0.966231,0.935124,0.863252,NS,Discordant (CRE Down / PLA Up),TRUE
TMEM109,0.1408,-0.1206,0.896072,0.928189,0.754631,NS,Discordant (CRE Up / PLA Down),FALSE
PPP3R1,-0.1395,-0.121,0.876722,0.915363,0.998806,NS,Concordant Down,TRUE
GDI2,0.0245,-0.2357,0.997176,0.692046,0.741557,NS,Discordant (CRE Up / PLA Down),FALSE
CCT5,0.0632,0.1952,0.9778,0.76703,0.930287,NS,Concordant Up,FALSE
KPNB1,0.1882,0.0699,0.76149,0.972072,0.941412,NS,Concordant Up,FALSE
TOLLIP,-0.1332,0.1246,0.934113,0.944946,0.827966,NS,Discordant (CRE Down / PLA Up),FALSE
AARSD1,-0.0195,-0.2377,0.998859,0.819704,0.89231,NS,Concordant Down,TRUE
BCKDHA,-0.2065,0.0494,0.819555,0.990952,0.8109,NS,Discordant (CRE Down / PLA Up),TRUE
NIBAN1,-0.1297,-0.1253,0.910782,0.927338,0.999942,NS,Concordant Down,TRUE
PGRMC2,-0.0649,-0.1895,0.979369,0.808053,0.945775,NS,Concordant Down,FALSE
PCNA,-0.1007,0.1536,0.977397,0.965277,0.91976,NS,Discordant (CRE Down / PLA Up),TRUE
CNDP2,0.2033,-0.0509,0.826378,0.990837,0.818885,NS,Discordant (CRE Up / PLA Down),FALSE
TFAM,-0.1818,0.0724,0.906733,0.98615,0.872892,NS,Discordant (CRE Down / PLA Up),TRUE
TFG,-0.0313,0.2218,0.997258,0.846678,0.861418,NS,Discordant (CRE Down / PLA Up),FALSE
BTD,-0.1103,0.1426,0.971353,0.95290299999999994,0.893001,NS,Discordant (CRE Down / PLA Up),FALSE
CCT6A,0.0463,0.2065,0.988222,0.732946,0.892597,NS,Concordant Up,FALSE
CHCHD2,0.2333,0.0192,0.747803,0.998679,0.862623,NS,Concordant Up,TRUE
ACADVL,0.0306,0.2217,0.996606,0.796629,0.897437,NS,Concordant Up,FALSE
CS,0.0632,0.189,0.984324,0.848683,0.955824,NS,Concordant Up,FALSE
HAGH,-0.1196,0.1326,0.944422,0.933523,0.825932,NS,Discordant (CRE Down / PLA Up),FALSE
DNM2,0.1862,0.0656,0.779589,0.976874,0.942332,NS,Concordant Up,FALSE
UBAP2L,-0.0391,-0.2122,0.997196,0.896831,0.956716,NS,Concordant Down,TRUE
RPSA,-0.1254,-0.1258,0.903013,0.906283,1,NS,Concordant Down,FALSE
EEA1,0.1743,-0.0769,0.899938,0.983619,0.863181,NS,Discordant (CRE Up / PLA Down),TRUE
RPS16,0.1017,-0.1489,0.954649,0.902107,0.80267,NS,Discordant (CRE Up / PLA Down),FALSE
GPHN,-0.2252,0.0253,0.776868,0.998049,0.832669,NS,Discordant (CRE Down / PLA Up),TRUE
PAICS,-0.0045,0.2458,0.999905,0.654681,0.752401,NS,Discordant (CRE Down / PLA Up),FALSE
MAGT1,0.0466,-0.202,0.996211,0.937544,0.927831,NS,Discordant (CRE Up / PLA Down),TRUE
ARMC1,-0.2093,0.0378,0.790523,0.996953,0.873105,NS,Discordant (CRE Down / PLA Up),TRUE
KPNA1,-0.0718,-0.1753,0.984176,0.917134,0.979262,NS,Concordant Down,TRUE
DEPTOR,-0.2039,-0.043,0.84731,0.994514,0.939739,NS,Concordant Down,TRUE
C8orf82,-0.1547,-0.0918,0.950434,0.989132,0.995832,NS,Concordant Down,TRUE
PSMD8,0.2373,-0.0085,0.748243,0.999754,0.82392,NS,Discordant (CRE Up / PLA Down),TRUE
COASY,-0.0442,-0.2015,0.992857,0.839593,0.933335,NS,Concordant Down,FALSE
SARNP,0.2118,-0.0339,0.812537,0.996362,0.839738,NS,Discordant (CRE Up / PLA Down),TRUE
FAM98A,0.0145,-0.2291,0.999579,0.883498,0.908754,NS,Discordant (CRE Up / PLA Down),TRUE
AP2A1,0.2221,-0.0214,0.749733,0.998161,0.800897,NS,Discordant (CRE Up / PLA Down),FALSE
RNPEP,0.0677,0.1754,0.986952,0.908311,0.976985,NS,Concordant Up,FALSE
PPP3CA,-2e-4,0.2426,1,0.645181,0.754309,NS,Discordant (CRE Down / PLA Up),FALSE
NEDD8,0.19,0.0525,0.89478,0.993013,0.964231,NS,Concordant Up,FALSE
CHMP5,0.1836,-0.0586,0.850425,0.989823,0.849419,NS,Discordant (CRE Up / PLA Down),TRUE
EIF3G,-0.1265,0.1153,0.932596,0.94844,0.831032,NS,Discordant (CRE Down / PLA Up),TRUE
SPEG,0.0235,-0.2179,0.998141,0.844515,0.857773,NS,Discordant (CRE Up / PLA Down),TRUE
RPL38,0.0271,-0.214,0.997763,0.84229,0.861383,NS,Discordant (CRE Up / PLA Down),FALSE
WDR1,-0.1239,-0.1162,0.897616,0.914264,0.999783,NS,Concordant Down,FALSE
RPS21,-0.0453,0.1945,0.989076,0.770529,0.760159,NS,Discordant (CRE Down / PLA Up),FALSE
RPN1,0.1466,-0.093,0.868335,0.952217,0.762011,NS,Discordant (CRE Up / PLA Down),FALSE
NUDT16,-0.1622,-0.0774,0.888111,0.978272,0.981368,NS,Concordant Down,TRUE
AK2,0.07,-0.1691,0.977998,0.863043,0.808412,NS,Discordant (CRE Up / PLA Down),FALSE
HMBS,0.1081,-0.1308,0.975068,0.965133,0.914704,NS,Discordant (CRE Up / PLA Down),TRUE
PSMA7,0.0099,-0.2282,0.999568,0.721927,0.791872,NS,Discordant (CRE Up / PLA Down),FALSE
DPP3,-0.0681,-0.1699,0.978703,0.858153,0.967041,NS,Concordant Down,FALSE
DDX17,0.1936,0.044,0.757267,0.98984,0.907516,NS,Concordant Up,FALSE
UBA1,0.0507,-0.186,0.985715,0.783344,0.758474,NS,Discordant (CRE Up / PLA Down),FALSE
LUC7L2,-0.2163,0.0196,0.780738,0.998922,0.855366,NS,Discordant (CRE Down / PLA Up),TRUE
ACAA2,0.06,-0.1758,0.980468,0.815742,0.770536,NS,Discordant (CRE Up / PLA Down),FALSE
C1R,0.0055,0.2301,0.99994,0.882702,0.923266,NS,Concordant Up,TRUE
VPS29,0.0675,-0.168,0.987467,0.922331,0.889839,NS,Discordant (CRE Up / PLA Down),TRUE
PPME1,-0.0481,-0.1873,0.990446,0.853123,0.943687,NS,Concordant Down,TRUE
DHCR24,-0.1458,0.0895,0.942726,0.982112,0.903039,NS,Discordant (CRE Down / PLA Up),TRUE
EPDR1,0.0545,-0.1806,0.991702,0.903036,0.884497,NS,Discordant (CRE Up / PLA Down),FALSE
EEF1B2,0.0835,0.1514,0.96722,0.888581,0.985821,NS,Concordant Up,FALSE
PGM2,0.1251,0.1088,0.956905,0.969301,0.999547,NS,Concordant Up,TRUE
FDX1,-0.0657,-0.168,0.992758,0.961979,0.989282,NS,Concordant Down,TRUE
CHMP2A,0.0209,-0.2127,0.998879,0.870987,0.891905,NS,Discordant (CRE Up / PLA Down),TRUE
EIF3A,-0.0888,0.1439,0.957214,0.884896,0.786899,NS,Discordant (CRE Down / PLA Up),FALSE
PGK1,-0.0362,-0.1964,0.991704,0.712305,0.87168,NS,Concordant Down,FALSE
DNPEP,0.058,0.1746,0.986067,0.863158,0.959905,NS,Concordant Up,FALSE
FDPS,-0.1539,0.0775,0.863229,0.969498,0.791394,NS,Discordant (CRE Down / PLA Up),FALSE
PCMT1,-0.1611,-0.0702,0.835745,0.973119,0.968058,NS,Concordant Down,FALSE
UBXN4,-0.1407,0.0903,0.939347,0.9798,0.895155,NS,Discordant (CRE Down / PLA Up),TRUE
OSBP,-0.0505,0.1804,0.990793,0.876018,0.855975,NS,Discordant (CRE Down / PLA Up),TRUE
AIFM1,-0.0515,0.1785,0.989092,0.855947,0.83350900000000006,NS,Discordant (CRE Down / PLA Up),FALSE
HIBADH,-0.2052,0.0243,0.810713,0.997866,0.843028,NS,Discordant (CRE Down / PLA Up),FALSE
EIF5A,-0.0665,-0.1626,0.979499,0.868695,0.97032,NS,Concordant Down,FALSE
TXNDC12,-0.1853,-0.0435,0.903164,0.995047,0.961527,NS,Concordant Down,TRUE
FERMT2,-0.1984,0.0295,0.818407,0.996746,0.840957,NS,Discordant (CRE Down / PLA Up),FALSE
VPS37C,-0.0344,-0.1932,0.998015,0.952132,0.974406,NS,Concordant Down,TRUE
RTN4IP1,-0.0527,0.1733,0.993225,0.937679,0.917846,NS,Discordant (CRE Down / PLA Up),TRUE
CHMP6,0.0171,-0.2087,0.998566,0.783104,0.811408,NS,Discordant (CRE Up / PLA Down),TRUE
HSPA4,-0.1287,0.0966,0.871796,0.933604,0.732853,NS,Discordant (CRE Down / PLA Up),FALSE
UAP1,0.1484,-0.0768,0.930427,0.982988,0.88964,NS,Discordant (CRE Up / PLA Down),TRUE
NHLRC2,-0.1552,0.0697,0.882737,0.978988,0.832,NS,Discordant (CRE Down / PLA Up),TRUE
PSMA2,-0.1541,-0.0692,0.914301,0.984626,0.983556,NS,Concordant Down,FALSE
IMPDH2,-0.096,-0.127,0.959296,0.928053,0.997355,NS,Concordant Down,TRUE
FAM114A1,0.0604,-0.1625,0.993226,0.920046,0.918858,NS,Discordant (CRE Up / PLA Down),TRUE
SZRD1,-0.1335,-0.089,0.974231,0.991095,0.998305,NS,Concordant Down,TRUE
HSD17B10,0.1504,0.0707,0.877557,0.976333,0.978896,NS,Concordant Up,FALSE
PCCA,0.1516,-0.0694,0.924501,0.986586,0.893526,NS,Discordant (CRE Up / PLA Down),TRUE
C2,-0.0361,0.1841,0.99777,0.936222,0.93719,NS,Discordant (CRE Down / PLA Up),TRUE
SERPINA3,0.1468,0.0733,0.964309,0.991749,0.994108,NS,Concordant Up,FALSE
SPAG7,-0.0497,-0.169,0.992541,0.908579,0.969253,NS,Concordant Down,TRUE
RRAD,0.1554,0.0625,0.927676,0.990588,0.984254,NS,Concordant Up,TRUE
RPL13A,0.1103,-0.1071,0.953738,0.958165,0.873201,NS,Discordant (CRE Up / PLA Down),FALSE
POLDIP2,-0.1721,0.0451,0.930517,0.995045,0.918496,NS,Discordant (CRE Down / PLA Up),TRUE
TGFBI,0.1833,0.0338,0.940111,0.9983,0.97439,NS,Concordant Up,TRUE
DARS1,0.0501,0.1666,0.988797,0.863793,0.956212,NS,Concordant Up,FALSE
ETFB,-0.0474,0.1691,0.992887,0.902451,0.887807,NS,Discordant (CRE Down / PLA Up),FALSE
BUB3,0.133,-0.0834,0.921706,0.980203,0.88458,NS,Discordant (CRE Up / PLA Down),TRUE
NDUFB6,0.1999,0.0163,0.891815,0.999414,0.940702,NS,Concordant Up,TRUE
ABHD10,-0.1657,-0.0505,0.904591,0.992213,0.970077,NS,Concordant Down,TRUE
PRKCQ,-0.0313,-0.1842,0.996761,0.899074,0.94816,NS,Concordant Down,TRUE
RPS12,0.2093,0.0056,0.736207,0.999857,0.836128,NS,Concordant Up,FALSE
CDC42,0.0334,-0.1809,0.996233,0.876927,0.879902,NS,Discordant (CRE Up / PLA Down),FALSE
IMPA2,-0.1827,-0.0309,0.929554,0.998291,0.968246,NS,Concordant Down,TRUE
GSR,-0.0269,0.1852,0.996629,0.813552,0.831674,NS,Discordant (CRE Down / PLA Up),FALSE
TPD52L1,0.1087,-0.1033,0.966245,0.970922,0.909726,NS,Discordant (CRE Up / PLA Down),TRUE
RGN,-0.0048,0.2063,0.999959,0.913242,0.937757,NS,Discordant (CRE Down / PLA Up),TRUE
DBT,-0.1908,0.02,0.868541,0.99882,0.893582,NS,Discordant (CRE Down / PLA Up),TRUE
ANK1,0.0372,-0.1735,0.998084,0.957117,0.955169,NS,Discordant (CRE Up / PLA Down),FALSE
EIF2B1,-0.1188,0.0916,0.948557,0.983561,0.921741,NS,Discordant (CRE Down / PLA Up),TRUE
RPL18,0.1622,0.0481,0.867203,0.990204,0.958384,NS,Concordant Up,FALSE
CRKL,-0.0688,-0.1414,0.972402,0.876472,0.979487,NS,Concordant Down,FALSE
PSMA6,-0.0015,0.2084,0.999993,0.839264,0.888018,NS,Discordant (CRE Down / PLA Up),FALSE
RDH13,0.0983,-0.1106,0.975868,0.975186,0.930196,NS,Discordant (CRE Up / PLA Down),TRUE
SPTB,-0.08,-0.1283,0.989817,0.97408,0.997497,NS,Concordant Down,FALSE
MTAP,0.1542,-0.0538,0.865681,0.986167,0.835902,NS,Discordant (CRE Up / PLA Down),FALSE
GMPPB,-0.1695,0.0385,0.853892,0.993985,0.855735,NS,Discordant (CRE Down / PLA Up),FALSE
PPCS,0.0999,0.1071,0.949235,0.96191,0.999874,NS,Concordant Up,TRUE
DDOST,0.1166,0.0901,0.955483,0.975768,0.998592,NS,Concordant Up,TRUE
CDH13,0.0026,0.2035,0.999974,0.815303,0.876978,NS,Concordant Up,FALSE
NDUFA11,0.0226,-0.1834,0.998852,0.930378,0.933883,NS,Discordant (CRE Up / PLA Down),TRUE
PNP,0.0635,0.1425,0.993284,0.965833,0.992802,NS,Concordant Up,FALSE
MAPKAPK2,-0.1558,-0.0496,0.91774,0.993892,0.977727,NS,Concordant Down,TRUE
SERPINF2,0.1324,0.0728,0.96736,0.990817,0.995672,NS,Concordant Up,FALSE
LYPLAL1,-0.1977,-0.0075,0.830023,0.999823,0.901326,NS,Concordant Down,TRUE
GNAI1,0.0345,-0.1705,0.997424,0.963568,0.953944,NS,Discordant (CRE Up / PLA Down),TRUE
HNRNPH1,0.0741,-0.1309,0.965618,0.888106,0.805468,NS,Discordant (CRE Up / PLA Down),FALSE
GGCT,-0.0896,-0.1151,0.969069,0.94961,0.998436,NS,Concordant Down,FALSE
GBP2,-0.0371,-0.1668,0.996927,0.922969,0.970741,NS,Concordant Down,TRUE
IST1,-0.0692,0.1345,0.976714,0.909433,0.851358,NS,Discordant (CRE Down / PLA Up),TRUE
MAOB,-0.113,-0.0906,0.94871,0.969043,0.998771,NS,Concordant Down,FALSE
RCN1,0.0512,-0.15,0.991199,0.919683,0.897997,NS,Discordant (CRE Up / PLA Down),FALSE
PPTC7,0.0815,-0.1196,0.981027,0.963624,0.921733,NS,Discordant (CRE Up / PLA Down),TRUE
CHCHD4,-0.1909,-0.0098,0.913421,0.999773,0.943369,NS,Concordant Down,TRUE
COA3,0.01,0.1903,0.999784,0.926659,0.951232,NS,Concordant Up,TRUE
HUWE1,-0.0363,-0.1637,0.993605,0.865325,0.94356,NS,Concordant Down,TRUE
LTA4H,-0.0837,-0.1161,0.947507,0.898028,0.995285,NS,Concordant Down,FALSE
HNRNPH3,-0.1481,0.0513,0.914365,0.990937,0.893847,NS,Discordant (CRE Down / PLA Up),TRUE
HBS1L,0.0678,0.1315,0.983378,0.939152,0.990404,NS,Concordant Up,TRUE
TMEM126A,-0.176,-0.0226,0.917981,0.99896,0.961308,NS,Concordant Down,TRUE
XPNPEP1,-0.0958,0.1026,0.957546,0.9528,0.870309,NS,Discordant (CRE Down / PLA Up),FALSE
ATP5F1B,0.0772,0.1208,0.973536,0.934285,0.994559,NS,Concordant Up,FALSE
TSN,0.1236,-0.0736,0.935503,0.979202,0.886548,NS,Discordant (CRE Up / PLA Down),FALSE
