"gene","uniprot_id","logFC_CvH","pval_CvH","cancer_dir","logFC_Training_CRE","logFC_Training_PLA","P.Value_Training_CRE","P.Value_Training_PLA","logFC_Supplement_Interaction","P.Value_Supplement_Interaction","delta_from_identity"
"EHD2","Q9NZN4",1.84190868406283,0.00021637686856744,"Cancer Up",0.182000060131106,-0.929342344746896,0.755506085144223,0.131701367719361,1.111342404878,0.192621884442636,1.111342404878
"ORM1","P02763",2.78423192848246,6.42440759551715e-06,"Cancer Up",0.503552025389929,-0.606003413380304,0.464646507458133,0.395863602383982,1.10955543877023,0.265813634330975,1.10955543877023
"PDLIM3","Q53GG5",-0.716658983193284,0.0278535016003929,"Cancer Down",-0.226666038341335,0.877788778449485,0.560715922939517,0.0408046071761416,-1.10445481679082,0.0593173619391547,-1.10445481679082
"CNN2","Q99439",1.47931394479139,0.00644747865797508,"Cancer Up",0.608580867687039,-0.495338973901859,0.218205577197846,0.328634239457666,1.1039198415889,0.123069842405752,1.1039198415889
"COQ3","Q9NZJ6",-1.10007452604049,0.00696872963607896,"Cancer Down",-0.448797775876173,0.652896630886556,0.349251421657307,0.203431068700282,-1.10169440676273,0.12063409325296,-1.10169440676273
"AKR1C1","Q04828",2.17897300245986,8.14795057530863e-05,"Cancer Up",0.229006659807212,-0.871917264502724,0.715306619752244,0.185811366436606,1.10092392430994,0.22840866191748,1.10092392430994
"SORBS1","Q9BX66",1.42140677811857,0.00524791031022141,"Cancer Up",0.062341958029041,-1.03842931027411,0.908049502041643,0.106963645569,1.10077126830315,0.191131086522342,1.10077126830315
"SLC35A4","L0R6Q1",-0.68617744812188,0.0109635712476036,"Cancer Down",-0.526899422529151,0.567076997049378,0.0849935507263465,0.175209864810486,-1.09397641957853,0.04023797200114,-1.09397641957853
"PDIA3","P30101",1.03509051484526,0.0008128143177286,"Cancer Up",0.555449692558899,-0.533925708992577,0.132328562222866,0.160989137423305,1.08937540155148,0.0435315849517934,1.08937540155148
"PRXL2A","Q9BRX8",0.898143719767937,0.0277337305689684,"Cancer Up",-0.0192390332530508,-1.10656380923389,0.969447405397636,0.0402588607382839,1.08732477598084,0.140021014116268,1.08732477598084
"SPTAN1","Q13813",1.5800381833696,7.71152074078078e-05,"Cancer Up",0.495811156562844,-0.589717085038398,0.287998997720314,0.223414111048501,1.08552824160124,0.110396432168722,1.08552824160124
"IGLC2","P0DOY2",3.35109318844676,1.18510645868683e-06,"Cancer Up",0.536475476423551,-0.5452156734626,0.463534129334925,0.471481539682561,1.08169114988615,0.306529182470135,1.08169114988615
"ATP2A2","P16615",-0.834175075245536,0.00855705941390828,"Cancer Down",-0.464469724353037,0.614979505003745,0.225660159869178,0.124013028887229,-1.07944922935678,0.0549914851209338,-1.07944922935678
"FLNC","Q14315",-0.650958009400686,0.0408884045245682,"Cancer Down",-0.0844061915251508,0.990927220001488,0.822463120761628,0.0185010944951588,-1.07533341152664,0.0579528284329899,-1.07533341152664
"CD81","P60033",1.8957203862784,0.00012619370678957,"Cancer Up",0.0498331263328851,-1.02272054883283,0.929589643504692,0.0876254579879876,1.07255367516572,0.192874823198877,1.07255367516571
"NRP1","O14786",0.588982531771785,0.0478669989696061,"Cancer Up",0.167003174077745,-0.901919889919448,0.642929022553892,0.0439128375265136,1.06892306399719,0.0663541190057211,1.06892306399719
"KPNA3","O00505",-0.75317009878281,0.0137963929195518,"Cancer Down",-0.215843815216349,0.852980265383803,0.557594613248735,0.0423801186509538,-1.06882408060015,0.0583713007350545,-1.06882408060015
"FAH","P16930",1.31446040351667,2.68767711365796e-05,"Cancer Up",0.188827586700405,-0.879732340859803,0.594330142538053,0.0217543223332644,1.06855992756021,0.0428535633397483,1.06855992756021
"RAB8A","P61006",1.76924073294761,0.00313971209688245,"Cancer Up",0.471956108279496,-0.595582805890835,0.308785822095724,0.227458543930904,1.06753891417033,0.119694429220304,1.06753891417033
"IGKV3-11","P04433",3.02608395183506,3.2959313887538e-08,"Cancer Up",0.0756017348678597,-0.989078447823832,0.885829049241724,0.085511184266975,1.06468018269169,0.17313505678704,1.06468018269169
"RNF7","Q9UBF6",-0.695067001659357,0.0335837973222394,"Cancer Down",-0.510538579115178,0.553164216830918,0.270716183496829,0.230028688685522,-1.0637027959461,0.108744924875602,-1.0637027959461
"MSN","P26038",1.18527919974117,0.00016392138638693,"Cancer Up",0.47129966203283,-0.591594597990902,0.203785540507189,0.125588201769673,1.06289426002373,0.0507766184771692,1.06289426002373
"PSMF1","Q92530",0.794029335351912,0.0087662458028724,"Cancer Up",0.339343865227931,-0.722761232863334,0.34600241467464,0.0582072259029097,1.06210509809127,0.0460864593711022,1.06210509809126
"TUBB6","Q9BUF5",1.69032706160928,6.49942369073526e-05,"Cancer Up",0.462414503696216,-0.595972116417499,0.34174104600517,0.238361188699116,1.05838662011372,0.135035577965889,1.05838662011372
"LRRC59","Q96AG4",0.974432807129201,0.00202044360645125,"Cancer Up",0.659534924368863,-0.397772894665014,0.0908775440546312,0.377989592252741,1.05730781903388,0.0807151067969368,1.05730781903388
"PGM5","Q15124",-0.686086963022792,0.0151168253162821,"Cancer Down",-0.449328903129526,0.606986290905642,0.17080010782572,0.0769910858173544,-1.05631519403517,0.0291722983311178,-1.05631519403517
"TNS1","Q9HBL0",0.996470550723672,0.00061326388865289,"Cancer Up",0.0877382243880938,-0.956205705624836,0.793939253608484,0.00950372389941995,1.04394393001293,0.0375037377416297,1.04394393001293
"CYFIP1","Q7L576",0.878783351966396,0.00222568402963218,"Cancer Up",0.341619692079718,-0.701638949462446,0.326411649411929,0.0547756647856937,1.04325864154216,0.043668922011386,1.04325864154216
"C19orf12","Q9NSK7",-0.849492646701336,0.00608663929391773,"Cancer Down",0.112972923944831,1.15567634029193,0.784871621531134,0.0515853461021165,-1.0427034163471,0.145006245331193,-1.0427034163471
"TKT","P29401",2.52005943896046,8.98743960443979e-06,"Cancer Up",0.235794933323621,-0.804700639406473,0.709786532061377,0.22511389119785,1.04049557273009,0.258553082386586,1.04049557273009
"IGHG2","P01859",3.37377947395893,1.75116492877479e-06,"Cancer Up",0.483092216269455,-0.554697515892322,0.513069389879011,0.468356734174624,1.03778973216178,0.331052523468761,1.03778973216178
"FAM162A","Q96A26",-1.07061805582614,0.00084439575305871,"Cancer Down",-0.00397470457849991,1.0325773814763,0.991451037783478,0.0110661705351244,-1.0365520860548,0.0597933759298334,-1.0365520860548
"GPD1","P21695",0.801842535043356,0.00148043547691167,"Cancer Up",0.077378982382946,-0.957853865393062,0.788225410476957,0.00295883253020981,1.03523284777601,0.0174425722287935,1.03523284777601
"CNP","P09543",0.667739979567269,0.0113981445913562,"Cancer Up",0.374913806728578,-0.658475986857109,0.246491397229755,0.0853795841261468,1.03338979358569,0.0429954171142175,1.03338979358569
"TUBA1C","Q9BQE3",2.17431592763132,0.0395933464688377,"Cancer Up",0.304463916185307,-0.7271023187377,0.546121352962931,0.209823669497426,1.03156623492301,0.183375028570721,1.03156623492301
"MYL6","P60660",0.833996207893936,0.0395214845712673,"Cancer Up",0.485953991945788,-0.538082990012857,0.343135433694654,0.310931634662568,1.02403698195864,0.168793204048239,1.02403698195865
"MRPL12","P52815",-0.643065058450617,0.0458721250318672,"Cancer Down",0.103250667350128,1.12434863276429,0.78645336753297,0.0669334284824017,-1.02109796541416,0.155448715712056,-1.02109796541416
"YWHAZ","P63104",0.901877854052167,0.00783713143477883,"Cancer Up",0.501974051926354,-0.51875874585437,0.230390595149118,0.230975580335301,1.02073279778072,0.0940503798856863,1.02073279778072
"CYB5A","P00167",1.27090737337,0.0106585496100415,"Cancer Up",0.101495861403237,-0.917180153625154,0.8705506683022,0.155189619284359,1.01867601502839,0.25709008118217,1.01867601502839
"AOC3","Q16853",3.01821931261286,2.93399237636392e-05,"Cancer Up",-0.0349484762717438,-1.05318720047822,0.965779008750227,0.217617722510194,1.01823872420648,0.38813453568079,1.01823872420648
"STBD1","O95210",-0.990706114210873,0.0016455214923474,"Cancer Down",-0.177672716953506,0.838465318913741,0.632504889148797,0.0355638732478983,-1.01613803586725,0.0645884187773101,-1.01613803586725
"CAV1","Q03135",1.98237926850689,0.0004928741897611,"Cancer Up",0.102401557623057,-0.912528477758087,0.878250488293806,0.193591016774852,1.01493003538114,0.295916223520055,1.01493003538114
"COMP","P49747",3.77124656216749,0.00438566376573106,"Cancer Up",0.363390141360306,-0.64933044701958,0.701376205663455,0.503044902247195,1.01272058837989,0.45616342468555,1.01272058837989
"ADPRH","P54922",-1.56475912606506,0.00020953876142092,"Cancer Down",-0.644372458787178,0.36739766795446,0.187266156819603,0.471495970658091,-1.01177012674164,0.155825916402421,-1.01177012674164
"AGL","P35573",-0.677818711373849,0.0450468436535899,"Cancer Down",-0.104020384492895,0.905239230583788,0.801981818656259,0.0476150822656725,-1.00925961507668,0.103548332065035,-1.00925961507668
"ALDH2","P05091",0.706745281305995,0.0229625735619221,"Cancer Up",0.160431606068506,-0.848754008601261,0.668256188418094,0.0348464474136832,1.00918561466977,0.0683923082814527,1.00918561466977
"PLN","P26678",-1.09843091549495,0.00160929372502171,"Cancer Down",-0.624108375245676,0.384799286885116,0.127819667859928,0.372063357741312,-1.00890766213079,0.0947179507920619,-1.00890766213079
"CTTN","Q14247",1.14799485803506,2.27378060967002e-05,"Cancer Up",0.364139897287988,-0.643379361348117,0.175220383741354,0.0244805604232945,1.0075192586361,0.0122255257619967,1.0075192586361
"DMAC2L","Q99766",-0.860767473042085,0.00084328153334841,"Cancer Down",-0.557855687507651,0.446435631730942,0.0658676830933468,0.17151649469697,-1.00429131923859,0.0285862164684235,-1.00429131923859
"DIAPH2","O60879",-1.72908983454396,5.7275062792764e-05,"Cancer Down",0.445498749216792,1.44958196015427,0.417558496956926,0.0146739652872964,-1.00408321093747,0.201210793808088,-1.00408321093748
"COPE","O14579",0.552621803433926,0.0242517041083758,"Cancer Up",0.842405671823427,-0.160786108625977,0.00353647563484372,0.606930952891157,1.0031917804494,0.0204914370802236,1.0031917804494
"S100A10","P60903",1.68171309312735,0.00053773467439097,"Cancer Up",0.608600586947315,-0.394525302056572,0.292574115430969,0.507179032416213,1.00312588900389,0.229381121933069,1.00312588900389
"PTGDS","P41222",1.37687256808449,0.0455226706003001,"Cancer Up",0.397748879557259,-0.602456483944504,0.429256073982567,0.231393956184817,1.00020536350176,0.165330417175522,1.00020536350176
"ENO1","P06733",0.532235262192206,0.0467769672891117,"Cancer Up",0.118401765609683,-0.880642707082043,0.72270542888529,0.0153456456489847,0.999044472691725,0.0444074770853547,0.999044472691726
"CD34","P28906",1.69648949510977,0.00412921754443317,"Cancer Up",0.553261365639552,-0.444827065683459,0.0606048716548663,0.27114938931036,0.998088431323012,0.0530037776703951,0.998088431323011
"PTMS","P20962",1.04687255222806,0.0001359762880002,"Cancer Up",0.466734918282203,-0.529863738450679,0.140905244914547,0.094108809210201,0.996598656732882,0.0293334208198501,0.996598656732882
"CLIC2","O15247",0.78345076120779,0.0312542700690441,"Cancer Up",-0.261279494837117,0.727329381079043,0.578571601284831,0.170520237071563,-0.98860887591616,0.16929605855709,-0.98860887591616
"SNX1","Q13596",0.913874289276992,0.012784693877579,"Cancer Up",0.416338142874556,-0.571275081756315,0.30243040483018,0.203541726202218,0.987613224630874,0.106425141285789,0.987613224630871
"FIS1","Q9Y3D6",-0.683471554849945,0.0013823210368684,"Cancer Down",-0.225736134116413,0.76050326481953,0.360625747877684,0.00516174922681705,-0.986239398935943,0.00854910734332406,-0.986239398935943
"TUBB","P07437",0.81586295531898,0.00678369693788019,"Cancer Up",0.326087368945025,-0.657091045904593,0.381930848869156,0.0944172273113811,0.983178414849618,0.0729852536368918,0.983178414849618
"ACYP2","P14621",-0.90519785032431,0.0176832841753467,"Cancer Down",-0.130226940442299,0.850223861117854,0.776790809433746,0.081396188456899,-0.980450801560153,0.145163805078496,-0.980450801560153
"TXN","P10599",0.691998766371231,0.00179250630524449,"Cancer Up",0.267465987902998,-0.710883578725721,0.314460645475177,0.013522464925726,0.978349566628719,0.0144208884003365,0.978349566628719
"MAPT","P10636",-0.797970889577474,0.00137084121054021,"Cancer Down",-0.208352360869704,0.768558030717049,0.485192812170721,0.0174516278802607,-0.976910391586753,0.0285666867407123,-0.976910391586753
"CAVIN2","O95810",1.66632180994513,9.65759325775865e-05,"Cancer Up",-0.0139088097846169,-0.989054895434549,0.977333839608497,0.0585362326256822,0.975146085649932,0.173246780099914,0.975146085649932
"SLC25A20","O43772",-0.678835837227055,0.0106702976888908,"Cancer Down",-0.185056986703813,0.788130811643807,0.559346631981155,0.025085243981008,-0.97318779834762,0.0421786507236296,-0.97318779834762
"MRPL38","Q96DV4",-0.943418169729613,0.0255166509711155,"Cancer Down",0.275622301959704,1.24770765931897,0.563423433983739,0.17534011278518,-0.972085357359269,0.340062013851991,-0.972085357359266
"DMTN","Q08495",1.77937947136567,0.0380812378897026,"Cancer Up",0.197674232058549,-0.773688281966749,0.73782834243539,0.156648892500572,0.971362514025298,0.229546123652788,0.971362514025298
"SEPTIN11","Q9NVA2",0.722857659058668,0.00378676220913694,"Cancer Up",0.637595897498315,-0.329816767554036,0.0468742892067148,0.293089645652138,0.96741266505235,0.0341795624495628,0.967412665052351
"RPL37A","P61513",0.731198174827993,0.0177356247110029,"Cancer Up",0.27373581463943,-0.692879081092048,0.317857601971559,0.108876523326107,0.966614895731478,0.0631587336496593,0.966614895731478
"SUMO2","P61956",0.90253289075131,0.00039069395739618,"Cancer Up",0.339128866074113,-0.627151480370934,0.254009669051745,0.0583688590857027,0.966280346445046,0.0330570167400334,0.966280346445047
"SAMM50","Q9Y512",-0.753113463767342,0.0156012131260565,"Cancer Down",-0.142904615583774,0.820933990380169,0.703669138088064,0.0415053514117538,-0.963838605963943,0.0821459090108727,-0.963838605963943
"ENO3","P13929",-0.627683442592552,0.0417454613335871,"Cancer Down",-0.153597460503768,0.805863264892441,0.675725536504977,0.0406329497333648,-0.959460725396209,0.076840365304954,-0.959460725396209
"JCHAIN","P01591",2.72571570602501,0.00141382140448483,"Cancer Up",0.385384816834847,-0.573768540578047,0.619355239616805,0.487691614046212,0.959153357412895,0.399013648636208,0.959153357412894
"CALD1","Q05682",1.54131140163637,0.00055087731220551,"Cancer Up",0.744935872415716,-0.213660094536259,0.102597915025111,0.643823708669358,0.958595966951975,0.142533341134353,0.958595966951975
"TUBB2A","Q13885",0.739230504210724,0.0279271332897337,"Cancer Up",0.340415231699648,-0.614676530539668,0.41661309072593,0.16113167528636,0.955091762239316,0.118949090644213,0.955091762239316
"MECR","Q9BV79",-0.600116328856942,0.0326296043701949,"Cancer Down",-0.252698294784565,0.702047504835523,0.461881446411696,0.052001538584321,-0.954745799620088,0.0586521138112714,-0.954745799620088
"PGD","P52209",1.24356201081239,0.00012316889398188,"Cancer Up",0.240870731861893,-0.713503004105071,0.514669331415705,0.0689712435117708,0.954373735966964,0.0796280466947914,0.954373735966964
"VAT1","Q99536",1.5896998918643,8.8143821885029e-05,"Cancer Up",0.596999500204507,-0.357177196428115,0.208517914155159,0.463030257557056,0.954176696632622,0.163785778638395,0.954176696632622
"TUBA1B","P68363",0.60324872367719,0.0274773270188324,"Cancer Up",0.461483864328937,-0.492208846915535,0.18306690752429,0.170371911566729,0.953692711244472,0.0597883178161446,0.953692711244472
"LASP1","Q14847",1.81552828043206,0.00014982505210711,"Cancer Up",0.456611831882185,-0.496735761092211,0.328614042372169,0.304819010453536,0.953347592974396,0.160105180816427,0.953347592974396
"NDUFA12","Q9UI09",-0.786932514568512,0.03803828106458,"Cancer Down",-0.0496592622875021,0.902299237108434,0.913567745277207,0.0644124605260925,-0.951958499395936,0.155434236977189,-0.951958499395936
"ENDOD1","O94919",-0.873708874921302,0.00044605952542996,"Cancer Down",-0.237434632865359,0.712008349275823,0.420232902061424,0.0246526546721259,-0.949442982141182,0.0306452776211455,-0.949442982141182
"ABCF1","Q8NE71",-0.60672835008554,0.021430125400192,"Cancer Down",-0.257144176986884,0.691831248870606,0.437478587233066,0.0612355643713875,-0.94897542585749,0.0592090803062114,-0.94897542585749
"CYB5R1","Q9UHQ9",-0.744026379369444,0.0012256256988228,"Cancer Down",-0.250886684522939,0.697750247422331,0.356960101617935,0.0176368886317155,-0.94863693194527,0.0200813984688278,-0.94863693194527
"PSMD7","P51665",-0.40669316007304,0.0458958047794711,"Cancer Down",-0.0435615808162773,0.903931648274241,0.865380563522986,0.00182311845780596,-0.947493229090519,0.0149970401131999,-0.947493229090518
"C11orf54","Q9H0W9",-0.757700543123441,0.00797086808094057,"Cancer Down",-0.492820500263779,0.450417645033333,0.154251727181044,0.206535013172367,-0.943238145297112,0.061418661272868,-0.943238145297112
"VWF","P04275",0.789972530533376,0.0214394298202057,"Cancer Up",0.0779025988293149,-0.858838362390909,0.819163300365307,0.0363444640372863,0.936740961220224,0.0806366120987654,0.936740961220224
"LGALS1","P09382",1.21060351366893,6.02570053623053e-05,"Cancer Up",0.0257274936599678,-0.910537525730813,0.929142192293275,0.00462265424620229,0.936265019390781,0.0308853963317069,0.936265019390781
"PDHX","O00330",-0.930618011071914,0.00441875924680563,"Cancer Down",-0.244321393698385,0.687217611942714,0.528180925964955,0.0932271908750672,-0.931539005641099,0.101391601878579,-0.931539005641099
