"gene","uniprot_id","logFC_CvH","pval_CvH","cancer_dir","logFC_Training_CRE","logFC_Training_PLA","P.Value_Training_CRE","P.Value_Training_PLA","logFC_Supplement_Interaction","P.Value_Supplement_Interaction","delta_from_identity"
"SMTNL1","A8MU46",-1.14750532701083,0.00072638558711145,"Cancer Down",-0.906473863270548,0.0202853312412863,0.0221122435398218,0.961033853654885,-0.926759194511835,0.10680443255226,-0.926759194511834
"TF","P02787",2.663931921054,4.55798514674649e-06,"Cancer Up",0.495940126006857,-0.428398312607598,0.43608011032333,0.514917754702585,0.924338438614456,0.314815791051004,0.924338438614455
"CST3","P01034",1.21163362659713,0.00141657255777462,"Cancer Up",0.529362834158601,-0.388586248752436,0.24332493199853,0.429511970431036,0.917949082911036,0.173623151912358,0.917949082911037
"PDIA4","P13667",0.632109042084615,0.0158419351436584,"Cancer Up",0.591205122109244,-0.326738458662643,0.0739535846705543,0.36646013828135,0.917943580771887,0.0649522534276311,0.917943580771887
"ANK3","Q12955",-1.0456177822218,1.11561031363719e-05,"Cancer Down",-0.33433588407857,0.579789380254766,0.246804934711056,0.161657333558199,-0.914125264333336,0.0763181457641924,-0.914125264333336
"SRI","P30626",1.40934601126269,2.62986112336973e-05,"Cancer Up",0.209522190455097,-0.700518290932077,0.57471390565329,0.0769290481962078,0.910040481387174,0.0973395495698608,0.910040481387174
"NDUFS5","O43920",-0.762523558682261,0.0238235659517836,"Cancer Down",0.0684862402491504,0.977718931622412,0.864294847569141,0.024154268391278,-0.909232691373262,0.122477147244085,-0.909232691373262
"TLN1","Q9Y490",1.21522320322842,4.75743325421936e-05,"Cancer Up",0.347381628065634,-0.56004423696778,0.317637624947362,0.123955047259367,0.907425865033414,0.075115538784481,0.907425865033414
"HSD17B8","Q92506",-0.680869185490767,0.023029272943733,"Cancer Down",-0.408175068759824,0.49495166515236,0.251885100336576,0.192933104343897,-0.903126733912185,0.0870288420773328,-0.903126733912184
"EPB41L2","O43491",1.26203003701469,7.14874025113942e-05,"Cancer Up",0.332801166551366,-0.567448613607752,0.352837139967649,0.130543363766912,0.900249780159118,0.0863574237460998,0.900249780159118
"ARPC1A","Q92747",-0.57697917258681,0.0483748871342644,"Cancer Down",-0.299373145040677,0.600056658393239,0.480671467329063,0.162985448383113,-0.899429803433916,0.144484962815945,-0.899429803433916
"SOD3","P08294",1.89377097638173,2.01701280443556e-05,"Cancer Up",-0.0835358855770565,-0.981701010155529,0.863548814593774,0.0585583343423946,0.898165124578473,0.205362678699492,0.898165124578473
"SLC25A11","Q02978",-1.0748276190274,0.00417890363672581,"Cancer Down",-0.045001509820171,0.848191759238162,0.920406947101441,0.0766444689962209,-0.893193269058333,0.175038013277497,-0.893193269058333
"DDAH2","O95865",1.63790839749531,4.36534455428055e-05,"Cancer Up",0.306518440350519,-0.577673231308676,0.497305752571732,0.245004113522076,0.884191671659195,0.190980322412951,0.884191671659195
"MYH9","P35579",0.95627251646005,0.00152170997782608,"Cancer Up",0.49590216606278,-0.386736455220397,0.169151548429272,0.296696912066418,0.882638621283178,0.0917212630720836,0.882638621283177
"RHOA","P61586",0.58170212250262,0.00292551670934809,"Cancer Up",0.209062327343734,-0.673242286162317,0.37536209241016,0.00893713513313291,0.882304613506051,0.0131690528866364,0.882304613506051
"DDX19A","Q9NUU7",-0.606198403961667,0.0259441443581816,"Cancer Down",-0.238599159032432,0.642452600268832,0.480135039983882,0.0728221022675437,-0.881051759301265,0.0766604982832485,-0.881051759301264
"TPM4","P67936",1.46112700099538,9.64506644052546e-05,"Cancer Up",0.788458390016523,-0.0908431153855709,0.0783535344460177,0.840409847067233,0.879301505402093,0.167951929651531,0.879301505402094
"FAM98B","Q52LJ0",-0.538016008434568,0.0370276861069346,"Cancer Down",-0.389720036699,0.488084819313499,0.25158202393356,0.181006655858081,-0.877804856012499,0.0834308887347643,-0.877804856012499
"SH3BGRL","O75368",1.88441814480566,6.76432225841715e-06,"Cancer Up",0.661310729642192,-0.214850548900813,0.148570081708535,0.64471689716144,0.876161278543005,0.182312621477728,0.876161278543005
"NID1","P14543",1.16046663854889,0.00885225221982773,"Cancer Up",0.487946315883562,-0.386071131415356,0.34233801074584,0.482612688451176,0.874017447298918,0.248781685376852,0.874017447298918
"MCCC1","Q96RQ3",-0.596922959874096,0.0202500319157788,"Cancer Down",-0.406402584121899,0.465741228715096,0.144026488008876,0.115437998305845,-0.872143812836995,0.0354447021473494,-0.872143812836995
"ARHGDIA","P52565",0.739286211217202,0.00258523941388538,"Cancer Up",0.336257353667076,-0.53411375836756,0.249673650031812,0.0817315340647165,0.870371112034636,0.0433009517938996,0.870371112034636
"HSPB7","Q9UBY9",-0.671584751723238,0.00548163343638848,"Cancer Down",-0.226811014320688,0.642244222938597,0.429851817876041,0.0417970236014972,-0.869055237259285,0.0445791699438794,-0.869055237259285
"EHD1","Q9H4M9",1.31177571700374,0.00028805362530234,"Cancer Up",0.143981262645624,-0.722687614460995,0.735575720813234,0.108922759246653,0.866668877106619,0.164461985276094,0.866668877106619
"CAVIN4","Q5BKX8",-0.692305423378201,0.0100987727078616,"Cancer Down",-0.262142769591723,0.602735587912306,0.409500430925113,0.0916760276760916,-0.864878357504029,0.074085536434256,-0.864878357504029
"CPT1B","Q92523",-0.655818371649314,0.0110046099764343,"Cancer Down",-0.372645349324287,0.492002895737318,0.233958430257043,0.162373433693441,-0.864648245061606,0.0709081964954022,-0.864648245061605
"IGHA1","P01876",3.36114574174698,7.59793006624738e-06,"Cancer Up",0.503554356755146,-0.357031894739734,0.51473122023297,0.654673200298695,0.86058625149488,0.439780758590618,0.86058625149488
"CNN3","Q15417",1.36927312312559,0.00524626493042464,"Cancer Up",0.635786587971076,-0.219403157497659,0.212745295672855,0.667905645571737,0.855189745468735,0.23891069327678,0.855189745468735
"YBX3","P16989",-0.785125194935667,0.0124283201917259,"Cancer Down",-0.122704370982287,0.72577065352765,0.74700798219698,0.0727816168129109,-0.848475024509938,0.128399966020039,-0.848475024509937
"CAPG","P40121",1.62855910584026,0.0163866179044145,"Cancer Up",0.854842760898819,0.011786340383626,0.188657416160002,0.986249710838867,0.843056420515193,0.371579136047076,0.843056420515193
"CAP1","Q01518",1.32530395039474,3.66057937001449e-05,"Cancer Up",0.464062351702662,-0.378578151820737,0.21016500033724,0.320711078473828,0.842640503523398,0.116676189676034,0.842640503523399
"NPLOC4","Q8TAT6",-0.387679245900198,0.0449499075720653,"Cancer Down",-0.290925481619983,0.551265625024634,0.223469339126711,0.0302540272207456,-0.842191106644616,0.0181957216553296,-0.842191106644617
"FBXO7","Q9Y3I1",1.72103132172735,4.38961966881818e-05,"Cancer Up",-0.11863603267598,0.719991740999415,0.776407076673453,0.10658186846297,-0.838627773675395,0.17199622906515,-0.838627773675395
"PITPNA","Q00169",0.940531165619298,0.00067497412963374,"Cancer Up",0.287863123391638,-0.549878876411796,0.385025075276606,0.114265970822739,0.837741999803434,0.0848993262635857,0.837741999803434
"AKAP12","Q02952",1.58007546521386,5.20457508151631e-05,"Cancer Up",0.580872161778728,-0.255432816965666,0.189195376442622,0.572136497134373,0.836304978744394,0.188977020702244,0.836304978744394
"IDH2","P48735",-0.492297981116106,0.0274357878883762,"Cancer Down",-0.151002746278525,0.681591445894139,0.576556553836989,0.0198927804725754,-0.832594192172664,0.0387938050672135,-0.832594192172664
"MT-ND5","P03915",-0.766016636616119,0.0111126058297053,"Cancer Down",-0.293438959099205,0.537856693630669,0.400474526322866,0.166621459315027,-0.831295652729874,0.115396735035548,-0.831295652729874
"F13A1","P00488",1.52782859188528,0.00030499265171636,"Cancer Up",0.72476389676735,-0.105946791650354,0.128691398186006,0.82669173830373,0.830710688417703,0.222859825087258,0.830710688417704
"COL6A3","P12111",1.28144284064657,0.0203268525538007,"Cancer Up",0.969676484350668,0.140435420707647,0.163814416623357,0.842918696445641,0.829241063643021,0.402851231518043,0.829241063643021
"HNRNPA2B1","P22626",1.0095067914401,5.5983278475576e-05,"Cancer Up",0.247769319197793,-0.580746255790277,0.382567451734381,0.0539631782921283,0.828515574988071,0.0484045404103826,0.82851557498807
"TPSB2","P20231",0.937314634322746,0.029503619019964,"Cancer Up",0.607927147894603,-0.218992075265398,0.240279873629095,0.695100718661614,0.826919223160001,0.279629806403449,0.826919223160001
"PGAM1","P18669",0.621908153823753,0.00182777750937058,"Cancer Up",0.0423165269201,-0.783364395345746,0.856065005430355,0.00273353947504267,0.825680922265846,0.0190938599715981,0.825680922265846
"MAP1S","Q66K74",-0.5359238322782,0.00419435658071668,"Cancer Down",-0.204959106893098,0.619962321130153,0.393046125437854,0.036503086304392,-0.82492142802325,0.0341249352366232,-0.824921428023251
"DEFA3","P59666",2.23028838064748,1.48598881328473e-05,"Cancer Up",0.200429612830838,-0.622539240328628,0.718499305002575,0.264243243098087,0.822968853159466,0.297733839452783,0.822968853159466
"AZGP1","P25311",1.81038515721676,1.19477109325377e-05,"Cancer Up",0.332442706689026,-0.489887355756959,0.470565585186765,0.306390238085495,0.822330062445985,0.218863727519943,0.822330062445985
"NIPSNAP2","O75323",-0.54016069038013,0.0258183056703932,"Cancer Down",-0.324691312170977,0.497396858608283,0.270586551625044,0.116625641692228,-0.82208817077926,0.0612952970166831,-0.82208817077926
"CTSG","P08311",0.958466848074593,0.040033826737341,"Cancer Up",1.08234763607296,0.260425559487182,0.0349494640827377,0.648809884150905,0.821922076585775,0.279702362003294,0.821922076585778
"MT-ATP8","P03928",-0.876594931284572,0.0295801151986972,"Cancer Down",-0.12891757445519,0.689437615879207,0.786892297952322,0.167666997343101,-0.818355190334398,0.237865100987874,-0.818355190334397
"MAP2K4","P45985",-0.53599852104071,0.00995702006767835,"Cancer Down",-0.202872493795518,0.614182077301365,0.444620051057636,0.0304725912074591,-0.817054571096882,0.038504867311211,-0.817054571096883
"SDCBP","O00560",0.744412074624051,0.0035498594449251,"Cancer Up",0.191602458179645,-0.624492532579229,0.465913299550114,0.0308567404769458,0.816094990758874,0.0395873545955065,0.816094990758874
"TAGLN2","P37802",1.43515512001349,2.76688004194225e-05,"Cancer Up",0.491547098732809,-0.323049543463579,0.213341223695219,0.425615865931525,0.814596642196388,0.153579400221269,0.814596642196388
"ESAM","Q96AP7",0.621214446546922,0.0421854467366568,"Cancer Up",0.222257902288927,-0.592299736299161,0.485908252094129,0.124771145892267,0.814557638588088,0.109253238395781,0.814557638588088
"SUCLA2","Q9P2R7",-0.586612248332077,0.0157469298748115,"Cancer Down",-0.146506079387017,0.667074066101819,0.61957893925543,0.0352577869847867,-0.813580145488835,0.0625541642058659,-0.813580145488836
"OGN","P20774",2.03196300585107,8.57793922699787e-05,"Cancer Up",0.81326151265759,0.00211891372599382,0.141960576688026,0.996993154551779,0.811142598931596,0.304045056096981,0.811142598931596
"DCPS","Q96C86",-0.417762264499292,0.047978447703423,"Cancer Down",-0.209776222395213,0.597112255222468,0.464770311767731,0.0648273804515831,-0.806888477617681,0.067351161416186,-0.806888477617681
"SDHD","O14521",-1.02171590749574,0.0060639962878325,"Cancer Down",-0.403223922985131,0.400915441259336,0.339731244032103,0.388117888793683,-0.804139364244467,0.203667590907756,-0.804139364244467
"SELENBP1","Q13228",1.1109164169539,0.00043610623526659,"Cancer Up",-0.0739244985490615,-0.875596100119253,0.839027243772222,0.0259761918893164,0.801671601570192,0.133226875400864,0.801671601570192
"CYGB","Q8WWM9",0.743205906858149,0.01562567235589,"Cancer Up",0.219070511674943,-0.582387487760094,0.517777537830857,0.183676761017029,0.801457999435037,0.151737447372391,0.801457999435037
"CUL5","Q93034",-0.708405562288249,0.00422737346551398,"Cancer Down",-0.203237752115236,0.596721339593365,0.498079806954399,0.0612580732309555,-0.799959091708601,0.07060768338506,-0.799959091708601
"SGCD","Q92629",-0.47542661225518,0.0374986226769121,"Cancer Down",-0.37551530784409,0.420002786077248,0.168716089152361,0.137898352304874,-0.795518093921338,0.0466372153882288,-0.795518093921338
"HLA-B","P01889",0.820753258258934,0.0001680588278588,"Cancer Up",0.316585169772551,-0.4788653034175,0.190869434201155,0.0907964546715891,0.795450473190051,0.0363198530371823,0.795450473190051
"BPGM","P07738",2.03456035988728,3.56391347704361e-06,"Cancer Up",0.302701777510446,-0.492617116834943,0.519182673040908,0.313243279010229,0.795318894345389,0.243135842853372,0.795318894345389
"SLC25A46","Q96AG3",-1.07677048621009,0.00141378741467637,"Cancer Down",-0.0728005107038072,0.721473983592183,0.833594104911496,0.295469666309081,-0.79427449429599,0.305054813780179,-0.79427449429599
"PDXK","O00764",0.808996476133778,0.00079440864447902,"Cancer Up",0.299316577134558,-0.494020853834293,0.276474058376605,0.087357269580351,0.793337430968851,0.050208831535857,0.793337430968851
"PDHB","P11177",-0.684912328889379,0.00874834070759403,"Cancer Down",-0.0669212002389905,0.720862248472098,0.821681324275015,0.0247563329977477,-0.787783448711089,0.0729336217082207,-0.787783448711089
"MTM1","Q13496",-0.95441549998009,0.00237460843711706,"Cancer Down",-0.0544914092039512,0.73250694348113,0.87476663714333,0.152720902698588,-0.786998352685082,0.204479193892872,-0.786998352685081
"SULT1A1","P50225",1.29934409858583,0.00213997568208206,"Cancer Up",0.447160925142796,-0.334192145798021,0.31148317248326,0.474839179274423,0.781353070940817,0.227529731015595,0.781353070940817
"GNAI2","P04899",1.21269050384371,0.00033908942510969,"Cancer Up",0.401356246693243,-0.377738964348627,0.312267959935717,0.357333210874575,0.77909521104187,0.175917883358665,0.77909521104187
"MAPK9","P45984",-0.618463190425889,0.0261404340514722,"Cancer Down",-0.0364579288911919,0.74092084964834,0.914101206024736,0.101674740131653,-0.777378778539532,0.169814249956972,-0.777378778539532
"UBE2K","P61086",-0.39239579472261,0.0125628958696201,"Cancer Down",-0.220441575973187,0.556866251605587,0.255533086023599,0.00831230193607693,-0.777307827578774,0.00809987317575171,-0.777307827578774
"PRELP","P51888",2.68650914096778,0.0001960293393253,"Cancer Up",0.44531609354588,-0.330989477328316,0.597338006122322,0.704038126204207,0.776305570874197,0.522696674695439,0.776305570874196
"DPYSL2","Q16555",0.976558245763446,0.00089823822900678,"Cancer Up",0.463833058713742,-0.311491711059691,0.18622956613249,0.386827932616897,0.775324769773434,0.126628481474353,0.775324769773433
"CLIP2","Q9UDT6",-0.777138144248303,0.00067584296379095,"Cancer Down",-0.328754779359381,0.444853670910499,0.176517608806583,0.219128450091423,-0.77360845026988,0.081598838591573,-0.77360845026988
"CD44","P16070",1.91669267390482,0.0305682182837552,"Cancer Up",0.950422265135476,0.182129551803143,0.174985433340878,0.807733729185911,0.768292713332333,0.452093425347302,0.768292713332333
"KDSR","Q06136",0.98415950097645,0.0161050272143218,"Cancer Up",-0.471667341326732,0.295315135597509,0.299782885683519,0.700241505235823,-0.766982476924241,0.392967785982525,-0.766982476924241
"ARPP19","P56211",-0.768507528239038,0.00065716948644429,"Cancer Down",-0.596410787297977,0.163867508230901,0.0342752477301132,0.572212134337887,-0.760278295528877,0.0633097177006359,-0.760278295528878
"HNRNPK","P61978",0.563867444349281,0.00248603340384793,"Cancer Up",0.147408653910304,-0.612062593686822,0.504169955473293,0.0110497496205885,0.759471247597126,0.021904486186356,0.759471247597126
"GNB1","P62873",1.05747716915282,0.00041893059916398,"Cancer Up",0.132978879563424,-0.625478456167397,0.700677595177095,0.0880944497303048,0.758457335730821,0.134655442997447,0.758457335730821
"VCL","P18206",0.492018601817243,0.0196655670398389,"Cancer Up",0.248171245484581,-0.506508373348666,0.347191044913645,0.0694890838209623,0.754679618833247,0.0527469234178609,0.754679618833247
"PLS3","P13797",1.09668520251714,0.00084023353825698,"Cancer Up",0.584812854784918,-0.168269229823416,0.136321726407926,0.673258783532217,0.753082084608334,0.180875334805777,0.753082084608334
"NNT","Q13423",-0.72247121741885,0.00257987774277872,"Cancer Down",-0.0758245117196665,0.676838339895149,0.784459535731062,0.0239942076164205,-0.752662851614815,0.0667926563327371,-0.752662851614815
"CD9","P21926",1.97579945098177,0.00027784969761577,"Cancer Up",0.13334740915521,-0.615439778231202,0.805338652830636,0.276418808095689,0.748787187386412,0.339818549258307,0.748787187386412
"UQCRB","P14927",-0.496087831397791,0.0379275613079817,"Cancer Down",-0.168172445498428,0.580258059294604,0.54840096619704,0.0521328899041969,-0.748430504793031,0.0704201575946136,-0.748430504793032
"CSE1L","P55060",-0.88425144665203,1.40120765174647e-05,"Cancer Down",-0.222392656189871,0.524125381565934,0.331561834427625,0.032238212066723,-0.746518037755806,0.0285808488936252,-0.746518037755805
"PPP5C","P53041",-0.43997766142952,0.0275650497728297,"Cancer Down",-0.203175293511112,0.54195936339913,0.417487320632051,0.042618858586414,-0.745134656910242,0.0448582516970957,-0.745134656910242
"CFL1","P23528",0.719368114944995,0.00464405367794691,"Cancer Up",0.167851283576951,-0.577008340460569,0.584419595505736,0.0763563899393011,0.74485962403752,0.0987103236115494,0.74485962403752
"SH3BGRL3","Q9H299",1.61469551261601,7.66193210324529e-05,"Cancer Up",0.630135045911015,-0.112854058037197,0.136202449761966,0.792677704331409,0.742989103948211,0.219204174446376,0.742989103948212
"ARF1","P84077",0.734707949885227,0.00179852362428027,"Cancer Up",0.409772074520603,-0.333180039281576,0.145498320551072,0.249419769084861,0.742952113802179,0.0695121676278772,0.742952113802179
"ACTR2","P61160",0.622742670655327,0.00026149149866414,"Cancer Up",0.535408267385311,-0.206559928900568,0.00958264175193676,0.309706634066382,0.741968196285878,0.0122584688035763,0.741968196285879
"GYPC","P04921",1.05670201263952,0.00308907598735586,"Cancer Up",0.591090517898948,-0.147475791366745,0.13969811877126,0.730839282961729,0.738566309265693,0.20997605778958,0.738566309265693
"LXN","Q9BS40",2.35056871002197,1.71889178789806e-06,"Cancer Up",0.220168367846313,-0.514219410958514,0.616063190602065,0.26193961235189,0.734387778804827,0.249572579191623,0.734387778804827
"COQ8A","Q8NI60",-0.788265134113505,0.00166377311959803,"Cancer Down",-0.252616491236722,0.481041552396427,0.389409407847855,0.128668892578463,-0.733658043633149,0.0929163815967153,-0.733658043633149
"CNIH4","Q9P003",-0.614080657938629,0.00269682243248704,"Cancer Down",-0.00538603405391314,0.727733291677744,0.982110384172606,0.00816251902656286,-0.733119325731657,0.0449870445616366,-0.733119325731657
"BCL2L13","Q9BXK5",-0.716851587029012,0.00276529062709774,"Cancer Down",-0.259866349832262,0.473005861704706,0.363028838844691,0.124691606384215,-0.732872211536968,0.0848245627224607,-0.732872211536968
"NDUFB5","O43674",-0.925469390809717,0.0123965112233519,"Cancer Down",0.17613405530906,0.908977717902882,0.685441170733371,0.0696278194362134,-0.732843662593822,0.266130612442345,-0.732843662593822
"ATP1A2","P50993",-0.797763701290609,0.00281482410480968,"Cancer Down",-0.326288482292338,0.401296910521513,0.276826241149817,0.225946623914235,-0.72758539281385,0.107747972316589,-0.727585392813851
"CLIC1","O00299",1.6016649802316,1.80729616477388e-06,"Cancer Up",0.407952719758629,-0.316865490422,0.267623426850731,0.403171790828993,0.724818210180629,0.173437483512565,0.724818210180629
"CALR","P27797",0.44927816079241,0.0171396888663089,"Cancer Up",0.34332494993793,-0.378202238219789,0.142964139720601,0.119786816271102,0.721527188157719,0.0359873031388952,0.721527188157719
"TXNDC5","Q8NBS9",0.7371230114762,0.042196924184406,"Cancer Up",0.276774806045712,-0.44460563612774,0.525407113437577,0.351979274430719,0.721380442173452,0.267505325157944,0.721380442173452
"STOM","P27105",2.2901369825434,3.79291437181635e-06,"Cancer Up",0.253712774109182,-0.466898217019459,0.635976403012152,0.401885070735069,0.720610991128641,0.352879705841921,0.720610991128641
"PAFAH1B2","P68402",1.00345849249728,0.00013863639403614,"Cancer Up",-0.172462738802267,-0.891728112786922,0.519781368326614,0.00286388843846645,0.719265373984655,0.06895675031252,0.719265373984655
"UBE3A","Q05086",-0.495480607709695,0.00417598034557866,"Cancer Down",-0.0408465636171904,-0.75878021434762,0.828614567502207,0.00917581887878427,0.71793365073043,0.0375106451306271,0.71793365073043
"BGN","P21810",1.64166498283836,0.00215968008064984,"Cancer Up",0.899626705818935,0.183117702492375,0.122991527029615,0.726005004347232,0.716509003326561,0.357753867480299,0.71650900332656
"NPC2","P61916",0.96911642428709,0.00061096827238313,"Cancer Up",0.194591595394609,-0.520214178747317,0.559030015605798,0.142475823016888,0.714805774141926,0.144920938170042,0.714805774141926
"DSTN","P60981",0.798524019584605,0.00047178441009697,"Cancer Up",0.281586748265198,-0.431556377008441,0.287199166193713,0.119122817877873,0.713143125273639,0.0662824726797946,0.713143125273639
"CAPZA1","P52907",0.679169078776539,0.0262310568874731,"Cancer Up",0.548960152065863,-0.162555223132017,0.149808661046227,0.675185880630035,0.71151537519788,0.193074887317732,0.71151537519788
"ACTN4","O43707",1.57781714860635,0.00039985962141464,"Cancer Up",0.647325882993997,-0.0639157334996554,0.211779457164131,0.903865438249807,0.711241616493652,0.337652112823356,0.711241616493652
"S100A6","P06703",3.13675031081575,7.62177898243082e-05,"Cancer Up",0.112389081475484,-0.59801669623539,0.857310228269488,0.364439431218512,0.710405777710875,0.434981668372683,0.710405777710874
"IPO7","O95373",-0.507531154805129,0.0102508446647727,"Cancer Down",-0.369527308665965,0.339923187055192,0.106284972833076,0.149161740929235,-0.709450495721157,0.034076137184177,-0.709450495721157
"ZYX","Q15942",0.64743572086693,0.00147333293505416,"Cancer Up",0.279499467966826,-0.429444872264405,0.243269286114991,0.0874514510809588,0.70894434023123,0.0445597551686303,0.708944340231231
"GYS1","P13807",-0.575228681977212,0.0376288240373517,"Cancer Down",-0.0525446648080035,0.654845694430161,0.870125244709608,0.0726914403218432,-0.707390359238165,0.146828886696083,-0.707390359238165
"FN3K","Q9H479",0.491007661740408,0.0313003055941852,"Cancer Up",-0.332426715728875,0.374366920435399,0.220824626330259,0.206851507414946,-0.706793636164274,0.0828246529224685,-0.706793636164274
"TTR","P02766",2.41759087299426,4.87216693762196e-06,"Cancer Up",0.357427355420242,-0.347215410897444,0.523820579666907,0.54937338637157,0.704642766317686,0.383955173338119,0.704642766317686
"IDH1","O75874",0.73050909683695,0.00281211214195795,"Cancer Up",0.0338500562154103,-0.668227999300495,0.908152765326284,0.0343356485049263,0.702078055515905,0.104160316748161,0.702078055515905
"SEPTIN7","Q16181",0.768378082636431,0.00253474430821637,"Cancer Up",0.431450079205497,-0.269492702617473,0.167695720262106,0.400031617853701,0.70094278182297,0.120963102149177,0.70094278182297
"VDAC1","P21796",-0.515085976906633,0.0290137271961944,"Cancer Down",-0.200000826803215,0.498290405492416,0.49453322363567,0.106485347414085,-0.698291232295631,0.103932702089861,-0.698291232295631
"SOD1","P00441",1.09310406777444,8.97950479883964e-06,"Cancer Up",-0.127992562239633,-0.825839714673307,0.627228287320258,0.00470895087592501,0.697847152433674,0.0730476002122359,0.697847152433674
"GPD1L","Q8N335",-0.637408350403941,0.0280194040885922,"Cancer Down",-0.333004610104453,0.362984049075411,0.350155379296821,0.32542425953021,-0.695988659179864,0.178348500976609,-0.695988659179864
"NOL3","O60936",-0.772192140886439,0.00344955044461344,"Cancer Down",-0.263939952131512,0.43198215233566,0.392488304943171,0.192061711212635,-0.695922104467172,0.127904274306733,-0.695922104467172
"TMEM65","Q6PI78",-0.624209527119445,0.0258956726807175,"Cancer Down",-0.0664355921012891,0.627316278152973,0.847060011528151,0.272659296903197,-0.693751870254262,0.301004247148281,-0.693751870254262
"CAND2","O75155",-0.708539337097243,0.00697686849119967,"Cancer Down",-0.513636935577495,0.179893579469709,0.0997002930049661,0.592297064151389,-0.693530515047204,0.13345858886278,-0.693530515047204
"COL18A1","P39060",0.518587368708536,0.049842562867008,"Cancer Up",0.0417375749112292,-0.648803069045115,0.887985413651036,0.0407387154318218,0.690540643956346,0.112686177403965,0.690540643956344
"KCTD12","Q96CX2",1.02883579590664,0.00012726424327489,"Cancer Up",0.470715892132858,-0.219547600767505,0.135895890240175,0.517101274469261,0.690263492900364,0.139447557540076,0.690263492900363
"GPS1","Q13098",-0.518484170251373,0.0195753603019666,"Cancer Down",-0.284100275364644,0.401493017893557,0.288475017821262,0.161529474998304,-0.685593293258201,0.0844518861632383,-0.685593293258201
"ITGB1","P05556",0.776258799430181,0.00458338922696984,"Cancer Up",0.0876564658311914,-0.597077559003289,0.792099782946939,0.090441829356308,0.68473402483448,0.159383906545398,0.68473402483448
"GLUD1","P00367",0.452666726581917,0.0390822043925095,"Cancer Up",0.476205201531542,-0.207855705816964,0.0823130210197981,0.453937333222048,0.684060907348506,0.0828247397500208,0.684060907348506
"ACSL3","O95573",-0.882268083960213,0.00057084186754034,"Cancer Down",-0.0449740468512267,0.6371238677802,0.875633059713705,0.0444362887765663,-0.682097914631427,0.111935678307654,-0.682097914631427
"LPP","Q93052",0.800512901007796,0.00214483617459975,"Cancer Up",0.376867117490242,-0.300541342811584,0.229302513666598,0.364617644597841,0.677408460301827,0.141391020117452,0.677408460301826
"ATP5PD","O75947",-0.630943682895346,0.0102493189751768,"Cancer Down",-0.135504307282968,0.541866456142383,0.638301296192724,0.0766046192497692,-0.677370763425351,0.109633044514526,-0.677370763425351
"HSDL2","Q6YN16",-0.602442309511726,0.00748179698073771,"Cancer Down",-0.25187928023669,0.420332923159354,0.357061760858775,0.142011349049841,-0.672212203396043,0.093202142974353,-0.672212203396044
"BIN1","O00499",-0.629659392522246,0.0191174368682495,"Cancer Down",-0.107831046536081,0.564111911394132,0.745814954808546,0.108754151995767,-0.671942957930213,0.167041161849372,-0.671942957930213
"EIPR1","Q53HC9",0.709680785788994,0.00379597043019959,"Cancer Up",-0.0585435017542171,-0.729269276016034,0.821693460877068,0.063957554374941,0.670725774261816,0.152888846541208,0.670725774261817
"C4A","P0C0L4",2.36875848906373,9.90191327574626e-05,"Cancer Up",0.210181932997379,-0.460181365191097,0.686177663171953,0.445456916359419,0.670363298188477,0.401357920195154,0.670363298188476
"CCS","O14618",1.17242743014332,0.00042127545138762,"Cancer Up",0.0953364086674355,-0.574950261369548,0.80960522248317,0.153806968103333,0.670286670036983,0.236832827833516,0.670286670036984
"EEF1A1","P68104",0.638073618529962,0.0047195472770049,"Cancer Up",0.237660978058106,-0.4286915511085,0.38791541732791,0.137305223299053,0.666352529166605,0.098295743140711,0.666352529166606
"RAB7A","P51149",0.365563892015537,0.0146979306692168,"Cancer Up",0.115829015599125,-0.549954116131211,0.528434082146618,0.0065620770328872,0.665783131730336,0.0163385870743302,0.665783131730336
"FLNA","P21333",1.36490959649185,6.42401616733319e-05,"Cancer Up",0.335703727373474,-0.329877130541735,0.396270465081449,0.420207565149042,0.665580857915209,0.245097800347147,0.665580857915209
"MCAM","P43121",2.55951392767923,0.00178940314696734,"Cancer Up",-0.36326044542944,-1.028186380493,0.576245296206689,0.226820032373695,0.664925935063557,0.530562263523644,0.66492593506356
"DBI","P07108",0.536070651223277,0.00581046423269284,"Cancer Up",0.0211907528078079,-0.642642591610301,0.925510197238113,0.00979351660671457,0.663833344418109,0.0491356901836959,0.663833344418109
"FUNDC2","Q9BWH2",-0.716310187928698,0.00838381152321962,"Cancer Down",-0.178194755957907,0.483835933571665,0.592143855000348,0.16580689987853,-0.662030689529573,0.172495072972453,-0.662030689529572
"CSRP3","P50461",-0.783331252600043,0.00418191784731685,"Cancer Down",0.0799818578196465,0.739421755920816,0.782008485909389,0.0265639161627029,-0.659439898101169,0.133032079972712,-0.65943989810117
"CTSB","P07858",0.56390797435531,0.0198522357620574,"Cancer Up",0.304900748932983,-0.35416622532032,0.28771485997015,0.233872413186061,0.659066974253303,0.114559789431695,0.659066974253303
"IGKV3-20","P01619",3.55784340474577,2.80359923217556e-08,"Cancer Up",0.367157708062109,-0.290003561722507,0.546631123358038,0.644975997344023,0.657161269784616,0.454160012315288,0.657161269784616
