"pathway","database","size","NES_Training_CRE","NES_Training_PLA","padj_Training_CRE","padj_Training_PLA","sig_cat"
"GOBP_ENDODERM_FORMATION","GO:BP",10,1.41830393711137,-1.43399527044427,0.419619475622934,0.340725392540775,"NS"
"GOBP_MEMBRANE_LIPID_BIOSYNTHETIC_PROCESS","GO:BP",11,-1.42051103103442,1.18631163062803,0.420079371461787,0.554958015533092,"NS"
"GOBP_NEGATIVE_REGULATION_OF_MRNA_CATABOLIC_PROCESS","GO:BP",21,1.38424900296049,0.770322287232782,0.420385581458914,0.934021055328121,"NS"
"GOBP_INTRA_GOLGI_VESICLE_MEDIATED_TRANSPORT","GO:BP",12,1.40242303783216,1.12896465105352,0.425583004609681,0.623345660921545,"NS"
"GOBP_REGULATION_OF_HYDROLASE_ACTIVITY","GO:BP",47,1.32669904331515,-1.34436681279042,0.429957910284444,0.327571272390884,"NS"
"GOBP_PROSTANOID_BIOSYNTHETIC_PROCESS","GO:BP",10,1.40936068396245,-1.39124185324128,0.430199925981749,0.374790091801035,"NS"
"GOBP_NEGATIVE_REGULATION_OF_REPRODUCTIVE_PROCESS","GO:BP",11,1.40475503818302,-1.17787838531958,0.430413585294745,0.572449420827146,"NS"
"GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY","GO:BP",20,1.37472263712043,-0.806236456669445,0.430413585294745,0.918485384125152,"NS"
"GOBP_REGULATION_OF_STEM_CELL_DIFFERENTIATION","GO:BP",12,-1.40116752710419,0.552080758838817,0.430413585294745,0.995723845275012,"NS"
"GOBP_ANTIVIRAL_INNATE_IMMUNE_RESPONSE","GO:BP",12,-1.39761915984184,0.688266779740402,0.431230525238929,0.962995632043422,"NS"
"GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS","GO:BP",23,1.36197301148353,-1.90768924868384,0.435131763125316,0.0576413199630682,"NS"
"GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY","GO:BP",59,1.29992320631314,-1.62868523581944,0.435131763125316,0.0900181488203267,"NS"
"GOBP_REGULATION_OF_TELOMERE_MAINTENANCE","GO:BP",26,1.35985364062871,0.645014968884057,0.435131763125316,0.985574381139323,"NS"
"GOBP_OSTEOCLAST_DIFFERENTIATION","GO:BP",11,-1.39853993755556,-0.628144322336474,0.438818071843476,0.977904115357447,"NS"
"GOBP_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE","GO:BP",13,1.37983846935351,-1.73245588314197,0.438818071843476,0.131672372258146,"NS"
"GOBP_ACIDIC_AMINO_ACID_TRANSPORT","GO:BP",10,-1.39451923556634,0.630613692175942,0.442116567701786,0.97596712418865,"NS"
"GOBP_FILOPODIUM_ASSEMBLY","GO:BP",11,1.38971147153455,-1.52582632075475,0.448782624510655,0.27679183863658,"NS"
"GOBP_EPITHELIAL_CELL_DEVELOPMENT","GO:BP",34,1.31697816448872,-1.28337204969273,0.451242805511911,0.388865940959983,"NS"
"GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE","GO:BP",22,-1.34200920560722,1.29077971604515,0.451242805511911,0.42160675212474,"NS"
"GOBP_PALLIUM_DEVELOPMENT","GO:BP",28,1.34020536977784,-1.56202387263021,0.451242805511911,0.202360535032983,"NS"
"GOBP_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS","GO:BP",13,1.369668293126,-1.02102050581509,0.451242805511911,0.727320275673906,"NS"
"GOBP_POSITIVE_REGULATION_OF_STRESS_FIBER_ASSEMBLY","GO:BP",16,1.36998247618997,-0.983779536420965,0.451242805511911,0.759650273051382,"NS"
"GOBP_REGULATION_OF_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS","GO:BP",10,1.38538668952645,0.919410387721094,0.451242805511911,0.815445269036852,"NS"
"GOBP_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS","GO:BP",37,-1.28898994484874,0.911925949747654,0.454905769384015,0.840265746575864,"NS"
"GOBP_COLLAGEN_BIOSYNTHETIC_PROCESS","GO:BP",10,1.37939831329884,-0.855328167199481,0.455933740498091,0.861120699324287,"NS"
"GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION","GO:BP",61,1.28032711590023,-1.13176061898209,0.456222052197569,0.553073253239166,"NS"
"GOBP_CELLULAR_COMPONENT_MAINTENANCE","GO:BP",10,1.37807604864018,-0.870801331946292,0.456222052197569,0.847895693481286,"NS"
"GOBP_T_CELL_PROLIFERATION","GO:BP",29,1.3248058644578,-0.719471216511574,0.45877277898806,0.97038954828869,"NS"
"GOBP_NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY","GO:BP",31,1.31475080391115,-0.474414177084265,0.461199277519312,0.999461400359066,"NS"
"GOBP_PEPTIDYL_THREONINE_MODIFICATION","GO:BP",10,-1.36788880009244,1.02296625244604,0.461199277519312,0.727320275673906,"NS"
"GOBP_PEPTIDYL_THREONINE_PHOSPHORYLATION","GO:BP",10,-1.36788880009244,1.02296625244604,0.461199277519312,0.727320275673906,"NS"
"GOBP_ACYL_COA_METABOLIC_PROCESS","GO:BP",44,-1.272821413331,1.39635968053538,0.46197234082813,0.289008683774027,"NS"
"GOBP_NUCLEOTIDE_SUGAR_METABOLIC_PROCESS","GO:BP",16,1.35859351988225,0.816698456311311,0.46197234082813,0.90642440946013,"NS"
"GOBP_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS","GO:BP",26,-1.31701528275428,1.1659340966248,0.46197234082813,0.559036354907694,"NS"
"GOBP_RESPONSE_TO_GROWTH_HORMONE","GO:BP",10,1.36727051925757,-1.3123292428603,0.46197234082813,0.431809736157562,"NS"
"GOBP_REGULATION_OF_BLOOD_CIRCULATION","GO:BP",59,-1.24963269912894,-0.844929018119652,0.466164707495627,0.918485384125152,"NS"
"GOBP_REGULATION_OF_CYTOPLASMIC_TRANSLATION","GO:BP",16,1.35381715755469,1.381182276136,0.466164707495627,0.352006488598868,"NS"
"GOBP_MEIOTIC_CELL_CYCLE","GO:BP",16,1.34623665667342,0.467971666093717,0.467024878665746,0.999461400359066,"NS"
"GOBP_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS","GO:BP",17,1.3451868354612,0.566964470139717,0.467024878665746,0.995723845275012,"NS"
"GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION","GO:BP",16,1.34619936052251,-1.1937348701305,0.467024878665746,0.53148367218479,"NS"
"GOBP_ORGANIC_HYDROXY_COMPOUND_TRANSPORT","GO:BP",46,1.28086676263867,-1.22986639400927,0.467024878665746,0.436101768244177,"NS"
"GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION","GO:BP",36,1.28879026813986,0.847986218286503,0.472600637074321,0.892156628372845,"NS"
"GOBP_NADH_METABOLIC_PROCESS","GO:BP",28,-1.28207273735266,1.15592310412238,0.473079288724055,0.563713156819111,"NS"
"GOBP_PROTEIN_HOMOOLIGOMERIZATION","GO:BP",47,1.27587074367123,-1.22574415382577,0.473079288724055,0.431809736157562,"NS"
"GOBP_MITOCHONDRIAL_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT","GO:BP",10,-1.34167092272031,1.44720739625122,0.475593104774254,0.308126343899269,"NS"
"GOBP_OLIGODENDROCYTE_DIFFERENTIATION","GO:BP",12,-1.3453743233723,0.715776758122944,0.475593104774254,0.951829323285667,"NS"
"GOBP_POSITIVE_REGULATION_OF_DNA_REPAIR","GO:BP",22,-1.30982282498832,0.854858089349584,0.475593104774254,0.87988862361658,"NS"
"GOBP_PROTEIN_COMPLEX_OLIGOMERIZATION","GO:BP",66,1.24673231618217,-1.01296984231172,0.475593104774254,0.725576492805887,"NS"
"GOBP_METABOLIC_COMPOUND_SALVAGE","GO:BP",16,-1.31447328964285,-0.813435366406452,0.480271982714051,0.909578631168672,"NS"
"GOBP_NAD_METABOLIC_PROCESS","GO:BP",15,-1.319446124577,1.21934235940679,0.480271982714051,0.511564109057145,"NS"
"GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT","GO:BP",11,1.34329319763521,-1.46678527051903,0.480271982714051,0.307793290504627,"NS"
"GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT","GO:BP",12,1.32654937701036,-1.12584184008775,0.480271982714051,0.627104870878249,"NS"
"GOBP_NEGATIVE_REGULATION_OF_RNA_CATABOLIC_PROCESS","GO:BP",25,1.30296033879186,0.901022709605151,0.480271982714051,0.840867992766727,"NS"
"GOBP_REGULATION_OF_LIPID_TRANSPORT","GO:BP",31,1.2858954580978,-1.17473216881326,0.480271982714051,0.514293928868375,"NS"
"GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING","GO:BP",16,1.32671962886005,-1.08263001175106,0.480271982714051,0.663933636349036,"NS"
"GOBP_RENAL_FILTRATION","GO:BP",10,1.34501864871197,-1.16587065911771,0.480271982714051,0.583699431769994,"NS"
"GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS","GO:BP",12,-1.32939798990019,0.99480346050866,0.480521718363935,0.754448430028358,"NS"
"GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","GO:BP",17,1.31734106642444,-1.27027476428907,0.480521718363935,0.447157271392211,"NS"
"GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE","GO:BP",13,1.32046307391613,-1.05743957385012,0.480521718363935,0.696041962159124,"NS"
"GOBP_STRIATED_MUSCLE_ADAPTATION","GO:BP",20,1.31307797425627,0.879669455122463,0.480521718363935,0.854497777777778,"NS"
"GOBP_GLYCOLYTIC_PROCESS_THROUGH_FRUCTOSE_6_PHOSPHATE","GO:BP",18,-1.29867972268464,1.40036944811579,0.482031030276403,0.332367577528453,"NS"
"GOBP_NEGATIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS","GO:BP",12,-1.32492483723657,1.36030808600829,0.482031030276403,0.383524475027115,"NS"
"GOBP_REGULATION_OF_CATION_CHANNEL_ACTIVITY","GO:BP",15,-1.30700875206061,-1.3000731459859,0.482031030276403,0.423049234717831,"NS"
"GOBP_RESPONSE_TO_ORGANOPHOSPHORUS","GO:BP",26,1.2895653364949,-1.5285308652684,0.482031030276403,0.220581933422139,"NS"
"GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR","GO:BP",18,-1.29647944505352,0.780850502022643,0.482736276281487,0.921144339902543,"NS"
"GOBP_SHORT_CHAIN_FATTY_ACID_METABOLIC_PROCESS","GO:BP",10,-1.32217999455107,1.28704381642456,0.484806644054159,0.455222553598559,"NS"
"GOBP_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS","GO:BP",12,1.31490494343943,-1.02262914150163,0.486061276962732,0.728646189421832,"NS"
"GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION","GO:BP",12,1.31291958467241,-0.845248998401525,0.48741859692683,0.876685462785796,"NS"
"GOBP_REGULATION_OF_CARDIAC_CONDUCTION","GO:BP",10,-1.31632210055037,0.742490319767975,0.48741859692683,0.933759706077025,"NS"
"GOBP_TELOMERASE_RNA_LOCALIZATION","GO:BP",10,1.32880970338671,0.94350335343681,0.48741859692683,0.792069521685866,"NS"
"GOBP_TELENCEPHALON_DEVELOPMENT","GO:BP",35,1.2587364456657,-1.50686563642132,0.48852729870464,0.220813275409964,"NS"
"GOBP_CONNECTIVE_TISSUE_DEVELOPMENT","GO:BP",30,1.27354143085715,-1.02470327070537,0.489308462881664,0.710683735317201,"NS"
"GOBP_ONE_CARBON_METABOLIC_PROCESS","GO:BP",11,1.3250562125271,-1.74610044471752,0.489308462881664,0.131672372258146,"NS"
"GOBP_REGULATION_OF_DNA_REPLICATION","GO:BP",10,1.32591037666972,-0.797433432513529,0.490059921904942,0.90642440946013,"NS"
"GOBP_PLASMINOGEN_ACTIVATION","GO:BP",11,1.32046389440374,-1.58111090946418,0.494439680338637,0.234293534623599,"NS"
"GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","GO:BP",11,1.320879742543,-0.870946770593509,0.494439680338637,0.852680714251226,"NS"
"GOBP_GLYCOSYLATION","GO:BP",17,1.29784024615641,1.01879528941429,0.495925747039669,0.727320275673906,"NS"
"GOBP_PROTEIN_INSERTION_INTO_MEMBRANE","GO:BP",10,1.31894665926664,1.06013271445742,0.498726785838492,0.700780996634643,"NS"
"GOBP_POSITIVE_REGULATION_OF_CYTOPLASMIC_TRANSLATION","GO:BP",12,1.2984462463914,1.30155731476169,0.500300528362043,0.433607561915632,"NS"
"GOBP_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS","GO:BP",82,-1.18716651312065,1.20463161728006,0.500300528362043,0.433607561915632,"NS"
"GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS","GO:BP",10,1.315189731813,-0.845205688513347,0.50042601212954,0.869873573851372,"NS"
"GOBP_STRIATED_MUSCLE_CONTRACTION","GO:BP",74,-1.19711910609759,1.33261165175518,0.50042601212954,0.298700358995133,"NS"
"GOBP_RESPONSE_TO_MECHANICAL_STIMULUS","GO:BP",32,1.26004510345608,0.795993796427642,0.501257583342128,0.92730452445552,"NS"
"GOBP_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION","GO:BP",15,1.28585603076453,-1.66351928758413,0.50296944325217,0.171921384458253,"NS"
"GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION","GO:BP",26,-1.26029485697819,0.798775324071982,0.503277314404839,0.920535762112209,"NS"
"GOBP_POSITIVE_REGULATION_OF_CELL_KILLING","GO:BP",11,1.30193131247298,-1.99348216026889,0.507290025364048,0.0363204607752587,"Tr.(PLA) only"
"GOBP_CEREBRAL_CORTEX_DEVELOPMENT","GO:BP",21,1.27099357547764,-1.78991829217186,0.509372632094848,0.0874937000503996,"NS"
"GOBP_NEURON_PROJECTION_ORGANIZATION","GO:BP",15,1.2792456348422,-1.35787509218521,0.511399926512356,0.37993265993266,"NS"
"GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS","GO:BP",28,-1.23889487665408,0.828365322732681,0.511780072109547,0.911154206977694,"NS"
"GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY","GO:BP",10,1.29907942100488,-1.6247831896838,0.511920908864222,0.212520996441281,"NS"
"GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT","GO:BP",19,1.27157081037171,-1.90123567734707,0.511920908864222,0.0863134379981149,"NS"
"GOBP_NUCLEOTIDE_SUGAR_BIOSYNTHETIC_PROCESS","GO:BP",13,1.28467866666203,0.985800364026619,0.511920908864222,0.762777358465773,"NS"
"GOBP_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY","GO:BP",20,1.26739715952261,-1.04624892320575,0.511920908864222,0.701210870793647,"NS"
"GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION","GO:BP",16,1.2813786213366,-1.46833862359161,0.511920908864222,0.289019963702359,"NS"
"GOBP_REGULATION_OF_POLYSACCHARIDE_METABOLIC_PROCESS","GO:BP",12,1.28442001440173,0.74858904253493,0.511920908864222,0.933759706077025,"NS"
"GOBP_TYPE_2_MITOPHAGY","GO:BP",10,-1.28717475778528,1.48978691012591,0.511920908864222,0.289008683774027,"NS"
"GOBP_NEGATIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY","GO:BP",11,-1.28254617084053,0.915022978805869,0.514664857851925,0.82056462056462,"NS"
"GOBP_AMP_METABOLIC_PROCESS","GO:BP",18,-1.25779280937274,0.99946134281097,0.515873386633921,0.746525788754424,"NS"
"GOBP_EMBRYO_IMPLANTATION","GO:BP",15,1.27066511684644,-1.86628378026647,0.515873386633921,0.0871158656989788,"NS"
"GOBP_GRANULOCYTE_MIGRATION","GO:BP",27,1.24866143373599,-1.20345176008095,0.515873386633921,0.498013593625603,"NS"
"GOBP_NEGATIVE_REGULATION_OF_AMYLOID_FIBRIL_FORMATION","GO:BP",10,-1.28227631266418,-1.21980169352994,0.516645471779283,0.528752847968237,"NS"
"GOBP_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS","GO:BP",11,1.28813865171842,1.10464258696548,0.516645471779283,0.643176822916289,"NS"
"GOBP_REGULATION_OF_AMYLOID_FIBRIL_FORMATION","GO:BP",10,-1.28227631266418,-1.21980169352994,0.516645471779283,0.528752847968237,"NS"
"GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM","GO:BP",11,1.28549494214319,0.607091862346738,0.517683030670296,0.984800452645213,"NS"
"GOBP_REGULATION_OF_GLYCOLYTIC_PROCESS","GO:BP",15,-1.25885849774873,0.995133510417958,0.517683030670296,0.75636187767517,"NS"
"GOBP_ALDEHYDE_METABOLIC_PROCESS","GO:BP",31,-1.21696804181326,-1.61298960995493,0.522605032506693,0.165534339316789,"NS"
"GOBP_ENDODERM_DEVELOPMENT","GO:BP",12,1.27312548502617,-1.69506145609296,0.522815820695063,0.154542015063029,"NS"
"GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT","GO:BP",40,-1.20673720318233,-0.76068638276964,0.522815820695063,0.959647917291813,"NS"
"GOBP_POSITIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION","GO:BP",31,-1.21425655148162,-0.772012795517165,0.522815820695063,0.950969281927736,"NS"
"GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION","GO:BP",11,1.2796420635449,1.28966993870312,0.522815820695063,0.447157271392211,"NS"
"GOBP_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION","GO:BP",36,-1.21007571137739,1.3154054989493,0.522815820695063,0.375693576254758,"NS"
"GOBP_TRICARBOXYLIC_ACID_METABOLIC_PROCESS","GO:BP",12,1.26756565907634,0.963085564653777,0.528271861541075,0.78021907845351,"NS"
"GOBP_GASTRULATION","GO:BP",21,1.24591297613239,-0.979051736286004,0.534524347027524,0.76907532398143,"NS"
"GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT","GO:BP",10,1.27654407595663,-0.953009589143245,0.536422832206435,0.782112520769601,"NS"
"GOBP_L_AMINO_ACID_TRANSPORT","GO:BP",10,1.27654407595663,-0.953009589143245,0.536422832206435,0.782112520769601,"NS"
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS","GO:BP",19,1.24614155732033,-0.990890989673736,0.537804053192718,0.757361506162806,"NS"
"GOBP_MACROPHAGE_MIGRATION","GO:BP",11,1.26875953131315,-1.3072714026268,0.53906484334524,0.431809736157562,"NS"
"GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION","GO:BP",16,-1.2403620647551,-0.850873934515073,0.546294542834165,0.877905208888695,"NS"
"GOBP_APPENDAGE_MORPHOGENESIS","GO:BP",10,1.26906251643881,0.759155053727734,0.54724820638537,0.925182096840064,"NS"
"GOBP_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY","GO:BP",11,1.2633217567995,0.785324003034737,0.54724820638537,0.918485384125152,"NS"
"GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS","GO:BP",38,1.20371478404455,-0.958906172748986,0.54724820638537,0.784018514071131,"NS"
"GOBP_RESPONSE_TO_MUSCLE_ACTIVITY","GO:BP",12,-1.25331267650567,0.708452882353772,0.54724820638537,0.952782723753206,"NS"
"GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION","GO:BP",13,1.24960991372648,-1.68070973289393,0.547784860017386,0.171792871143928,"NS"
"GOBP_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION","GO:BP",11,-1.24911393211466,-1.40592416561445,0.547784860017386,0.356105832440383,"NS"
"GOBP_REGULATION_OF_TRANSPORTER_ACTIVITY","GO:BP",24,-1.21553012854452,-0.937751125008921,0.547784860017386,0.804473810079977,"NS"
"GOBP_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE","GO:BP",15,-1.23746611275058,-0.86572962547103,0.547784860017386,0.861120699324287,"NS"
"GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION","GO:BP",24,1.21995765721961,-1.40436641076281,0.54951345842408,0.309646836894895,"NS"
"GOBP_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS","GO:BP",19,-1.21964475462417,-1.5658970202579,0.550851650438399,0.215696831642162,"NS"
"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS","GO:BP",10,1.25929598727303,-1.48761042593987,0.553931654074216,0.298700358995133,"NS"
"GOBP_POSITIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION","GO:BP",16,1.23825873857602,0.709642344722192,0.553931654074216,0.958740503872554,"NS"
"GOBP_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT","GO:BP",13,-1.24347142442125,1.2419269615017,0.554798804205719,0.500163509633845,"NS"
"GOBP_HEART_PROCESS","GO:BP",72,-1.15459472161758,0.911119370937792,0.554831055029284,0.852214033126461,"NS"
"GOBP_BONE_MINERALIZATION","GO:BP",10,1.25445394511134,-1.06810527070974,0.556239999065606,0.691497267244073,"NS"
"GOBP_EXECUTION_PHASE_OF_APOPTOSIS","GO:BP",13,1.23900657158213,0.760808901130037,0.556239999065606,0.925182096840064,"NS"
"GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE","GO:BP",14,1.23460434679134,-1.0065208581238,0.557249512377575,0.743258221635451,"NS"
"GOBP_RECEPTOR_CLUSTERING","GO:BP",12,1.23752658520604,-0.94973018788722,0.557461699113493,0.789780886391806,"NS"
"GOBP_PURINE_NUCLEOSIDE_METABOLIC_PROCESS","GO:BP",11,1.2428420715929,1.00351780548879,0.558905160290635,0.746525788754424,"NS"
"GOBP_G_PROTEIN_COUPLED_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY","GO:BP",11,1.24126542896242,-1.74693115586137,0.559606468307267,0.131672372258146,"NS"
"GOBP_MITOCHONDRIAL_CALCIUM_ION_HOMEOSTASIS","GO:BP",10,-1.23750401278772,1.13219982730944,0.55975752885381,0.627104870878249,"NS"
"GOBP_REGULATION_OF_DNA_METABOLIC_PROCESS","GO:BP",68,-1.14886727429889,0.904492406678145,0.56194340059257,0.854497777777778,"NS"
"GOBP_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS","GO:BP",14,1.22642578550831,-1.03134410379271,0.566374423980906,0.718767478517313,"NS"
"GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION","GO:BP",24,1.20409135169891,-1.47711800939883,0.566374423980906,0.268474853897978,"NS"
"GOBP_POSITIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS","GO:BP",10,-1.23060523890608,-1.04960515359539,0.566374423980906,0.702259801860827,"NS"
"GOBP_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION","GO:BP",38,1.18394596569185,-1.09395325359786,0.566374423980906,0.630189061581795,"NS"
"GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DEVELOPMENT","GO:BP",11,-1.22511643321898,0.815232867308909,0.569703226982295,0.897018876506709,"NS"
"GOBP_MUSCLE_CONTRACTION","GO:BP",126,-1.11776870775221,1.16483945767648,0.572407477172088,0.457757396978461,"NS"
"GOBP_CELLULAR_RESPONSE_TO_UV","GO:BP",17,-1.20419693804769,1.10236717417526,0.576516996064693,0.64955120677337,"NS"
"GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY","GO:BP",15,1.21486469347111,-1.51952266484207,0.576516996064693,0.263755290772091,"NS"
"GOBP_PLACENTA_DEVELOPMENT","GO:BP",23,1.19749078125278,-0.852371313178679,0.576516996064693,0.881340509349165,"NS"
"GOBP_REGULATION_OF_FILOPODIUM_ASSEMBLY","GO:BP",10,1.23235296698438,-1.42167163699595,0.576516996064693,0.349165255820605,"NS"
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY","GO:BP",12,1.21785659602937,-0.989929403626487,0.579966847423702,0.759650273051382,"NS"
"GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION","GO:BP",16,1.20504929860848,-0.962435248505266,0.582548341657062,0.780619849522114,"NS"
"GOBP_RESPONSE_TO_MONOAMINE","GO:BP",13,1.21032367802052,-1.60461664834116,0.58572650095049,0.212097576614141,"NS"
"GOBP_RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR","GO:BP",14,1.20673277199895,-1.2278040906077,0.585918024802388,0.498523137512307,"NS"
"GOBP_SUPEROXIDE_METABOLIC_PROCESS","GO:BP",19,1.19725613654198,-1.89387587632501,0.587011443126551,0.0871158656989788,"NS"
"GOBP_PROTEIN_REFOLDING","GO:BP",18,1.19530020770304,-0.975658859186339,0.587148914261486,0.771142798364385,"NS"
"GOBP_PURINE_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS","GO:BP",26,-1.17737203283726,0.883394212078413,0.587148914261486,0.855042313812535,"NS"
"GOBP_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE","GO:BP",16,1.19912387807831,-1.62801042210379,0.587148914261486,0.184850904869757,"NS"
"GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE","GO:BP",16,1.19653472403283,-1.09577345371538,0.58752136557562,0.64955120677337,"NS"
"GOBP_REGULATION_OF_PLASMA_LIPOPROTEIN_PARTICLE_LEVELS","GO:BP",20,1.19042749419045,-1.01346778604494,0.588167586245829,0.728646189421832,"NS"
"GOBP_MYELOID_CELL_DEVELOPMENT","GO:BP",13,1.19994915090266,-1.57717948391457,0.592230405589046,0.223215923683728,"NS"
"GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION","GO:BP",13,1.20076118564055,-1.05008584638078,0.592230405589046,0.701210870793647,"NS"
"GOBP_POSITIVE_REGULATION_OF_D_GLUCOSE_TRANSMEMBRANE_TRANSPORT","GO:BP",10,-1.19998286785773,1.41615576758046,0.592230405589046,0.340725392540775,"NS"
"GOBP_REGULATION_OF_GLIOGENESIS","GO:BP",12,-1.20153049668725,0.954252249431651,0.592230405589046,0.783963491961522,"NS"
"GOBP_POSITIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT","GO:BP",43,-1.14493098322732,-0.912122059894308,0.59306919905624,0.845235816447563,"NS"
"GOBP_ACETYL_COA_BIOSYNTHETIC_PROCESS","GO:BP",15,-1.18489291699337,0.859422060747858,0.597759644746501,0.869873573851372,"NS"
"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION","GO:BP",22,1.17937370712198,0.466484771457567,0.600755439131009,0.999461400359066,"NS"
"GOBP_EMBRYONIC_PLACENTA_DEVELOPMENT","GO:BP",10,1.20359445207373,-1.0421253932714,0.60179886201719,0.708929738452102,"NS"
"GOBP_CELLULAR_RESPONSE_TO_LIGHT_STIMULUS","GO:BP",19,-1.16873926670307,1.33991483255627,0.60318936715148,0.380092887641524,"NS"
"GOBP_PROTEIN_INSERTION_INTO_MITOCHONDRIAL_OUTER_MEMBRANE","GO:BP",10,-1.18950956503816,1.47116038691477,0.603384747140603,0.294806144842721,"NS"
