"pathway","database","size","NES_Cancer_vs_Healthy","NES_Training_CR","padj_Cancer_vs_Healthy","padj_Training_CR","sig_cat"
"GOBP_RESPONSE_TO_OSMOTIC_STRESS","GO:BP",23,0.509564824744225,0.954947001123323,0.992299806400733,1,"NS"
"GOBP_RIBOSOME_ASSEMBLY","GO:BP",23,-0.555201174721504,0.725030683991846,0.992299806400733,1,"NS"
"GOBP_NEGATIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS","GO:BP",16,0.394115567337148,0.613437926345552,0.999369681689253,1,"NS"
"HALLMARK_HEME_METABOLISM","Hallmark",67,2.41785811963647,-1.31608372957581,1.20021373886271e-08,0.278501755754975,"CR vs H only"
"HALLMARK_IL2_STAT5_SIGNALING","Hallmark",38,1.9147206994317,-1.17705083851675,0.0016754584607296,0.478537360890302,"CR vs H only"
"HALLMARK_ESTROGEN_RESPONSE_LATE","Hallmark",41,1.5608096009756,-1.23568212921627,0.0503666805036668,0.436513420143503,"NS"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS","Hallmark",21,1.54507230856637,-1.0459128097351,0.0782797373984645,0.624978456942609,"NS"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",17,1.01235840824734,1.16944211040211,0.622390131071704,0.486512218343383,"NS"
"HALLMARK_MYC_TARGETS_V2","Hallmark",13,-0.929556774444854,0.718909725379979,0.682412914188615,0.960350821480503,"NS"
"HALLMARK_SPERMATOGENESIS","Hallmark",12,-0.855392288581124,-1.51954870139207,0.747539987378558,0.278501755754975,"NS"
"HALLMARK_PEROXISOME","Hallmark",43,0.794722252665642,-1.20400050195613,0.860390853592457,0.477165407447383,"NS"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE","Hallmark",35,0.695221380458957,0.588718690269434,0.914852349318722,0.997507788161994,"NS"
"HALLMARK_UV_RESPONSE_UP","Hallmark",47,0.65401843106223,-0.662568236134945,0.946644889070369,0.997507788161994,"NS"
"KEGG_MEDICUS_REFERENCE_CITRATE_CYCLE_SECOND_CARBON_OXIDATION_2","KEGG",10,-2.20102942787084,0.880311205591322,0.000861685707150235,0.716108827439835,"CR vs H only"
"KEGG_MEDICUS_REFERENCE_ITGA_B_TALIN_VINCULIN_SIGNALING_PATHWAY","KEGG",12,1.99027155631436,-1.11288426024726,0.0024060066858946,0.417552168815944,"CR vs H only"
"KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","KEGG",14,1.89052989714805,1.32013778559811,0.0112019254842531,0.235337790899618,"CR vs H only"
"KEGG_MEDICUS_PATHOGEN_SHIGELLA_IPAC_TO_ACTIN_SIGNALING_PATHWAY","KEGG",11,1.7955212642886,1.31942322283258,0.0278299449199007,0.237999231950845,"CR vs H only"
"KEGG_MEDICUS_REFERENCE_TIGHT_JUNCTION_ACTIN_SIGNALING_PATHWAY","KEGG",11,1.7955212642886,1.31942322283258,0.0278299449199007,0.237999231950845,"CR vs H only"
"KEGG_MEDICUS_REFERENCE_VGCC_CA2_APOPTOTIC_PATHWAY","KEGG",10,-1.83614231441659,1.21807271722081,0.032033426183844,0.314025468694729,"CR vs H only"
"KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY","KEGG",10,-1.84201451811548,1.59631551241395,0.032033426183844,0.162121677677063,"CR vs H only"
"KEGG_MEDICUS_REFERENCE_MICROTUBULE_RHOA_SIGNALING_PATHWAY","KEGG",11,1.73974444992639,-1.59763334383945,0.035062106791418,0.183466370762788,"CR vs H only"
"KEGG_MEDICUS_REFERENCE_BRANCHING_MICROTUBULE_NUCLEATION","KEGG",10,1.65268769076208,-1.44780329158058,0.0492531502194535,0.207798524432766,"CR vs H only"
"KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_EAE_TIR_TO_ACTIN_SIGNALING_PATHWAY","KEGG",11,1.64235769378737,1.36504918318073,0.0600383078983202,0.227539571228211,"NS"
"KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT","KEGG",12,1.60184127594523,-1.45679265473469,0.06113532670686,0.207798524432766,"NS"
"KEGG_MEDICUS_REFERENCE_ANTEROGRADE_AXONAL_TRANSPORT","KEGG",12,1.60184127594523,-1.45679265473469,0.06113532670686,0.207798524432766,"NS"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_ANTEROGRADE_AXONAL_TRANSPORT","KEGG",12,1.60184127594523,-1.45679265473469,0.06113532670686,0.207798524432766,"NS"
"KEGG_MEDICUS_REFERENCE_ISOLEUCINE_DEGRADATION","KEGG",10,-1.61843729971875,-0.98101387145992,0.0711356359425029,0.575470435728025,"NS"
"KEGG_MEDICUS_REFERENCE_RETROGRADE_AXONAL_TRANSPORT","KEGG",15,1.56288214872834,-1.07579195594912,0.0711356359425029,0.447947682808761,"NS"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_RETROGRADE_AXONAL_TRANSPORT","KEGG",15,1.56288214872834,-1.07579195594912,0.0711356359425029,0.447947682808761,"NS"
"KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION","KEGG",12,1.56312066387393,-1.44441390582057,0.0737059366682961,0.207798524432766,"NS"
"KEGG_MEDICUS_REFERENCE_ARL8_REGULATED_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT","KEGG",14,1.55001323377946,-1.43105401375904,0.0737898686679175,0.207798524432766,"NS"
"KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_IV","KEGG",11,-1.55783243890407,1.78320073897575,0.0737898686679175,0.0425797685834502,"Tr.(CR) only"
"KEGG_MEDICUS_REFERENCE_TLR2_4_MAPK_SIGNALING_PATHWAY","KEGG",10,-1.55499948571824,1.04769048091546,0.084035741417357,0.50274797259233,"NS"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_DCTN1_TO_RETROGRADE_AXONAL_TRANSPORT","KEGG",11,1.52655469089343,-1.24785599956432,0.0849258275571678,0.285339996358266,"NS"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ANTEROGRADE_AXONAL_TRANSPORT","KEGG",13,1.50199984628939,-1.13403706938311,0.0852520201205473,0.395396777456578,"NS"
"KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT","KEGG",11,1.45727877652559,-1.28890608564523,0.115025397345568,0.265732033287522,"NS"
"KEGG_MEDICUS_PATHOGEN_HCV_CORE_TO_ERK_SIGNALING_PATHWAY","KEGG",11,1.45834344661209,0.895162809187968,0.115025397345568,0.710950764006791,"NS"
"KEGG_MEDICUS_REFERENCE_MGLUR5_CA2_APOPTOTIC_PATHWAY","KEGG",10,-1.45587421268454,1.36468606254409,0.118030397775722,0.227539571228211,"NS"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY","KEGG",10,-1.45587421268454,1.36468606254409,0.118030397775722,0.227539571228211,"NS"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY","KEGG",10,-1.45587421268454,1.36468606254409,0.118030397775722,0.227539571228211,"NS"
"KEGG_MEDICUS_ENV_FACTOR_ZN_TO_ANTEROGRADE_AXONAL_TRANSPORT","KEGG",12,1.42515542580603,-1.26895842123057,0.120527945250122,0.282409677075562,"NS"
"KEGG_MEDICUS_REFERENCE_ASSEMBLY_AND_TRAFFICKING_OF_TELOMERASE","KEGG",10,1.40401281831926,1.42696775426672,0.139487023827591,0.207798524432766,"NS"
"KEGG_MEDICUS_REFERENCE_BETA_OXIDATION","KEGG",11,-1.38308051425233,-1.07263562705483,0.139487023827591,0.447952975056411,"NS"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION","KEGG",32,-1.30193229608302,0.840023790402655,0.139487023827591,0.775597111154742,"NS"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION","KEGG",32,-1.30193229608302,0.840023790402655,0.139487023827591,0.775597111154742,"NS"
"KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION","KEGG",32,-1.30193229608302,0.840023790402655,0.139487023827591,0.775597111154742,"NS"
"KEGG_MEDICUS_REFERENCE_COPI_VESICLE_FORMATION","KEGG",13,1.34726132996002,1.36106606583634,0.1637821768488,0.227539571228211,"NS"
"KEGG_MEDICUS_ENV_FACTOR_ARSENIC_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV","KEGG",12,-1.32073927872636,1.75705925227599,0.167791543999685,0.0532024093118742,"NS"
"KEGG_MEDICUS_REFERENCE_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION","KEGG",33,-1.2558587017391,0.758538985354866,0.167791543999685,0.869722089243871,"NS"
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_UBQLN2_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION","KEGG",33,-1.2558587017391,0.758538985354866,0.167791543999685,0.869722089243871,"NS"
"KEGG_MEDICUS_REFERENCE_RAB7_REGULATED_MICROTUBULE_MINUS_END_DIRECTED_TRANSPORT","KEGG",25,1.26415202724033,-0.966194605281668,0.19618252311363,0.603946041351488,"NS"
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION","KEGG",34,-1.12698722702416,0.703098809482355,0.29209960003478,0.922338607719964,"NS"
"KEGG_MEDICUS_REFERENCE_DYNEIN_RECRUITMENT_TO_THE_KINETOCHORE","KEGG",14,-1.04208479427486,1.36419047479969,0.429659141212926,0.227539571228211,"NS"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_VGCC_CA2_APOPTOTIC_PATHWAY","KEGG",10,-1.02876477518161,1.6517613381418,0.440368605976197,0.116130173328617,"NS"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SOD1_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION","KEGG",34,-1.00835618651267,0.557969214186983,0.469609164420485,0.98761408083442,"NS"
"KEGG_MEDICUS_REFERENCE_GLYCOLYSIS","KEGG",16,1.00170116544604,0.852394109534808,0.480695229239682,0.762897672177028,"NS"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION","KEGG",33,-0.968818971008216,0.831906189160891,0.515096387871337,0.776631364413873,"NS"
"KEGG_MEDICUS_REFERENCE_KEAP1_NRF2_SIGNALING_PATHWAY","KEGG",10,-0.730773688745466,-1.45945574277803,0.813768936290647,0.207798524432766,"NS"
"SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES","Other",21,1.55531269374928,0.970410974936056,0.172674946985762,0.586935866983373,"NS"
"SIG_CHEMOTAXIS","Other",15,1.14329620581619,1.19446988824735,0.482456140350877,0.577796901893287,"NS"
"SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES","Other",15,1.11545032175562,1.06107980597459,0.482456140350877,0.577796901893287,"NS"
"SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES","Other",20,1.20272232852035,1.40886206345056,0.482456140350877,0.521389028686462,"NS"
"WNT_SIGNALING","Other",11,0.96921296431264,1.07633617202314,0.526631895052948,0.577796901893287,"NS"
"PID_THROMBIN_PAR1_PATHWAY","PID",18,2.08870313773749,-1.44709224987751,0.0047529927318827,0.854343092184854,"CR vs H only"
"PID_ECADHERIN_NASCENT_AJ_PATHWAY","PID",16,1.85754624608876,0.995205829660126,0.0502286705566945,0.95960482757905,"NS"
"PID_HDAC_CLASSII_PATHWAY","PID",11,1.77609275414005,-1.49361265381441,0.0645707112057202,0.854343092184854,"NS"
"PID_A6B1_A6B4_INTEGRIN_PATHWAY","PID",18,1.67354847480476,-0.912060433528797,0.105737109658678,0.95960482757905,"NS"
"PID_HEDGEHOG_GLI_PATHWAY","PID",15,1.69077808168335,-1.26358714571579,0.105737109658678,0.92432501672336,"NS"
"PID_S1P_S1P3_PATHWAY","PID",11,1.68118176238362,0.826433889583646,0.105737109658678,0.95960482757905,"NS"
"PID_ERA_GENOMIC_PATHWAY","PID",15,1.55875623261743,0.826600379896242,0.162005398265664,0.95960482757905,"NS"
"PID_ILK_PATHWAY","PID",23,1.53867061968185,1.0644937022199,0.162005398265664,0.95960482757905,"NS"
"PID_NCADHERIN_PATHWAY","PID",13,1.55862848725963,-0.878139896312594,0.162005398265664,0.95960482757905,"NS"
"PID_ENDOTHELIN_PATHWAY","PID",19,1.49962911792943,-0.750611078007065,0.165858523332989,0.95960482757905,"NS"
"PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY","PID",11,-1.55239700635666,-1.08499309574149,0.165858523332989,0.95960482757905,"NS"
"PID_RAC1_PATHWAY","PID",21,1.50403325999927,1.41900827220407,0.165858523332989,0.854343092184854,"NS"
"PID_P53_REGULATION_PATHWAY","PID",20,-1.48133837099524,-0.886951268678454,0.178056516724337,0.95960482757905,"NS"
"PID_S1P_S1P2_PATHWAY","PID",12,1.48123212235604,-0.747221504105016,0.200856062003029,0.95960482757905,"NS"
"PID_ARF6_TRAFFICKING_PATHWAY","PID",13,1.45866637776645,-1.17290117906598,0.215537429917261,0.95960482757905,"NS"
"PID_PRL_SIGNALING_EVENTS_PATHWAY","PID",10,1.46917017971072,0.865191888271198,0.215537429917261,0.95960482757905,"NS"
"PID_P73PATHWAY","PID",15,1.40520373976133,-0.917958204476256,0.259201466290187,0.95960482757905,"NS"
"PID_TXA2PATHWAY","PID",14,1.37671483869797,-1.25708186389184,0.26043771043771,0.92432501672336,"NS"
"PID_FAK_PATHWAY","PID",20,1.2969739150403,0.820034091811331,0.307352983403204,0.95960482757905,"NS"
"PID_RHOA_PATHWAY","PID",15,1.31451840077106,-1.00135439077526,0.307352983403204,0.95960482757905,"NS"
"PID_TGFBR_PATHWAY","PID",15,1.22809152298209,-0.907043124792553,0.418606604749936,0.95960482757905,"NS"
"PID_P38_MK2_PATHWAY","PID",10,1.21458536184294,0.653321699549038,0.423171820737556,0.95960482757905,"NS"
"PID_NETRIN_PATHWAY","PID",12,1.14698782091858,-0.977930651253549,0.52335242961226,0.95960482757905,"NS"
"PID_ECADHERIN_STABILIZATION_PATHWAY","PID",12,1.0965299055179,-1.0497641796153,0.596255155734522,0.95960482757905,"NS"
"PID_PTP1B_PATHWAY","PID",10,1.09021687173757,-1.01290919315857,0.599164568901629,0.95960482757905,"NS"
"PID_HDAC_CLASSI_PATHWAY","PID",15,-0.991451376050538,-0.794821759897773,0.684611832078696,0.95960482757905,"NS"
"PID_LKB1_PATHWAY","PID",17,0.985327245242532,0.710205552581571,0.733481585518102,0.95960482757905,"NS"
"PID_HNF3B_PATHWAY","PID",10,0.960386527217927,-0.851658672764654,0.760333670401527,0.95960482757905,"NS"
"PID_INSULIN_GLUCOSE_PATHWAY","PID",17,0.950308931161387,0.966163118989782,0.778764447666224,0.95960482757905,"NS"
"PID_LIS1_PATHWAY","PID",16,0.935159678360838,-1.25087448265666,0.782180389704696,0.92432501672336,"NS"
"PID_ANGIOPOIETIN_RECEPTOR_PATHWAY","PID",15,0.878182132945347,0.687930732670929,0.794353414250139,0.95960482757905,"NS"
"PID_AURORA_B_PATHWAY","PID",13,0.870370147331442,-1.37299195943001,0.794353414250139,0.894433781190019,"NS"
"PID_IL6_7_PATHWAY","PID",12,0.861735194228478,0.812082275191294,0.794353414250139,0.95960482757905,"NS"
"PID_P53_DOWNSTREAM_PATHWAY","PID",15,0.88141268160242,-1.14726411630579,0.794353414250139,0.95960482757905,"NS"
"PID_PI3KCI_AKT_PATHWAY","PID",15,0.896194945943589,0.867443576450242,0.794353414250139,0.95960482757905,"NS"
"PID_ALPHA_SYNUCLEIN_PATHWAY","PID",12,-0.813032313370046,-0.830938567395729,0.85637939798596,0.95960482757905,"NS"
"PID_IFNG_PATHWAY","PID",16,-0.821295296903301,1.0855854022182,0.85637939798596,0.95960482757905,"NS"
"PID_VEGFR1_2_PATHWAY","PID",32,0.792517300725851,1.03674318833086,0.918798260982415,0.95960482757905,"NS"
"PID_AR_PATHWAY","PID",16,0.684154209827756,-1.00003722613948,0.920803335986181,0.95960482757905,"NS"
"PID_IL12_2PATHWAY","PID",14,0.686461606958957,-0.820969221435396,0.920803335986181,0.95960482757905,"NS"
"PID_P75_NTR_PATHWAY","PID",12,0.682549828642072,0.693717488872769,0.920803335986181,0.95960482757905,"NS"
"PID_REG_GR_PATHWAY","PID",18,-0.735559051786341,1.09269303231243,0.920803335986181,0.95960482757905,"NS"
"PID_TELOMERASE_PATHWAY","PID",13,0.69064082742721,0.818934211540806,0.920803335986181,0.95960482757905,"NS"
"REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION","Reactome",78,-2.78312535301262,1.9467703294319,4.39660324981896e-10,0.00337957930291072,"Both"
"REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE","Reactome",25,-2.72220589580434,1.80818291515303,1.00907121481062e-06,0.15183585313175,"CR vs H only"
"REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL","Reactome",36,2.2419296295559,-1.21934632785586,3.60961497610206e-05,0.704695916546414,"CR vs H only"
"REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS","Reactome",36,2.23249155970872,1.22138051718922,4.17066075199089e-05,0.742705999085811,"CR vs H only"
"REACTOME_GPCR_LIGAND_BINDING","Reactome",12,2.2413251028366,-1.14734696196557,4.17066075199089e-05,0.86841030509905,"CR vs H only"
"REACTOME_INTERLEUKIN_12_SIGNALING","Reactome",28,2.26240023201231,-1.25767681724766,4.17066075199089e-05,0.69495828971241,"CR vs H only"
"REACTOME_MITOCHONDRIAL_BIOGENESIS","Reactome",41,-2.3400758190824,1.42761592793303,8.8764962953458e-05,0.501760521281683,"CR vs H only"
"REACTOME_CRISTAE_FORMATION","Reactome",25,-2.39041411994086,1.78735259500559,0.000184004705418456,0.157907778268762,"CR vs H only"
"REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS","Reactome",13,2.10559519983257,-1.11948016618485,0.000855509015618246,0.903460318740277,"CR vs H only"
"REACTOME_RHOC_GTPASE_CYCLE","Reactome",19,2.06330140858398,0.674533509406366,0.00140811313998151,0.997443746369105,"CR vs H only"
"REACTOME_VISUAL_PHOTOTRANSDUCTION","Reactome",18,1.99378633508735,-0.828205897887654,0.00307263143524148,0.997443746369105,"CR vs H only"
"REACTOME_AMYLOID_FIBER_FORMATION","Reactome",15,1.95704926293163,0.851793618156828,0.0049359130190223,0.997443746369105,"CR vs H only"
"REACTOME_L1CAM_INTERACTIONS","Reactome",45,1.8414133500958,-1.14953168163155,0.0087452469891915,0.784939871205281,"CR vs H only"
"REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT","Reactome",47,-1.82061531990041,1.49230329968233,0.0087452469891915,0.38003077895489,"CR vs H only"
"REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS","Reactome",10,1.91446381780424,-1.66506886685602,0.00887758858617418,0.38003077895489,"CR vs H only"
"REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S","Reactome",54,-1.8820410364467,0.879070912638078,0.00891969347273794,0.997443746369105,"CR vs H only"
"REACTOME_RECYCLING_PATHWAY_OF_L1","Reactome",23,1.86449011321665,-0.846322308664134,0.0102524564894463,0.997443746369105,"CR vs H only"
"REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS","Reactome",71,-1.69059677135404,0.81718266488922,0.0118574569290164,0.997443746369105,"CR vs H only"
"REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS","Reactome",11,1.88210779158047,1.11529271849322,0.0163141884679489,0.90757940998848,"CR vs H only"
"REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC","Reactome",31,1.79213994350269,-0.988562168143515,0.0178130247707758,0.983937894226104,"CR vs H only"
"REACTOME_CARDIAC_CONDUCTION","Reactome",29,-1.79875977461292,-1.22338689114909,0.0184379563198397,0.704695916546414,"CR vs H only"
"REACTOME_FOXO_MEDIATED_TRANSCRIPTION","Reactome",11,1.84607498688712,0.761837739111298,0.0184379563198397,0.997443746369105,"CR vs H only"
"REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE","Reactome",11,1.84972661292718,0.765657361015748,0.0184379563198397,0.997443746369105,"CR vs H only"
"REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS","Reactome",53,1.71913630398295,0.659984470161625,0.0184379563198397,0.997443746369105,"CR vs H only"
"REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES","Reactome",22,1.78625383005913,-1.80135249059531,0.0232938298795685,0.157907778268762,"CR vs H only"
"REACTOME_SENSORY_PROCESSING_OF_SOUND_BY_OUTER_HAIR_CELLS_OF_THE_COCHLEA","Reactome",14,1.80291384888199,-0.913473683290918,0.0239981018833851,0.997443746369105,"CR vs H only"
"REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS","Reactome",13,1.79982103153078,0.472972101419193,0.0244570287483548,0.999083832210859,"CR vs H only"
"REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS","Reactome",16,1.79243171173121,-1.41283491064374,0.0244570287483548,0.579221193956369,"CR vs H only"
"REACTOME_SEMAPHORIN_INTERACTIONS","Reactome",23,1.7737805830277,0.785408785611328,0.0244570287483548,0.997443746369105,"CR vs H only"
"REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS","Reactome",10,1.7778153881323,-1.07127539064298,0.0254166229954931,0.939844014920312,"CR vs H only"
"REACTOME_ION_HOMEOSTASIS","Reactome",25,-1.77470977155946,-0.750572288419558,0.0269317706700115,0.997443746369105,"CR vs H only"
"REACTOME_REGULATION_OF_PYRUVATE_METABOLISM","Reactome",13,-1.89722888525014,1.21587461216746,0.0269317706700115,0.772020104870283,"CR vs H only"
"REACTOME_CIRCADIAN_CLOCK","Reactome",42,-1.71198233355976,0.890187816472886,0.0278264576240561,0.997443746369105,"CR vs H only"
"REACTOME_REGULATION_OF_TP53_ACTIVITY","Reactome",25,-1.8395496881986,0.964524925420588,0.0284231088150069,0.983937894226104,"CR vs H only"
"REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS","Reactome",32,1.70031652849136,-0.737370395426952,0.0284437133457302,0.997443746369105,"CR vs H only"
"REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX","Reactome",40,-1.71513311827876,1.08908818534946,0.0297727007688596,0.90757940998848,"CR vs H only"
"REACTOME_IRON_UPTAKE_AND_TRANSPORT","Reactome",20,1.7484056910946,1.21497402832146,0.0321894276567502,0.767132608293325,"CR vs H only"
"REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT","Reactome",14,-1.86748500392532,1.37341505680762,0.0332091048703426,0.610487503710811,"CR vs H only"
"REACTOME_RHO_GTPASES_ACTIVATE_PKNS","Reactome",21,1.73545028994109,0.941077337512341,0.0338105963105963,0.997443746369105,"CR vs H only"
"REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA","Reactome",36,-1.65782200870684,0.775066099897047,0.0444282863906884,0.997443746369105,"CR vs H only"
"REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING","Reactome",10,-1.75930973553757,-0.788176189995036,0.0497942438566496,0.997443746369105,"CR vs H only"
"REACTOME_INTERLEUKIN_17_SIGNALING","Reactome",21,-1.68533252875373,1.23248796688241,0.0675742223439343,0.746948843728101,"NS"
"REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN","Reactome",10,1.65640605553456,-1.53123849618815,0.0704496652772515,0.501760521281683,"NS"
"REACTOME_FATTY_ACID_METABOLISM","Reactome",65,-1.46900963118933,-1.36924730772111,0.0720753744947293,0.501760521281683,"NS"
"REACTOME_METABOLISM_OF_NUCLEOTIDES","Reactome",40,1.53817491203657,-0.933539721558192,0.0720753744947293,0.997443746369105,"NS"
"REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES","Reactome",16,1.63073108690245,1.43673402000237,0.0741066359818571,0.54743318804209,"NS"
"REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION","Reactome",12,-1.69501469086794,-0.734169781844202,0.0742193553386022,0.997443746369105,"NS"
"REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION","Reactome",12,-1.69329319908333,1.38441904785137,0.0746062023135614,0.610487503710811,"NS"
"REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES","Reactome",11,-1.70529308233754,1.45632052322154,0.0765605267905466,0.54743318804209,"NS"
"REACTOME_CELLULAR_SENESCENCE","Reactome",20,-1.64271972207187,-0.677835627716259,0.077105727414458,0.997443746369105,"NS"
"REACTOME_RHO_GTPASES_ACTIVATE_PAKS","Reactome",17,1.60348055114619,0.874087526596575,0.0804767838736547,0.997443746369105,"NS"
"REACTOME_RHOG_GTPASE_CYCLE","Reactome",28,1.56589058434677,-1.2049169981756,0.0822307108434276,0.746948843728101,"NS"
"REACTOME_DEGRADATION_OF_CRY_AND_PER_PROTEINS","Reactome",34,-1.54032001578752,0.708320972240746,0.0849130712223935,0.997443746369105,"NS"
"REACTOME_METABOLISM_OF_POLYAMINES","Reactome",33,-1.54191576639835,0.974858928301614,0.0849130712223935,0.983937894226104,"NS"
"REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE","Reactome",34,-1.54032001578752,0.708320972240746,0.0849130712223935,0.997443746369105,"NS"
"REACTOME_DEGRADATION_OF_DVL","Reactome",32,-1.53232199875998,0.738677788266657,0.0870681375497051,0.997443746369105,"NS"
"REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY","Reactome",35,-1.52127550879267,0.961453924258669,0.0877003859929756,0.989973923528433,"NS"
"REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS","Reactome",52,1.49161833166023,0.833338971583213,0.0883542166533369,0.997443746369105,"NS"
"REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1","Reactome",32,-1.52218699847405,0.656027567786344,0.0898980537534754,0.997443746369105,"NS"
"REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6","Reactome",32,-1.52218699847405,0.656027567786344,0.0898980537534754,0.997443746369105,"NS"
"REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT","Reactome",51,1.48026472909707,0.998681184705635,0.0898980537534754,0.983937894226104,"NS"
