"pathway","database","size","NES_Cancer_vs_Healthy","NES_Training_CR","padj_Cancer_vs_Healthy","padj_Training_CR","sig_cat"
"GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI","GO:BP",29,1.46573738538038,-0.779232233216269,0.172975545467858,1,"NS"
"GOBP_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT","GO:BP",20,1.48334875338351,0.598720594177256,0.173598087587833,1,"NS"
"GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY","GO:BP",60,1.4040063717025,-0.756832094580328,0.179910165500471,1,"NS"
"GOBP_NEGATIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT","GO:BP",10,1.498896656524,-1.18240165448357,0.182691524871774,0.937121012776657,"NS"
"GOBP_RESPONSE_TO_PROSTAGLANDIN","GO:BP",12,1.49275403691481,-1.61566288010964,0.182753010087862,0.459989643095624,"NS"
"GOBP_MITOCHONDRIAL_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT","GO:BP",10,-1.53867574715717,0.713620033288037,0.182915388002558,1,"NS"
"GOBP_PEPTIDYL_TYROSINE_MODIFICATION","GO:BP",13,1.48622931190479,1.30348007499822,0.186728855434205,0.835960239085239,"NS"
"GOBP_RESPONSE_TO_CADMIUM_ION","GO:BP",11,1.49379450773749,-0.733653785814908,0.187234959441713,1,"NS"
"GOBP_OSTEOCLAST_DIFFERENTIATION","GO:BP",11,1.49148309002377,-1.18240431844009,0.189012695990709,0.933894296516773,"NS"
"GOBP_SKELETAL_MUSCLE_TISSUE_REGENERATION","GO:BP",13,1.48289802273353,-0.776653296352163,0.189012695990709,1,"NS"
"GOBP_APICAL_JUNCTION_ASSEMBLY","GO:BP",14,1.48037931098921,-1.04551030297083,0.189120642558657,1,"NS"
"GOBP_RESPONSE_TO_KETONE","GO:BP",41,1.42442692164692,-1.48990215119618,0.190055030701139,0.455118189354166,"NS"
"GOBP_SMOOTH_MUSCLE_CONTRACTION","GO:BP",17,1.4657589506488,-1.6393322668181,0.190055030701139,0.351511792485239,"NS"
"GOBP_VIRAL_LIFE_CYCLE","GO:BP",73,1.37365405875157,-1.07831613263762,0.190055030701139,0.970802371629438,"NS"
"GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING","GO:BP",13,1.47744133259038,0.777453182038795,0.191427113392888,1,"NS"
"GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I","GO:BP",11,1.48789915403438,-0.426618229794055,0.193191346637599,1,"NS"
"GOBP_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS","GO:BP",14,1.47312173857154,0.569394090031358,0.19530469448253,1,"NS"
"GOBP_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY","GO:BP",38,1.41356483378315,-1.13454518888127,0.19530469448253,0.933894296516773,"NS"
"GOBP_IRES_DEPENDENT_VIRAL_TRANSLATIONAL_INITIATION","GO:BP",10,-1.51697358365936,0.988760625763837,0.19743569539033,1,"NS"
"GOBP_SYNAPTIC_VESICLE_RECYCLING","GO:BP",27,1.44033815817772,0.801527406679604,0.19743569539033,1,"NS"
"GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT","GO:BP",11,1.47904141621351,-1.13410198213781,0.198376383763838,0.970802371629438,"NS"
"GOBP_SMOOTH_MUSCLE_CELL_MIGRATION","GO:BP",12,1.4657567429981,-0.869222114246004,0.198376383763838,1,"NS"
"GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN","GO:BP",10,1.47006608134696,-0.923659479354383,0.200875188338512,1,"NS"
"GOBP_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY","GO:BP",25,1.43544192541918,0.754967013745008,0.203220486641313,1,"NS"
"GOBP_PURINE_CONTAINING_COMPOUND_SALVAGE","GO:BP",11,1.46777711299293,-0.745189544992748,0.204647933905948,1,"NS"
"GOBP_THIOESTER_BIOSYNTHETIC_PROCESS","GO:BP",28,-1.39430338752458,-0.866150450595645,0.207727228429484,1,"NS"
"GOBP_RECEPTOR_RECYCLING","GO:BP",11,1.46362054889919,0.862762169173421,0.20791679718446,1,"NS"
"GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE","GO:BP",31,1.40795808738379,-1.09181139242994,0.210391179985766,0.972586330082651,"NS"
"GOBP_DNA_BIOSYNTHETIC_PROCESS","GO:BP",22,1.43326551432782,0.9650052839472,0.211164179565793,1,"NS"
"GOBP_EPIDERMAL_CELL_DIFFERENTIATION","GO:BP",23,1.43476374732973,-1.17133695730853,0.211164179565793,0.91096863908053,"NS"
"GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERASE","GO:BP",14,1.45663443664684,0.780283807910407,0.211164179565793,1,"NS"
"GOBP_RESPONSE_TO_ARSENIC_CONTAINING_SUBSTANCE","GO:BP",10,1.45692587059238,0.490306618002739,0.211251789862128,1,"NS"
"GOBP_METANEPHROS_DEVELOPMENT","GO:BP",11,1.44855936052099,-0.643825944702255,0.218888106966925,1,"NS"
"GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS","GO:BP",15,-1.44983361279466,1.09822013446275,0.218888106966925,0.992138612915579,"NS"
"GOBP_RESPONSE_TO_HYDROGEN_PEROXIDE","GO:BP",31,1.39964026498809,-1.04143155452426,0.219336259638878,1,"NS"
"GOBP_NEGATIVE_REGULATION_OF_LIPID_TRANSPORT","GO:BP",12,1.43774528153734,1.02070745040942,0.221977927493598,1,"NS"
"GOBP_POSITIVE_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION","GO:BP",10,-1.47360902569711,-1.08283930105017,0.222379654874752,0.993241779530139,"NS"
"GOBP_PORPHYRIN_CONTAINING_COMPOUND_METABOLIC_PROCESS","GO:BP",14,1.43428271374773,0.807594548181904,0.22852978684642,1,"NS"
"GOBP_REGULATION_OF_BLOOD_CIRCULATION","GO:BP",58,-1.30657051224259,-0.866452679773565,0.22852978684642,1,"NS"
"GOBP_CELLULAR_RESPONSE_TO_KETONE","GO:BP",23,1.41327817859249,-1.05974177412715,0.228543105475714,1,"NS"
"GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION","GO:BP",16,-1.43814454398234,-1.00462994465706,0.229594361303234,1,"NS"
"GOBP_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE","GO:BP",11,-1.45895110715204,-1.16339321160913,0.231621467013788,0.952634646436659,"NS"
"GOBP_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS","GO:BP",13,1.41995297808468,0.922938994992235,0.233288251061549,1,"NS"
"GOBP_NEGATIVE_REGULATION_OF_REPRODUCTIVE_PROCESS","GO:BP",11,1.42945275249817,-0.866455042272604,0.236047566570964,1,"NS"
"GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY","GO:BP",13,1.40822896571252,1.09582741015803,0.24256943924534,0.992138612915579,"NS"
"GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY","GO:BP",21,1.39606962378989,-0.966699569132715,0.243184325241637,1,"NS"
"GOBP_FATTY_ACYL_COA_METABOLIC_PROCESS","GO:BP",14,-1.41381299507828,0.824656786009572,0.248462793324131,1,"NS"
"GOBP_POSITIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT","GO:BP",43,1.36196871857665,-1.1483087527596,0.24900252312868,0.909554618244209,"NS"
"GOBP_RESPONSE_TO_ETHANOL","GO:BP",27,1.37715456794745,-0.989449619143449,0.255559077940311,1,"NS"
"GOBP_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY","GO:BP",23,1.38403852932182,0.811910257943283,0.256255931850274,1,"NS"
"GOBP_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE","GO:BP",75,1.31239700155244,-1.2845641589018,0.256318589993471,0.731457508887249,"NS"
"GOBP_REGULATION_OF_PLATELET_ACTIVATION","GO:BP",10,1.40678026019577,-0.995659974517342,0.258733164289749,1,"NS"
"GOBP_FEMALE_SEX_DIFFERENTIATION","GO:BP",10,1.40454934393488,-1.78482094013467,0.260633665042934,0.280659240497454,"NS"
"GOBP_TELOMERASE_RNA_LOCALIZATION","GO:BP",10,1.40468870091534,1.43314776273336,0.260633665042934,0.730563007855475,"NS"
"GOBP_L_AMINO_ACID_CATABOLIC_PROCESS","GO:BP",26,-1.33768466912646,-1.06782957482737,0.26436250133192,0.993241779530139,"NS"
"GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING","GO:BP",16,1.38445695638489,0.674174697527158,0.264590976933918,1,"NS"
"GOBP_ORGANOPHOSPHATE_ESTER_TRANSPORT","GO:BP",23,1.37326381969311,0.87988616084464,0.265312263936571,1,"NS"
"GOBP_CHLORIDE_TRANSPORT","GO:BP",11,1.39166248612189,-1.26575055606153,0.267882385337943,0.875632064372523,"NS"
"GOBP_METABOLIC_COMPOUND_SALVAGE","GO:BP",16,1.38089068270375,-0.856611086542743,0.267882385337943,1,"NS"
"GOBP_POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION","GO:BP",52,1.3260280348636,1.0665227897052,0.267882385337943,0.993241779530139,"NS"
"GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL","GO:BP",27,1.36492522651694,0.822013947165322,0.267882385337943,1,"NS"
"GOBP_REGULATION_OF_CATION_CHANNEL_ACTIVITY","GO:BP",15,-1.37957075547797,-1.20317848708298,0.272223415682062,0.909554618244209,"NS"
"GOBP_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY","GO:BP",12,1.38031540774273,-1.36783477597843,0.272268360201921,0.807813925950508,"NS"
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE","GO:BP",30,1.34808552672386,0.803630407176043,0.27415516420752,1,"NS"
"GOBP_GLUCOSE_6_PHOSPHATE_METABOLIC_PROCESS","GO:BP",13,1.37216160956568,-0.933725693479186,0.275005046257986,1,"NS"
"GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_SYMBIONT","GO:BP",10,1.38282641168858,0.788781180684474,0.279958129815293,1,"NS"
"GOBP_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION","GO:BP",10,1.38257509163083,-1.40498753588562,0.279968132130335,0.803285622184819,"NS"
"GOBP_PIGMENT_BIOSYNTHETIC_PROCESS","GO:BP",12,1.36780395259153,-0.807757237353029,0.287077602891055,1,"NS"
"GOBP_LUNG_EPITHELIUM_DEVELOPMENT","GO:BP",11,1.37302250019306,-0.639883877772166,0.287302446559897,1,"NS"
"GOBP_GLUCOSE_CATABOLIC_PROCESS","GO:BP",18,-1.34813831311301,0.885247536662689,0.288999979147525,1,"NS"
"GOBP_NEGATIVE_REGULATION_OF_LIPID_LOCALIZATION","GO:BP",14,1.3688095067806,0.819095182501152,0.289354177550938,1,"NS"
"GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_CALCIUM_ION_SIGNALING","GO:BP",19,-1.34071337217957,0.777825127088749,0.292311284656828,1,"NS"
"GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING","GO:BP",17,-1.35059155567811,1.42160772674679,0.293488473054636,0.709940316834075,"NS"
"GOBP_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION","GO:BP",11,1.36633653117778,-0.574056013917446,0.293813164103375,1,"NS"
"GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY","GO:BP",50,1.30328615568949,0.879687029497744,0.294754355372826,1,"NS"
"GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY","GO:BP",13,-1.36181269475862,0.901394568516205,0.295314692178452,1,"NS"
"GOBP_CELLULAR_RESPONSE_TO_ANGIOTENSIN","GO:BP",12,1.35643233434291,0.639104491361978,0.29597795754741,1,"NS"
"GOBP_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_ENDOPLASMIC_RETICULUM","GO:BP",22,-1.31738263129263,0.660988517210566,0.297301773780406,1,"NS"
"GOBP_PROTEINOGENIC_AMINO_ACID_METABOLIC_PROCESS","GO:BP",50,-1.2676081067516,-1.1767583362763,0.299648560330477,0.875632064372523,"NS"
"GOBP_REGULATION_OF_PROTEIN_NEDDYLATION","GO:BP",11,-1.36622500655669,-0.651730242904739,0.30831319272518,1,"NS"
"GOBP_TYPE_2_MITOPHAGY","GO:BP",10,-1.36927610503219,0.645362194385076,0.30831319272518,1,"NS"
"GOBP_GMP_METABOLIC_PROCESS","GO:BP",14,1.34893994028166,-0.692800267022726,0.308671097321053,1,"NS"
"GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION","GO:BP",10,1.35688349926945,0.595829458446781,0.308671097321053,1,"NS"
"GOBP_REGULATION_OF_AMIDE_METABOLIC_PROCESS","GO:BP",21,1.33901750667643,-1.12275046530833,0.309097576482557,0.958492539659312,"NS"
"GOBP_TOR_SIGNALING","GO:BP",39,-1.26502736133217,-1.09594045787665,0.3097011002036,0.970802371629438,"NS"
"GOBP_NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY","GO:BP",31,1.31247395289986,0.862129028579812,0.312237446702819,1,"NS"
"GOBP_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION","GO:BP",11,1.34720363371238,-1.65190554186193,0.312295854829481,0.455118189354166,"NS"
"GOBP_NUCLEAR_EXPORT","GO:BP",41,1.29871156014453,-1.04805294287631,0.31660787718176,1,"NS"
"GOBP_ACTIN_FILAMENT_SEVERING","GO:BP",10,1.34426245087332,1.04023702841866,0.31919494879249,1,"NS"
"GOBP_FRUCTOSE_6_PHOSPHATE_METABOLIC_PROCESS","GO:BP",10,-1.34934425124148,1.23067695960461,0.31919494879249,0.91096863908053,"NS"
"GOBP_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS","GO:BP",23,-1.28835690039794,-1.32490352750961,0.320910247293196,0.803285622184819,"NS"
"GOBP_LIPID_DROPLET_ORGANIZATION","GO:BP",10,-1.34026504533597,-0.732248256329626,0.329388063460086,1,"NS"
"GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS","GO:BP",101,1.2329706539438,0.582901280326613,0.329388063460086,1,"NS"
"GOBP_GLUTATHIONE_METABOLIC_PROCESS","GO:BP",24,1.31005290850433,-1.70469156411329,0.331853362785646,0.280659240497454,"NS"
"GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS","GO:BP",10,-1.33444603986586,0.959883863990263,0.332343556720288,1,"NS"
"GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON","GO:BP",25,1.30143096018902,0.79659991444409,0.335608983872564,1,"NS"
"GOBP_MYOBLAST_DIFFERENTIATION","GO:BP",18,1.30776148729929,0.864096946184092,0.338502564563608,1,"NS"
"GOBP_POSITIVE_REGULATION_OF_CYTOPLASMIC_TRANSLATION","GO:BP",12,-1.31853333498158,1.55947656566738,0.338502564563608,0.514267159332662,"NS"
"GOBP_PROTEIN_TARGETING_TO_MITOCHONDRION","GO:BP",52,-1.22830020172666,1.05806811111054,0.338804447809573,1,"NS"
"GOBP_REGULATION_OF_CELL_SIZE","GO:BP",32,1.27844614154174,-1.15187875484158,0.341670852194053,0.918121339328242,"NS"
"GOBP_GLYCOLYTIC_PROCESS_THROUGH_FRUCTOSE_6_PHOSPHATE","GO:BP",18,-1.28189270738099,0.846262483358591,0.34281633138912,1,"NS"
"GOBP_PROTEIN_LOCALIZATION_TO_LYSOSOME","GO:BP",14,1.30651905104347,-1.15163058217654,0.344141667340503,0.957149206196861,"NS"
"GOBP_TORC1_SIGNALING","GO:BP",27,-1.24893956897958,-1.07351292500704,0.344141667340503,0.992138612915579,"NS"
"GOBP_EMBRYO_IMPLANTATION","GO:BP",15,1.31042618304857,-0.980333189836678,0.344743531705958,1,"NS"
"GOBP_PROTEIN_TRANSMEMBRANE_IMPORT_INTO_INTRACELLULAR_ORGANELLE","GO:BP",17,-1.2879691686926,1.15224921314063,0.344743531705958,0.957265676855895,"NS"
"GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS","GO:BP",103,-1.16481732842118,-1.29446560058582,0.344743531705958,0.691850454331062,"NS"
"GOBP_POSITIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION","GO:BP",11,1.30364612329447,0.801911892688494,0.350428070320933,1,"NS"
"GOBP_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS","GO:BP",14,1.29650590387246,-1.35226858742017,0.355019860293111,0.806557973058528,"NS"
"GOBP_RESPONSE_TO_ESTROGEN","GO:BP",10,1.30541241026538,-1.62339874111768,0.355783975659007,0.486394363902916,"NS"
"GOBP_RELAXATION_OF_MUSCLE","GO:BP",14,-1.29630153047949,0.687815230653289,0.357692307692308,1,"NS"
"GOBP_IMPORT_INTO_THE_MITOCHONDRION","GO:BP",24,-1.24912035417589,0.893502088629624,0.358017784155495,1,"NS"
"GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS","GO:BP",10,1.30271909385885,-0.913717713228746,0.358243439911701,1,"NS"
"GOBP_DEFENSE_RESPONSE_TO_GRAM_NEGATIVE_BACTERIUM","GO:BP",14,1.29325065687004,1.04065743813877,0.358423100783938,1,"NS"
"GOBP_CARDIAC_CONDUCTION","GO:BP",26,-1.24414517622799,-1.02659295186353,0.359547801733176,1,"NS"
"GOBP_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT","GO:BP",12,-1.29628901796905,0.722267897440021,0.365597300482749,1,"NS"
"GOBP_PROTEIN_LOCALIZATION_TO_EXTRACELLULAR_REGION","GO:BP",68,1.2289302614748,0.736671818385029,0.367548653162313,1,"NS"
"GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS","GO:BP",37,1.24676869845982,0.975983057424885,0.369396664733841,1,"NS"
"GOBP_REGULATION_OF_CIRCADIAN_RHYTHM","GO:BP",25,-1.23895871349017,0.93090011933553,0.369396664733841,1,"NS"
"GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY","GO:BP",35,1.25171273332435,-1.22164992761267,0.369396664733841,0.835960239085239,"NS"
"GOBP_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING","GO:BP",20,1.27935214556967,1.00510937674214,0.369396664733841,1,"NS"
"GOBP_MONOSACCHARIDE_CATABOLIC_PROCESS","GO:BP",23,-1.23822689693854,0.871163623872844,0.369484425036836,1,"NS"
"GOBP_RHYTHMIC_PROCESS","GO:BP",48,-1.21185002317307,0.960247073327605,0.372561231363677,1,"NS"
"GOBP_NAD_METABOLIC_PROCESS","GO:BP",15,-1.26179262784844,0.943115118641402,0.375684686088176,1,"NS"
"GOBP_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM","GO:BP",10,1.28067897385167,0.753879521768531,0.384568197393316,1,"NS"
"GOBP_RESPONSE_TO_CORTICOSTEROID","GO:BP",31,1.23732835813433,-0.936543835451908,0.394577063077822,1,"NS"
"GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT","GO:BP",30,1.23412564563244,-1.248126577144,0.398454811067318,0.828122854967739,"NS"
"GOBP_ANTIVIRAL_INNATE_IMMUNE_RESPONSE","GO:BP",12,-1.2578495784036,-1.11941346290064,0.399580411630659,0.970802371629438,"NS"
"GOBP_RNA_TEMPLATED_DNA_BIOSYNTHETIC_PROCESS","GO:BP",18,1.25619161912043,1.08497434737074,0.399580411630659,0.993241779530139,"NS"
"GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION","GO:BP",11,1.2592154183545,1.36571735214127,0.400583796314558,0.813100817501639,"NS"
"GOBP_NEGATIVE_REGULATION_OF_AMYLOID_FIBRIL_FORMATION","GO:BP",10,1.26176954847883,-1.57098519665677,0.401903792637873,0.587746104142912,"NS"
"GOBP_REGULATION_OF_AMYLOID_FIBRIL_FORMATION","GO:BP",10,1.26176954847883,-1.57098519665677,0.401903792637873,0.587746104142912,"NS"
"GOBP_NEGATIVE_REGULATION_OF_RNA_CATABOLIC_PROCESS","GO:BP",25,-1.20364654256935,1.317286051102,0.405686998046451,0.813100817501639,"NS"
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION","GO:BP",26,-1.20479454494531,-1.14563319858287,0.408821100706231,0.933894296516773,"NS"
"GOBP_REGULATION_OF_SYNAPTIC_VESICLE_RECYCLING","GO:BP",11,1.25253643916153,-0.893760882644599,0.408821100706231,1,"NS"
"GOBP_REGULATION_OF_NERVOUS_SYSTEM_PROCESS","GO:BP",10,1.25640950801825,-1.13284479374349,0.410164435664308,0.970802371629438,"NS"
"GOBP_REGULATION_OF_RNA_SPLICING","GO:BP",42,1.21549416443271,-0.758507218065687,0.413113557569491,1,"NS"
"GOBP_RESPONSE_TO_TUMOR_CELL","GO:BP",11,1.24471558219959,-0.881029101446239,0.416275771790117,1,"NS"
"GOBP_CELLULAR_COMPONENT_MAINTENANCE","GO:BP",10,1.24966488980169,1.20473996546817,0.416755852338674,0.93328123557394,"NS"
"GOBP_CELLULAR_RESPONSE_TO_CORTICOSTEROID_STIMULUS","GO:BP",17,1.230148089057,-1.11917717658615,0.427383022671053,0.970802371629438,"NS"
"GOBP_TISSUE_MIGRATION","GO:BP",16,1.23616542485263,0.735246908371211,0.427383022671053,1,"NS"
"GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT","GO:BP",20,1.22675711611725,-1.10519811903866,0.428556255636732,0.972586330082651,"NS"
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS","GO:BP",19,-1.20517976307365,1.00082638600253,0.428996141870438,1,"NS"
"GOBP_LEUKOCYTE_APOPTOTIC_PROCESS","GO:BP",11,1.2330070395657,-0.978741203034085,0.430435826950279,1,"NS"
"GOBP_NADP_METABOLIC_PROCESS","GO:BP",21,1.22352545490348,-1.50729577434577,0.431470390330772,0.573636228375107,"NS"
"GOBP_RESPONSE_TO_INTERLEUKIN_7","GO:BP",11,1.23040773208984,-1.0006810486325,0.432724589175649,1,"NS"
"GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT","GO:BP",26,1.2085282754991,-1.30040924574588,0.435938306289777,0.813100817501639,"NS"
"GOBP_POSITIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS","GO:BP",10,1.23022918837729,-0.943854940774818,0.435938306289777,1,"NS"
"GOBP_REGULATION_OF_KINASE_ACTIVITY","GO:BP",47,1.18973472142765,0.619143098382848,0.435938306289777,1,"NS"
"GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION","GO:BP",39,-1.16352345583295,1.18340219025352,0.435938306289777,0.909554618244209,"NS"
"GOBP_GLYCOLYTIC_PROCESS_THROUGH_GLUCOSE_6_PHOSPHATE","GO:BP",15,-1.20893842545029,0.921578337305134,0.43681357059704,1,"NS"
"GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS","GO:BP",43,1.18895041231414,-0.918977398618553,0.43776331638876,1,"NS"
"GOBP_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS","GO:BP",11,-1.22050732048222,-1.0547723712532,0.438299910082786,1,"NS"
"GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE","GO:BP",86,1.16066572529524,-0.527433529672854,0.438299910082786,1,"NS"
"GOBP_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY","GO:BP",12,-1.21023685795279,0.919887227194344,0.438299910082786,1,"NS"
"GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT","GO:BP",12,1.21410886129201,1.03316998183202,0.439496317256876,1,"NS"
"GOBP_SPERMATID_DIFFERENTIATION","GO:BP",21,-1.18259976388514,-0.538930275477787,0.439496317256876,1,"NS"
"GOBP_CELL_REDOX_HOMEOSTASIS","GO:BP",20,1.20826319810254,0.697600701412977,0.441438728387503,1,"NS"
"GOBP_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","GO:BP",17,1.20900096495727,-0.719487524902478,0.441914148049259,1,"NS"
"GOBP_AMP_BIOSYNTHETIC_PROCESS","GO:BP",11,1.21560889179609,-0.546917887281673,0.444329585791911,1,"NS"
"GOBP_AMINO_ACID_BETAINE_METABOLIC_PROCESS","GO:BP",11,-1.21159009318752,-1.88007046104641,0.445009535918627,0.188546676484107,"NS"
"GOBP_EAR_MORPHOGENESIS","GO:BP",10,1.21463296631642,0.900616586100102,0.446346935391633,1,"NS"
"GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS","GO:BP",22,1.19452910739198,-0.695383941367906,0.452579309094878,1,"NS"
"GOBP_NEGATIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS","GO:BP",11,1.20922226781592,0.761561047948545,0.455110766071805,1,"NS"
"GOBP_HEMATOPOIETIC_OR_LYMPHOID_ORGAN_DEVELOPMENT","GO:BP",10,1.20523958234882,-1.37378128547766,0.4586712192346,0.813100817501639,"NS"
"GOBP_NEGATIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS","GO:BP",12,-1.19259196101276,0.747061542229272,0.4586712192346,1,"NS"
"GOBP_REGULATION_OF_INCLUSION_BODY_ASSEMBLY","GO:BP",11,1.205629926055,0.77859284968839,0.459651813663817,1,"NS"
"GOBP_REGULATION_OF_SKELETAL_MUSCLE_ADAPTATION","GO:BP",10,-1.20146793074662,1.49182980434483,0.459651813663817,0.674068688043821,"NS"
"GOBP_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE","GO:BP",17,-1.17054577097852,-0.732583342986131,0.460675281033724,1,"NS"
"GOBP_NEGATIVE_REGULATION_OF_TRANSLATION","GO:BP",35,-1.14375881859591,1.26345766290399,0.462279557710712,0.835960239085239,"NS"
"GOBP_REGULATION_OF_JNK_CASCADE","GO:BP",13,1.1902321633261,-0.896528218753651,0.464591637689763,1,"NS"
"GOBP_REGULATION_OF_REPRODUCTIVE_PROCESS","GO:BP",16,1.19239445676042,-0.698947423213447,0.464591637689763,1,"NS"
"GOBP_TUBE_FORMATION","GO:BP",15,1.19511451571109,-1.41385621309029,0.464591637689763,0.709940316834075,"NS"
"GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION","GO:BP",30,-1.14784404989322,-0.887155715948546,0.465117065622701,1,"NS"
"GOBP_NEGATIVE_REGULATION_OF_MRNA_CATABOLIC_PROCESS","GO:BP",21,-1.16131743117745,1.34845113809851,0.465695506340614,0.803285622184819,"NS"
"GOBP_OLIGODENDROCYTE_DIFFERENTIATION","GO:BP",12,1.19304998766465,-1.42150874185419,0.466228727341646,0.759067024534079,"NS"
"GOBP_REGULATION_OF_CILIUM_ASSEMBLY","GO:BP",11,1.19492511370514,-0.73979404550281,0.467127760779575,1,"NS"
"GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","GO:BP",17,1.18735138689331,-0.861075266989339,0.467352907764843,1,"NS"
