"uniprot_id","protein","gene","description","CR6_T1","CR6_T2","CR7_T2","CR8_T1","CR8_T2","CR10_T2","CR12_T1","CR12_T2","CR15_T1","CR17_T1","CR17_T2","CR18_T1","CR18_T2","CR22_T1","CR22_T2","CR25_T1","CR25_T2","CR72_T1","CR72_T2","CR149_T1","CR149_T2","CR163_T1","CR163_T2","CR383_T1","CR386_T2","logFC_Baseline_Supplement","CI.L_Baseline_Supplement","CI.R_Baseline_Supplement","average_intensity_Baseline_Supplement","t_Baseline_Supplement","B_Baseline_Supplement","P.Value_Baseline_Supplement","adj.P.Val_Baseline_Supplement","sig.PVal_Baseline_Supplement","sig.FDR_Baseline_Supplement","logFC_Training_CRE","CI.L_Training_CRE","CI.R_Training_CRE","average_intensity_Training_CRE","t_Training_CRE","B_Training_CRE","P.Value_Training_CRE","adj.P.Val_Training_CRE","sig.PVal_Training_CRE","sig.FDR_Training_CRE","logFC_Training_PLA","CI.L_Training_PLA","CI.R_Training_PLA","average_intensity_Training_PLA","t_Training_PLA","B_Training_PLA","P.Value_Training_PLA","adj.P.Val_Training_PLA","sig.PVal_Training_PLA","sig.FDR_Training_PLA","logFC_Supplement_Interaction","CI.L_Supplement_Interaction","CI.R_Supplement_Interaction","average_intensity_Supplement_Interaction","t_Supplement_Interaction","B_Supplement_Interaction","P.Value_Supplement_Interaction","adj.P.Val_Supplement_Interaction","sig.PVal_Supplement_Interaction","sig.FDR_Supplement_Interaction"
"P20674","COX5A_HUMAN","COX5A","Cytochrome c oxidase subunit 5A, mitochondrial",23.4866583502207,23.6849214878579,23.4354077757898,23.9318430281352,23.59571512576,23.0571246871733,22.0569448623119,23.243957898745,23.090111638033,23.1921719920736,23.1308472339376,23.3375926191788,23.9377427497088,23.107040493687,23.7654818631472,23.0263525994304,23.3857938861212,23.298089216258,23.5302683882741,23.7197403066249,23.4837214609453,23.8805500228762,23.6834412926405,22.7968362715528,23.595903997595,-0.227605629389892,-0.72065377298264,0.265442514202856,23.3781703699231,-0.950752151826693,-4.60573792572131,0.350833511906133,0.996799643733751,0,0,0.311931824084493,-0.0591636547619274,0.683027302930913,23.3781703699231,1.73120168952643,-4.20460421612616,0.0957433392056516,0.973043054736961,1,0,0.164193755004295,-0.267233574508845,0.595621084517434,23.3781703699231,0.783831347177082,-5.28213094069108,0.4405039253609,0.942899809241619,0,0,0.147738069080198,-0.421332572467135,0.716808710627531,23.3781703699231,0.534687317950382,-4.78784399790089,0.597590716781992,0.998923118989502,0,0
"P47985","UCRI_HUMAN","UQCRFS1","Cytochrome b-c1 complex subunit Rieske, mitochondrial",23.6724575962748,23.4605224724053,23.3834547165154,24.1553411836965,24.3215921199867,23.4187724786511,22.333204093005,23.0474714042964,22.201951152281,23.3596092974778,23.0791813121957,23.5695762637126,23.643492203658,23.1906001480888,23.3612637054848,23.1019576354032,23.2062466345818,23.5600211753044,23.1771479665167,23.4669928224474,22.9246612311684,24.0034172865598,23.6627816477471,23.7716893472154,23.6428277958054,0.154220339353305,-0.41011832273116,0.71855900143777,23.3886493476192,0.562827742056475,-4.64391437803351,0.578566004850365,0.996799643733751,0,0,0.0319413296543871,-0.392811361861198,0.456694021169972,23.3886493476192,0.154878272940549,-5.29580369713666,0.878161137582742,0.987780169499592,0,0,-0.000276205378511918,-0.494084213963618,0.493531803206595,23.3886493476192,-0.00115198718499276,-5.55057174156641,0.99908999225709,0.999685644567527,0,0,0.032217535032899,-0.619135823976266,0.683570894042064,23.3886493476192,0.101870701776157,-4.84382784820765,0.919672123475818,0.998923118989502,0,0
"P00387","NB5R3_HUMAN","CYB5R3","NADH-cytochrome b5 reductase 3",22.7223995924412,23.0445725585041,23.1542909490015,22.6065402884351,22.2215849237165,22.9862351138333,23.2572562358552,23.5839335040281,25.0425260298459,22.9884109356225,23.3477414714971,22.6552121206403,22.6662221219056,24.0073429922418,23.3581554111436,23.8475544048483,23.5792295030646,23.2071821921314,24.0128081975579,23.0622467321205,23.2793532036198,22.3215088674007,22.3860141519475,22.7634709544324,23.3996941347479,-0.160929746611096,-0.884430341183185,0.562570847960993,23.1800594636233,-0.45811138054212,-4.65104451390847,0.650830286034242,0.996799643733751,0,0,0.00504792453529035,-0.539498897265882,0.549594746336463,23.1800594636233,0.0190919932319544,-5.30511360957824,0.984919304434949,0.997798077317106,0,0,-0.0391186499190646,-0.672196643363914,0.593959343525785,23.1800594636233,-0.127262451894113,-5.5433991424362,0.899750954837378,0.994135012624574,0,0,0.0441665744543549,-0.790889703240696,0.879222852149406,23.1800594636233,0.108931031778346,-4.84352276161302,0.914126973489178,0.998923118989502,0,0
"P08238","HS90B_HUMAN","HSP90AB1","Heat shock protein HSP 90-beta",23.339725583004,23.2857457398532,23.2985568478294,22.6703961276655,23.1967833888566,23.4541734233573,23.5324746723511,23.3488781492974,23.5698294595721,23.4647908032413,23.607934759967,23.0125779192936,23.4208840683684,23.0519532236249,23.0540701062006,23.4123349934722,23.5187430827256,23.0060436811066,23.6015656232097,23.7556111317874,23.8783033481902,22.8381589206184,23.2567926218102,23.456363024543,23.3252904039635,-0.260195553084348,-0.612559179270407,0.0921680731017119,23.3343192441564,-1.52083621239745,-4.5204170490322,0.140851386800245,0.996799643733751,0,0,0.221016126010458,-0.0441923537025972,0.486224605723513,23.3343192441564,1.71636718206128,-4.22212606886187,0.0984648402255515,0.973043054736961,1,0,0.0766032570477719,-0.231722208200474,0.384928722296017,23.3343192441564,0.511695368065541,-5.43525474264137,0.613355390952654,0.969119024742657,0,0,0.144412868962686,-0.262281279301408,0.55110701722678,23.3343192441564,0.731327017684388,-4.73809518027203,0.471380351740556,0.998923118989502,0,0
"P22061","PIMT_HUMAN","PCMT1","Protein-L-isoaspartate(D-aspartate) O-methyltransferase",23.5574160233301,23.2350645295323,23.1858348980726,22.6512473912225,22.805294161109,23.8373150744953,23.6453282924656,23.3466126091457,23.0488975586768,23.4811983859831,23.4870453445639,23.6456526991256,23.287619601809,23.9555608859503,23.3495536419363,23.3926510639261,23.1807181120263,23.3308325630442,23.4983767897622,23.6545222301571,23.1159580500108,23.2527560103237,22.7454164262311,23.613010362226,23.4140406637231,-0.0466634908865942,-0.451492365559347,0.358165383786159,23.348716934754,-0.237399275682488,-4.66138194707313,0.814282105705114,0.996799643733751,0,0,-0.175463401161792,-0.480160147412258,0.129233345088673,23.348716934754,-1.18602098276443,-4.76920202867839,0.24676601513515,0.973043054736961,0,0,-0.223087906804547,-0.577321550272309,0.131145736663214,23.348716934754,-1.29705940816374,-4.83270934043596,0.206456028153031,0.900280238255423,0,0,0.0476245056427551,-0.419624444425691,0.514873455711201,23.348716934754,0.20992095434459,-4.83692917589454,0.835431041716654,0.998923118989502,0,0
"P62805","H4_HUMAN","H4C1","Histone H4",22.1801210314833,25.5130520004513,23.2129951428302,21.7081640598627,19.4885067182439,21.4225917032912,23.7930536525169,24.3110347497054,24.7173457968955,21.6896755392152,23.333857391677,23.1627276540039,21.0935742531164,22.0660621663395,21.6313424367618,22.6799222011302,25.2377021330839,23.1010243894166,21.7624128625278,21.9967682073018,22.5606554457561,22.4757112966671,21.7777664796876,22.1925880261106,22.7475951831026,-0.184705681026212,-1.78815695189903,1.41874558984661,22.6342500208471,-0.23724558149766,-4.66138688779621,0.814400015488645,0.996799643733751,0,0,-0.316401203307723,-1.52324788735678,0.890445480741329,22.6342500208471,-0.539957615348784,-5.19110999948533,0.594004768167332,0.981669133564692,0,0,0.486246937944234,-0.916806108268035,1.8892999841565,22.6342500208471,0.713766949059699,-5.32744878621977,0.481983463009869,0.942899809241619,0,0,-0.802648141251957,-2.65333362757472,1.04803734507081,22.6342500208471,-0.893236026321902,-4.68637397381408,0.380250534832838,0.998923118989502,0,0
"P07602","SAP_HUMAN","PSAP","Prosaposin",22.5472388134973,21.6675222473826,22.5192081497269,22.9568968583757,23.0998423859905,22.9441323891003,22.8854753777202,22.7402590593779,24.8014903784105,22.8702437476963,23.123152006971,23.1310240061752,22.1470826072747,23.0729485245262,22.9004392394796,22.9337776173913,23.0039317950537,22.5227434390693,23.7540221324604,22.8559796851704,23.2629248556429,23.0287811612695,23.3406905965218,22.8054532332693,23.8088450249324,-0.41065798577182,-1.09655738971045,0.275241418166809,22.9889642132994,-1.23308635751861,-4.56735575831307,0.229014807858505,0.996799643733751,0,0,0.230232393681764,-0.286013678943797,0.746478466307325,22.9889642132994,0.91850878347049,-4.979375306582,0.367131407076256,0.973043054736961,0,0,-0.438946921809745,-1.03912309527551,0.161229251656025,22.9889642132994,-1.50628413954642,-4.59464366437888,0.144528635436093,0.849515517572629,0,0,0.669179315491508,-0.122478089385961,1.46083672036898,22.9889642132994,1.74092024488445,-4.27929821172261,0.0939952390092682,0.998923118989502,1,0
"P42126","ECI1_HUMAN","ECI1","Enoyl-CoA delta isomerase 1, mitochondrial",23.4930152624372,23.2785231079571,23.1245754671609,24.1952225863919,23.900702889251,23.0442635020977,22.9535528357519,22.9729051892472,22.337959555589,22.2185898974111,21.8424383868124,23.1406637322437,23.3677596677341,21.880944630705,22.9203897487518,22.5721490949293,22.6635451838884,23.1096185043516,22.492428810886,23.3065710238004,23.0272475363297,23.6112498450732,23.6725746385543,23.0350832914425,23.0572789698983,0.122302518717472,-0.521708883435283,0.766313920870227,23.0087701343478,0.39112492255593,-4.65486163140398,0.699019025984091,0.996799643733751,0,0,0.046123463119784,-0.438595367627572,0.53084229386714,23.0087701343478,0.195977251275564,-5.2901261081562,0.84621251433525,0.986728853361037,0,0,-0.0132963396274768,-0.576819644638177,0.550226965383223,23.0087701343478,-0.048595254845467,-5.54952607529568,0.961628067807419,0.995199901028309,0,0,0.0594198027472608,-0.683890939924515,0.802730545419036,23.0087701343478,0.164639652953012,-4.84040040332662,0.870551814912014,0.998923118989502,0,0
"Q9UHQ9","NB5R1_HUMAN","CYB5R1","NADH-cytochrome b5 reductase 1",23.1822705339713,23.2659446560322,23.6098452503413,23.204706911897,22.9450285185356,22.7483193391867,23.4173845834172,23.0696299122111,22.8716084145524,23.4452890713371,23.1597039397076,23.4495250509367,23.4590704959322,22.9241015114703,22.9216793365829,23.4484232416058,23.194865603828,23.0291976760848,22.6980281351657,22.8957433357237,23.3614863757457,23.4482925684414,23.7723901773758,23.4946934857252,23.01165191721,0.0924935106627629,-0.275926850478848,0.460913871804374,23.2011552017207,0.51706040911595,-4.64720359574252,0.60965939164701,0.996799643733751,0,0,-0.201759084979546,-0.479052757233072,0.0755345872739803,23.2011552017207,-1.49853463838887,-4.46620229274058,0.146518529201451,0.973043054736961,0,0,0.120875397978647,-0.201500042657591,0.443250838614886,23.2011552017207,0.772235235865384,-5.28990893326358,0.447215623265699,0.942899809241619,0,0,-0.322634482958193,-0.747861134753745,0.102592168837358,23.2011552017207,-1.56265804250289,-4.38142041938237,0.130706404086773,0.998923118989502,0,0
"Q9H7C9","AAMDC_HUMAN","AAMDC","Mth938 domain-containing protein",23.0809659871514,22.6422600715747,23.1405018102643,23.6590133590428,22.8144779337529,23.6892851962753,23.5938831549054,23.1168026050805,22.9368344566757,23.8457041705163,23.3104078101187,23.3482198490306,23.4386912230077,22.2787272991633,22.5697511210055,23.7074677872463,23.3000696106097,23.6048094015527,22.9925697022805,24.0689455926915,23.6989508210048,23.2624963841297,23.2871015164145,23.7426529827214,22.5130065605534,0.0212195018907693,-0.499717862797312,0.542156866578851,23.2657438562708,0.0838925358112214,-4.66472844188279,0.933810155633343,0.996799643733751,0,0,-0.310811853704028,-0.702898312825946,0.0812746054178909,23.2657438562708,-1.63263602485926,-4.31892274780003,0.115081229919836,0.973043054736961,0,0,-0.322012494441989,-0.777843469594447,0.133818480710469,23.2657438562708,-1.45493146180515,-4.65579222166964,0.158132487897416,0.849515517572629,0,0,0.011200640737961,-0.590059427231969,0.612460708707891,23.2657438562708,0.038366673959517,-4.84565398763586,0.969700120966525,0.998923118989502,0,0
"Q00169","PIPNA_HUMAN","PITPNA","Phosphatidylinositol transfer protein alpha isoform",22.4900793306802,22.6415349771708,23.3892266141562,22.9653949826249,22.5588861480785,23.3179434868196,23.5562904751865,23.4219841701008,24.1201249020433,23.5547147316528,23.3727450856624,22.6257192984981,23.4269943724272,24.2876816695821,23.7287460546579,24.0449547405525,23.5003634872418,22.823961022677,24.3948233889546,23.31072243806,22.259794357491,22.0017594472508,22.4444325826856,22.548802384518,23.3678599653712,-0.0812876740678732,-0.855916440641029,0.693341092505283,23.2062216045657,-0.216124858423682,-4.6620356456875,0.830644485927216,0.996799643733751,0,0,0.12823189813755,-0.454796832008358,0.711260628283457,23.2062216045657,0.452980764479288,-5.22475093918501,0.654470227972942,0.981669133564692,0,0,-0.127205363878854,-0.805021565946853,0.550610838189144,23.2062216045657,-0.38651568685756,-5.48460620996639,0.702385591024064,0.969119024742657,0,0,0.255437262016404,-0.63863057878844,1.14950510282125,23.2062216045657,0.588419995429866,-4.77571221492783,0.561530253083995,0.998923118989502,0,0
"P56385","ATP5I_HUMAN","ATP5ME","ATP synthase subunit e, mitochondrial",23.0066527569695,23.0338529208784,23.2394621017006,24.148333686385,24.1971481399538,22.8127885752607,22.3155290843178,22.86643702284,22.4212958226443,22.8920357027936,22.4750078037453,22.9523419787072,23.2405128371686,22.7362284996383,23.212474530465,22.5448958301545,22.8776505049106,22.9582053703905,22.8202848409367,22.9319988402395,23.207591069466,23.8077696983649,23.6305759226023,22.7371458622861,22.132810010507,0.201133687457911,-0.364865204324897,0.76713257924072,23.007961176533,0.731885057644981,-4.62949078406258,0.471045647297639,0.996799643733751,0,0,0.172217553974313,-0.253784718830459,0.598219826779086,23.007961176533,0.8326052521333,-5.03650205327785,0.41295223741208,0.973043054736961,0,0,0.0494089399050033,-0.44585180402541,0.544669683835416,23.007961176533,0.20546851208589,-5.53188518807479,0.838870278107824,0.987884190237175,0,0,0.12280861406931,-0.530460963450827,0.776078191589447,23.007961176533,0.387177438398694,-4.81535260539946,0.701901867671161,0.998923118989502,0,0
"P14927","QCR7_HUMAN","UQCRB","Cytochrome b-c1 complex subunit 7",23.4683106007085,23.556566576227,23.4796311935019,24.1300256734976,23.3197603358191,22.9844348069451,22.4106858479273,23.2488818973176,22.5973575499966,23.1918773467063,22.8819871995371,23.1549599428334,23.518332653657,22.7984113683776,23.3335832818825,22.9055197911118,23.0928774778145,23.0594923756407,22.6999714256813,23.413619138923,23.0837259941334,23.9078581910591,23.2944359471576,23.1244064370546,23.4819368614035,-0.010140643456122,-0.518859922491989,0.498578635579745,23.2055459965966,-0.0410545184494222,-4.66509236133791,0.967578609284029,0.996799643733751,0,0,-0.0467790638849266,-0.429669511614009,0.336111383844156,23.2055459965966,-0.251623176494723,-5.28032884252391,0.803389616386183,0.986728853361037,0,0,0.103493918159689,-0.341645979187897,0.548633815507275,23.2055459965966,0.478841688443926,-5.44951250549226,0.636213577812278,0.969119024742657,0,0,-0.150272982044616,-0.737431072487723,0.436885108398492,23.2055459965966,-0.527107870579092,-4.78946538659077,0.602766052769034,0.998923118989502,0,0
"Q9NRX4","PHP14_HUMAN","PHPT1","14 kDa phosphohistidine phosphatase",23.9961066830294,23.307920907082,23.2521642356664,23.7203677583393,23.064858788712,23.4461827510007,23.8573049353674,23.0720561858262,22.3485551198458,23.6050570406221,23.0752428156467,22.9587133347908,23.478119822065,23.3974620532514,23.2275118237731,23.4343431913745,22.6891808478649,22.3804037796941,22.8943856810771,23.847586845098,23.2206902050535,23.5788166196549,23.5141855929549,24.3774492309711,23.141352529453,0.196491080026757,-0.374985539996136,0.76796770004965,23.3154407511286,0.708138192317848,-4.63172892940641,0.4854111382412,0.996799643733751,0,0,-0.37558337491761,-0.805708490918652,0.0545417410834314,23.3154407511286,-1.79839548276469,-4.12387499005123,0.0842032271515546,0.973043054736961,-1,0,-0.170243345144286,-0.670297214649004,0.329810524360433,23.3154407511286,-0.701175927473445,-5.33516451752869,0.489670167924558,0.942899809241619,0,0,-0.205340029773325,-0.864931939837079,0.45425188029043,23.3154407511286,-0.641168157842294,-4.76272529901705,0.527249161223016,0.998923118989502,0,0
"P61758","PFD3_HUMAN","VBP1","Prefoldin subunit 3",23.6902674986707,NA,22.9994921967636,23.159233020322,22.8933574073735,23.0245439736827,23.2493450611036,22.8378573411115,24.0077111775945,22.9370709364953,NA,23.0747586932273,22.7719962452678,22.9378918726017,23.0041466598233,22.9402513912988,23.2829942523109,23.8788861523522,23.3194600812224,22.5859530603339,22.9028719791262,22.63114586919,22.6860034070777,23.5445721679585,NA,-0.0676565539186456,-0.545826773881986,0.410513666044695,23.1072641111322,-0.293436648186349,-4.65867378476499,0.77193919326426,0.996799643733751,0,0,-0.165697673196199,-0.52359837568891,0.192203029296512,23.1072641111322,-0.960153930692474,-4.94904380831467,0.347414288077487,0.973043054736961,0,0,-0.260406220576311,-0.76089086389943,0.240078422746808,23.1072641111322,-1.079064992632,-4.92636143814116,0.29225001550775,0.914956239447764,0,0,0.0947085473801117,-0.52057820775691,0.709995302517134,23.1072641111322,0.319226263240746,-4.7858193841542,0.752566885957157,0.998923118989502,0,0
"P00450","CERU_HUMAN","CP","Ceruloplasmin",21.8392935062057,24.8795006027367,22.6303388353824,21.3384719183056,21.2961576875891,22.3217337663863,22.4749367052953,23.1326118658569,23.9507711967126,23.5882216122489,23.8422412712897,21.218943473489,22.9521896047015,23.7649581905049,22.8050095365157,24.0597242029681,22.677493857122,22.8969626814363,24.8623353631451,23.7424330744185,22.627518975087,21.3982627092523,21.9245313157507,20.5715039957445,24.1993053605708,-0.499708378057857,-1.81731131732233,0.81789456120662,22.8398180523486,-0.7810983520463,-4.6246367726705,0.44208021151533,0.996799643733751,0,0,0.280432827744907,-0.711268489925348,1.27213414541516,22.8398180523486,0.582400322246504,-5.17261541559475,0.565514086198148,0.981669133564692,0,0,0.749868750994654,-0.403061089291022,1.90279859128033,22.8398180523486,1.33954103343106,-4.7867817211761,0.192447698502046,0.880223068796234,0,0,-0.469435923249748,-1.99019846884655,1.05132662234706,22.8398180523486,-0.635753205223057,-4.7641072729732,0.530715548313612,0.998923118989502,0,0
"Q07021","C1QBP_HUMAN","C1QBP","Complement component 1 Q subcomponent-binding protein, mitochondrial",22.7463978360482,22.8053932922673,22.524203919405,23.2728546734984,23.5578690638522,23.0012745329727,22.4835045283473,22.8422027377575,22.6826320568054,23.08001860668,23.0444397677188,23.0825984492133,23.7909839318438,23.3812697604943,22.9410459407688,22.624918897562,23.0347343042483,22.9372830468821,22.8490938614816,23.2892082010936,23.5173047226067,23.8518847150227,23.5143501360105,23.112312386605,23.5610819758524,0.135190466817825,-0.331098863366276,0.601479797001926,23.1011544538015,0.59712359920797,-4.64127556939131,0.555795760784293,0.996799643733751,0,0,0.0178499989878276,-0.333105307333278,0.368805305308933,23.1011544538015,0.10475144638277,-5.30093142412033,0.917409083194079,0.997798077317106,0,0,0.236252090315482,-0.171760723678523,0.644264904309486,23.1011544538015,1.19254699590212,-4.9402661567137,0.24424522674624,0.904370561109697,0,0,-0.218402091327654,-0.756588010335433,0.319783827680124,23.1011544538015,-0.83579180312738,-4.70580399199599,0.411190623180276,0.998923118989502,0,0
"P00325","ADH1B_HUMAN","ADH1B","All-trans-retinol dehydrogenase [NAD(+)] ADH1B",21.6834987323388,21.2574984575883,22.0272207313338,22.0668283525229,20.9759161957016,22.880296123299,22.2716428780681,22.8911443547493,26.1207759785777,22.3406179925739,22.7446112477989,21.4660683346052,22.0501417090413,24.9650131219238,23.2483151000339,21.9713454822241,21.3121981999608,23.3780077061232,23.3232868138896,22.1525298527967,21.9182887670618,21.1653139308838,20.7616405605101,21.4868677512706,23.7447656731312,-0.299395747212778,-1.67134751605515,1.0725560216296,22.4081533619203,-0.449449010677025,-4.6515710660611,0.65698093047836,0.996799643733751,0,0,-0.367664178770205,-1.40027145095839,0.664943093417975,22.4081533619203,-0.733313677492978,-5.09598873347938,0.470189415648122,0.975368243981295,0,0,-0.313449343633863,-1.51393553457548,0.887036847307754,22.4081533619203,-0.537754237917092,-5.42328948624419,0.595502691909541,0.969119024742657,0,0,-0.0542148351363423,-1.63770619072292,1.52927652045024,22.4081533619203,-0.0705141199796087,-4.84493612390175,0.944345603236779,0.998923118989502,0,0
"P35573","GDE_HUMAN","AGL","Glycogen debranching enzyme",23.5465037229885,23.9842676665248,23.3697622244945,23.5860613627503,23.1679034541434,22.7328401668513,22.4040085845982,23.0524191472871,22.4300761756269,23.1965382007366,23.309140523919,23.991729206689,23.6884229551882,23.5855127274356,24.0068170111334,22.8283726703824,23.4845509210057,22.7218481875494,23.0031775174464,23.0826357082608,23.2887571192541,23.3908672835568,22.9544095382723,22.8928724409545,22.9279557458014,-0.18110325098284,-0.710221645636317,0.348015143670636,23.225098010514,-0.704931686038833,-4.63202590798796,0.487370008884919,0.996799643733751,0,0,0.158908815986425,-0.239335141692009,0.55715277366486,23.225098010514,0.82181193137882,-5.04331106430104,0.418954247344201,0.973043054736961,0,0,0.163987837877485,-0.29900170780506,0.62697738356003,23.225098010514,0.729481194893318,-5.31763548474378,0.472488440875776,0.942899809241619,0,0,-0.00507902189105991,-0.615781542958979,0.605623499176859,23.225098010514,-0.0171286847967586,-4.84589574492124,0.986469947816461,0.998923118989502,0,0
"P10768","ESTD_HUMAN","ESD","S-formylglutathione hydrolase",23.3197374342706,22.9827962785599,22.8908193672453,23.0403344399267,23.1643378360267,23.2304702898753,23.550346457481,23.0411130238938,23.2340906586604,23.1411443542837,23.1284699238627,23.3741454576402,23.3840534142896,23.9576307454858,23.1367684513097,23.2223818478303,22.8325394377377,23.462005958345,23.4164654741072,23.3180315853601,23.0065444697738,23.2764013534235,23.1211094321406,23.6403411716401,23.2506692335776,0.182215863371553,-0.138447479040467,0.502879205783573,23.2449099238699,1.17033586368018,-4.57658868243941,0.252903641066627,0.996799643733751,0,0,-0.309868477087477,-0.551217558606729,-0.0685193955682246,23.2449099238699,-2.64426753502477,-2.94950074912067,0.0139401068461424,0.973043054736961,-1,0,-0.167475552676414,-0.448062613569691,0.113111508216862,23.2449099238699,-1.22929870864888,-4.90333606731557,0.230406739681729,0.902350174305991,0,0,-0.142392924411062,-0.512498960420898,0.227713111598773,23.2449099238699,-0.792384345879524,-4.71970369652272,0.435593027499311,0.998923118989502,0,0
"Q9NZU5","LMCD1_HUMAN","LMCD1","LIM and cysteine-rich domains protein 1",23.5574884595732,23.532125328741,23.0123517800777,23.1960804245002,23.0431999666915,23.6085514875371,23.402314506712,23.1288299079728,22.5540826269989,23.5397978939097,23.4904629744034,23.576814283337,23.4804839806352,23.0384364810564,22.7676511023714,22.7690648809068,22.8233657698091,23.134637953774,22.9671795322795,23.508484496966,23.3278817258201,23.3176672169958,23.1493371842951,23.6488228235593,22.6602884811734,-0.0490047136421339,-0.454342946520939,0.356333519236672,23.2094160508039,-0.248996895087406,-4.66099997578742,0.805397815126045,0.996799643733751,0,0,-0.15152783042042,-0.456607948010654,0.153552287169814,23.2094160508039,-1.022944674189,-4.90302862305735,0.316132888511914,0.973043054736961,0,0,-0.0876296922969608,-0.442309034736432,0.267049650142511,23.2094160508039,-0.508849131675826,-5.43652650671543,0.615320425761812,0.969119024742657,0,0,-0.0638981381234593,-0.531734983724751,0.403938707477832,23.2094160508039,-0.281298506741305,-4.82976518551515,0.780797025021096,0.998923118989502,0,0
"P63241","IF5A1_HUMAN","EIF5A","Eukaryotic translation initiation factor 5A-1",23.1875609328859,22.9535612345755,23.1115187737366,23.1123886511205,22.6209150353702,23.3345515585897,23.37623000682,23.2675282701856,23.5680985911431,23.1325395102486,23.1803175265138,23.1324699411945,23.4824146997511,24.2501928431197,23.3087078872526,23.4238612796824,23.0305952719399,23.2554625052168,23.7261163624562,23.0888617336217,23.2435189870193,22.658418085504,22.8559117032682,22.9340599841531,23.4769180034914,0.0708217563605267,-0.372932488905317,0.51457600162637,23.2285087751544,0.328698572323523,-4.65788824908896,0.745121558352192,0.996799643733751,0,0,-0.153477996287659,-0.48747214326305,0.180516150687732,23.2285087751544,-0.946413464250303,-4.95970887257647,0.352997824272621,0.973043054736961,0,0,0.0361155305336283,-0.352178617782434,0.42440967884969,23.2285087751544,0.191560869205098,-5.53432728458913,0.849633812318864,0.991313664361501,0,0,-0.189593526821287,-0.701769703376109,0.322582649733534,23.2285087751544,-0.762391028929843,-4.72890889836015,0.452961481925353,0.998923118989502,0,0
"P30049","ATPD_HUMAN","ATP5F1D","ATP synthase subunit delta, mitochondrial",23.1954489709736,22.7323051798934,23.2937205103043,20.9569093936996,24.3546627678784,23.1231349753793,22.7452496273728,23.1982753323401,22.2050285553651,22.6480272115289,22.4663469056344,22.9568256131959,23.3538993285779,22.7960126294051,23.8480054180408,23.1324548154317,23.1455060252926,23.0363450140945,23.4333039218877,23.4007557004262,22.7887817006724,24.1115749745376,23.5888244130972,23.070951539793,22.9428965445948,-0.103035734901479,-0.904724577099815,0.698653107296858,23.0610098827767,-0.264701059442202,-4.66045400134721,0.793410302268744,0.996799643733751,0,0,0.728005525089664,0.12460987570424,1.33140117447509,23.0610098827767,2.48488415346487,-3.18942164998677,0.0200112693836988,0.973043054736961,1,0,-0.0311078371817182,-0.732602165443086,0.670386491079649,23.0610098827767,-0.0913312283850175,-5.54687721009535,0.927957406444006,0.994135012624574,0,0,0.759113362271382,-0.166186914546973,1.68441363908974,23.0610098827767,1.68965325667965,-4.30942797741918,0.103530965058524,0.998923118989502,0,0
"P16671","CD36_HUMAN","CD36","Platelet glycoprotein 4",21.9537371579819,22.0951593695648,22.5647301466525,21.1748142806128,21.5159293735161,22.6478423076094,22.0168478315119,22.9065061259783,24.9713107154352,21.7903096839572,22.4915427033656,21.4037151888962,21.8613586347407,23.0815412199734,21.4431932112219,22.8328433318296,22.0425221651466,23.1711003251972,23.1607493870613,22.0092217768104,22.2601495728667,21.7304131212727,21.805464949349,21.6897026863028,23.6484337450912,-0.228252044137268,-1.21385954886359,0.757355460589055,22.3307655604778,-0.476962592833975,-4.64986499800452,0.637532448197212,0.996799643733751,0,0,-0.0807483727683511,-0.822571445573892,0.661074700037189,22.3307655604778,-0.224185277153054,-5.28546261234392,0.82443552711677,0.986728853361037,0,0,0.146401526004254,-0.716025438254658,1.00882849026317,22.3307655604778,0.34962052670007,-5.49656530642151,0.729552058573102,0.971671054546151,0,0,-0.227149898772605,-1.36472703463087,0.910427237085661,22.3307655604778,-0.411249458092371,-4.81145009440045,0.684394379597505,0.998923118989502,0,0
"Q96Q06","PLIN4_HUMAN","PLIN4","Perilipin-4",21.409062450238,20.6880733793352,21.9867134079012,20.9579370833036,20.9829505242767,21.9881512965985,21.6885936907739,22.2115806631004,24.244624336936,21.7034497867919,21.9040445102779,21.4392566048995,21.3043687096233,23.2049886388169,21.5757423486789,22.9803239396805,22.335968241472,22.5367489780492,22.8055543280094,21.923364055533,21.516642249847,20.6705001080064,20.7616322666597,21.4899355775649,23.2706305893796,-0.309310014657811,-1.30948789118689,0.690867861871268,21.9032335106301,-0.636928061561203,-4.63802793404485,0.529962421631042,0.996799643733751,0,0,-0.159193831637346,-0.911983377334792,0.5935957140601,21.9032335106301,-0.435538250554116,-5.23080306384678,0.666909788760031,0.981669133564692,0,0,-0.349874355208968,-1.22505069633617,0.525301985918239,21.9032335106301,-0.823360802882125,-5.25479588141069,0.418089609861521,0.942899809241619,0,0,0.190680523571622,-0.963713572125412,1.34507461926866,21.9032335106301,0.340193400667315,-4.82230354962701,0.736553277673698,0.998923118989502,0,0
