pathway,pathway_label,database,NES_Training_CRE,NES_Training_PLA,padj_Training_CRE,padj_Training_PLA,significance,set_size
GOBP_FEMALE_GAMETE_GENERATION,Female Gamete Generation,GO:BP,0.841,1.707,0.8951,0.1317,NS,12
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,Ribonucleoside Monophosphate Biosynthetic Process,GO:BP,-1.662,0.885,0.2246,0.8452,NS,17
GOBP_GLAND_MORPHOGENESIS,Gland Morphogenesis,GO:BP,-1.059,-1.488,0.7151,0.2874,NS,15
GOBP_POLYOL_METABOLIC_PROCESS,Polyol Metabolic Process,GO:BP,-1.774,0.772,0.1547,0.9327,NS,23
REACTOME_SIGNALING_BY_PTK6,Signaling By Ptk6,Reactome,1.268,-1.277,0.5324,0.4214,NS,13
GOBP_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT,Negative Regulation Of Cell Development,GO:BP,1.254,-1.29,0.5119,0.3889,NS,31
GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION,Blood Vessel Endothelial Cell Migration,GO:BP,1.151,-1.393,0.6331,0.3276,NS,22
GOBP_PROTEIN_QUALITY_CONTROL_FOR_MISFOLDED_OR_INCOMPLETELY_SYNTHESIZED_PROTEINS,Protein Quality Control For Misfolded Or Incompletely Synthesized Proteins,GO:BP,-1.096,1.446,0.6863,0.3081,NS,10
GOBP_NEURON_PROJECTION_GUIDANCE,Neuron Projection Guidance,GO:BP,-1.012,-1.53,0.7495,0.2248,NS,20
GOBP_VIRAL_BUDDING,Viral Budding,GO:BP,-1.458,1.083,0.3826,0.673,NS,13
GOBP_MYOFIBRIL_ASSEMBLY,Myofibril Assembly,GO:BP,1.301,1.24,0.4512,0.4292,NS,48
GOBP_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS,Regulation Of DNA Biosynthetic Process,GO:BP,1.602,-0.938,0.2541,0.8019,NS,16
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION,Negative Regulation Of Lymphocyte Activation,GO:BP,1.346,-1.194,0.467,0.5315,NS,16
GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,Lymphocyte Activation Involved In Immune Response,GO:BP,1.141,-1.399,0.6431,0.3258,NS,22
GOBP_SEX_DIFFERENTIATION,Sex Differentiation,GO:BP,1.052,-1.487,0.7157,0.2501,NS,26
GOBP_NAD_METABOLIC_PROCESS,Nad Metabolic Process,GO:BP,-1.319,1.219,0.4803,0.5116,NS,15
REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS,C Type Lectin Receptors Clrs,Reactome,-1.462,1.075,0.1639,0.5594,NS,51
REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING,Ephb Mediated Forward Signaling,Reactome,1.371,-1.166,0.3917,0.5015,NS,15
GOBP_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,Regulation Of Cell Junction Assembly,GO:BP,1.219,-1.317,0.5283,0.352,NS,42
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Glycosaminoglycan Metabolism,Reactome,1.356,-1.179,0.4097,0.4989,NS,15
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERASE,Regulation Of Telomere Maintenance Via Telomerase,GO:BP,1.59,-0.944,0.273,0.7898,NS,14
GOBP_POLYOL_BIOSYNTHETIC_PROCESS,Polyol Biosynthetic Process,GO:BP,-1.641,-0.891,0.2419,0.8409,NS,14
REACTOME_DEATH_RECEPTOR_SIGNALING,Death Receptor Signaling,Reactome,1.151,-1.381,0.6312,0.3067,NS,19
GOBP_INTRA_GOLGI_VESICLE_MEDIATED_TRANSPORT,Intra Golgi Vesicle Mediated Transport,GO:BP,1.402,1.129,0.4256,0.6233,NS,12
GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM,Vascular Process In Circulatory System,GO:BP,-0.905,-1.626,0.8674,0.1317,NS,40
GOBP_STRIATED_MUSCLE_CONTRACTION,Striated Muscle Contraction,GO:BP,-1.197,1.333,0.5004,0.2987,NS,74
GOBP_ORGAN_GROWTH,Organ Growth,GO:BP,1.26,-1.269,0.5057,0.4292,NS,29
PID_RAC1_PATHWAY,Pid Rac1 Pathway,PID,1.681,-0.847,0.1011,0.8889,NS,22
GOBP_POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION,Positive Regulation Of Cytoskeleton Organization,GO:BP,1.443,-1.084,0.3069,0.6341,NS,54
GOBP_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,Reactive Oxygen Species Metabolic Process,GO:BP,0.953,-1.574,0.8218,0.09977,NS,71
KEGG_MEDICUS_REFERENCE_EGF_EGFR_ACTIN_SIGNALING_PATHWAY,Reference Egf Egfr Actin Signaling Pathway,KEGG,1.734,-0.793,0.1055,0.8169,NS,12
GOBP_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION,Regulation Of Striated Muscle Contraction,GO:BP,-1.21,1.315,0.5228,0.3757,NS,36
REACTOME_TRNA_AMINOACYLATION,Trna Aminoacylation,Reactome,0.886,1.638,0.9337,0.09518,NS,31
GOBP_RESPONSE_TO_GAMMA_RADIATION,Response To Gamma Radiation,GO:BP,-1.629,0.893,0.2302,0.8409,NS,16
GOBP_SMOOTH_MUSCLE_CELL_MIGRATION,Smooth Muscle Cell Migration,GO:BP,1.098,-1.415,0.6843,0.3446,NS,14
WP_MITOCHONDRIAL_FATTY_ACID_OXIDATION_DISORDERS,Wp Mitochondrial Fatty Acid Oxidation Disorders,WikiPathways,-1.333,1.179,0.4805,0.5652,NS,16
GOBP_ORGANIC_HYDROXY_COMPOUND_TRANSPORT,Organic Hydroxy Compound Transport,GO:BP,1.281,-1.23,0.467,0.4361,NS,46
GOBP_RENAL_FILTRATION,Renal Filtration,GO:BP,1.345,-1.166,0.4803,0.5837,NS,10
GOBP_NUCLEAR_TRANSPORT,Nuclear Transport,GO:BP,1.274,-1.236,0.4304,0.3776,NS,85
GOBP_REGULATION_OF_SODIUM_ION_TRANSPORT,Regulation Of Sodium Ion Transport,GO:BP,-1.275,1.235,0.503,0.4903,NS,19
GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY,Late Endosome To Vacuole Transport Via Multivesicular Body Sorting Pathway,GO:BP,-0.991,1.519,0.7708,0.2665,NS,12
GOBP_CELLULAR_COMPONENT_DISASSEMBLY,Cellular Component Disassembly,GO:BP,1.471,-1.038,0.198,0.6887,NS,114
GOBP_CELLULAR_RESPONSE_TO_LIGHT_STIMULUS,Cellular Response To Light Stimulus,GO:BP,-1.169,1.34,0.6032,0.3801,NS,19
GOBP_BIOMINERAL_TISSUE_DEVELOPMENT,Biomineral Tissue Development,GO:BP,1.417,-1.091,0.4124,0.6635,NS,12
GOBP_REGENERATION,Regeneration,GO:BP,1.231,-1.275,0.5119,0.3889,NS,41
BIOCARTA_COMP_PATHWAY,Biocarta Comp Pathway,BioCarta,1.65,-0.855,0.1615,0.7899,NS,11
WP_AGERAGE_PATHWAY,Wp Agerage Pathway,WikiPathways,1.383,-1.122,0.4138,0.6025,NS,21
GOBP_NEGATIVE_REGULATION_OF_AUTOPHAGY,Negative Regulation Of Autophagy,GO:BP,-1.435,1.069,0.3774,0.6733,NS,22
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN,Mitochondrial Electron Transport Cytochrome C To Oxygen,GO:BP,0.746,1.758,0.9443,0.09977,NS,13
GOBP_STRESS_GRANULE_ASSEMBLY,Stress Granule Assembly,GO:BP,-1.075,1.428,0.6884,0.3081,NS,15
WP_PPAR_SIGNALING,Wp Ppar Signaling,WikiPathways,-0.67,-1.833,0.96,0.08366,NS,16
GOBP_PROTEIN_HOMOOLIGOMERIZATION,Protein Homooligomerization,GO:BP,1.276,-1.226,0.4731,0.4318,NS,47
GOBP_NEGATIVE_REGULATION_OF_AMYLOID_FIBRIL_FORMATION,Negative Regulation Of Amyloid Fibril Formation,GO:BP,-1.282,-1.22,0.5166,0.5288,NS,10
GOBP_REGULATION_OF_AMYLOID_FIBRIL_FORMATION,Regulation Of Amyloid Fibril Formation,GO:BP,-1.282,-1.22,0.5166,0.5288,NS,10
GOBP_REGULATION_OF_GTPASE_ACTIVITY,Regulation Of Gtpase Activity,GO:BP,1.125,-1.377,0.6502,0.3322,NS,23
PID_P53_DOWNSTREAM_PATHWAY,Pid p53 Downstream Pathway,PID,-1.119,-1.383,0.5612,0.4782,NS,16
GOBP_CARBOHYDRATE_CATABOLIC_PROCESS,Carbohydrate Catabolic Process,GO:BP,-1.16,1.341,0.5506,0.3041,NS,63
GOBP_MESENCHYMAL_CELL_DIFFERENTIATION,Mesenchymal Cell Differentiation,GO:BP,1.065,-1.436,0.6957,0.2874,NS,27
KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY,Pathogen Salmonella Sopb To Arno Arf Actb G Signaling Pathway,KEGG,1.678,-0.823,0.1055,0.7974,NS,14
KEGG_MEDICUS_PATHOGEN_SHIGELLA_IPGD_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY,Pathogen Shigella Ipgd To Arno Arf Actb G Signaling Pathway,KEGG,1.678,-0.823,0.1055,0.7974,NS,14
KEGG_MEDICUS_REFERENCE_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY,Reference Arno Arf Actb G Signaling Pathway,KEGG,1.678,-0.823,0.1055,0.7974,NS,14
KEGG_MEDICUS_ENV_FACTOR_ARSENIC_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV,Env Factor Arsenic To Electron Transfer In Complex Iv,KEGG,0.97,1.531,0.734,0.09242,NS,12
REACTOME_DARPP_32_EVENTS,Darpp 32 Events,Reactome,-1.371,1.13,0.4103,0.5291,NS,14
GOBP_CILIUM_ORGANIZATION,Cilium Organization,GO:BP,1.749,-0.751,0.1223,0.963,NS,40
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION,Positive Regulation Of Interleukin 6 Production,GO:BP,1.187,-1.312,0.6209,0.4318,NS,10
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Reactive Oxygen Species Pathway,Hallmark,0.988,-1.511,0.7273,0.1263,NS,28
GOBP_LYMPHOCYTE_MIGRATION,Lymphocyte Migration,GO:BP,1.359,-1.139,0.4562,0.5968,NS,17
GOBP_PLASMA_MEMBRANE_ORGANIZATION,Plasma Membrane Organization,GO:BP,1.272,-1.226,0.467,0.4336,NS,53
GOBP_SPHINGOLIPID_BIOSYNTHETIC_PROCESS,Sphingolipid Biosynthetic Process,GO:BP,-1.506,0.991,0.3592,0.7564,NS,10
GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC,Negative Regulation Of Gene Expression Epigenetic,GO:BP,-1.303,-1.194,0.4827,0.5375,NS,15
GOBP_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,Positive Regulation Of Cell Junction Assembly,GO:BP,1.152,-1.345,0.6436,0.3889,NS,13
GOBP_ALCOHOL_METABOLIC_PROCESS,Alcohol Metabolic Process,GO:BP,-1.211,-1.285,0.4634,0.3081,NS,91
WP_NETWORK_MAP_OF_SARSCOV2_SIGNALING,Wp Network Map Of Sarscov2 Signaling,WikiPathways,1.353,-1.143,0.3614,0.5537,NS,59
WP_CELL_CYCLE,Wp Cell Cycle,WikiPathways,1.43,-1.066,0.3877,0.6543,NS,12
REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS,Phase I Functionalization Of Compounds,Reactome,0.945,-1.55,0.8525,0.152,NS,26
GOBP_MIDBRAIN_DEVELOPMENT,Midbrain Development,GO:BP,1.602,-0.892,0.2302,0.8524,NS,28
GOBP_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,Pyridine Containing Compound Metabolic Process,GO:BP,-1.327,1.167,0.3464,0.4896,NS,83
GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION,Regulation Of Cell Cycle Phase Transition,GO:BP,-1.056,1.437,0.6957,0.2664,NS,41
GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS,Polysaccharide Catabolic Process,GO:BP,0.875,1.618,0.8674,0.1903,NS,12
REACTOME_PTEN_REGULATION,Pten Regulation,Reactome,-1.203,1.29,0.5209,0.3282,NS,48
REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS,Phase Ii Conjugation Of Compounds,Reactome,1.283,-1.21,0.459,0.439,NS,33
GOBP_RESPONSE_TO_INCREASED_OXYGEN_LEVELS,Response To Increased Oxygen Levels,GO:BP,1.117,-1.374,0.6744,0.3828,NS,11
GOBP_REGULATION_OF_DEVELOPMENTAL_GROWTH,Regulation Of Developmental Growth,GO:BP,1.474,-1.017,0.2908,0.7199,NS,50
GOBP_RESPONSE_TO_INTERLEUKIN_7,Response To Interleukin 7,GO:BP,1.145,-1.345,0.6499,0.3964,NS,11
REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,DNA Double Strand Break Repair,Reactome,-1.378,1.112,0.3686,0.5381,NS,18
GOBP_MEMBRANE_FISSION,Membrane Fission,GO:BP,-1.319,1.169,0.467,0.555,NS,22
GOBP_INTRACELLULAR_PH_REDUCTION,Intracellular Ph Reduction,GO:BP,-0.746,-1.741,0.9443,0.1354,NS,13
REACTOME_ESR_MEDIATED_SIGNALING,Esr Mediated Signaling,Reactome,1.15,-1.337,0.6011,0.3128,NS,33
REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS,Signaling By Nuclear Receptors,Reactome,1.136,-1.35,0.6011,0.2541,NS,55
GOBP_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT,Regulation Of Neurotransmitter Transport,GO:BP,-1.243,1.242,0.5548,0.5002,NS,13
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,Regulation Of Protein Localization To Plasma Membrane,GO:BP,1.451,-1.032,0.3367,0.7017,NS,36
GOBP_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS,Regulation Of Nucleotide Metabolic Process,GO:BP,-1.317,1.166,0.462,0.559,NS,26
GOBP_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY,Protein Localization To Cell Periphery,GO:BP,1.071,-1.412,0.6818,0.2121,NS,92
GOBP_BRANCHED_CHAIN_AMINO_ACID_METABOLIC_PROCESS,Branched Chain Amino Acid Metabolic Process,GO:BP,-1.571,0.911,0.2759,0.8318,NS,21
GOBP_EMBRYONIC_ORGAN_DEVELOPMENT,Embryonic Organ Development,GO:BP,1.098,-1.384,0.6744,0.3109,NS,33
WP_ANDROGEN_RECEPTOR_SIGNALING,Wp Androgen Receptor Signaling,WikiPathways,0.988,-1.493,0.812,0.2566,NS,20
GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION,Neural Precursor Cell Proliferation,GO:BP,1.092,-1.388,0.687,0.357,NS,14
REACTOME_PROTEIN_UBIQUITINATION,Protein Ubiquitination,Reactome,-1.451,1.029,0.2622,0.6357,NS,23
GOBP_POSITIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION,Positive Regulation Of Myeloid Cell Differentiation,GO:BP,1.11,-1.368,0.6744,0.3748,NS,16
GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT,Positive Regulation Of Neuron Projection Development,GO:BP,0.796,-1.681,0.9349,0.1317,NS,24
GOBP_RETROGRADE_VESICLE_MEDIATED_TRANSPORT_GOLGI_TO_ENDOPLASMIC_RETICULUM,Retrograde Vesicle Mediated Transport Golgi To Endoplasmic Reticulum,GO:BP,1.89,-0.587,0.0697,0.992,NS,15
GOBP_TRIGLYCERIDE_METABOLIC_PROCESS,Triglyceride Metabolic Process,GO:BP,1.097,-1.379,0.6837,0.3407,NS,22
GOBP_RESPONSE_TO_AMINO_ACID_STARVATION,Response To Amino Acid Starvation,GO:BP,-1.448,1.026,0.3956,0.7273,NS,12
WP_TRANSLATION_FACTORS,Wp Translation Factors,WikiPathways,-1.501,0.972,0.2371,0.7232,NS,38
WP_CIRCADIAN_RHYTHM_GENES,Wp Circadian Rhythm Genes,WikiPathways,1.363,-1.11,0.4052,0.6025,NS,31
WP_PRIMARY_FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS_FSGS,Wp Primary Focal Segmental Glomerulosclerosis Fsgs,WikiPathways,1.116,-1.355,0.6798,0.3499,NS,23
GOBP_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS,Developmental Growth Involved In Morphogenesis,GO:BP,1.04,-1.43,0.73,0.2768,NS,35
GOBP_T_CELL_DIFFERENTIATION,T Cell Differentiation,GO:BP,-0.563,-1.907,1,0.06495,NS,24
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM,Branched Chain Amino Acid Catabolism,Reactome,-1.5,0.968,0.2473,0.6743,NS,18
GOBP_STEROID_METABOLIC_PROCESS,Steroid Metabolic Process,GO:BP,-1.056,-1.411,0.687,0.2389,NS,66
GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES,Apoptotic Mitochondrial Changes,GO:BP,-0.944,1.522,0.8278,0.2034,NS,40
REACTOME_RHOQ_GTPASE_CYCLE,Rhoq Gtpase Cycle,Reactome,1.468,-0.998,0.30620000000000003,0.6553,NS,14
GOBP_CYTOPLASMIC_TRANSLATION,Cytoplasmic Translation,GO:BP,1.491,0.974,0.1808,0.7821,NS,117
GOBP_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME,Regulation Of Mrna Splicing Via Spliceosome,GO:BP,1.102,-1.362,0.6632,0.3345,NS,29
GOBP_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Negative Regulation Of Extrinsic Apoptotic Signaling Pathway,GO:BP,-0.876,-1.588,0.878,0.1933,NS,24
PID_INSULIN_GLUCOSE_PATHWAY,Pid Insulin Glucose Pathway,PID,1.393,-1.071,0.3164,0.7254,NS,17
REACTOME_CIRCADIAN_CLOCK,Circadian Clock,Reactome,-1.162,1.3,0.5903,0.3282,NS,42
WP_REGULATION_OF_ACTIN_CYTOSKELETON,Wp Regulation Of Actin Cytoskeleton,WikiPathways,1.328,-1.134,0.4138,0.5652,NS,38
GOBP_REGULATION_OF_LIPID_TRANSPORT,Regulation Of Lipid Transport,GO:BP,1.286,-1.175,0.4803,0.5143,NS,31
GOBP_CELL_FATE_COMMITMENT,Cell Fate Commitment,GO:BP,-1.131,-1.33,0.6502,0.3964,NS,17
REACTOME_MITOPHAGY,Mitophagy,Reactome,-1.077,1.384,0.699,0.3111,NS,19
GOBP_LIPOPROTEIN_METABOLIC_PROCESS,Lipoprotein Metabolic Process,GO:BP,1.131,-1.329,0.6502,0.3857,NS,19
GOBP_CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL,Calcium Ion Transmembrane Import Into Cytosol,GO:BP,-1.693,0.765,0.152,0.9528,NS,43
GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY,Endosome To Lysosome Transport Via Multivesicular Body Sorting Pathway,GO:BP,-1.493,0.965,0.371,0.7799,NS,11
WP_VITAMIN_D_RECEPTOR_PATHWAY,Wp Vitamin D Receptor Pathway,WikiPathways,1.188,-1.27,0.6216,0.4844,NS,16
GOBP_NEURAL_NUCLEUS_DEVELOPMENT,Neural Nucleus Development,GO:BP,1.428,-1.029,0.379,0.7089,NS,27
REACTOME_NUCLEOTIDE_EXCISION_REPAIR,Nucleotide Excision Repair,Reactome,-1.401,1.056,0.3054,0.6046,NS,25
GOBP_REGULATION_OF_HEART_GROWTH,Regulation Of Heart Growth,GO:BP,1.6,-0.856,0.2654,0.8611,NS,11
REACTOME_GPER1_SIGNALING,Gper1 Signaling,Reactome,0.757,-1.698,0.9726,0.114,NS,14
BIOCARTA_MTOR_PATHWAY,Biocarta Mtor Pathway,BioCarta,-1.543,0.911,0.2142,0.7899,NS,10
GOBP_LATE_ENDOSOME_TO_LYSOSOME_TRANSPORT,Late Endosome To Lysosome Transport,GO:BP,-1.387,1.066,0.4512,0.6952,NS,11
GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,Negative Regulation Of Nervous System Development,GO:BP,1.327,-1.126,0.4803,0.6271,NS,12
REACTOME_ION_HOMEOSTASIS,Ion Homeostasis,Reactome,-1.45,1.003,0.2535,0.6553,NS,25
GOBP_GRANULOCYTE_MIGRATION,Granulocyte Migration,GO:BP,1.249,-1.203,0.5159,0.498,NS,27
GOBP_REGULATION_OF_NEUROTRANSMITTER_SECRETION,Regulation Of Neurotransmitter Secretion,GO:BP,-1.138,1.314,0.6502,0.4318,NS,10
PID_PRL_SIGNALING_EVENTS_PATHWAY,Pid Prl Signaling Events Pathway,PID,1.358,-1.094,0.3433,0.7221,NS,11
GOBP_REGULATION_OF_VASOCONSTRICTION,Regulation Of Vasoconstriction,GO:BP,-1.017,-1.433,0.7495,0.334,NS,11
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53,Transcriptional Regulation By Tp53,Reactome,-1.123,1.327,0.6004,0.2531,NS,73
GOBP_REGULATION_OF_D_GLUCOSE_TRANSMEMBRANE_TRANSPORT,Regulation Of D Glucose Transmembrane Transport,GO:BP,-1.201,1.247,0.58,0.4779,NS,17
GOBP_ACTIN_MEDIATED_CELL_CONTRACTION,Actin Mediated Cell Contraction,GO:BP,-1.069,1.378,0.6845,0.3081,NS,38
GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS,Fatty Acid Derivative Biosynthetic Process,GO:BP,-0.861,-1.585,0.8837,0.2168,NS,16
GOBP_ORGANIC_ANION_TRANSPORT,Organic Anion Transport,GO:BP,1.141,1.304,0.6032,0.3458,NS,58
WP_IL26_SIGNALING,Wp Il26 Signaling,WikiPathways,1.337,1.108,0.4962,0.6322,NS,12
GOBP_STEROID_BIOSYNTHETIC_PROCESS,Steroid Biosynthetic Process,GO:BP,-1.432,-1.013,0.3367,0.7273,NS,37
GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS,Organic Acid Biosynthetic Process,GO:BP,0.865,-1.577,0.917,0.1013,NS,83
GOBP_PROTEIN_DEACYLATION,Protein Deacylation,GO:BP,-0.813,1.626,0.915,0.1748,NS,14
GOBP_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT,Positive Regulation Of Vasculature Development,GO:BP,0.975,-1.463,0.7895,0.2685,NS,29
GOBP_NADH_METABOLIC_PROCESS,NADH Metabolic Process,GO:BP,-1.282,1.156,0.4731,0.5637,NS,28
GOBP_MULTI_MULTICELLULAR_ORGANISM_PROCESS,Multi Multicellular Organism Process,GO:BP,1.048,-1.39,0.7197,0.2987,NS,37
GOBP_POSITIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,Positive Regulation Of Non Canonical Nf Kappab Signal Transduction,GO:BP,1.473,-0.964,0.3774,0.7789,NS,11
GOBP_NEUTROPHIL_MIGRATION,Neutrophil Migration,GO:BP,1.125,-1.312,0.6502,0.3835,NS,23
GOBP_EPIDERMAL_CELL_DIFFERENTIATION,Epidermal Cell Differentiation,GO:BP,0.915,-1.522,0.8399,0.2232,NS,23
WP_IL1_SIGNALING,Wp Il1 Signaling,WikiPathways,-0.886,1.551,0.8825,0.2475,NS,18
WP_METAPATHWAY_BIOTRANSFORMATION_PHASE_I_AND_II,Wp Metapathway Biotransformation Phase I And Ii,WikiPathways,0.872,-1.565,0.9107,0.2032,NS,28
GOBP_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_SARCOPLASMIC_RETICULUM,Regulation Of Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum,GO:BP,-1.587,0.849,0.2689,0.8817,NS,20
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,Regulation Of Mitotic Cell Cycle Phase Transition,GO:BP,-1.011,1.425,0.7495,0.2929,NS,31
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING,Positive Regulation Of Response To Wounding,GO:BP,-0.808,-1.628,0.915,0.2093,NS,12
GOBP_RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR,Response To Epidermal Growth Factor,GO:BP,1.207,-1.228,0.5859,0.4985,NS,14
GOBP_RECEPTOR_METABOLIC_PROCESS,Receptor Metabolic Process,GO:BP,1.535,-0.899,0.3158,0.8323,NS,15
GOBP_EPIDERMIS_DEVELOPMENT,Epidermis Development,GO:BP,0.971,-1.463,0.7908,0.2426,NS,40
GOBP_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS,Striated Muscle Cell Apoptotic Process,GO:BP,-0.874,1.56,0.8674,0.2384,NS,11
GOBP_MRNA_EXPORT_FROM_NUCLEUS,Mrna Export From Nucleus,GO:BP,0.965,-1.468,0.7925,0.2935,NS,15
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE,Oxidative Stress Induced Senescence,Reactome,-1.209,1.223,0.5812,0.4693,NS,15
GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION,Establishment Of Organelle Localization,GO:BP,1.235,-1.195,0.467,0.4161,NS,93
REACTOME_CARDIAC_CONDUCTION,Cardiac Conduction,Reactome,-1.668,0.76,0.08761,0.8897,NS,29
GOBP_CELL_RECOGNITION,Cell Recognition,GO:BP,1.263,-1.163,0.5013,0.5445,NS,31
GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY,Membraneless Organelle Assembly,GO:BP,1.202,1.223,0.4803,0.3784,NS,129
WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY_IN_HEPATOCYTES,Wp Cholesterol Biosynthesis Pathway In Hepatocytes,WikiPathways,-1.695,0.73,0.1085,0.9251,NS,28
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION,Striated Muscle Cell Differentiation,GO:BP,1.521,0.902,0.1712,0.8699,NS,95
GOBP_REGULATION_OF_MRNA_PROCESSING,Regulation Of Mrna Processing,GO:BP,1.21,-1.213,0.555,0.4719,NS,31
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,Apoptotic Cleavage Of Cellular Proteins,Reactome,1.405,-1.018,0.3651,0.6449,NS,14
REACTOME_HCMV_EARLY_EVENTS,Hcmv Early Events,Reactome,0.975,-1.448,0.8385,0.2371,NS,22
GOBP_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE,Signal Transduction In Response To DNA Damage,GO:BP,-1.178,1.243,0.5771,0.4573,NS,28
GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS,Glycerolipid Biosynthetic Process,GO:BP,0.887,1.534,0.8674,0.2191,NS,28
HALLMARK_PEROXISOME,Peroxisome,Hallmark,-1.341,-1.08,0.275,0.4539,NS,44
GOBP_STEM_CELL_DIFFERENTIATION,Stem Cell Differentiation,GO:BP,-1.516,-0.904,0.2792,0.8432,NS,30
GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY,Positive Regulation Of Catalytic Activity,GO:BP,1.399,-1.02,0.3422,0.7199,NS,62
GOBP_NUTRIENT_STORAGE,Nutrient Storage,GO:BP,0.932,-1.487,0.8239,0.2857,NS,17
GOBP_POSITIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS,Positive Regulation Of Mrna Metabolic Process,GO:BP,1.066,-1.35,0.6957,0.3458,NS,30
