pathway,pathway_label,database,NES_Training_CRE,NES_Training_PLA,padj_Training_CRE,padj_Training_PLA,significance,set_size
GOBP_SMOOTH_MUSCLE_CELL_PROLIFERATION,Smooth Muscle Cell Proliferation,GO:BP,1.456,1.235,0.3647,0.4695,NS,26
GOBP_SPINDLE_LOCALIZATION,Spindle Localization,GO:BP,1.69,-0.998,0.1888,0.7465,NS,15
GOBP_ARTERY_DEVELOPMENT,Artery Development,GO:BP,1.504,-1.184,0.3464,0.5481,NS,14
KEGG_MEDICUS_PATHOGEN_HCV_CORE_TO_ERK_SIGNALING_PATHWAY,Pathogen Hcv Core To Erk Signaling Pathway,KEGG,1.642,-1.046,0.1055,0.5816,NS,11
REACTOME_HCMV_LATE_EVENTS,Hcmv Late Events,Reactome,-1.635,1.053,0.1366,0.6102,NS,16
KEGG_MEDICUS_REFERENCE_ARL8_REGULATED_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT,Reference Arl8 Regulated Microtubule Plus End Directed Transport,KEGG,1.063,-1.624,0.6225,0.06313,NS,14
GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS,Regulation Of Mrna Metabolic Process,GO:BP,1.423,-1.262,0.3069,0.3798,NS,63
GOBP_NEGATIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS,Negative Regulation Of Nucleotide Metabolic Process,GO:BP,-1.325,1.36,0.482,0.3835,NS,12
GOBP_SPERMATID_DIFFERENTIATION,Spermatid Differentiation,GO:BP,-1.698,0.985,0.1916,0.7597,NS,21
GOBP_SPROUTING_ANGIOGENESIS,Sprouting Angiogenesis,GO:BP,1.403,-1.28,0.4091,0.4287,NS,20
GOBP_MYOBLAST_FUSION,Myoblast Fusion,GO:BP,1.155,-1.527,0.6431,0.2852,NS,12
GOBP_SYNCYTIUM_FORMATION,Syncytium Formation,GO:BP,1.155,-1.527,0.6431,0.2852,NS,12
GOBP_GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PROCESS,Glycerophospholipid Biosynthetic Process,GO:BP,0.856,1.826,0.8905,0.09002,NS,22
GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION,Negative Regulation Of Cell Activation,GO:BP,1.204,-1.477,0.5664,0.2685,NS,24
REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX,Formation Of Tc Ner Pre Incision Complex,Reactome,-1.289,1.391,0.5145,0.3153,NS,12
GOBP_RESPONSE_TO_GROWTH_HORMONE,Response To Growth Hormone,GO:BP,1.367,-1.312,0.462,0.4318,NS,10
REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN,Carboxyterminal Post Translational Modifications Of Tubulin,Reactome,1.074,-1.604,0.7294,0.1728,NS,10
GOBP_NADPH_REGENERATION,Nadph Regeneration,GO:BP,-1.087,-1.59,0.6845,0.2215,NS,15
GOBP_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,Toll Like Receptor Signaling Pathway,GO:BP,1.027,-1.65,0.7495,0.1819,NS,12
GOBP_NEGATIVE_REGULATION_OF_RNA_SPLICING,Negative Regulation Of RNA Splicing,GO:BP,1.654,-1.022,0.2252,0.7273,NS,10
REACTOME_PYRUVATE_METABOLISM,Pyruvate Metabolism,Reactome,-1.201,1.474,0.581,0.2232,NS,23
GOBP_MYELOID_CELL_DIFFERENTIATION,Myeloid Cell Differentiation,GO:BP,1.248,-1.425,0.4662,0.2162,NS,71
GOBP_PYRUVATE_METABOLIC_PROCESS,Pyruvate Metabolic Process,GO:BP,-1.077,1.596,0.6744,0.1317,NS,56
REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION,Regulation Of Plk1 Activity At G2 M Transition,Reactome,1.12,-1.552,0.6577,0.1511,NS,27
GOBP_REGULATION_OF_HYDROLASE_ACTIVITY,Regulation Of Hydrolase Activity,GO:BP,1.327,-1.344,0.43,0.3276,NS,47
KEGG_MEDICUS_REFERENCE_RETROGRADE_AXONAL_TRANSPORT,Reference Retrograde Axonal Transport,KEGG,1.067,-1.604,0.6225,0.06548,NS,15
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_RETROGRADE_AXONAL_TRANSPORT,Variant Mutation Caused Aberrant Htt To Retrograde Axonal Transport,KEGG,1.067,-1.604,0.6225,0.06548,NS,15
WP_SLC25A46_PATHWAY,Wp Slc25a46 Pathway,WikiPathways,1.118,1.551,0.6798,0.2475,NS,10
GOBP_ACYL_COA_METABOLIC_PROCESS,Acyl Coa Metabolic Process,GO:BP,-1.273,1.396,0.462,0.289,NS,44
REACTOME_COMPLEMENT_CASCADE,Complement Cascade,Reactome,1.395,-1.271,0.3129,0.3933,NS,30
REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS,Defective Intrinsic Pathway For Apoptosis,Reactome,1.263,-1.402,0.5438,0.319,NS,10
GOBP_PROTEIN_NEDDYLATION,Protein Neddylation,GO:BP,-1.156,1.508,0.6292,0.2619,NS,17
GOBP_ENDOTHELIAL_CELL_DEVELOPMENT,Endothelial Cell Development,GO:BP,1.113,-1.551,0.6744,0.2414,NS,16
WP_GLIOBLASTOMA_SIGNALING,Wp Glioblastoma Signaling,WikiPathways,-1.216,1.448,0.5887,0.2985,NS,15
REACTOME_MET_PROMOTES_CELL_MOTILITY,Met Promotes Cell Motility,Reactome,1.294,-1.368,0.4933,0.319,NS,17
WP_OXIDATIVE_STRESS_RESPONSE,Wp Oxidative Stress Response,WikiPathways,-1.523,-1.139,0.2986,0.6025,NS,14
GOBP_PROTEIN_INSERTION_INTO_MITOCHONDRIAL_OUTER_MEMBRANE,Protein Insertion Into Mitochondrial Outer Membrane,GO:BP,-1.19,1.471,0.6034,0.2948,NS,10
GOBP_PHAGOCYTOSIS,Phagocytosis,GO:BP,1.309,-1.351,0.4438,0.3209,NS,45
REACTOME_SIGNALING_BY_MET,Signaling By Met,Reactome,1.204,-1.456,0.5737,0.2244,NS,27
GOBP_SKELETAL_SYSTEM_MORPHOGENESIS,Skeletal System Morphogenesis,GO:BP,1.371,-1.288,0.462,0.4538,NS,10
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN,Antigen Processing And Presentation Of Endogenous Antigen,GO:BP,1.033,-1.625,0.7495,0.2125,NS,11
GOBP_SUBSTANTIA_NIGRA_DEVELOPMENT,Substantia Nigra Development,GO:BP,1.634,-1.023,0.2023,0.7199,NS,25
GOBP_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION,Regulation Of Autophagy Of Mitochondrion,GO:BP,-1.147,1.51,0.6239,0.2577,NS,20
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING,Extra Nuclear Estrogen Signaling,Reactome,1.185,-1.472,0.5938,0.2297,NS,21
WP_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY,Wp Arrhythmogenic Right Ventricular Cardiomyopathy,WikiPathways,-1.416,-1.241,0.3614,0.4854,NS,26
HALLMARK_KRAS_SIGNALING_UP,KRAS Signaling Up,Hallmark,1.429,-1.227,0.2496,0.3194,NS,24
GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS,Alcohol Biosynthetic Process,GO:BP,-1.581,-1.075,0.2197,0.6575,NS,37
REACTOME_CELLULAR_SENESCENCE,Cellular Senescence,Reactome,-1.517,1.139,0.2173,0.5241,NS,20
REACTOME_BIOLOGICAL_OXIDATIONS,Biological Oxidations,Reactome,1.158,-1.498,0.5903,0.1198,NS,61
WP_THERMOGENESIS,Wp Thermogenesis,WikiPathways,-1.753,0.903,0.0785,0.7883,NS,26
GOBP_CYTOSOLIC_TRANSPORT,Cytosolic Transport,GO:BP,1.366,-1.289,0.4072,0.3832,NS,40
GOBP_CARDIAC_MUSCLE_CONTRACTION,Cardiac Muscle Contraction,GO:BP,-1.293,1.362,0.4124,0.306,NS,51
GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,Mitotic Cell Cycle Phase Transition,GO:BP,-1.305,1.35,0.4124,0.3063,NS,52
GOBP_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION,Regulation Of Smooth Muscle Contraction,GO:BP,-1.249,-1.406,0.5478,0.3561,NS,11
REACTOME_TURBULENT_OSCILLATORY_DISTURBED_FLOW_SHEAR_STRESS_ACTIVATES_SIGNALING_BY_PIEZO1_AND_INTEGRINS_IN_ENDOTHELIAL_CELLS,Turbulent Oscillatory Disturbed Flow Shear Stress Activates Signaling By Piezo1 And Integrins In Endothelial Cells,Reactome,1.347,-1.308,0.4251,0.3933,NS,14
GOBP_REGULATION_OF_FILOPODIUM_ASSEMBLY,Regulation Of Filopodium Assembly,GO:BP,1.232,-1.422,0.5765,0.3492,NS,10
KEGG_MEDICUS_ENV_FACTOR_ZN_TO_ANTEROGRADE_AXONAL_TRANSPORT,Env Factor Zn To Anterograde Axonal Transport,KEGG,1.157,-1.497,0.5078,0.1209,NS,12
GOBP_NEGATIVE_REGULATION_OF_MUSCLE_HYPERTROPHY,Negative Regulation Of Muscle Hypertrophy,GO:BP,1.425,-1.228,0.4124,0.5175,NS,11
GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY,Regulation Of T Cell Mediated Immunity,GO:BP,1.164,-1.489,0.6236,0.2723,NS,18
GOBP_VIRAL_LIFE_CYCLE,Viral Life Cycle,GO:BP,1.021,-1.629,0.7495,0.09831,NS,78
GOBP_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_ENDOPLASMIC_RETICULUM,Release Of Sequestered Calcium Ion Into Cytosol By Endoplasmic Reticulum,GO:BP,-1.734,0.915,0.1701,0.8265,NS,22
WP_13Q1212_COPY_NUMBER_VARIATION,Wp 13q1212 Copy Number Variation,WikiPathways,-1.667,0.982,0.1739,0.7074,NS,18
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_CALCIUM_ION_SIGNALING,Regulation Of Cardiac Muscle Contraction By Calcium Ion Signaling,GO:BP,-1.604,1.043,0.262,0.7012,NS,19
GOBP_VIRAL_PROCESS,Viral Process,GO:BP,1.114,-1.533,0.6192,0.1117,NS,101
GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ASSEMBLY,Positive Regulation Of Organelle Assembly,GO:BP,1.57,-1.075,0.2759,0.6706,NS,19
GOBP_DNA_BIOSYNTHETIC_PROCESS,DNA Biosynthetic Process,GO:BP,1.591,-1.051,0.2389,0.6915,NS,22
GOBP_FOREBRAIN_DEVELOPMENT,Forebrain Development,GO:BP,1.145,-1.496,0.6158,0.2162,NS,41
REACTOME_SIGNALLING_TO_ERKS,Signalling To Erks,Reactome,-1.506,1.135,0.2477,0.5283,NS,17
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS,G Alpha S Signalling Events,Reactome,0.872,-1.769,0.9337,0.07467,NS,15
GOBP_DEFENSE_RESPONSE_TO_BACTERIUM,Defense Response To Bacterium,GO:BP,1.489,-1.151,0.2759,0.5472,NS,42
GOBP_NEURON_PROJECTION_ORGANIZATION,Neuron Projection Organization,GO:BP,1.279,-1.358,0.5114,0.3799,NS,15
REACTOME_MITOCHONDRIAL_TRANSLATION,Mitochondrial Translation,Reactome,-1.212,1.425,0.5324,0.2461,NS,36
WP_MECHANOREGULATION_AND_PATHOLOGY_OF_YAPTAZ_VIA_HIPPO_AND_NONHIPPO_MECHANISMS,Wp Mechanoregulation And Pathology Of Yaptaz Via Hippo And Nonhippo Mechanisms,WikiPathways,1.54,-1.097,0.2986,0.6322,NS,10
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC,Formation Of Tubulin Folding Intermediates By Cct Tric,Reactome,1.251,-1.386,0.5324,0.3081,NS,17
GOBP_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE,Vesicle Mediated Transport In Synapse,GO:BP,1.418,-1.218,0.3367,0.4459,NS,52
REACTOME_RHO_GTPASES_ACTIVATE_ROCKS,Rho Gtpases Activate Rocks,Reactome,1.747,-0.889,0.08959,0.7301,NS,13
GOBP_RNA_SPLICING,RNA Splicing,GO:BP,1.539,-1.095,0.1649,0.5835,NS,90
GOBP_MESODERM_DEVELOPMENT,Mesoderm Development,GO:BP,-1.661,0.973,0.2252,0.7723,NS,10
GOBP_T_CELL_MIGRATION,T Cell Migration,GO:BP,1.269,-1.365,0.5177,0.3757,NS,15
KEGG_MEDICUS_PATHOGEN_SHIGELLA_IPAC_TO_ACTIN_SIGNALING_PATHWAY,Pathogen Shigella Ipac To Actin Signaling Pathway,KEGG,1.72,-0.914,0.1055,0.6983,NS,11
KEGG_MEDICUS_REFERENCE_TIGHT_JUNCTION_ACTIN_SIGNALING_PATHWAY,Reference Tight Junction Actin Signaling Pathway,KEGG,1.72,-0.914,0.1055,0.6983,NS,11
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE,Establishment Of Protein Localization To Mitochondrial Membrane,GO:BP,-1.342,1.291,0.4512,0.4216,NS,22
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,Positive Regulation Of Protein Localization To Membrane,GO:BP,1.317,-1.316,0.4512,0.3776,NS,32
GOBP_GLUCOSE_METABOLIC_PROCESS,Glucose Metabolic Process,GO:BP,-1.031,1.602,0.7164,0.09539,NS,74
GOBP_RESPONSE_TO_VITAMIN,Response To Vitamin,GO:BP,1.366,-1.265,0.4512,0.4577,NS,15
KEGG_MEDICUS_REFERENCE_TLR2_4_MAPK_SIGNALING_PATHWAY,Reference Tlr2 4 Mapk Signaling Pathway,KEGG,-1.268,1.363,0.4453,0.2081,NS,10
KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_IV,Reference Electron Transfer In Complex Iv,KEGG,1.011,1.619,0.6721,0.05517,NS,11
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV,Variant Mutation Caused Aberrant Abeta To Electron Transfer In Complex Iv,KEGG,1.011,1.619,0.6721,0.05517,NS,11
PID_FOXO_PATHWAY,Pid Foxo Pathway,PID,1.534,-1.096,0.2321,0.7221,NS,15
GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT,Endosome To Lysosome Transport,GO:BP,-1.744,0.885,0.1796,0.8452,NS,18
GOBP_MITOCHONDRIAL_TRANSPORT,Mitochondrial Transport,GO:BP,-1.047,1.582,0.6884,0.1064,NS,74
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS,Clathrin Mediated Endocytosis,Reactome,1.601,-1.028,0.08543,0.6205,NS,53
WP_TROP2_REGULATORY_SIGNALING,Wp Trop2 Regulatory Signaling,WikiPathways,1.135,-1.494,0.6798,0.2793,NS,13
GOBP_NEURON_PROJECTION_REGENERATION,Neuron Projection Regeneration,GO:BP,1.152,-1.475,0.6431,0.303,NS,13
REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE,Toll Like Receptor 9 Tlr9 Cascade,Reactome,-1.13,1.496,0.6396,0.1787,NS,28
GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,Proteasome Mediated Ubiquitin Dependent Protein Catabolic Process,GO:BP,-1.419,1.205,0.225,0.4067,NS,107
GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION,Negative Regulation Of Cell Cell Adhesion,GO:BP,1.22,-1.404,0.5495,0.3096,NS,24
REACTOME_DRUG_ADME,Drug Adme,Reactome,1.236,-1.383,0.5324,0.2968,NS,22
BIOCARTA_MAPK_PATHWAY,Biocarta Mapk Pathway,BioCarta,-1.431,1.187,0.2142,0.624,NS,20
GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,Protein Localization To Endoplasmic Reticulum,GO:BP,1.612,-1.006,0.2252,0.7399,NS,22
GOBP_REGULATION_OF_POSTSYNAPSE_ORGANIZATION,Regulation Of Postsynapse Organization,GO:BP,1.115,-1.503,0.6587,0.2579,NS,22
GOBP_POSITIVE_REGULATION_OF_D_GLUCOSE_TRANSMEMBRANE_TRANSPORT,Positive Regulation Of D Glucose Transmembrane Transport,GO:BP,-1.2,1.416,0.5922,0.3407,NS,10
GOBP_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT,Endoplasmic Reticulum To Golgi Vesicle Mediated Transport,GO:BP,1.627,-0.988,0.1701,0.7564,NS,51
GOBP_LIPID_LOCALIZATION,Lipid Localization,GO:BP,1.376,-1.238,0.3203,0.3757,NS,89
GOBP_EPITHELIAL_TUBE_MORPHOGENESIS,Epithelial Tube Morphogenesis,GO:BP,-0.973,-1.641,0.7925,0.1465,NS,33
PID_S1P_S1P2_PATHWAY,Pid S1p S1p2 Pathway,PID,1.397,-1.214,0.3164,0.6278,NS,12
GOBP_MONOSACCHARIDE_TRANSMEMBRANE_TRANSPORT,Monosaccharide Transmembrane Transport,GO:BP,-1.333,1.277,0.4559,0.4318,NS,23
GOBP_CEREBELLAR_CORTEX_DEVELOPMENT,Cerebellar Cortex Development,GO:BP,1.767,0.842,0.1548,0.8779,NS,10
GOBP_SHORT_CHAIN_FATTY_ACID_METABOLIC_PROCESS,Short Chain Fatty Acid Metabolic Process,GO:BP,-1.322,1.287,0.4848,0.4552,NS,10
GOBP_REGULATION_OF_LYMPHOCYTE_MIGRATION,Regulation Of Lymphocyte Migration,GO:BP,1.297,-1.311,0.5003,0.4255,NS,14
GOBP_MEMBRANE_LIPID_BIOSYNTHETIC_PROCESS,Membrane Lipid Biosynthetic Process,GO:BP,-1.421,1.186,0.4201,0.555,NS,11
GOBP_REGULATION_OF_CATION_CHANNEL_ACTIVITY,Regulation Of Cation Channel Activity,GO:BP,-1.307,-1.3,0.482,0.423,NS,15
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS,Trafficking Of Ampa Receptors,Reactome,1.194,1.413,0.6004,0.3003,NS,11
WP_MYOMETRIAL_RELAXATION_AND_CONTRACTION_PATHWAYS,Wp Myometrial Relaxation And Contraction Pathways,WikiPathways,1.122,-1.485,0.6798,0.2311,NS,40
WP_TNFRELATED_WEAK_INDUCER_OF_APOPTOSIS_TWEAK_SIGNALING,Wp Tnfrelated Weak Inducer Of Apoptosis Tweak Signaling,WikiPathways,0.959,1.648,0.8131,0.1648,NS,10
GOBP_REGULATION_OF_DNA_REPAIR,Regulation Of DNA Repair,GO:BP,-1.484,1.121,0.3052,0.6038,NS,31
GOBP_CLATHRIN_DEPENDENT_ENDOCYTOSIS,Clathrin Dependent Endocytosis,GO:BP,1.689,-0.914,0.1981,0.8154,NS,12
GOBP_POSITIVE_REGULATION_OF_CYTOPLASMIC_TRANSLATION,Positive Regulation Of Cytoplasmic Translation,GO:BP,1.298,1.302,0.5003,0.4336,NS,12
GOBP_GLOMERULUS_DEVELOPMENT,Glomerulus Development,GO:BP,1.47,-1.13,0.371,0.6266,NS,12
GOBP_EPITHELIAL_CELL_DEVELOPMENT,Epithelial Cell Development,GO:BP,1.317,-1.283,0.4512,0.3889,NS,34
PID_AURORA_B_PATHWAY,Pid Aurora B Pathway,PID,0.873,-1.725,0.7529,0.1184,NS,13
GOBP_TRICARBOXYLIC_ACID_CYCLE,Tricarboxylic Acid Cycle,GO:BP,-0.839,1.758,0.9134,0.09831,NS,25
GOBP_ESTABLISHMENT_OF_ENDOTHELIAL_BARRIER,Establishment Of Endothelial Barrier,GO:BP,1.174,-1.422,0.6268,0.3407,NS,12
WP_EGFR_TYROSINE_KINASE_INHIBITOR_RESISTANCE,Wp Egfr Tyrosine Kinase Inhibitor Resistance,WikiPathways,-1.542,1.053,0.2531,0.6586,NS,19
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,Positive Regulation Of Lymphocyte Differentiation,GO:BP,1.084,-1.509,0.6884,0.2685,NS,15
PID_MAPK_TRK_PATHWAY,Pid Mapk Trk Pathway,PID,-1.256,1.337,0.4304,0.5143,NS,13
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,Initial Triggering Of Complement,Reactome,1.417,-1.175,0.3129,0.4989,NS,21
GOBP_MESENCHYME_DEVELOPMENT,Mesenchyme Development,GO:BP,1.217,-1.374,0.5478,0.3209,NS,32
GOBP_POSITIVE_REGULATION_OF_MUSCLE_CONTRACTION,Positive Regulation Of Muscle Contraction,GO:BP,0.97,-1.621,0.7908,0.2004,NS,11
GOBP_NUCLEAR_MEMBRANE_ORGANIZATION,Nuclear Membrane Organization,GO:BP,-1.372,1.217,0.4304,0.5108,NS,21
GOBP_RESPIRATORY_GASEOUS_EXCHANGE_BY_RESPIRATORY_SYSTEM,Respiratory Gaseous Exchange By Respiratory System,GO:BP,1.445,-1.142,0.3878,0.602,NS,13
GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS,Positive Regulation Of Cold Induced Thermogenesis,GO:BP,1.317,-1.27,0.4805,0.4472,NS,17
GOBP_REGULATION_OF_T_CELL_MIGRATION,Regulation Of T Cell Migration,GO:BP,1.048,-1.539,0.732,0.2723,NS,11
WP_OMEGA6FATTY_ACIDS_IN_SENESCENCE,Wp Omega6fatty Acids In Senescence,WikiPathways,1.101,-1.483,0.6798,0.2787,NS,15
GOBP_NEGATIVE_REGULATION_OF_REPRODUCTIVE_PROCESS,Negative Regulation Of Reproductive Process,GO:BP,1.405,-1.178,0.4304,0.5724,NS,11
WP_PI3KAKT_SIGNALING,Wp Pi3kakt Signaling,WikiPathways,1.282,-1.301,0.4459,0.318,NS,59
GOBP_PURINE_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,Purine Nucleoside Monophosphate Biosynthetic Process,GO:BP,-1.531,1.051,0.3213,0.7004,NS,14
GOBP_CARBOHYDRATE_TRANSPORT,Carbohydrate Transport,GO:BP,-1.304,1.276,0.4756,0.4318,NS,24
HALLMARK_MYOGENESIS,Myogenesis,Hallmark,1.222,1.358,0.3106,0.1263,NS,113
GOBP_REGULATION_OF_LIPID_STORAGE,Regulation Of Lipid Storage,GO:BP,1.155,-1.422,0.647,0.3492,NS,10
REACTOME_RHOD_GTPASE_CYCLE,Rhod Gtpase Cycle,Reactome,1.35,-1.226,0.4008,0.4527,NS,19
GOBP_MACROPHAGE_MIGRATION,Macrophage Migration,GO:BP,1.269,-1.307,0.5391,0.4318,NS,11
GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS,RNA Splicing Via Transesterification Reactions,GO:BP,1.544,-1.03,0.1843,0.7039,NS,67
GOBP_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS,Regulation Of Alcohol Biosynthetic Process,GO:BP,-1.132,1.442,0.6542,0.3176,NS,12
GOBP_PENTOSE_PHOSPHATE_SHUNT,Pentose Phosphate Shunt,GO:BP,-0.997,-1.576,0.7621,0.2501,NS,11
GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS,Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains,GO:BP,1.105,-1.467,0.6515,0.2191,NS,53
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,Intracellular Signaling By Second Messengers,Reactome,-1.241,1.331,0.4121,0.2531,NS,72
WP_VITAMIN_B12_METABOLISM,Wp Vitamin B12 Metabolism,WikiPathways,0.826,-1.746,0.9333,0.1381,NS,16
GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION,Regulation Of Peptidyl Tyrosine Phosphorylation,GO:BP,1.28,1.29,0.5228,0.4472,NS,11
REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS,Role Of Phospholipids In Phagocytosis,Reactome,1.269,-1.301,0.5324,0.4052,NS,12
GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE,Antimicrobial Humoral Immune Response Mediated By Antimicrobial Peptide,GO:BP,1.61,-0.959,0.2637,0.7817,NS,13
GOBP_MYELOID_LEUKOCYTE_ACTIVATION,Myeloid Leukocyte Activation,GO:BP,1.444,-1.125,0.3542,0.5804,NS,31
GOBP_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS,Development Of Primary Sexual Characteristics,GO:BP,1.018,-1.549,0.7495,0.2191,NS,22
SIG_BCR_SIGNALING_PATHWAY,Sig Bcr Signaling Pathway,Other,-1.543,1.024,0.1456,0.9744,NS,15
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY,Regulation Of Mitochondrial Membrane Permeability,GO:BP,-1.22,1.346,0.5548,0.376,NS,20
GOBP_REGULATION_OF_SKELETAL_MUSCLE_ADAPTATION,Regulation Of Skeletal Muscle Adaptation,GO:BP,1.154,1.41,0.6471,0.3458,NS,10
GOBP_REGULATION_OF_TUBE_SIZE,Regulation Of Tube Size,GO:BP,-0.82,-1.744,0.9248,0.1021,NS,26
GOBP_LEUKOCYTE_APOPTOTIC_PROCESS,Leukocyte Apoptotic Process,GO:BP,1.203,-1.36,0.5871,0.3857,NS,14
GOBP_REGULATION_OF_ENDOCYTOSIS,Regulation Of Endocytosis,GO:BP,1.325,-1.238,0.3878,0.3777,NS,79
GOBP_PTERIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,Pteridine Containing Compound Metabolic Process,GO:BP,-1.22,-1.342,0.5765,0.4019,NS,12
GOBP_MACROMOLECULE_DEACYLATION,Macromolecule Deacylation,GO:BP,-0.908,1.654,0.8463,0.1694,NS,15
GOBP_CARDIAC_MUSCLE_CELL_CONTRACTION,Cardiac Muscle Cell Contraction,GO:BP,-1.518,1.043,0.3182,0.7012,NS,21
GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,Regulation Of Immune Effector Process,GO:BP,0.946,-1.615,0.8218,0.1073,NS,55
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION,Regulation Of Tp53 Activity Through Phosphorylation,Reactome,-1.564,0.996,0.2268,0.659,NS,12
GOBP_MODULATION_BY_HOST_OF_VIRAL_PROCESS,Modulation By Host Of Viral Process,GO:BP,1.001,-1.558,0.7621,0.2424,NS,15
GOBP_REGULATION_OF_WOUND_HEALING,Regulation Of Wound Healing,GO:BP,0.644,-1.915,0.9997,0.07446,NS,28
GOBP_NEGATIVE_REGULATION_OF_CELL_GROWTH,Negative Regulation Of Cell Growth,GO:BP,-1.196,-1.362,0.5765,0.3561,NS,22
REACTOME_S_PHASE,S Phase,Reactome,-1.155,1.403,0.5923,0.2256,NS,42
GOBP_MAINTENANCE_OF_PROTEIN_LOCALIZATION_IN_ORGANELLE,Maintenance Of Protein Localization In Organelle,GO:BP,1.489,1.067,0.3564,0.6923,NS,13
GOBP_SYNAPTIC_VESICLE_RECYCLING,Synaptic Vesicle Recycling,GO:BP,1.475,-1.079,0.34,0.6519,NS,28
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,Metabolism Of Vitamins And Cofactors,Reactome,0.997,-1.557,0.8255,0.08113,NS,68
GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY,Positive Regulation Of Gtpase Activity,GO:BP,1.479,-1.073,0.3639,0.673,NS,15
GOBP_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION,Regulation Of Endothelial Cell Migration,GO:BP,1.328,-1.223,0.4388,0.4577,NS,34
