gene,cv_cr,cv_h,delta_cv,is_plasma,protein_class,subcellular_main
HSPA2,39.40263516221214,21.09415819207072,18.308476970141424,TRUE,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins","Vesicles, Flagellar centriole, Annulus"
HSPD1,24.833134608471944,17.691045105879343,7.142089502592601,TRUE,"Cancer-related genes, Disease related genes, Enzymes, Essential proteins, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Mitochondria
CLU,97.47402338483305,61.01060765709841,36.463415727734635,TRUE,"Cancer-related genes, Candidate cardiovascular disease genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Cytosol
ATP5PB,54.6044634835248,24.173582480742603,30.4308810027822,FALSE,"Essential proteins, Metabolic proteins, Predicted membrane proteins, Transporters",Mitochondria
FLNA,73.45553256752625,16.363458297003884,57.09207427052236,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters","Plasma membrane, Actin filaments, Cytosol"
KRT1,210.9570002040192,58.320509458690125,152.63649074532907,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins",
ARL6IP5,35.20779778302493,17.663016409213544,17.544781373811386,FALSE,"Predicted membrane proteins, Transporters",Endoplasmic reticulum
PDHB,64.06998952414503,27.969105024369732,36.1008844997753,FALSE,"Citric acid cycle related proteins, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins",Mitochondria
ACTN1,89.08375773802555,66.62593437241988,22.457823365605677,TRUE,"Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins","Plasma membrane, Actin filaments, Focal adhesion sites"
COX6B1,48.53101258352587,29.44485434217759,19.086158241348283,TRUE,"Disease related genes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",Mitochondria
S100A9,91.75004594557315,33.932893925968436,57.81715201960471,TRUE,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins","Plasma membrane, Intermediate filaments, Cytosol"
IGHG3,122.54615894469279,57.1663127628974,65.37984618179539,FALSE,"Immunoglobulin genes, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",
TUFM,35.466300417617816,17.411989909261184,18.054310508356632,TRUE,"Disease related genes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",Mitochondria
S100A8,87.78203601584332,39.5455570409187,48.236478974924616,TRUE,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Intermediate filaments
HAGH,28.447802820630834,13.119725561767451,15.328077258863383,TRUE,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",
TAGLN,95.35768963292392,55.650002192742946,39.707687440180976,TRUE,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins","Mitochondria, Cytosol"
NDUFS1,42.86215240449581,19.315425275643122,23.546727128852687,FALSE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins",Mitochondria
DLD,38.100665162933325,22.033511447727744,16.06715371520558,TRUE,"Citric acid cycle related proteins, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Mitochondria
OGDH,44.915948478391435,23.236861920610536,21.6790865577809,TRUE,"Citric acid cycle related proteins, Enzymes, Essential proteins, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",Mitochondria
COQ9,55.47121795641635,14.814796041084085,40.65642191533227,FALSE,"Disease related genes, Human disease related genes, Predicted intracellular proteins","Mitochondria, Cytosol"
DLAT,55.58903130112316,27.376047100504465,28.212984200618692,FALSE,"Citric acid cycle related proteins, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins",Mitochondria
COQ8A,32.872373398360985,19.190164144389186,13.682209253971799,FALSE,"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins",Mitochondria
SLC25A12,43.706324842745495,18.95590410972518,24.750420733020317,FALSE,"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Transporters",Nuclear speckles
FKBP3,23.272619225656744,18.271279623272946,5.001339602383798,TRUE,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",Cytosol
EEF2,19.813836738489574,16.065014480638858,3.7488222578507155,TRUE,"Cancer-related genes, Disease related genes, Essential proteins, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins","Plasma membrane, Cytosol"
ACTN4,80.56825727642978,44.24221590043315,36.326041375996624,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins","Actin filaments, Focal adhesion sites"
PDHA1,52.776490692912326,26.616405041299117,26.16008565161321,FALSE,"Citric acid cycle related proteins, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins",Mitochondria
MSN,77.00635434157196,14.258169862708133,62.748184478863834,TRUE,"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins",Plasma membrane
GSTO1,32.9092236584062,23.02125230643674,9.887971351969458,TRUE,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",
BPGM,76.85024183615377,48.06905116434045,28.78119067181332,TRUE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins","Nucleoli, Nucleoli rim"
IGHV3-7,86.82144468625391,79.29112176749415,7.530322918759765,FALSE,"Immunoglobulin genes, Predicted secreted proteins",
GPD1L,40.63094037126741,21.631702970572675,18.99923740069473,FALSE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins",
SUCLA2,54.387195842674274,20.84761402674227,33.539581815932,TRUE,"Citric acid cycle related proteins, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Mitochondria
UBA1,18.431968379085447,19.33505249878933,-0.9030841197038839,TRUE,"Cancer-related genes, Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins",Nucleoplasm
ACADM,50.09071753212013,21.94837909467521,28.14233843744492,FALSE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins",Mitochondria
COMP,174.12725717996713,67.12207917567821,107.00517800428892,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Golgi apparatus
SDHB,39.923290847272405,27.91974737472683,12.003543472545577,TRUE,"Cancer-related genes, Citric acid cycle related proteins, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters",Mitochondria
ALDH9A1,22.575263058594523,29.49189402360427,-6.916630965009748,TRUE,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",Cytosol
FBP1,61.43947244752347,51.39209887986978,10.047373567653693,TRUE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Mitochondria
PRELP,210.79809177796852,20.32103306359511,190.4770587143734,TRUE,"Plasma proteins, Predicted secreted proteins",Endoplasmic reticulum
GAMT,32.67452119947576,20.29644704412766,12.378074155348102,TRUE,"Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",
SAR1A,37.87129547593053,23.461583899360296,14.409711576570235,TRUE,"Plasma proteins, Predicted intracellular proteins",Endoplasmic reticulum
AOC3,135.28073875207397,31.263072255535963,104.01766649653801,TRUE,"Cancer-related genes, Enzymes, FDA approved drug targets, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",Cytosol
GSTM3,48.856394486566714,38.649054532267265,10.20733995429945,FALSE,"Cancer-related genes, Enzymes, Metabolic proteins, Predicted intracellular proteins",Cytosol
P4HB,30.841296414487722,14.150888718483618,16.690407696004105,TRUE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Endoplasmic reticulum
FTL,141.73702792744973,64.45439071595072,77.28263721149901,TRUE,"Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins",Cytosol
LRRC20,26.255885661584973,18.69844700026103,7.557438661323943,FALSE,Predicted intracellular proteins,Nucleoplasm
COX7C,63.447035628037106,35.88322306041249,27.563812567624616,FALSE,"Metabolic proteins, Predicted membrane proteins, Transporters",
IGKV3-11,94.72799387310671,61.00325992602611,33.7247339470806,FALSE,"Immunoglobulin genes, Predicted secreted proteins","Plasma membrane, Cytosol"
EHD1,95.44750574845281,12.416230597703514,83.0312751507493,TRUE,"Plasma proteins, Predicted intracellular proteins, Transporters",Plasma membrane
SERPING1,84.42861519191689,61.70780249926483,22.72081269265206,TRUE,"Candidate cardiovascular disease genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",
SNCA,85.70588756825316,128.84802801889506,-43.142140450641904,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters",
RAP1B,91.45649926431442,12.013174033374348,79.44332523094008,TRUE,"Enzymes, Essential proteins, Plasma proteins, Predicted intracellular proteins, RAS pathway related proteins",
YWHAB,43.5640881897905,19.913569151106394,23.65051903868411,TRUE,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins",Cytosol
H3-3A,119.20786468096026,90.63076747503854,28.577097205921717,FALSE,"Cancer-related genes, Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins",Nucleoplasm
PPP3CA,17.927925350562127,21.972473891886207,-4.04454854132408,TRUE,"Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Cytosol
NDUFB10,49.192412093787254,13.806549551071587,35.38586254271567,FALSE,"Disease related genes, Essential proteins, Human disease related genes, Metabolic proteins, Predicted intracellular proteins",
S100A10,119.34549314867738,22.471162857355694,96.87433029132168,FALSE,"Predicted membrane proteins, Transporters",Mitochondria
ARHGDIA,51.471936395010864,23.424217818660967,28.047718576349897,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins",Cytosol
GPT,44.7940949821171,36.619482488944314,8.174612493172788,TRUE,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",
REEP5,30.09453811822203,22.802326542663103,7.292211575558927,FALSE,Predicted membrane proteins,Endoplasmic reticulum
ACADS,47.857344456521844,39.542791638658876,8.314552817862968,TRUE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Mitochondria
ACTC1,63.30916389212257,50.72912025016233,12.580043641960238,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins",
DDB1,14.89816364613025,9.63446783593855,5.263695810191701,TRUE,"Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins",Nucleoplasm
ALDH2,78.9906776990828,29.2607652937659,49.729912405316895,TRUE,"Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",
CTSD,86.29536184976752,18.812942491013825,67.48241935875369,TRUE,"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins",
ALDH1A1,49.57750319298353,40.582213998874686,8.995289194108842,TRUE,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",Cytosol
ACOT2,25.074479875568805,21.33106252537947,3.743417350189336,TRUE,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",Mitochondria
GDI2,25.09365194097601,11.785221442767774,13.308430498208235,TRUE,"Plasma proteins, Predicted intracellular proteins","Plasma membrane, Cytosol"
CFH,83.08313061513854,55.70497298798247,27.37815762715607,TRUE,"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Vesicles
PSMC1,45.886121995220066,16.211521730536457,29.67460026468361,FALSE,"Essential proteins, Predicted intracellular proteins","Nucleoplasm, Cytosol"
GSTM1,76.74050918067596,101.41435503182166,-24.6738458511457,TRUE,"Cancer-related genes, Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",Cytosol
UQCRQ,58.4689994644399,22.481889876472223,35.98710958796767,FALSE,"Disease related genes, Essential proteins, Human disease related genes, Metabolic proteins, Predicted membrane proteins",Mitochondria
FKBP1A,24.64409229775916,16.514181815974744,8.129910481784414,TRUE,"Enzymes, FDA approved drug targets, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",Golgi apparatus
OLA1,17.05538005441403,16.593697460672573,0.4616825937414575,TRUE,"Plasma proteins, Predicted intracellular proteins",Cytosol
PHB2,27.970403747619706,12.461597178374454,15.508806569245252,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins",Mitochondria
ANXA7,13.738933781872035,10.90495487420224,2.8339789076697954,FALSE,"Cancer-related genes, Predicted intracellular proteins",
GRHPR,21.86828215253281,19.301088947340116,2.5671932051926944,TRUE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Cytosol
NDUFV2,43.51334734336008,22.70731024793818,20.8060370954219,FALSE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins",Mitochondria
PCBP1,24.26035359526299,19.652146637409963,4.608206957853028,TRUE,"Cancer-related genes, Essential proteins, Plasma proteins, Predicted intracellular proteins",Nuclear speckles
WDR1,16.83329928373605,16.30346445079608,0.5298348329399687,TRUE,"Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins","Plasma membrane, Cell Junctions, Cytosol"
ETFB,40.123013099025435,18.697072499841948,21.425940599183487,TRUE,"Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",Mitochondria
DUSP3,23.790939530784577,16.091108927141644,7.699830603642933,TRUE,"Enzymes, Plasma proteins, Predicted intracellular proteins",Nucleoplasm
AMPD1,54.67510801216279,41.02560360485407,13.649504407308719,FALSE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins",
PFN2,37.890113990577966,22.87999758727314,15.010116403304824,TRUE,"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",
EIF4A1,19.15924934775867,16.001540070714423,3.1577092770442476,TRUE,"Enzymes, Essential proteins, Plasma proteins, Predicted intracellular proteins",Cytosol
APOD,116.86702886454631,47.441380504659385,69.42564835988694,TRUE,"Cancer-related genes, Candidate cardiovascular disease genes, Plasma proteins, Predicted secreted proteins",Plasma membrane
HSPB2,33.766489817468354,22.087941497507334,11.67854831996102,FALSE,Predicted intracellular proteins,Golgi apparatus
APOC1,94.42321005659382,93.73098020706423,0.692229849529582,TRUE,"Cancer-related genes, Candidate cardiovascular disease genes, Metabolic proteins, Plasma proteins, Predicted secreted proteins",
MYO6,73.80424585739188,31.452400445864587,42.35184541152729,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins",Nucleoplasm
SLC25A13,45.858600412525035,25.313086471234804,20.54551394129023,TRUE,"Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters",Mitochondria
PLN,51.9213040586249,39.65590059007009,12.265403468554808,FALSE,"Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters",
PFKL,47.014296886253554,24.748559495616306,22.26573739063725,TRUE,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins","Nucleoli, Mitochondria"
STOM,78.6098829923004,49.24903053264005,29.36085245966035,TRUE,"Plasma proteins, Predicted membrane proteins, Transporters","Vesicles, Plasma membrane"
PPP3R1,15.676980867764648,25.915819396678746,-10.238838528914098,FALSE,"FDA approved drug targets, Predicted intracellular proteins",Plasma membrane
HSPA9,30.22189023342537,18.207911773218967,12.013978460206403,TRUE,"Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins",Mitochondria
UBE2D3,27.500739168550698,20.522522570925336,6.978216597625362,FALSE,"Enzymes, Essential proteins, Metabolic proteins, Predicted intracellular proteins","Plasma membrane, Cytosol"
CFB,80.68817031369677,52.78678413556109,27.90138617813568,TRUE,"Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted secreted proteins","Endoplasmic reticulum, Vesicles"
PRKAR1A,32.190094686238666,11.895398137621983,20.294696548616685,TRUE,"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins",Cytosol
DEFA3,79.65489224478122,49.648653135957105,30.00623910882412,FALSE,"Cancer-related genes, Predicted secreted proteins",
AGT,82.1285045542572,61.29622558383521,20.832278970421996,TRUE,"Candidate cardiovascular disease genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins",
ARF1,51.387656053530804,21.499562698552296,29.88809335497851,FALSE,"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins",Cytosol
SUCLG1,56.27727847947942,17.86710978819931,38.410168691280106,TRUE,"Citric acid cycle related proteins, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Mitochondria
TALDO1,51.328465149435466,18.38628966170694,32.94217548772853,TRUE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Cytosol
HSDL2,35.77164061135081,15.591589760765862,20.180050850584948,TRUE,"Plasma proteins, Predicted intracellular proteins",Mitochondria
FABP5,67.41043301760993,9.215226405018514,58.19520661259142,TRUE,"Cancer-related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Transporters",Cytosol
ITIH4,79.96554842619081,101.03341545593774,-21.067867029746935,TRUE,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Vesicles
CZIB,19.397000896668555,30.559213564663317,-11.162212667994762,FALSE,Predicted intracellular proteins,Cytosol
S100A13,48.69758577050282,29.613217838421356,19.084367932081463,FALSE,"Predicted intracellular proteins, Predicted secreted proteins","Plasma membrane, Cytosol"
SMPX,33.190427150142504,33.5215093979766,-0.3310822478340967,FALSE,"Disease related genes, Human disease related genes, Predicted intracellular proteins",Plasma membrane
PCBD2,28.117705372565265,13.46465005904603,14.653055313519236,FALSE,"Enzymes, Metabolic proteins, Predicted intracellular proteins",Plasma membrane
PREP,34.791637758023455,23.961052931472956,10.8305848265505,TRUE,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",Cytosol
SKP1,28.68572944736809,18.970879048416165,9.714850398951924,FALSE,"Essential proteins, Predicted intracellular proteins","Nucleoplasm, Cytosol"
RPL7,40.0454577669063,12.714277476202751,27.33118029070355,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins","Endoplasmic reticulum, Cytosol"
HIBADH,35.688697639692656,21.173784993499677,14.514912646192979,TRUE,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",
EEF1D,12.754339026017858,16.706903976911217,-3.9525649508933594,TRUE,"Plasma proteins, Predicted intracellular proteins","Nucleoplasm, Nucleoli fibrillar center"
VCP,25.716796417795273,10.587886241819703,15.12891017597557,TRUE,"Disease related genes, Enzymes, Essential proteins, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters","Nucleoplasm, Cytosol"
PNP,84.85478012380041,58.88223367181919,25.972546451981216,TRUE,"Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",Cytosol
PBXIP1,27.810952710437242,18.79233494030729,9.018617770129953,FALSE,"Predicted intracellular proteins, Predicted membrane proteins",Nucleoplasm
MYOZ1,141.84618685912923,60.53690262276373,81.3092842363655,FALSE,Predicted intracellular proteins,
CDC42,43.979961400729486,22.895383563978747,21.08457783675074,TRUE,"Disease related genes, Enzymes, Essential proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, RAS pathway related proteins",Microtubules
ALAD,75.2223508788081,48.079254527452356,27.143096351355744,TRUE,"Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",Cytosol
CRIP1,69.95751805786212,31.41909823294035,38.53841982492177,TRUE,"Plasma proteins, Predicted intracellular proteins","Nuclear speckles, Cytosol"
IDH3A,41.97340329775823,25.9149722041719,16.058431093586332,TRUE,"Citric acid cycle related proteins, Disease related genes, Enzymes, Essential proteins, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",Mitochondria
NDUFV1,47.570147994094285,18.87864015327921,28.691507840815074,FALSE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins",Mitochondria
HIBCH,50.385356996839704,41.40806200707598,8.97729498976372,FALSE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins",Mitochondria
PRKACA,20.265596001256394,16.902975685235475,3.3626203160209194,FALSE,"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, RAS pathway related proteins",Cytosol
AIFM1,38.989690531577146,17.312050619990195,21.67763991158695,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Mitochondria
SLC25A11,59.414733420473254,23.575352816500274,35.839380603972984,TRUE,"Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters",
KRT10,235.00131091837466,50.60156096692816,184.3997499514465,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",
MYOM1,46.897100259640546,23.025858047841737,23.87124221179881,FALSE,Predicted intracellular proteins,
FUNDC2,42.12578930311463,14.630473456024951,27.495315847089678,FALSE,Predicted intracellular proteins,
AKR1C3,86.64954329122634,57.68213495127695,28.967408339949387,TRUE,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins","Nucleoplasm, Cytosol"
DES,126.8826303147729,40.349947614520026,86.53268270025288,TRUE,"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins",Intermediate filaments
NAPA,24.713338360823357,12.578193718715596,12.135144642107761,FALSE,"Essential proteins, Predicted intracellular proteins",Cytosol
HSPE1,30.132819479156353,19.262683176239097,10.870136302917256,TRUE,"Cancer-related genes, Essential proteins, Plasma proteins, Predicted intracellular proteins",
ADPRHL1,52.85728293718459,30.789145173413218,22.068137763771375,FALSE,Predicted intracellular proteins,Plasma membrane
NDUFA9,45.60770742454013,20.92308007872908,24.68462734581105,TRUE,"Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Mitochondria
PACSIN3,30.689422216694833,16.239195621850687,14.450226594844146,TRUE,"Plasma proteins, Predicted intracellular proteins",Cytosol
COASY,28.398795153657584,22.747450179234132,5.651344974423452,FALSE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins",Mitochondria
NDUFA10,46.631790240324605,17.757902463733025,28.87388777659158,FALSE,"Disease related genes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins",Mitochondria
CCT3,19.779933435973916,6.794236856744727,12.985696579229188,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins",Cytosol
MGST3,22.924636504940878,29.040508864656918,-6.11587235971604,FALSE,"Enzymes, Metabolic proteins, Predicted membrane proteins",Nucleoplasm
MYH9,70.88572941753523,18.971046194217003,51.91468322331823,TRUE,"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins","Plasma membrane, Actin filaments"
CACNA2D1,32.45687699913717,16.283132883723,16.173744115414173,TRUE,"FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",
LTA4H,13.136260485501323,14.741172299417416,-1.6049118139160932,TRUE,"Cancer-related genes, Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",Cytosol
AK3,54.524988749307155,34.596917559807935,19.92807118949922,TRUE,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",Mitochondria
HNRNPK,26.15840682377678,18.58850259668671,7.5699042270900705,TRUE,"Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins",Nucleoplasm
MYOT,52.95825990292106,25.70239005347961,27.255869849441446,FALSE,"Disease related genes, Human disease related genes, Predicted intracellular proteins",
CSRP1,79.5116767508102,38.83563676050184,40.676039990308354,TRUE,"Plasma proteins, Predicted intracellular proteins",
RNPEP,25.710885432575303,29.30611186005422,-3.5952264274789165,TRUE,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Golgi apparatus
GYS1,46.98075702908722,28.03047141768517,18.95028561140205,TRUE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins","Microtubules, Cytosol"
NDUFA5,49.74773841744148,23.914641781736787,25.833096635704695,FALSE,"Metabolic proteins, Predicted intracellular proteins",Mitochondria
IMMT,53.72720462041437,21.090162763176163,32.6370418572382,FALSE,"Essential proteins, Predicted intracellular proteins, Transporters",Mitochondria
SMTNL1,50.515244619924125,33.22983865788627,17.285405962037856,FALSE,Predicted intracellular proteins,
NT5C3A,37.495067065984664,21.459645558597956,16.035421507386708,TRUE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins","Endoplasmic reticulum, Cytosol"
ANK1,87.36457502042053,66.58693832467097,20.777636695749564,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters",
KRT19,135.08867802790613,65.60718878614273,69.4814892417634,TRUE,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins",Intermediate filaments
ATP5PF,55.09175427775189,20.6803275152941,34.41142676245779,TRUE,"Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Transporters",Mitochondria
EEF1B2,18.56289306892949,14.849070981497045,3.7138220874324457,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins","Nucleoli fibrillar center, Cytosol"
RAB5C,43.52091587146602,12.575630155250817,30.945285716215206,TRUE,"Enzymes, Plasma proteins, Predicted intracellular proteins, RAS pathway related proteins",Endosomes
NDUFA13,59.585645408168965,28.05779609772769,31.527849310441276,FALSE,"Disease related genes, Essential proteins, Human disease related genes, Metabolic proteins, Predicted membrane proteins",Mitochondria
PSMA5,26.563036772430426,11.541966776733839,15.021069995696587,TRUE,"Enzymes, Essential proteins, Plasma proteins, Predicted intracellular proteins",Cytosol
CAP2,39.333634942161865,17.629311553983573,21.70432338817829,FALSE,"Cancer-related genes, Predicted intracellular proteins","Nucleoplasm, Cytosol"
S100A11,97.86382880546304,43.789978608132074,54.07385019733097,TRUE,"Plasma proteins, Predicted intracellular proteins","Nucleoplasm, Cytosol"
NDUFB3,51.47730517077122,20.273250146951213,31.204055023820004,FALSE,"Disease related genes, Essential proteins, Human disease related genes, Metabolic proteins, Predicted membrane proteins",
