uniprot_id,gene,in_sam,in_ours,set_membership
P54922,ADPRH,TRUE,TRUE,both
P35241,RDX,TRUE,TRUE,both
P29218,IMPA1,TRUE,TRUE,both
Q9UBQ5,EIF3K,TRUE,TRUE,both
P28074,PSMB5,TRUE,TRUE,both
O95210,STBD1,TRUE,TRUE,both
P12110,COL6A2,TRUE,TRUE,both
O60936,NOL3,TRUE,TRUE,both
Q9Y2Q3,GSTK1,TRUE,TRUE,both
P60866,RPS20,TRUE,TRUE,both
O43813,LANCL1,TRUE,TRUE,both
P00395,MT-CO1,TRUE,TRUE,both
Q9UKX3,MYH13,TRUE,TRUE,both
P46783,RPS10,TRUE,TRUE,both
P52895,AKR1C2,TRUE,TRUE,both
Q9NSD9,FARSB,TRUE,TRUE,both
P17931,LGALS3,TRUE,TRUE,both
Q15149,PLEC,TRUE,TRUE,both
Q9Y6C9,MTCH2,TRUE,TRUE,both
Q9HC38,GLOD4,TRUE,TRUE,both
Q9Y6B6,SAR1B,TRUE,TRUE,both
P27797,CALR,TRUE,TRUE,both
Q9Y512,SAMM50,TRUE,TRUE,both
P46926,GNPDA1,TRUE,TRUE,both
P46781,RPS9,TRUE,TRUE,both
P17152,TMEM11,TRUE,TRUE,both
Q15181,PPA1,TRUE,TRUE,both
O75608,LYPLA1,TRUE,TRUE,both
P00167,CYB5A,TRUE,TRUE,both
P45974,USP5,TRUE,TRUE,both
Q9NR12,PDLIM7,TRUE,TRUE,both
Q9H0W9,C11orf54,TRUE,TRUE,both
P62244,RPS15A,TRUE,TRUE,both
P63000,RAC1,TRUE,TRUE,both
Q9NTM9,CUTC,TRUE,TRUE,both
Q9BRA2,TXNDC17,TRUE,TRUE,both
P08865,RPSA,TRUE,TRUE,both
P62136,PPP1CA,TRUE,TRUE,both
Q702N8,XIRP1,TRUE,TRUE,both
P21810,BGN,TRUE,TRUE,both
Q9BUF5,TUBB6,TRUE,TRUE,both
O95563,MPC2,TRUE,TRUE,both
P50991,CCT4,TRUE,TRUE,both
P28072,PSMB6,TRUE,TRUE,both
Q93034,CUL5,TRUE,TRUE,both
Q9Y3A5,SBDS,TRUE,TRUE,both
P62750,RPL23A,TRUE,TRUE,both
O95817,BAG3,TRUE,TRUE,both
P51858,HDGF,TRUE,TRUE,both
P05026,ATP1B1,TRUE,TRUE,both
P19338,NCL,TRUE,TRUE,both
Q9NZA1,CLIC5,TRUE,TRUE,both
Q06323,PSME1,TRUE,TRUE,both
P61247,RPS3A,TRUE,TRUE,both
P50990,CCT8,TRUE,TRUE,both
Q04637,EIF4G1,TRUE,TRUE,both
Q9P0L0,VAPA,TRUE,TRUE,both
P23434,GCSH,TRUE,TRUE,both
P11171,EPB41,TRUE,TRUE,both
P15531,NME1,TRUE,TRUE,both
P52564,MAP2K6,TRUE,TRUE,both
P48643,CCT5,TRUE,TRUE,both
P31150,GDI1,TRUE,TRUE,both
Q8IW45,NAXD,TRUE,TRUE,both
Q13425,SNTB2,TRUE,TRUE,both
Q9Y2Z9,COQ6,TRUE,TRUE,both
P25398,RPS12,TRUE,TRUE,both
A6NNS2,DHRS7C,TRUE,TRUE,both
P30085,CMPK1,TRUE,TRUE,both
Q15404,RSU1,TRUE,TRUE,both
P62906,RPL10A,TRUE,TRUE,both
P17655,CAPN2,TRUE,TRUE,both
P68402,PAFAH1B2,TRUE,TRUE,both
P67809,YBX1,TRUE,TRUE,both
P51572,BCAP31,TRUE,TRUE,both
Q99832,CCT7,TRUE,TRUE,both
Q15631,TSN,TRUE,TRUE,both
P49720,PSMB3,TRUE,TRUE,both
P47756,CAPZB,TRUE,TRUE,both
P00492,HPRT1,TRUE,TRUE,both
Q9H1R3,MYLK2,TRUE,TRUE,both
O95139,NDUFB6,TRUE,TRUE,both
Q16181,SEPTIN7,TRUE,TRUE,both
P06748,NPM1,TRUE,TRUE,both
Q13867,BLMH,TRUE,TRUE,both
Q9UMS6,SYNPO2,TRUE,TRUE,both
P61956,SUMO2,TRUE,TRUE,both
Q9H223,EHD4,TRUE,TRUE,both
Q14697,GANAB,TRUE,TRUE,both
P62879,GNB2,TRUE,TRUE,both
Q9Y305,ACOT9,TRUE,TRUE,both
O14957,UQCR11,TRUE,TRUE,both
O43399,TPD52L2,TRUE,TRUE,both
P05388,RPLP0,TRUE,TRUE,both
P15374,UCHL3,TRUE,TRUE,both
P45954,ACADSB,TRUE,TRUE,both
P46782,RPS5,TRUE,TRUE,both
P02751,FN1,TRUE,TRUE,both
Q14204,DYNC1H1,TRUE,TRUE,both
Q14103,HNRNPD,TRUE,TRUE,both
Q9Y6H1,CHCHD2,TRUE,TRUE,both
Q12988,HSPB3,TRUE,TRUE,both
P51648,ALDH3A2,TRUE,TRUE,both
Q86VP6,CAND1,TRUE,TRUE,both
P55268,LAMB2,TRUE,TRUE,both
O43920,NDUFS5,TRUE,TRUE,both
Q15555,MAPRE2,TRUE,TRUE,both
Q9UFN0,NIPSNAP3A,TRUE,TRUE,both
Q13698,CACNA1S,TRUE,TRUE,both
Q99714,HSD17B10,TRUE,TRUE,both
O95298,NDUFC2,TRUE,TRUE,both
P30405,PPIF,TRUE,TRUE,both
Q15435,PPP1R7,TRUE,TRUE,both
Q13526,PIN1,TRUE,TRUE,both
P55290,CDH13,TRUE,TRUE,both
Q13418,ILK,TRUE,TRUE,both
O14653,GOSR2,TRUE,TRUE,both
P20810,CAST,TRUE,TRUE,both
O43776,NARS1,TRUE,TRUE,both
P27348,YWHAQ,TRUE,TRUE,both
P10636,MAPT,TRUE,TRUE,both
Q9BS26,ERP44,TRUE,TRUE,both
Q9NX14,NDUFB11,TRUE,TRUE,both
Q9UQ80,PA2G4,TRUE,TRUE,both
P46940,IQGAP1,TRUE,TRUE,both
O00629,KPNA4,TRUE,TRUE,both
P07858,CTSB,TRUE,TRUE,both
P51812,RPS6KA3,TRUE,TRUE,both
Q99757,TXN2,TRUE,TRUE,both
P25325,MPST,TRUE,TRUE,both
Q13510,ASAH1,TRUE,TRUE,both
O75822,EIF3J,TRUE,TRUE,both
P03886,MT-ND1,TRUE,TRUE,both
O75891,ALDH1L1,TRUE,TRUE,both
P51553,IDH3G,TRUE,TRUE,both
O43852,CALU,TRUE,TRUE,both
O00159,MYO1C,TRUE,TRUE,both
Q9NZQ9,TMOD4,TRUE,TRUE,both
Q9Y6E2,BZW2,TRUE,TRUE,both
O95747,OXSR1,TRUE,TRUE,both
O14773,TPP1,TRUE,TRUE,both
Q96MG2,JSRP1,TRUE,TRUE,both
Q16816,PHKG1,TRUE,TRUE,both
P14406,COX7A2,TRUE,TRUE,both
P03915,MT-ND5,TRUE,TRUE,both
P28482,MAPK1,TRUE,TRUE,both
P35270,SPR,TRUE,TRUE,both
O94826,TOMM70,TRUE,TRUE,both
Q08623,PUDP,TRUE,TRUE,both
P23142,FBLN1,TRUE,TRUE,both
O15173,PGRMC2,TRUE,TRUE,both
P53004,BLVRA,TRUE,TRUE,both
O00299,CLIC1,TRUE,TRUE,both
Q9UI09,NDUFA12,TRUE,TRUE,both
Q8WTS6,SETD7,TRUE,TRUE,both
Q15124,PGM5,TRUE,TRUE,both
P47755,CAPZA2,TRUE,TRUE,both
Q99807,COQ7,TRUE,TRUE,both
P55010,EIF5,TRUE,TRUE,both
O76070,SNCG,TRUE,TRUE,both
P14866,HNRNPL,TRUE,TRUE,both
Q9BW30,TPPP3,TRUE,TRUE,both
P48556,PSMD8,TRUE,TRUE,both
O43708,GSTZ1,TRUE,TRUE,both
Q7Z406,MYH14,TRUE,TRUE,both
Q01082,SPTBN1,TRUE,TRUE,both
P21397,MAOA,TRUE,TRUE,both
P10301,RRAS,TRUE,TRUE,both
P14868,DARS1,TRUE,TRUE,both
P61019,RAB2A,TRUE,TRUE,both
P63151,PPP2R2A,TRUE,TRUE,both
Q9NR28,DIABLO,TRUE,TRUE,both
Q9NZJ6,COQ3,TRUE,TRUE,both
Q96FV2,SCRN2,TRUE,TRUE,both
Q8IWX7,UNC45B,TRUE,TRUE,both
P61163,ACTR1A,TRUE,TRUE,both
P61925,PKIA,TRUE,TRUE,both
Q14914,PTGR1,TRUE,TRUE,both
Q9Y3F4,STRAP,TRUE,TRUE,both
P30837,ALDH1B1,TRUE,TRUE,both
P11940,PABPC1,TRUE,TRUE,both
P48506,GCLC,TRUE,TRUE,both
Q9UM22,EPDR1,TRUE,TRUE,both
P15880,RPS2,TRUE,TRUE,both
Q96KP4,CNDP2,TRUE,TRUE,both
Q5VST9,OBSCN,TRUE,TRUE,both
Q99627,COPS8,TRUE,TRUE,both
P62753,RPS6,TRUE,TRUE,both
P62269,RPS18,TRUE,TRUE,both
O60493,SNX3,TRUE,TRUE,both
Q8N1G4,LRRC47,TRUE,TRUE,both
Q92629,SGCD,TRUE,TRUE,both
O75832,PSMD10,TRUE,TRUE,both
P17980,PSMC3,TRUE,TRUE,both
O95169,NDUFB8,TRUE,TRUE,both
Q9BSE5,AGMAT,TRUE,TRUE,both
Q15848,ADIPOQ,TRUE,TRUE,both
P35998,PSMC2,TRUE,TRUE,both
Q16543,CDC37,TRUE,TRUE,both
O14737,PDCD5,TRUE,TRUE,both
Q99436,PSMB7,TRUE,TRUE,both
P02750,LRG1,TRUE,TRUE,both
P19971,TYMP,TRUE,TRUE,both
Q96FW1,OTUB1,TRUE,TRUE,both
P62993,GRB2,TRUE,TRUE,both
Q16762,TST,TRUE,TRUE,both
P04843,RPN1,TRUE,TRUE,both
Q9Y4W6,AFG3L2,TRUE,TRUE,both
Q5VYK3,ECPAS,TRUE,TRUE,both
Q14847,LASP1,TRUE,TRUE,both
P11532,DMD,TRUE,TRUE,both
P03891,MT-ND2,TRUE,TRUE,both
Q9ULC4,MCTS1,TRUE,TRUE,both
P31943,HNRNPH1,TRUE,TRUE,both
O43598,DNPH1,TRUE,TRUE,both
P62857,RPS28,TRUE,TRUE,both
P00966,ASS1,TRUE,TRUE,both
Q04446,GBE1,TRUE,TRUE,both
P29972,AQP1,TRUE,TRUE,both
Q9H9P8,L2HGDH,TRUE,TRUE,both
P41567,EIF1,TRUE,TRUE,both
Q15370,ELOB,TRUE,TRUE,both
P16298,PPP3CB,TRUE,TRUE,both
O00505,KPNA3,TRUE,TRUE,both
Q13630,TSTA3,TRUE,FALSE,sam_only
P16989,YBX3,TRUE,TRUE,both
Q15084,PDIA6,TRUE,TRUE,both
Q9HDC9,APMAP,TRUE,TRUE,both
Q07020,RPL18,TRUE,TRUE,both
P04216,THY1,TRUE,TRUE,both
Q15121,PEA15,TRUE,TRUE,both
Q9Y5L4,TIMM13,TRUE,TRUE,both
Q9NQR4,NIT2,TRUE,TRUE,both
Q6IAN0,DHRS7B,TRUE,TRUE,both
O95336,PGLS,TRUE,TRUE,both
O00487,PSMD14,TRUE,TRUE,both
Q96MF6,COQ10A,TRUE,TRUE,both
Q15642,TRIP10,TRUE,TRUE,both
Q9BXI3,NT5C1A,TRUE,TRUE,both
Q15366,PCBP2,TRUE,TRUE,both
Q14011,CIRBP,TRUE,TRUE,both
Q02221,COX6A2,TRUE,TRUE,both
P67936,TPM4,TRUE,TRUE,both
O00217,NDUFS8,TRUE,TRUE,both
Q9NVS9,PNPO,TRUE,TRUE,both
Q9BXK5,BCL2L13,TRUE,TRUE,both
Q13310,PABPC4,TRUE,TRUE,both
P46019,PHKA2,TRUE,TRUE,both
P12429,ANXA3,TRUE,TRUE,both
Q8WW22,DNAJA4,TRUE,TRUE,both
P05165,PCCA,TRUE,TRUE,both
Q01105,SET,TRUE,TRUE,both
Q93100,PHKB,TRUE,TRUE,both
Q9BT78,COPS4,TRUE,TRUE,both
P48637,GSS,TRUE,TRUE,both
Q96C23,GALM,TRUE,TRUE,both
P62081,RPS7,TRUE,TRUE,both
Q9BVK6,TMED9,TRUE,TRUE,both
O15145,ARPC3,TRUE,TRUE,both
P62701,RPS4X,TRUE,TRUE,both
Q9NUQ9,FAM49B,TRUE,FALSE,sam_only
O00764,PDXK,TRUE,TRUE,both
Q13424,SNTA1,TRUE,TRUE,both
Q02952,AKAP12,TRUE,TRUE,both
Q7L5N1,COPS6,TRUE,TRUE,both
P08572,COL4A2,TRUE,TRUE,both
O95292,VAPB,TRUE,TRUE,both
Q16595,FXN,TRUE,TRUE,both
P62847,RPS24,TRUE,TRUE,both
Q9UL25,RAB21,TRUE,TRUE,both
Q15046,KARS1,TRUE,TRUE,both
Q8IWW8,ADHFE1,TRUE,TRUE,both
P17568,NDUFB7,TRUE,TRUE,both
A6NCE7,MAP1LC3B2,TRUE,TRUE,both
P13473,LAMP2,TRUE,TRUE,both
Q13554,CAMK2B,TRUE,TRUE,both
Q99873,PRMT1,TRUE,TRUE,both
Q16881,TXNRD1,TRUE,TRUE,both
P15088,CPA3,TRUE,TRUE,both
P98160,HSPG2,TRUE,TRUE,both
Q9BXW7,HDHD5,TRUE,TRUE,both
Q9H2U2,PPA2,TRUE,TRUE,both
Q9NVJ2,ARL8B,TRUE,TRUE,both
Q9H7Z7,PTGES2,TRUE,TRUE,both
O95573,ACSL3,TRUE,TRUE,both
Q9UBI6,GNG12,TRUE,TRUE,both
O60884,DNAJA2,TRUE,TRUE,both
P46776,RPL27A,TRUE,TRUE,both
O43396,TXNL1,TRUE,TRUE,both
Q9NYL2,MAP3K20,TRUE,TRUE,both
Q04917,YWHAH,TRUE,TRUE,both
P55060,CSE1L,TRUE,TRUE,both
Q92734,TFG,TRUE,TRUE,both
O60749,SNX2,TRUE,TRUE,both
Q8WUM4,PDCD6IP,TRUE,TRUE,both
P39019,RPS19,TRUE,TRUE,both
Q15257,PTPA,TRUE,TRUE,both
P59998,ARPC4,TRUE,TRUE,both
Q13363,CTBP1,TRUE,TRUE,both
Q00059,TFAM,TRUE,TRUE,both
O00264,PGRMC1,TRUE,TRUE,both
P30050,RPL12,TRUE,TRUE,both
O75223,GGCT,TRUE,TRUE,both
Q9UJ70,NAGK,TRUE,TRUE,both
Q93052,LPP,TRUE,TRUE,both
Q15102,PAFAH1B3,TRUE,TRUE,both
O15511,ARPC5,TRUE,TRUE,both
Q9UHV9,PFDN2,TRUE,TRUE,both
P62829,RPL23,TRUE,TRUE,both
P42766,RPL35,TRUE,TRUE,both
Q96CM8,ACSF2,TRUE,TRUE,both
O95182,NDUFA7,TRUE,TRUE,both
Q9UHY7,ENOPH1,TRUE,TRUE,both
Q13200,PSMD2,TRUE,TRUE,both
Q9Y570,PPME1,TRUE,TRUE,both
P14324,FDPS,TRUE,TRUE,both
P61201,COPS2,TRUE,TRUE,both
Q92841,DDX17,TRUE,TRUE,both
Q13326,SGCG,TRUE,TRUE,both
Q8N4T8,CBR4,TRUE,TRUE,both
Q9BZL1,UBL5,TRUE,TRUE,both
Q9H9S4,CAB39L,TRUE,TRUE,both
P35749,MYH11,TRUE,TRUE,both
Q9HCP6,HHATL,TRUE,TRUE,both
Q9H479,FN3K,TRUE,TRUE,both
O75368,SH3BGRL,TRUE,TRUE,both
P46939,UTRN,TRUE,TRUE,both
P31153,MAT2A,TRUE,TRUE,both
Q9UNM6,PSMD13,TRUE,TRUE,both
P20807,CAPN3,TRUE,TRUE,both
P40429,RPL13A,TRUE,TRUE,both
O00232,PSMD12,TRUE,TRUE,both
P21964,COMT,TRUE,TRUE,both
Q02252,ALDH6A1,TRUE,TRUE,both
P12268,IMPDH2,TRUE,TRUE,both
Q9NZM1,MYOF,TRUE,TRUE,both
Q16401,PSMD5,TRUE,TRUE,both
Q8N3L3,TXLNB,TRUE,TRUE,both
P56381,ATP5F1E,TRUE,TRUE,both
Q86X55,CARM1,TRUE,TRUE,both
Q9H299,SH3BGRL3,TRUE,TRUE,both
Q16585,SGCB,TRUE,TRUE,both
Q5VTT5,MYOM3,TRUE,TRUE,both
Q9Y3I1,FBXO7,TRUE,TRUE,both
Q02750,MAP2K1,TRUE,TRUE,both
P63167,DYNLL1,TRUE,TRUE,both
Q9Y6N5,SQOR,TRUE,TRUE,both
Q9UL46,PSME2,TRUE,TRUE,both
O75131,CPNE3,TRUE,TRUE,both
Q9NTX5,ECHDC1,TRUE,TRUE,both
Q12797,ASPH,TRUE,TRUE,both
Q13555,CAMK2G,TRUE,TRUE,both
Q9BUR5,APOO,TRUE,TRUE,both
Q9BR39,JPH2,TRUE,TRUE,both
P20962,PTMS,TRUE,TRUE,both
Q13508,ART3,TRUE,TRUE,both
P11047,LAMC1,TRUE,TRUE,both
Q01130,SRSF2,TRUE,TRUE,both
Q14249,ENDOG,TRUE,TRUE,both
O43760,SYNGR2,TRUE,TRUE,both
P13010,XRCC5,TRUE,TRUE,both
Q9H6F2,TMEM38A,TRUE,TRUE,both
Q9NRG7,SDR39U1,TRUE,TRUE,both
Q9NVH6,TMLHE,TRUE,TRUE,both
P57105,SYNJ2BP,TRUE,TRUE,both
Q9BRC7,PLCD4,TRUE,TRUE,both
P62314,SNRPD1,TRUE,TRUE,both
Q13976,PRKG1,TRUE,TRUE,both
O60313,OPA1,TRUE,TRUE,both
O75396,SEC22B,TRUE,TRUE,both
P55809,OXCT1,TRUE,TRUE,both
O15212,PFDN6,TRUE,TRUE,both
P30536,TSPO,TRUE,TRUE,both
P49419,ALDH7A1,TRUE,TRUE,both
O00231,PSMD11,TRUE,TRUE,both
O00429,DNM1L,TRUE,TRUE,both
P14543,NID1,TRUE,TRUE,both
Q92506,HSD17B8,TRUE,TRUE,both
Q9BX66,SORBS1,TRUE,TRUE,both
Q13442,PDAP1,TRUE,TRUE,both
P51991,HNRNPA3,TRUE,TRUE,both
P07305,H1-0,TRUE,TRUE,both
Q9NVD7,PARVA,TRUE,TRUE,both
P83111,LACTB,TRUE,TRUE,both
Q16658,FSCN1,TRUE,TRUE,both
Q9HDC5,JPH1,TRUE,TRUE,both
P62277,RPS13,TRUE,TRUE,both
P62899,RPL31,TRUE,TRUE,both
Q15582,TGFBI,TRUE,TRUE,both
P46459,NSF,TRUE,TRUE,both
O14744,PRMT5,TRUE,TRUE,both
O60784,TOM1,TRUE,TRUE,both
P63302,SELENOW,TRUE,TRUE,both
Q92905,COPS5,TRUE,TRUE,both
Q14118,DAG1,TRUE,TRUE,both
P49458,SRP9,TRUE,TRUE,both
Q9HCU5,PREB,TRUE,TRUE,both
Q13561,DCTN2,TRUE,TRUE,both
P55036,PSMD4,TRUE,TRUE,both
P36776,LONP1,TRUE,TRUE,both
P35637,FUS,TRUE,TRUE,both
Q15417,CNN3,TRUE,TRUE,both
O75128,COBL,TRUE,TRUE,both
Q9Y3I0,RTCB,TRUE,TRUE,both
Q9UHD8,SEPTIN9,TRUE,TRUE,both
P63173,RPL38,TRUE,TRUE,both
P05198,EIF2S1,TRUE,TRUE,both
O43772,SLC25A20,TRUE,TRUE,both
Q07960,ARHGAP1,TRUE,TRUE,both
Q9UBW8,COPS7A,TRUE,TRUE,both
Q15369,ELOC,TRUE,TRUE,both
P11182,DBT,TRUE,TRUE,both
Q02338,BDH1,TRUE,TRUE,both
P43034,PAFAH1B1,TRUE,TRUE,both
Q8TDX7,NEK7,TRUE,TRUE,both
P82909,MRPS36,TRUE,TRUE,both
O43414,ERI3,TRUE,TRUE,both
P61081,UBE2M,TRUE,TRUE,both
P62917,RPL8,TRUE,TRUE,both
O43181,NDUFS4,TRUE,TRUE,both
P08708,RPS17,TRUE,TRUE,both
P61225,RAP2B,TRUE,TRUE,both
P49755,TMED10,TRUE,TRUE,both
Q9UN37,VPS4A,TRUE,TRUE,both
Q16586,SGCA,TRUE,TRUE,both
P54646,PRKAA2,TRUE,TRUE,both
Q9ULA0,DNPEP,TRUE,TRUE,both
O94903,PLPBP,TRUE,TRUE,both
P61106,RAB14,TRUE,TRUE,both
P26373,RPL13,TRUE,TRUE,both
P11233,RALA,TRUE,TRUE,both
P33176,KIF5B,TRUE,TRUE,both
Q99460,PSMD1,TRUE,TRUE,both
O60925,PFDN1,TRUE,TRUE,both
Q8NBX0,SCCPDH,TRUE,TRUE,both
Q14BN4,SLMAP,TRUE,TRUE,both
Q92947,GCDH,TRUE,TRUE,both
Q99685,MGLL,TRUE,TRUE,both
Q0VDG4,SCRN3,TRUE,TRUE,both
Q9BV79,MECR,TRUE,TRUE,both
Q12931,TRAP1,TRUE,TRUE,both
O43583,DENR,TRUE,TRUE,both
O94919,ENDOD1,TRUE,TRUE,both
Q9H8M1,COQ10B,TRUE,TRUE,both
Q15019,SEPTIN2,TRUE,TRUE,both
P61086,UBE2K,TRUE,TRUE,both
P07814,EPRS1,TRUE,TRUE,both
Q13098,GPS1,TRUE,TRUE,both
Q9NVE7,PANK4,TRUE,TRUE,both
O43390,HNRNPR,TRUE,TRUE,both
O95782,AP2A1,TRUE,TRUE,both
Q6XQN6,NAPRT,TRUE,TRUE,both
P12955,PEPD,TRUE,TRUE,both
P50225,SULT1A1,TRUE,TRUE,both
P63220,RPS21,TRUE,TRUE,both
Q9NZ08,ERAP1,TRUE,TRUE,both
Q969X5,ERGIC1,TRUE,TRUE,both
P62841,RPS15,TRUE,TRUE,both
Q99541,PLIN2,TRUE,TRUE,both
Q12805,EFEMP1,TRUE,TRUE,both
P26440,IVD,TRUE,TRUE,both
P18621,RPL17,TRUE,TRUE,both
O60506,SYNCRIP,TRUE,TRUE,both
P26599,PTBP1,TRUE,TRUE,both
P62241,RPS8,TRUE,TRUE,both
Q8WW59,SPRYD4,TRUE,TRUE,both
Q9NY33,DPP3,TRUE,TRUE,both
O14618,CCS,TRUE,TRUE,both
P03928,MT-ATP8,TRUE,TRUE,both
Q9NX40,OCIAD1,TRUE,TRUE,both
Q9HBL0,TNS1,TRUE,TRUE,both
Q14152,EIF3A,TRUE,TRUE,both
Q00577,PURA,TRUE,TRUE,both
Q9BSJ8,ESYT1,TRUE,TRUE,both
Q96I99,SUCLG2,TRUE,TRUE,both
P39656,DDOST,TRUE,TRUE,both
P26640,VARS1,TRUE,TRUE,both
P61353,RPL27,TRUE,TRUE,both
Q13683,ITGA7,TRUE,TRUE,both
Q8TAT6,NPLOC4,TRUE,TRUE,both
P22830,FECH,TRUE,TRUE,both
Q9H4G4,GLIPR2,TRUE,TRUE,both
Q9BZQ8,NIBAN1,TRUE,TRUE,both
Q96CN7,ISOC1,TRUE,TRUE,both
Q9NUJ1,ABHD10,TRUE,TRUE,both
Q86Y39,NDUFA11,TRUE,TRUE,both
Q9BYV2,TRIM54,TRUE,TRUE,both
P62318,SNRPD3,TRUE,TRUE,both
P23368,ME2,TRUE,TRUE,both
P43686,PSMC4,TRUE,TRUE,both
O00442,RTCA,TRUE,TRUE,both
O43674,NDUFB5,TRUE,TRUE,both
O94905,ERLIN2,TRUE,TRUE,both
O75340,PDCD6,TRUE,TRUE,both
Q9BS40,LXN,TRUE,TRUE,both
Q15836,VAMP3,TRUE,TRUE,both
O95372,LYPLA2,TRUE,TRUE,both
P63027,VAMP2,TRUE,TRUE,both
P62424,RPL7A,TRUE,TRUE,both
P63279,UBE2I,TRUE,TRUE,both
Q86VF7,NRAP,TRUE,TRUE,both
P62195,PSMC5,TRUE,TRUE,both
P54619,PRKAG1,TRUE,TRUE,both
P12956,XRCC6,TRUE,TRUE,both
P22234,PAICS,TRUE,TRUE,both
Q13126,MTAP,TRUE,TRUE,both
P53985,SLC16A1,TRUE,TRUE,both
P01903,HLA-DRA,TRUE,TRUE,both
Q9NRY5,FAM114A2,TRUE,TRUE,both
Q9BRF8,CPPED1,TRUE,TRUE,both
P04844,RPN2,TRUE,TRUE,both
O43169,CYB5B,TRUE,TRUE,both
P43490,NAMPT,TRUE,TRUE,both
Q9UQM7,CAMK2A,TRUE,TRUE,both
O43765,SGTA,TRUE,TRUE,both
Q99439,CNN2,TRUE,TRUE,both
Q2TAA2,IAH1,TRUE,TRUE,both
Q9BSL1,UBAC1,TRUE,TRUE,both
P09497,CLTB,TRUE,TRUE,both
P09651,HNRNPA1,TRUE,TRUE,both
P51687,SUOX,TRUE,TRUE,both
Q9UJY1,HSPB8,TRUE,TRUE,both
O00233,PSMD9,TRUE,TRUE,both
Q96PE7,MCEE,TRUE,TRUE,both
Q9NTG7,SIRT3,TRUE,TRUE,both
Q9NQW7,XPNPEP1,TRUE,TRUE,both
Q15691,MAPRE1,TRUE,TRUE,both
Q07955,SRSF1,TRUE,TRUE,both
P34896,SHMT1,TRUE,TRUE,both
Q13247,SRSF6,TRUE,TRUE,both
P55795,HNRNPH2,TRUE,TRUE,both
Q6UW68,TMEM205,TRUE,TRUE,both
P30040,ERP29,TRUE,TRUE,both
P50570,DNM2,TRUE,TRUE,both
Q02641,CACNB1,TRUE,TRUE,both
Q9NP79,VTA1,TRUE,TRUE,both
Q03154,ACY1,TRUE,TRUE,both
Q05682,CALD1,TRUE,TRUE,both
P18077,RPL35A,TRUE,TRUE,both
P43487,RANBP1,TRUE,TRUE,both
Q9UNE7,STUB1,TRUE,TRUE,both
P50579,METAP2,TRUE,TRUE,both
A5YM72,CARNS1,TRUE,TRUE,both
Q7L1Q6,BZW1,TRUE,TRUE,both
P08311,CTSG,TRUE,TRUE,both
P53778,MAPK12,TRUE,TRUE,both
O75431,MTX2,TRUE,TRUE,both
P48507,GCLM,TRUE,TRUE,both
Q16563,SYPL1,TRUE,TRUE,both
Q96AC1,FERMT2,TRUE,TRUE,both
Q00839,HNRNPU,TRUE,TRUE,both
Q86X76,NIT1,TRUE,TRUE,both
Q5HYK3,COQ5,TRUE,TRUE,both
Q5XPI4,RNF123,TRUE,TRUE,both
P35606,COPB2,TRUE,TRUE,both
O15061,SYNM,TRUE,TRUE,both
Q15436,SEC23A,TRUE,TRUE,both
O60763,USO1,TRUE,TRUE,both
P49591,SARS1,TRUE,TRUE,both
P41250,GARS1,TRUE,TRUE,both
O60234,GMFG,TRUE,TRUE,both
P45381,ASPA,TRUE,TRUE,both
Q96G03,PGM2,TRUE,TRUE,both
P01116,KRAS,TRUE,TRUE,both
Q8WY91,THAP4,TRUE,TRUE,both
Q9GZT8,NIF3L1,TRUE,TRUE,both
Q9UBF6,RNF7,TRUE,TRUE,both
P62280,RPS11,TRUE,TRUE,both
P62888,RPL30,TRUE,TRUE,both
P48059,LIMS1,TRUE,TRUE,both
O95865,DDAH2,TRUE,TRUE,both
Q9Y4G6,TLN2,TRUE,TRUE,both
Q6GMV3,PTRHD1,TRUE,TRUE,both
Q6P587,FAHD1,TRUE,TRUE,both
O60318,MCM3AP,TRUE,TRUE,both
Q53GQ0,HSD17B12,TRUE,TRUE,both
O43491,EPB41L2,TRUE,TRUE,both
O14979,HNRNPDL,TRUE,TRUE,both
Q9NVA2,SEPTIN11,TRUE,TRUE,both
P61960,UFM1,TRUE,TRUE,both
P53041,PPP5C,TRUE,TRUE,both
P62633,CNBP,TRUE,TRUE,both
P36543,ATP6V1E1,TRUE,TRUE,both
O95197,RTN3,TRUE,TRUE,both
P27361,MAPK3,TRUE,TRUE,both
Q9UHX1,PUF60,TRUE,TRUE,both
Q13492,PICALM,TRUE,TRUE,both
Q49B96,COX19,TRUE,TRUE,both
Q9BWD1,ACAT2,TRUE,TRUE,both
P13667,PDIA4,TRUE,TRUE,both
Q96C01,FAM136A,TRUE,TRUE,both
Q96QK1,VPS35,TRUE,TRUE,both
Q13131,PRKAA1,TRUE,TRUE,both
Q5JTJ3,COA6,TRUE,TRUE,both
Q02878,RPL6,TRUE,TRUE,both
Q8NE86,MCU,TRUE,TRUE,both
O75436,VPS26A,TRUE,TRUE,both
P56211,ARPP19,TRUE,TRUE,both
O15144,ARPC2,TRUE,TRUE,both
Q03013,GSTM4,TRUE,TRUE,both
Q96CV9,OPTN,TRUE,TRUE,both
P62330,ARF6,TRUE,TRUE,both
Q13162,PRDX4,TRUE,TRUE,both
O43237,DYNC1LI2,TRUE,TRUE,both
P29144,TPP2,TRUE,TRUE,both
P08397,HMBS,TRUE,TRUE,both
